width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Andesite,text_Basalt,time_obs,time_resp,text_Gabbro,time_fb1,time_fb2,text_Diorite,text_Pegmatite
,,,,,,,,,,,html-keyboard-response,92,2.0.0,205972,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,207021,5c09a1171907db0001602601,4,33,1046,,,,,,,,,"<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",2,class_response,0,test,44,Diorite,Gabbro,16,FALSE,3,4,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,207523,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,209371,5c09a1171907db0001602601,4,33,1846,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",1,class_response,0,test,45,Basalt,Basalt,4,TRUE,2,2,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,209874,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,211290,5c09a1171907db0001602601,4,33,1414,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",5,class_response,0,test,46,Pegmatite,Andesite,10,FALSE,6,1,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,211794,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,213003,5c09a1171907db0001602601,4,33,1208,,,,,,,,,"<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>",2,class_response,0,test,47,Diorite,Gabbro,14,FALSE,3,4,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,213506,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,215821,5c09a1171907db0001602601,4,33,2313,,,,,,,,,"<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>",7,class_response,0,test,48,Pumice,Pumice,3,TRUE,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,216325,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,230040,5c09a1171907db0001602601,4,33,13687,,,,,,,,"[{""page_index"":0,""viewing_time"":10387},{""page_index"":1,""viewing_time"":3301}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,234436,5c09a1171907db0001602601,4,33,4395,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,236654,5c09a1171907db0001602601,4,33,2216,,,,,,,,,"<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",2,class_response,1,train,1,Diorite,Diorite,13,TRUE,3,3,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,238388,5c09a1171907db0001602601,4,33,1732,,,,,,,,,"<img src= rock_img/I_Diorite_13.jpg style=""width:8cm; height:6.29cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,239572,5c09a1171907db0001602601,4,33,1182,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,1,train,2,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,240953,5c09a1171907db0001602601,4,33,1380,,,,,,,,,"<img src= rock_img/I_Obsidian_02.jpg style=""width:8cm; height:7.51cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,242207,5c09a1171907db0001602601,4,33,1252,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",6,class_response,1,train,3,Peridotite,Peridotite,6,TRUE,7,7,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,243253,5c09a1171907db0001602601,4,33,1045,,,,,,,,,"<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,245220,5c09a1171907db0001602601,4,33,1965,,,,,,,,,"<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>",0,class_response,1,train,4,Andesite,Diorite,11,FALSE,1,3,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,247519,5c09a1171907db0001602601,4,33,2298,,,,,,,,,"<img src= rock_img/I_Diorite_11.jpg style=""width:8cm; height:7.11cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,249420,5c09a1171907db0001602601,4,33,1900,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",3,class_response,1,train,5,Gabbro,Pegmatite,16,FALSE,4,6,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,251587,5c09a1171907db0001602601,4,33,2166,,,,,,,,,"<img src= rock_img/I_Pegmatite_16.jpg style=""width:8cm; height:5.8cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,252839,5c09a1171907db0001602601,4,33,1249,,,,,,,,,"<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>",7,class_response,1,train,6,Pumice,Pumice,10,TRUE,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,253687,5c09a1171907db0001602601,4,33,847,,,,,,,,,"<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,257854,5c09a1171907db0001602601,4,33,4166,,,,,,,,,"<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>",5,class_response,1,train,7,Pegmatite,Basalt,14,FALSE,6,2,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,259539,5c09a1171907db0001602601,4,33,1683,,,,,,,,,"<img src= rock_img/I_Basalt_14.jpg style=""width:8cm; height:5.82cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,261570,5c09a1171907db0001602601,4,33,2030,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",2,class_response,1,train,8,Diorite,Gabbro,1,FALSE,3,4,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,262987,5c09a1171907db0001602601,4,33,1415,,,,,,,,,"<img src= rock_img/I_Gabbro_01.jpg style=""width:8cm; height:5.21cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,122,2.0.0,264970,5c09a1171907db0001602601,4,33,1981,,,,,,,,,"<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>",1,class_response,1,train,9,Basalt,Andesite,3,FALSE,2,1,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,123,2.0.0,266542,5c09a1171907db0001602601,4,33,1570,,,,,,,,,"<img src= rock_img/I_Andesite_03.jpg style=""width:8cm; height:5.73cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,9,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,124,2.0.0,267839,5c09a1171907db0001602601,4,33,1296,,,,,,,,,"<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>",6,class_response,1,train,10,Peridotite,Peridotite,10,TRUE,7,7,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,125,2.0.0,268870,5c09a1171907db0001602601,4,33,1029,,,,,,,,,"<img src= rock_img/I_Peridotite_10.jpg style=""width:8cm; height:5.390000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,10,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,126,2.0.0,270053,5c09a1171907db0001602601,4,33,1181,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",4,class_response,1,train,11,Obsidian,Gabbro,9,FALSE,5,4,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,127,2.0.0,270989,5c09a1171907db0001602601,4,33,935,,,,,,,,,"<img src= rock_img/I_Gabbro_09.jpg style=""width:8cm; height:7.279999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,11,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,128,2.0.0,272853,5c09a1171907db0001602601,4,33,1863,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>",5,class_response,1,train,12,Pegmatite,Pegmatite,11,TRUE,6,6,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,129,2.0.0,273903,5c09a1171907db0001602601,4,33,1048,,,,,,,,,"<img src= rock_img/I_Pegmatite_11.jpg style=""width:8cm; height:8.14cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,12,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,130,2.0.0,298128,5c09a1171907db0001602601,4,33,24224,,,,,,,,"[{""page_index"":0,""viewing_time"":6290},{""page_index"":1,""viewing_time"":7196},{""page_index"":2,""viewing_time"":6787},{""page_index"":3,""viewing_time"":3951}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,131,2.0.0,299307,5c09a1171907db0001602601,4,33,1177,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,132,2.0.0,304653,5c09a1171907db0001602601,4,33,,,,,,,,,,,,cat_selection,1,train,1,,,,,,,2432.2,2913.3,1,2,Andesite,Basalt,,,,,,,,,
,,,,,,,,,,,paired-cat-display,133,1.0.0,384436,5c09a1171907db0001602601,4,33,,,,,,,,,,,,paired_cat_display,1,train,1,,,,,,,,,,,,,speckled two colors,"solid, dense structure
almost entirely single color
smooth parts on surface showing how it breaks off",8248.3,71533.5,,,,,
,,,,,,,,,,,html-button-response,134,2.0.0,393919,5c09a1171907db0001602601,4,33,,,,,,,,,,,,cat_selection,1,train,2,,,,,,,4865.3,4616.2,4,2,Gabbro,Basalt,,,,,,,,,
,,,,,,,,,,,paired-cat-display,135,1.0.0,434773,5c09a1171907db0001602601,4,33,,,,,,,,,,,,paired_cat_display,1,train,2,,,,,,,,,,,,,,"solid and dense texture
single color",6267.5,34584.6,"mottled color
not speckled
can be more than 2 colors",,,,
,,,,,,,,,,,html-button-response,136,2.0.0,443570,5c09a1171907db0001602601,4,33,,,,,,,,,,,,cat_selection,1,train,3,,,,,,,6816.6,1979.1,1,4,Andesite,Gabbro,,,,,,,,,
,,,,,,,,,,,paired-cat-display,137,1.0.0,479153,5c09a1171907db0001602601,4,33,,,,,,,,,,,,paired_cat_display,1,train,3,,,,,,,,,,,,,"clearly speckled
variety of colors but more light",,5963.2,29617.2,"more mottled than speckled
variety of colors but more dark",,,,
,,,,,,,,,,,instructions,138,2.0.0,493854,5c09a1171907db0001602601,4,33,14700,,,,,,,,"[{""page_index"":0,""viewing_time"":5485},{""page_index"":1,""viewing_time"":9216}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,139,2.0.0,495684,5c09a1171907db0001602601,4,33,1828,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,140,2.0.0,497918,5c09a1171907db0001602601,4,33,2232,,,,,,,,,"<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>",3,class_response,1,test,1,Gabbro,Basalt,6,FALSE,4,2,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,141,2.0.0,498421,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,142,2.0.0,501155,5c09a1171907db0001602601,4,33,2732,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",3,class_response,1,test,2,Gabbro,Gabbro,8,TRUE,4,4,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,2.0.0,501657,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,144,2.0.0,502868,5c09a1171907db0001602601,4,33,1209,,,,,,,,,"<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",7,class_response,1,test,3,Pumice,Pumice,9,TRUE,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,145,2.0.0,503371,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,146,2.0.0,505136,5c09a1171907db0001602601,4,33,1762,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,1,test,4,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,147,2.0.0,505639,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,148,2.0.0,506887,5c09a1171907db0001602601,4,33,1246,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,test,5,Peridotite,Pegmatite,3,FALSE,7,6,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,2.0.0,507390,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,150,2.0.0,508605,5c09a1171907db0001602601,4,33,1212,,,,,,,,,"<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>",6,class_response,1,test,6,Peridotite,Peridotite,13,TRUE,7,7,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,151,2.0.0,509109,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,152,2.0.0,510617,5c09a1171907db0001602601,4,33,1506,,,,,,,,,"<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>",4,class_response,1,test,7,Obsidian,Obsidian,9,TRUE,5,5,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,153,2.0.0,511119,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,7,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,154,2.0.0,513752,5c09a1171907db0001602601,4,33,2630,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",1,class_response,1,test,8,Basalt,Basalt,16,TRUE,2,2,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,2.0.0,514255,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,156,2.0.0,516235,5c09a1171907db0001602601,4,33,1977,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,test,9,Peridotite,Peridotite,16,TRUE,7,7,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,157,2.0.0,516738,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,9,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,158,2.0.0,519268,5c09a1171907db0001602601,4,33,2528,,,,,,,,,"<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>",1,class_response,1,test,10,Basalt,Gabbro,10,FALSE,2,4,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,159,2.0.0,519773,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,10,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,160,2.0.0,521551,5c09a1171907db0001602601,4,33,1776,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>",5,class_response,1,test,11,Pegmatite,Pegmatite,5,TRUE,6,6,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,161,2.0.0,522053,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,11,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,162,2.0.0,523551,5c09a1171907db0001602601,4,33,1495,,,,,,,,,"<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>",7,class_response,1,test,12,Pumice,Pumice,6,TRUE,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,163,2.0.0,524054,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,12,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,164,2.0.0,526234,5c09a1171907db0001602601,4,33,2178,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",0,class_response,1,test,13,Andesite,Diorite,15,FALSE,1,3,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,165,2.0.0,526739,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,13,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,166,2.0.0,528185,5c09a1171907db0001602601,4,33,1443,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,1,test,14,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,2.0.0,528690,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,14,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,168,2.0.0,531652,5c09a1171907db0001602601,4,33,2959,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",2,class_response,1,test,15,Diorite,Obsidian,6,FALSE,3,5,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,169,2.0.0,532156,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,15,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,170,2.0.0,533821,5c09a1171907db0001602601,4,33,1663,,,,,,,,,"<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>",1,class_response,1,test,16,Basalt,Basalt,8,TRUE,2,2,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,171,2.0.0,534324,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,16,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,172,2.0.0,535518,5c09a1171907db0001602601,4,33,1192,,,,,,,,,"<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>",4,class_response,1,test,17,Obsidian,Obsidian,12,TRUE,5,5,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,173,2.0.0,536019,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,17,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,174,2.0.0,540067,5c09a1171907db0001602601,4,33,4046,,,,,,,,,"<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>",3,class_response,1,test,18,Gabbro,Basalt,11,FALSE,4,2,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,175,2.0.0,540572,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,18,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,176,2.0.0,542785,5c09a1171907db0001602601,4,33,2211,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",4,class_response,1,test,19,Obsidian,Basalt,4,FALSE,5,2,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,177,2.0.0,543287,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,19,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,178,2.0.0,546388,5c09a1171907db0001602601,4,33,3098,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",0,class_response,1,test,20,Andesite,Diorite,10,FALSE,1,3,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,179,2.0.0,546890,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,20,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,180,2.0.0,550501,5c09a1171907db0001602601,4,33,3609,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",3,class_response,1,test,21,Gabbro,Peridotite,7,FALSE,4,7,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,181,2.0.0,551006,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,21,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,182,2.0.0,552651,5c09a1171907db0001602601,4,33,1643,,,,,,,,,"<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>",0,class_response,1,test,22,Andesite,Andesite,6,TRUE,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,183,2.0.0,553156,5c09a1171907db0001602601,4,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,22,,,,,,,,,,,,,,,,,,,,,
