"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","time_fb1","time_fb2"
"1358","1329","true","edge-chromium","130.0.0","false","Windows 10","true","60.51","true","true","browser-check","0","2.0.0","1011","66e8648522905b612ef32882","1","52","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","external-html","1","2.0.0","34961","66e8648522905b612ef32882","1","52","33890","consent_form.html","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","2","2.0.0","43545","66e8648522905b612ef32882","1","52","7581","","true","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","call-function","3","2.0.0","43546","66e8648522905b612ef32882","1","52","","","","{}","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","preload","4","2.0.0","45552","66e8648522905b612ef32882","1","52","","","true","","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","2.0.0","95617","66e8648522905b612ef32882","1","52","50063","","","","","","","","[{""page_index"":0,""viewing_time"":12023},{""page_index"":1,""viewing_time"":19904},{""page_index"":2,""viewing_time"":18136}]","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","2.0.0","98562","66e8648522905b612ef32882","1","52","2943","","","","","","","","","","0","start_test","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","7","2.0.0","108730","66e8648522905b612ef32882","1","52","10165","","","","","","","","","<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>","4","class_response","0","test","1","Obsidian","Obsidian","02","true","5","5","",""
"","","","","","","","","","","","html-keyboard-response","8","2.0.0","109233","66e8648522905b612ef32882","1","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","1","","","","","","","",""
"","","","","","","","","","","","html-button-response","9","2.0.0","129818","66e8648522905b612ef32882","1","52","20583","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","0","test","2","Obsidian","Obsidian","08","true","5","5","",""
"","","","","","","","","","","","html-keyboard-response","10","2.0.0","130320","66e8648522905b612ef32882","1","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","2","","","","","","","",""
"","","","","","","","","","","","html-button-response","11","2.0.0","145706","66e8648522905b612ef32882","1","52","15384","","","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","1","class_response","0","test","3","Basalt","Obsidian","14","false","2","5","",""
"","","","","","","","","","","","html-keyboard-response","12","2.0.0","146208","66e8648522905b612ef32882","1","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","3","","","","","","","",""
"","","","","","","","","","","","html-button-response","13","2.0.0","153114","66e8648522905b612ef32882","1","52","6905","","","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","7","class_response","0","test","4","Pumice","Pumice","14","true","8","8","",""
"","","","","","","","","","","","html-keyboard-response","14","2.0.0","153616","66e8648522905b612ef32882","1","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","4","","","","","","","",""
"","","","","","","","","","","","html-button-response","15","2.0.0","161554","66e8648522905b612ef32882","1","52","7937","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","1","class_response","0","test","5","Basalt","Diorite","11","false","2","3","",""
"","","","","","","","","","","","html-keyboard-response","16","2.0.0","162056","66e8648522905b612ef32882","1","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","5","","","","","","","",""
