"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num"
"","","","","","","","","","","","html-button-response","35","2.0.0","87256","5dee8ee31255595293a9906b","3","12","1234","","","","","","","","","<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>","4","class_response","0","test","15","Obsidian","Obsidian","06","true","5","5"
"","","","","","","","","","","","html-keyboard-response","36","2.0.0","87757","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","15","","","","","",""
"","","","","","","","","","","","html-button-response","37","2.0.0","90690","5dee8ee31255595293a9906b","3","12","2929","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","5","class_response","0","test","16","Pegmatite","Gabbro","05","false","6","4"
"","","","","","","","","","","","html-keyboard-response","38","2.0.0","91209","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","16","","","","","",""
"","","","","","","","","","","","html-button-response","39","2.0.0","92274","5dee8ee31255595293a9906b","3","12","1063","","","","","","","","","<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","17","Diorite","Pumice","04","false","3","8"
"","","","","","","","","","","","html-keyboard-response","40","2.0.0","92786","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","17","","","","","",""
"","","","","","","","","","","","html-button-response","41","2.0.0","93952","5dee8ee31255595293a9906b","3","12","1164","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","1","class_response","0","test","18","Basalt","Andesite","11","false","2","1"
"","","","","","","","","","","","html-keyboard-response","42","2.0.0","94460","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","18","","","","","",""
"","","","","","","","","","","","html-button-response","43","2.0.0","95392","5dee8ee31255595293a9906b","3","12","930","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","5","class_response","0","test","19","Pegmatite","Diorite","11","false","6","3"
"","","","","","","","","","","","html-keyboard-response","44","2.0.0","95901","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","19","","","","","",""
"","","","","","","","","","","","html-button-response","45","2.0.0","96594","5dee8ee31255595293a9906b","3","12","691","","","","","","","","","<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>","6","class_response","0","test","20","Peridotite","Basalt","14","false","7","2"
"","","","","","","","","","","","html-keyboard-response","46","2.0.0","97111","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","20","","","","","",""
"","","","","","","","","","","","html-button-response","47","2.0.0","98002","5dee8ee31255595293a9906b","3","12","887","","","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","4","class_response","0","test","21","Obsidian","Obsidian","14","true","5","5"
"","","","","","","","","","","","html-keyboard-response","48","2.0.0","98519","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","21","","","","","",""
"","","","","","","","","","","","html-button-response","49","2.0.0","99727","5dee8ee31255595293a9906b","3","12","1205","","","","","","","","","<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>","0","class_response","0","test","22","Andesite","Andesite","07","true","1","1"
"","","","","","","","","","","","html-keyboard-response","50","2.0.0","100237","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","22","","","","","",""
"","","","","","","","","","","","html-button-response","51","2.0.0","101082","5dee8ee31255595293a9906b","3","12","843","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","0","class_response","0","test","23","Andesite","Gabbro","15","false","1","4"
"","","","","","","","","","","","html-keyboard-response","52","2.0.0","101587","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","23","","","","","",""
"","","","","","","","","","","","html-button-response","53","2.0.0","102735","5dee8ee31255595293a9906b","3","12","1146","","","","","","","","","<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>","0","class_response","0","test","24","Andesite","Peridotite","12","false","1","7"
"","","","","","","","","","","","html-keyboard-response","54","2.0.0","103246","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","24","","","","","",""
"","","","","","","","","","","","html-button-response","55","2.0.0","104926","5dee8ee31255595293a9906b","3","12","1678","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","1","class_response","0","test","25","Basalt","Pegmatite","03","false","2","6"
"","","","","","","","","","","","html-keyboard-response","56","2.0.0","105432","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","25","","","","","",""
"","","","","","","","","","","","html-button-response","57","2.0.0","106407","5dee8ee31255595293a9906b","3","12","973","","","","","","","","","<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>","4","class_response","0","test","26","Obsidian","Obsidian","07","true","5","5"
"","","","","","","","","","","","html-keyboard-response","58","2.0.0","106923","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","26","","","","","",""
"","","","","","","","","","","","html-button-response","59","2.0.0","108821","5dee8ee31255595293a9906b","3","12","1897","","","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","2","class_response","0","test","27","Diorite","Pegmatite","16","false","3","6"
"","","","","","","","","","","","html-keyboard-response","60","2.0.0","109334","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","27","","","","","",""
"","","","","","","","","","","","html-button-response","61","2.0.0","110683","5dee8ee31255595293a9906b","3","12","1347","","","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","5","class_response","0","test","28","Pegmatite","Gabbro","10","false","6","4"
"","","","","","","","","","","","html-keyboard-response","62","2.0.0","111195","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","28","","","","","",""
"","","","","","","","","","","","html-button-response","63","2.0.0","112056","5dee8ee31255595293a9906b","3","12","858","","","","","","","","","<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>","6","class_response","0","test","29","Peridotite","Diorite","10","false","7","3"
"","","","","","","","","","","","html-keyboard-response","64","2.0.0","112572","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","29","","","","","",""
"","","","","","","","","","","","html-button-response","65","2.0.0","113878","5dee8ee31255595293a9906b","3","12","1304","","","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","1","class_response","0","test","30","Basalt","Pegmatite","12","false","2","6"
"","","","","","","","","","","","html-keyboard-response","66","2.0.0","114390","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","30","","","","","",""
"","","","","","","","","","","","html-button-response","67","2.0.0","116135","5dee8ee31255595293a9906b","3","12","1744","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","4","class_response","0","test","31","Obsidian","Pegmatite","08","false","5","6"
"","","","","","","","","","","","html-keyboard-response","68","2.0.0","116637","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","31","","","","","",""
"","","","","","","","","","","","html-button-response","69","2.0.0","118313","5dee8ee31255595293a9906b","3","12","1675","","","","","","","","","<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>","5","class_response","0","test","32","Pegmatite","Peridotite","16","false","6","7"
"","","","","","","","","","","","html-keyboard-response","70","2.0.0","118824","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","32","","","","","",""
"","","","","","","","","","","","html-button-response","71","2.0.0","120217","5dee8ee31255595293a9906b","3","12","1390","","","","","","","","","<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","0","class_response","0","test","33","Andesite","Basalt","09","false","1","2"
"","","","","","","","","","","","html-keyboard-response","72","2.0.0","120732","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","33","","","","","",""
"","","","","","","","","","","","html-button-response","73","2.0.0","121821","5dee8ee31255595293a9906b","3","12","1087","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","2","class_response","0","test","34","Diorite","Peridotite","14","false","3","7"
"","","","","","","","","","","","html-keyboard-response","74","2.0.0","122353","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","34","","","","","",""
"","","","","","","","","","","","html-button-response","75","2.0.0","123236","5dee8ee31255595293a9906b","3","12","882","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","6","class_response","0","test","35","Peridotite","Diorite","15","false","7","3"
"","","","","","","","","","","","html-keyboard-response","76","2.0.0","123745","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","35","","","","","",""
"","","","","","","","","","","","html-button-response","77","2.0.0","126131","5dee8ee31255595293a9906b","3","12","2384","","","","","","","","","<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","3","class_response","0","test","36","Gabbro","Pegmatite","10","false","4","6"
"","","","","","","","","","","","html-keyboard-response","78","2.0.0","126642","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","36","","","","","",""
"","","","","","","","","","","","html-button-response","79","2.0.0","127939","5dee8ee31255595293a9906b","3","12","1296","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","7","class_response","0","test","37","Pumice","Peridotite","06","false","8","7"
"","","","","","","","","","","","html-keyboard-response","80","2.0.0","128443","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","37","","","","","",""
"","","","","","","","","","","","html-button-response","81","2.0.0","129271","5dee8ee31255595293a9906b","3","12","826","","","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","7","class_response","0","test","38","Pumice","Pumice","09","true","8","8"
"","","","","","","","","","","","html-keyboard-response","82","2.0.0","129782","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","38","","","","","",""
"","","","","","","","","","","","html-button-response","83","2.0.0","130897","5dee8ee31255595293a9906b","3","12","1113","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","7","class_response","0","test","39","Pumice","Pumice","03","true","8","8"
"","","","","","","","","","","","html-keyboard-response","84","2.0.0","131408","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","39","","","","","",""
"","","","","","","","","","","","html-button-response","85","2.0.0","133298","5dee8ee31255595293a9906b","3","12","1887","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","6","class_response","0","test","40","Peridotite","Andesite","01","false","7","1"
"","","","","","","","","","","","html-keyboard-response","86","2.0.0","133802","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","40","","","","","",""
"","","","","","","","","","","","html-button-response","87","2.0.0","136285","5dee8ee31255595293a9906b","3","12","2481","","","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","5","class_response","0","test","41","Pegmatite","Andesite","05","false","6","1"
"","","","","","","","","","","","html-keyboard-response","88","2.0.0","136793","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","41","","","","","",""
"","","","","","","","","","","","html-button-response","89","2.0.0","137662","5dee8ee31255595293a9906b","3","12","866","","","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","4","class_response","0","test","42","Obsidian","Obsidian","16","true","5","5"
"","","","","","","","","","","","html-keyboard-response","90","2.0.0","138176","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","42","","","","","",""
"","","","","","","","","","","","html-button-response","91","2.0.0","139283","5dee8ee31255595293a9906b","3","12","1104","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","2","class_response","0","test","43","Diorite","Pumice","08","false","3","8"
"","","","","","","","","","","","html-keyboard-response","92","2.0.0","139798","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","43","","","","","",""
"","","","","","","","","","","","html-button-response","93","2.0.0","140628","5dee8ee31255595293a9906b","3","12","828","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","44","Diorite","Diorite","07","true","3","3"
"","","","","","","","","","","","html-keyboard-response","94","2.0.0","141132","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","44","","","","","",""
"","","","","","","","","","","","html-button-response","95","2.0.0","141735","5dee8ee31255595293a9906b","3","12","601","","","","","","","","","<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>","2","class_response","0","test","45","Diorite","Diorite","08","true","3","3"
"","","","","","","","","","","","html-keyboard-response","96","2.0.0","142250","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","45","","","","","",""
"","","","","","","","","","","","html-button-response","97","2.0.0","143080","5dee8ee31255595293a9906b","3","12","827","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","1","class_response","0","test","46","Basalt","Diorite","16","false","2","3"
"","","","","","","","","","","","html-keyboard-response","98","2.0.0","143586","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","46","","","","","",""
"","","","","","","","","","","","html-button-response","99","2.0.0","144911","5dee8ee31255595293a9906b","3","12","1324","","","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","7","class_response","0","test","47","Pumice","Pumice","14","true","8","8"
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","145420","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","146701","5dee8ee31255595293a9906b","3","12","1279","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","6","class_response","0","test","48","Peridotite","Gabbro","03","false","7","4"
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","147222","5dee8ee31255595293a9906b","3","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","155855","5dee8ee31255595293a9906b","3","12","8616","","","","","","","","[{""page_index"":0,""viewing_time"":7214},{""page_index"":1,""viewing_time"":1402}]","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","156923","5dee8ee31255595293a9906b","3","12","1067","","","","","","","","","","0","start_train","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","159550","5dee8ee31255595293a9906b","3","12","2625","","","","","","","","","<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>","0","class_response","1","train","1","Andesite","Basalt","06","false","1","2"
"","","","","","","","","","","","html-button-response","107","2.0.0","160569","5dee8ee31255595293a9906b","3","12","1017","","","","","","","","","<img src= rock_img/I_Basalt_06.jpg style=""width:8cm; height:7.06cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","1","","","","","",""
