"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Basalt","text_Pegmatite","time_resp","text_Diorite","text_Andesite","time_fb1","time_fb2","text_Peridotite"
"","","","","","","","","","","","html-keyboard-response","90","2.0.0","1486988","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","42","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","91","2.0.0","1488802","66696c2b8740c3864590e2c2","3","24","1811","","","","","","","","","<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>","0","class_response","0","test","43","Andesite","Obsidian","06","false","1","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","92","2.0.0","1489304","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","43","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","93","2.0.0","1490345","66696c2b8740c3864590e2c2","3","24","1039","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","1","class_response","0","test","44","Basalt","Gabbro","13","false","2","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","94","2.0.0","1490852","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","44","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","95","2.0.0","1491705","66696c2b8740c3864590e2c2","3","24","851","","","","","","","","","<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>","2","class_response","0","test","45","Diorite","Diorite","08","true","3","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","96","2.0.0","1492219","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","45","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","97","2.0.0","1492731","66696c2b8740c3864590e2c2","3","24","509","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","46","Diorite","Peridotite","02","false","3","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","98","2.0.0","1493233","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","46","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","99","2.0.0","1494226","66696c2b8740c3864590e2c2","3","24","990","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","5","class_response","0","test","47","Pegmatite","Pumice","08","false","6","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","1494731","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","1495481","66696c2b8740c3864590e2c2","3","24","747","","","","","","","","","<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","1","class_response","0","test","48","Basalt","Pegmatite","15","false","2","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","1495996","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","1525811","66696c2b8740c3864590e2c2","3","24","29747","","","","","","","","[{""page_index"":0,""viewing_time"":21738},{""page_index"":1,""viewing_time"":8008}]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","1533505","66696c2b8740c3864590e2c2","3","24","7691","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","1535762","66696c2b8740c3864590e2c2","3","24","2253","","","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","2","class_response","1","train","1","Diorite","Diorite","13","true","3","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","107","2.0.0","1539833","66696c2b8740c3864590e2c2","3","24","4069","","","","","","","","","<img src= rock_img/I_Diorite_13.jpg style=""width:8cm; height:6.29cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","108","2.0.0","1541401","66696c2b8740c3864590e2c2","3","24","1566","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","1","class_response","1","train","2","Basalt","Pumice","13","false","2","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","109","2.0.0","1542905","66696c2b8740c3864590e2c2","3","24","1501","","","","","","","","","<img src= rock_img/I_Pumice_13.jpg style=""width:8cm; height:8.200000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","2","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","110","2.0.0","1545275","66696c2b8740c3864590e2c2","3","24","2365","","","","","","","","","<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>","1","class_response","1","train","3","Basalt","Peridotite","16","false","2","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","111","2.0.0","1546497","66696c2b8740c3864590e2c2","3","24","1220","","","","","","","","","<img src= rock_img/I_Peridotite_16.jpg style=""width:8cm; height:6.989999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","3","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","112","2.0.0","1548825","66696c2b8740c3864590e2c2","3","24","2326","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","7","class_response","1","train","4","Pumice","Gabbro","05","false","8","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","113","2.0.0","1549945","66696c2b8740c3864590e2c2","3","24","1117","","","","","","","","","<img src= rock_img/I_Gabbro_05.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","4","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","114","2.0.0","1551066","66696c2b8740c3864590e2c2","3","24","1119","","","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","5","class_response","1","train","5","Pegmatite","Andesite","05","false","6","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","115","2.0.0","1551961","66696c2b8740c3864590e2c2","3","24","892","","","","","","","","","<img src= rock_img/I_Andesite_05.jpg style=""width:8cm; height:4.12cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","116","2.0.0","1552825","66696c2b8740c3864590e2c2","3","24","862","","","","","","","","","<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>","2","class_response","1","train","6","Diorite","Obsidian","09","false","3","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","117","2.0.0","1553817","66696c2b8740c3864590e2c2","3","24","989","","","","","","","","","<img src= rock_img/I_Obsidian_09.jpg style=""width:8cm; height:5cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","6","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","118","2.0.0","1555936","66696c2b8740c3864590e2c2","3","24","2117","","","","","","","","","<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>","1","class_response","1","train","7","Basalt","Peridotite","12","false","2","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","119","2.0.0","1556873","66696c2b8740c3864590e2c2","3","24","934","","","","","","","","","<img src= rock_img/I_Peridotite_12.jpg style=""width:8cm; height:4.54cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","7","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","120","2.0.0","1557768","66696c2b8740c3864590e2c2","3","24","891","","","","","","","","","<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","2","class_response","1","train","8","Diorite","Basalt","09","false","3","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","121","2.0.0","1558577","66696c2b8740c3864590e2c2","3","24","806","","","","","","","","","<img src= rock_img/I_Basalt_09.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","8","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","122","2.0.0","1559121","66696c2b8740c3864590e2c2","3","24","541","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","6","class_response","1","train","9","Peridotite","Pegmatite","08","false","7","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","123","2.0.0","1559968","66696c2b8740c3864590e2c2","3","24","845","","","","","","","","","<img src= rock_img/I_Pegmatite_08.jpg style=""width:8cm; height:7.68cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","9","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","124","2.0.0","1561081","66696c2b8740c3864590e2c2","3","24","1110","","","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","4","class_response","1","train","10","Obsidian","Pumice","02","false","5","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","125","2.0.0","1562570","66696c2b8740c3864590e2c2","3","24","1486","","","","","","","","","<img src= rock_img/I_Pumice_02.jpg style=""width:8cm; height:7.3999999999999995cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","126","2.0.0","1563913","66696c2b8740c3864590e2c2","3","24","1340","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","5","class_response","1","train","11","Pegmatite","Pegmatite","06","true","6","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","127","2.0.0","1565651","66696c2b8740c3864590e2c2","3","24","1736","","","","","","","","","<img src= rock_img/I_Pegmatite_06.jpg style=""width:8cm; height:5.17cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","11","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","128","2.0.0","1567640","66696c2b8740c3864590e2c2","3","24","1986","","","","","","","","","<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>","3","class_response","1","train","12","Gabbro","Basalt","01","false","4","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","129","2.0.0","1568521","66696c2b8740c3864590e2c2","3","24","878","","","","","","","","","<img src= rock_img/I_Basalt_01.jpg style=""width:8cm; height:7.880000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","12","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","130","2.0.0","1686416","66696c2b8740c3864590e2c2","3","24","117894","","","","","","","","[{""page_index"":0,""viewing_time"":17494},{""page_index"":1,""viewing_time"":45848},{""page_index"":2,""viewing_time"":45009},{""page_index"":3,""viewing_time"":9544}]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","131","2.0.0","1688824","66696c2b8740c3864590e2c2","3","24","2406","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","132","2.0.0","1707489","66696c2b8740c3864590e2c2","3","24","","","","","","","","","","","","cat_selection","1","train","1","","","","","","","2","6","18661.70000001788","Basalt","Pegmatite","[0.1474358974358974,0.12179487179487179,0.04487179487179486,0.1474358974358974,0.12179487179487179,0.17307692307692304,0.12179487179487179,0.12179487179487179]","[0.21271645044961446,null,0.35670793174638427,0.05546724245954846,0.059487196342048666,0.04470675984477515,0.21346765395290995,0.05744676520471901]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","133","1.0.0","2144154","66696c2b8740c3864590e2c2","3","24","","","","","","","","","","","","paired_cat_display","1","train","1","","","","","","","","","41043.90000000596","","","","","Concept with very hard stone in general.","Appearance, with a thick body structure","395613.59999999404","","","","",""
"","","","","","","","","","","","html-button-response","134","2.0.0","2148177","66696c2b8740c3864590e2c2","3","24","","","","","","","","","","","","cat_selection","1","train","2","","","","","","","2","3","4020.0999999940395","Basalt","Diorite","[0.1474358974358974,0.12179487179487179,0.04487179487179486,0.1474358974358974,0.12179487179487179,0.17307692307692304,0.12179487179487179,0.12179487179487179]","[0.21271645044961446,null,0.35670793174638427,0.05546724245954846,0.059487196342048666,0.04470675984477515,0.21346765395290995,0.05744676520471901]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","135","1.0.0","2615457","66696c2b8740c3864590e2c2","3","24","","","","","","","","","","","","paired_cat_display","1","train","2","","","","","","","","","8100.799999982119","","","","","Low-viscosity and lava rich with magnesium","","459173.60000002384","We can use it ight to dark gray appearance","","","",""
"","","","","","","","","","","","html-button-response","136","2.0.0","2617593","66696c2b8740c3864590e2c2","3","24","","","","","","","","","","","","cat_selection","1","train","3","","","","","","","1","2","2133.300000011921","Andesite","Basalt","[0.1474358974358974,0.12179487179487179,0.04487179487179486,0.1474358974358974,0.12179487179487179,0.17307692307692304,0.12179487179487179,0.12179487179487179]","[null,0.1794521732276786,0.29314739249543176,0.05448154164644045,0.059552545971136045,0.16927108169331864,0.18232476527288186,0.06177049969311272]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","137","1.0.0","2923833","66696c2b8740c3864590e2c2","3","24","","","","","","","","","","","","paired_cat_display","1","train","3","","","","","","","","","154116.80000001192","","","","","These rock lacks visible crystal","","152118.40000000596","","It is dark in  colour with no visible crystals and it is not classy","","",""
"","","","","","","","","","","","instructions","138","2.0.0","2968665","66696c2b8740c3864590e2c2","3","24","44830","","","","","","","","[{""page_index"":0,""viewing_time"":23374},{""page_index"":1,""viewing_time"":21456}]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","139","2.0.0","2973890","66696c2b8740c3864590e2c2","3","24","5223","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","140","2.0.0","2977729","66696c2b8740c3864590e2c2","3","24","3835","","","","","","","","","<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>","0","class_response","1","test","1","Andesite","Andesite","07","true","1","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","141","2.0.0","2978242","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","142","2.0.0","2979266","66696c2b8740c3864590e2c2","3","24","1021","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","1","class_response","1","test","2","Basalt","Andesite","06","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","143","2.0.0","2979787","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","2","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","144","2.0.0","2980849","66696c2b8740c3864590e2c2","3","24","1059","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","2","class_response","1","test","3","Diorite","Gabbro","08","false","3","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","145","2.0.0","2981362","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","3","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","146","2.0.0","2982425","66696c2b8740c3864590e2c2","3","24","1059","","","","","","","","","<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>","5","class_response","1","test","4","Pegmatite","Basalt","06","false","6","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","147","2.0.0","2982934","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","4","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","148","2.0.0","2990857","66696c2b8740c3864590e2c2","3","24","7920","","","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","6","class_response","1","test","5","Peridotite","Obsidian","14","false","7","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","149","2.0.0","2991360","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","150","2.0.0","2991809","66696c2b8740c3864590e2c2","3","24","448","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","6","class_response","1","test","6","Peridotite","Andesite","11","false","7","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","151","2.0.0","2992321","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","6","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","152","2.0.0","2993441","66696c2b8740c3864590e2c2","3","24","1117","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","1","class_response","1","test","7","Basalt","Pumice","08","false","2","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","153","2.0.0","2993959","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","7","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","154","2.0.0","2994657","66696c2b8740c3864590e2c2","3","24","696","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","2","class_response","1","test","8","Diorite","Andesite","04","false","3","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","155","2.0.0","2995167","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","8","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","156","2.0.0","2995689","66696c2b8740c3864590e2c2","3","24","519","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","1","class_response","1","test","9","Basalt","Diorite","16","false","2","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","157","2.0.0","2996198","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","9","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","158","2.0.0","2997089","66696c2b8740c3864590e2c2","3","24","888","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","0","class_response","1","test","10","Andesite","Diorite","07","false","1","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","159","2.0.0","2997597","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","160","2.0.0","2998089","66696c2b8740c3864590e2c2","3","24","487","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","5","class_response","1","test","11","Pegmatite","Pegmatite","03","true","6","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","161","2.0.0","2998597","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","11","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","162","2.0.0","2999433","66696c2b8740c3864590e2c2","3","24","833","","","","","","","","","<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>","1","class_response","1","test","12","Basalt","Peridotite","13","false","2","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","163","2.0.0","2999941","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","12","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","164","2.0.0","3000378","66696c2b8740c3864590e2c2","3","24","432","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","2","class_response","1","test","13","Diorite","Diorite","11","true","3","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","165","2.0.0","3000882","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","13","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","166","2.0.0","3001427","66696c2b8740c3864590e2c2","3","24","539","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","5","class_response","1","test","14","Pegmatite","Gabbro","01","false","6","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","167","2.0.0","3001930","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","14","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","168","2.0.0","3002369","66696c2b8740c3864590e2c2","3","24","436","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","2","class_response","1","test","15","Diorite","Gabbro","03","false","3","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","169","2.0.0","3002871","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","15","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","170","2.0.0","3003689","66696c2b8740c3864590e2c2","3","24","813","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","6","class_response","1","test","16","Peridotite","Pumice","03","false","7","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","171","2.0.0","3004207","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","16","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","172","2.0.0","3005017","66696c2b8740c3864590e2c2","3","24","807","","","","","","","","","<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>","3","class_response","1","test","17","Gabbro","Diorite","08","false","4","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","173","2.0.0","3005522","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","17","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","174","2.0.0","3006297","66696c2b8740c3864590e2c2","3","24","771","","","","","","","","","<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>","6","class_response","1","test","18","Peridotite","Obsidian","04","false","7","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","175","2.0.0","3006801","66696c2b8740c3864590e2c2","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","18","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","176","2.0.0","3007345","66696c2b8740c3864590e2c2","3","24","542","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","5","class_response","1","test","19","Pegmatite","Basalt","12","false","6","2","","","","","","","","","","","","","","",""
