"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Pegmatite","text_Peridotite","time_resp","text_Andesite","text_Basalt","time_fb1","time_fb2","text_Gabbro"
"","","","","","","","","","","","html-keyboard-response","86","2.0.0","313210","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","40","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","87","2.0.0","314845","62c44d672834a5c5ce7362f1","3","45","1634","","","","","","","","","<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>","4","class_response","0","test","41","Obsidian","Obsidian","12","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","88","2.0.0","315349","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","41","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","89","2.0.0","316949","62c44d672834a5c5ce7362f1","3","45","1599","","","","","","","","","<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","6","class_response","0","test","42","Peridotite","Pegmatite","10","false","7","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","90","2.0.0","317457","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","42","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","91","2.0.0","321029","62c44d672834a5c5ce7362f1","3","45","3570","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","1","class_response","0","test","43","Basalt","Andesite","01","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","92","2.0.0","321533","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","43","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","93","2.0.0","327484","62c44d672834a5c5ce7362f1","3","45","5949","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","3","class_response","0","test","44","Gabbro","Gabbro","05","true","4","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","94","2.0.0","328001","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","44","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","95","2.0.0","329866","62c44d672834a5c5ce7362f1","3","45","1863","","","","","","","","","<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>","7","class_response","0","test","45","Pumice","Peridotite","12","false","8","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","96","2.0.0","330369","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","45","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","97","2.0.0","331695","62c44d672834a5c5ce7362f1","3","45","1325","","","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","4","class_response","0","test","46","Obsidian","Obsidian","14","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","98","2.0.0","332197","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","46","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","99","2.0.0","333962","62c44d672834a5c5ce7362f1","3","45","1763","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","6","class_response","0","test","47","Peridotite","Diorite","11","false","7","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","334463","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","336110","62c44d672834a5c5ce7362f1","3","45","1645","","","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","7","class_response","0","test","48","Pumice","Pumice","14","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","336611","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","355811","62c44d672834a5c5ce7362f1","3","45","19175","","","","","","","","[{""page_index"":0,""viewing_time"":12647},{""page_index"":1,""viewing_time"":6528}]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","362857","62c44d672834a5c5ce7362f1","3","45","7044","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","366872","62c44d672834a5c5ce7362f1","3","45","4011","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","3","class_response","1","train","1","Gabbro","Pegmatite","07","false","4","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","107","2.0.0","383581","62c44d672834a5c5ce7362f1","3","45","16707","","","","","","","","","<img src= rock_img/I_Pegmatite_07.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","108","2.0.0","386153","62c44d672834a5c5ce7362f1","3","45","2570","","","","","","","","","<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>","1","class_response","1","train","2","Basalt","Basalt","05","true","2","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","109","2.0.0","391353","62c44d672834a5c5ce7362f1","3","45","5198","","","","","","","","","<img src= rock_img/I_Basalt_05.jpg style=""width:8cm; height:8.18cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","2","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","110","2.0.0","397270","62c44d672834a5c5ce7362f1","3","45","5914","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","2","class_response","1","train","3","Diorite","Peridotite","14","false","3","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","111","2.0.0","402499","62c44d672834a5c5ce7362f1","3","45","5227","","","","","","","","","<img src= rock_img/I_Peridotite_14.jpg style=""width:8cm; height:5.3cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","3","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","112","2.0.0","404578","62c44d672834a5c5ce7362f1","3","45","2076","","","","","","","","","<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>","4","class_response","1","train","4","Obsidian","Obsidian","06","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","113","2.0.0","406021","62c44d672834a5c5ce7362f1","3","45","1442","","","","","","","","","<img src= rock_img/I_Obsidian_06.jpg style=""width:8cm; height:6.8cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","4","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","114","2.0.0","409840","62c44d672834a5c5ce7362f1","3","45","3816","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","3","class_response","1","train","5","Gabbro","Gabbro","13","true","4","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","115","2.0.0","415099","62c44d672834a5c5ce7362f1","3","45","5258","","","","","","","","","<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","116","2.0.0","417005","62c44d672834a5c5ce7362f1","3","45","1904","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","7","class_response","1","train","6","Pumice","Peridotite","02","false","8","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","117","2.0.0","422195","62c44d672834a5c5ce7362f1","3","45","5188","","","","","","","","","<img src= rock_img/I_Peridotite_02.jpg style=""width:8cm; height:5.859999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","6","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","118","2.0.0","425484","62c44d672834a5c5ce7362f1","3","45","3286","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","0","class_response","1","train","7","Andesite","Andesite","04","true","1","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","119","2.0.0","430705","62c44d672834a5c5ce7362f1","3","45","5220","","","","","","","","","<img src= rock_img/I_Andesite_04.jpg style=""width:8cm; height:5.96cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","7","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","120","2.0.0","433433","62c44d672834a5c5ce7362f1","3","45","2726","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","1","train","8","Pumice","Pumice","06","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","121","2.0.0","434855","62c44d672834a5c5ce7362f1","3","45","1420","","","","","","","","","<img src= rock_img/I_Pumice_06.jpg style=""width:8cm; height:6.9399999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","8","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","122","2.0.0","437731","62c44d672834a5c5ce7362f1","3","45","2874","","","","","","","","","<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>","1","class_response","1","train","9","Basalt","Gabbro","09","false","2","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","123","2.0.0","443285","62c44d672834a5c5ce7362f1","3","45","5552","","","","","","","","","<img src= rock_img/I_Gabbro_09.jpg style=""width:8cm; height:7.279999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","9","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","124","2.0.0","450599","62c44d672834a5c5ce7362f1","3","45","7311","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","5","class_response","1","train","10","Pegmatite","Pegmatite","11","true","6","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","125","2.0.0","457945","62c44d672834a5c5ce7362f1","3","45","7345","","","","","","","","","<img src= rock_img/I_Pegmatite_11.jpg style=""width:8cm; height:8.14cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","126","2.0.0","465279","62c44d672834a5c5ce7362f1","3","45","7332","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","0","class_response","1","train","11","Andesite","Diorite","16","false","1","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","127","2.0.0","470655","62c44d672834a5c5ce7362f1","3","45","5374","","","","","","","","","<img src= rock_img/I_Diorite_16.jpg style=""width:8cm; height:6.74cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","11","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","128","2.0.0","472637","62c44d672834a5c5ce7362f1","3","45","1981","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","7","class_response","1","train","12","Pumice","Basalt","12","false","8","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","129","2.0.0","478050","62c44d672834a5c5ce7362f1","3","45","5411","","","","","","","","","<img src= rock_img/I_Basalt_12.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","12","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","130","2.0.0","509215","62c44d672834a5c5ce7362f1","3","45","31164","","","","","","","","[{""page_index"":0,""viewing_time"":4830},{""page_index"":1,""viewing_time"":9472},{""page_index"":2,""viewing_time"":11782},{""page_index"":3,""viewing_time"":5080}]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","131","2.0.0","510939","62c44d672834a5c5ce7362f1","3","45","1721","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","132","2.0.0","515191","62c44d672834a5c5ce7362f1","3","45","","","","","","","","","","","","cat_selection","1","train","1","","","","","","","6","7","4249.899999976158","Pegmatite","Peridotite","[0.20454545454545456,0.08333333333333334,0.14393939393939395,0.14393939393939395,0.022727272727272728,0.20454545454545456,0.17424242424242425,0.022727272727272728]","[0.36215137857370167,0.048932843973837736,0.2725969036991398,0.06213271196678034,0.056954985969548635,null,0.15523159583944715,0.04199957997754465]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","133","1.0.0","584992","62c44d672834a5c5ce7362f1","3","45","","","","","","","","","","","","paired_cat_display","1","train","1","","","","","","","","","7274.5999999940395","","","","","Has ""occlusions"". Almost crystal-like structure.","Grainy-looking. Shades of green. No occlusions.","62520.30000001192","","","","",""
"","","","","","","","","","","","html-button-response","134","2.0.0","590665","62c44d672834a5c5ce7362f1","3","45","","","","","","","","","","","","cat_selection","1","train","2","","","","","","","1","6","5671.199999988079","Andesite","Pegmatite","[0.20454545454545456,0.08333333333333334,0.14393939393939395,0.14393939393939395,0.022727272727272728,0.20454545454545456,0.17424242424242425,0.022727272727272728]","[null,0.4699331944552107,0.14790688188166565,0.05448154164644045,0.059552545971136045,0.14852243731992348,0.05783289903251094,0.06177049969311272]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","135","1.0.0","640055","62c44d672834a5c5ce7362f1","3","45","","","","","","","","","","","","paired_cat_display","1","train","2","","","","","","","","","6085.299999982119","","","","","Has large occlusions. Crystal-like structure.","","43300.69999998808","Almost looks like a conglomerate. Maybe have a bubbly appearance.","","","",""
"","","","","","","","","","","","html-button-response","136","2.0.0","643303","62c44d672834a5c5ce7362f1","3","45","","","","","","","","","","","","cat_selection","1","train","3","","","","","","","1","2","3246.4000000059605","Andesite","Basalt","[0.20454545454545456,0.08333333333333334,0.14393939393939395,0.14393939393939395,0.022727272727272728,0.20454545454545456,0.17424242424242425,0.022727272727272728]","[null,0.4699331944552107,0.14790688188166565,0.05448154164644045,0.059552545971136045,0.14852243731992348,0.05783289903251094,0.06177049969311272]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","137","1.0.0","697583","62c44d672834a5c5ce7362f1","3","45","","","","","","","","","","","","paired_cat_display","1","train","3","","","","","","","","","6251.700000017881","","","","","","","48025.09999999404","Lighter color, conglomerate-like appearance.","Dark and uniform. Very hard.","","",""
"","","","","","","","","","","","instructions","138","2.0.0","713203","62c44d672834a5c5ce7362f1","3","45","15618","","","","","","","","[{""page_index"":0,""viewing_time"":5924},{""page_index"":1,""viewing_time"":9694}]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","139","2.0.0","714913","62c44d672834a5c5ce7362f1","3","45","1708","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","140","2.0.0","717385","62c44d672834a5c5ce7362f1","3","45","2470","","","","","","","","","<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>","1","class_response","1","test","1","Basalt","Basalt","10","true","2","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","141","2.0.0","717887","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","142","2.0.0","736532","62c44d672834a5c5ce7362f1","3","45","18643","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","5","class_response","1","test","2","Pegmatite","Pegmatite","08","true","6","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","143","2.0.0","737034","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","2","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","144","2.0.0","738967","62c44d672834a5c5ce7362f1","3","45","1931","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","1","test","3","Obsidian","Obsidian","08","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","145","2.0.0","739469","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","3","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","146","2.0.0","762833","62c44d672834a5c5ce7362f1","3","45","23362","","","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","0","class_response","1","test","4","Andesite","Pumice","02","false","1","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","147","2.0.0","763335","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","4","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","148","2.0.0","764679","62c44d672834a5c5ce7362f1","3","45","1343","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","4","class_response","1","test","5","Obsidian","Obsidian","11","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","149","2.0.0","765183","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","150","2.0.0","778903","62c44d672834a5c5ce7362f1","3","45","13719","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","0","class_response","1","test","6","Andesite","Peridotite","07","false","1","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","151","2.0.0","779405","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","6","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","152","2.0.0","802885","62c44d672834a5c5ce7362f1","3","45","23478","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","0","class_response","1","test","7","Andesite","Gabbro","01","false","1","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","153","2.0.0","803388","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","7","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","154","2.0.0","824580","62c44d672834a5c5ce7362f1","3","45","21189","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","6","class_response","1","test","8","Peridotite","Diorite","11","false","7","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","155","2.0.0","825082","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","8","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","156","2.0.0","831417","62c44d672834a5c5ce7362f1","3","45","6333","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","3","class_response","1","test","9","Gabbro","Peridotite","08","false","4","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","157","2.0.0","831928","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","9","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","158","2.0.0","833505","62c44d672834a5c5ce7362f1","3","45","1575","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","7","class_response","1","test","10","Pumice","Pumice","08","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","159","2.0.0","834020","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","160","2.0.0","856303","62c44d672834a5c5ce7362f1","3","45","22281","","","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","0","class_response","1","test","11","Andesite","Pumice","14","false","1","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","161","2.0.0","856805","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","11","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","162","2.0.0","861207","62c44d672834a5c5ce7362f1","3","45","4400","","","","","","","","","<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","1","class_response","1","test","12","Basalt","Andesite","10","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","163","2.0.0","861713","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","12","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","164","2.0.0","863043","62c44d672834a5c5ce7362f1","3","45","1329","","","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","4","class_response","1","test","13","Obsidian","Obsidian","16","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","165","2.0.0","863546","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","13","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","166","2.0.0","868855","62c44d672834a5c5ce7362f1","3","45","5308","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","1","class_response","1","test","14","Basalt","Basalt","11","true","2","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","167","2.0.0","869357","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","14","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","168","2.0.0","874346","62c44d672834a5c5ce7362f1","3","45","4987","","","","","","","","","<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>","7","class_response","1","test","15","Pumice","Pumice","05","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","169","2.0.0","874854","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","15","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","170","2.0.0","880095","62c44d672834a5c5ce7362f1","3","45","5239","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","1","class_response","1","test","16","Basalt","Andesite","01","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","171","2.0.0","880602","62c44d672834a5c5ce7362f1","3","45","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","16","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","172","2.0.0","881991","62c44d672834a5c5ce7362f1","3","45","1387","","","","","","","","","<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>","4","class_response","1","test","17","Obsidian","Obsidian","12","true","5","5","","","","","","","","","","","","","","",""
