"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Pegmatite","text_Peridotite","time_resp"
"","","","","","","","","","","","html-button-response","93","2.0.0","728775","5f6a47e882e9cd0e1d6bbb8a","3","15","2114","","","","","","","","","<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>","6","class_response","0","test","44","Peridotite","Peridotite","13","true","7","7","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","94","2.0.0","729283","5f6a47e882e9cd0e1d6bbb8a","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","44","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","95","2.0.0","733025","5f6a47e882e9cd0e1d6bbb8a","3","15","3741","","","","","","","","","<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>","6","class_response","0","test","45","Peridotite","Pegmatite","13","false","7","6","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","96","2.0.0","733528","5f6a47e882e9cd0e1d6bbb8a","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","45","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","97","2.0.0","745824","5f6a47e882e9cd0e1d6bbb8a","3","15","12294","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","2","class_response","0","test","46","Diorite","Diorite","15","true","3","3","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","98","2.0.0","746328","5f6a47e882e9cd0e1d6bbb8a","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","46","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","99","2.0.0","748170","5f6a47e882e9cd0e1d6bbb8a","3","15","1839","","","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","7","class_response","0","test","47","Pumice","Pumice","02","true","8","8","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","748671","5f6a47e882e9cd0e1d6bbb8a","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","750860","5f6a47e882e9cd0e1d6bbb8a","3","15","2188","","","","","","","","","<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>","6","class_response","0","test","48","Peridotite","Pegmatite","09","false","7","6","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","751364","5f6a47e882e9cd0e1d6bbb8a","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","782571","5f6a47e882e9cd0e1d6bbb8a","3","15","31176","","","","","","","","[{""page_index"":0,""viewing_time"":26673},{""page_index"":1,""viewing_time"":4503}]","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","786292","5f6a47e882e9cd0e1d6bbb8a","3","15","3719","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","806890","5f6a47e882e9cd0e1d6bbb8a","3","15","20597","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","0","class_response","1","train","1","Andesite","Andesite","06","true","1","1","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","107","2.0.0","820065","5f6a47e882e9cd0e1d6bbb8a","3","15","13174","","","","","","","","","<img src= rock_img/I_Andesite_06.jpg style=""width:8cm; height:6.840000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","108","2.0.0","839854","5f6a47e882e9cd0e1d6bbb8a","3","15","19788","","","","","","","","","<img src= ""rock_img/I_Diorite_02.jpg"" style=""width:8cm; height:6.27cm;""><p>What type of rock is this?</p>","2","class_response","1","train","2","Diorite","Diorite","02","true","3","3","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","109","2.0.0","849785","5f6a47e882e9cd0e1d6bbb8a","3","15","9930","","","","","","","","","<img src= rock_img/I_Diorite_02.jpg style=""width:8cm; height:6.27cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","110","2.0.0","853162","5f6a47e882e9cd0e1d6bbb8a","3","15","3374","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","7","class_response","1","train","3","Pumice","Pumice","10","true","8","8","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","111","2.0.0","872735","5f6a47e882e9cd0e1d6bbb8a","3","15","19572","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","112","2.0.0","877877","5f6a47e882e9cd0e1d6bbb8a","3","15","5141","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","6","class_response","1","train","4","Peridotite","Peridotite","08","true","7","7","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","113","2.0.0","911634","5f6a47e882e9cd0e1d6bbb8a","3","15","33757","","","","","","","","","<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","114","2.0.0","940190","5f6a47e882e9cd0e1d6bbb8a","3","15","28554","","","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","1","class_response","1","train","5","Basalt","Gabbro","10","false","2","4","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","115","2.0.0","958916","5f6a47e882e9cd0e1d6bbb8a","3","15","18725","","","","","","","","","<img src= rock_img/I_Gabbro_10.jpg style=""width:8cm; height:5.680000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","116","2.0.0","965185","5f6a47e882e9cd0e1d6bbb8a","3","15","6267","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","0","class_response","1","train","6","Andesite","Pegmatite","03","false","1","6","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","117","2.0.0","984221","5f6a47e882e9cd0e1d6bbb8a","3","15","19035","","","","","","","","","<img src= rock_img/I_Pegmatite_03.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","118","2.0.0","990972","5f6a47e882e9cd0e1d6bbb8a","3","15","6750","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","5","class_response","1","train","7","Pegmatite","Pegmatite","07","true","6","6","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","119","2.0.0","994068","5f6a47e882e9cd0e1d6bbb8a","3","15","3096","","","","","","","","","<img src= rock_img/I_Pegmatite_07.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","120","2.0.0","1001207","5f6a47e882e9cd0e1d6bbb8a","3","15","7137","","","","","","","","","<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>","3","class_response","1","train","8","Gabbro","Basalt","06","false","4","2","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","121","2.0.0","1025616","5f6a47e882e9cd0e1d6bbb8a","3","15","24408","","","","","","","","","<img src= rock_img/I_Basalt_06.jpg style=""width:8cm; height:7.06cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","122","2.0.0","1028509","5f6a47e882e9cd0e1d6bbb8a","3","15","2892","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","7","class_response","1","train","9","Pumice","Basalt","12","false","8","2","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","123","2.0.0","1042266","5f6a47e882e9cd0e1d6bbb8a","3","15","13755","","","","","","","","","<img src= rock_img/I_Basalt_12.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","9","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","124","2.0.0","1044575","5f6a47e882e9cd0e1d6bbb8a","3","15","2309","","","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","7","class_response","1","train","10","Pumice","Pumice","14","true","8","8","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","125","2.0.0","1046486","5f6a47e882e9cd0e1d6bbb8a","3","15","1908","","","","","","","","","<img src= rock_img/I_Pumice_14.jpg style=""width:8cm; height:6.39cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","10","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","126","2.0.0","1054862","5f6a47e882e9cd0e1d6bbb8a","3","15","8374","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","2","class_response","1","train","11","Diorite","Gabbro","13","false","3","4","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","127","2.0.0","1080969","5f6a47e882e9cd0e1d6bbb8a","3","15","26107","","","","","","","","","<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","11","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","128","2.0.0","1083184","5f6a47e882e9cd0e1d6bbb8a","3","15","2213","","","","","","","","","<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>","4","class_response","1","train","12","Obsidian","Obsidian","12","true","5","5","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","129","2.0.0","1085012","5f6a47e882e9cd0e1d6bbb8a","3","15","1827","","","","","","","","","<img src= rock_img/I_Obsidian_12.jpg style=""width:8cm; height:6.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","12","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","130","2.0.0","1184157","5f6a47e882e9cd0e1d6bbb8a","3","15","99144","","","","","","","","[{""page_index"":0,""viewing_time"":3350},{""page_index"":1,""viewing_time"":64950},{""page_index"":2,""viewing_time"":20819},{""page_index"":3,""viewing_time"":10025}]","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","131","2.0.0","1186585","5f6a47e882e9cd0e1d6bbb8a","3","15","2427","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","132","2.0.0","1192980","5f6a47e882e9cd0e1d6bbb8a","3","15","","","","","","","","","","","","cat_selection","1","train","1","","","","","","","6","7","6394","Pegmatite","Peridotite","[0.20535714285714282,0.20535714285714282,0.1339285714285714,0.16964285714285712,0.026785714285714277,0.16964285714285712,0.06249999999999998,0.026785714285714277]","[0.20653654577323802,0.04893284397383774,0.06511045996518827,0.062132711966780343,0.2125698187700123,null,0.3627180395733987,0.04199957997754466]","","",""
"","","","","","","","","","","","paired-cat-display","133","1.0.0","1328665","5f6a47e882e9cd0e1d6bbb8a","3","15","","","","","","","","","","","","paired_cat_display","1","train","1","","","","","","","","","21236","","","","","shards of black (obsidian?)","greenish with spots","114444"
"","","","","","","","","","","","html-button-response","134","2.0.0","1333865","5f6a47e882e9cd0e1d6bbb8a","3","15","","","","","","","","","","","","cat_selection","1","train","2","","","","","","","1","2","5200","Andesite","Basalt","[0.20535714285714282,0.20535714285714282,0.1339285714285714,0.16964285714285712,0.026785714285714277,0.16964285714285712,0.06249999999999998,0.026785714285714277]","[null,0.1794521732276786,0.1686555262550608,0.30346527412718227,0.059552545971136045,0.04477921545294773,0.05783289903251094,0.18626236593348366]","","",""
