"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat"
"","","","","","","","","","","","html-keyboard-response","98","2.0.0","944711","6732593eff011c52764cee0f","4","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","46","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","99","2.0.0","948620","6732593eff011c52764cee0f","4","12","3899","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","5","class_response","0","test","47","Pegmatite","Diorite","07","false","6","3","","","","","",""
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","949140","6732593eff011c52764cee0f","4","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","950827","6732593eff011c52764cee0f","4","12","1683","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","1","class_response","0","test","48","Basalt","Gabbro","05","false","2","4","","","","","",""
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","951332","6732593eff011c52764cee0f","4","12","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","986720","6732593eff011c52764cee0f","4","12","35273","","","","","","","","[{""page_index"":0,""viewing_time"":30332},{""page_index"":1,""viewing_time"":4940}]","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","993687","6732593eff011c52764cee0f","4","12","6960","","","","","","","","","","0","start_train","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","1003915","6732593eff011c52764cee0f","4","12","10219","","","","","","","","","<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>","7","class_response","1","train","1","Pumice","Basalt","16","false","8","2","","","","","",""
"","","","","","","","","","","","html-button-response","107","2.0.0","1010892","6732593eff011c52764cee0f","4","12","6969","","","","","","","","","<img src= rock_img/I_Basalt_16.jpg style=""width:8cm; height:7.659999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","1","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","108","2.0.0","1022310","6732593eff011c52764cee0f","4","12","11410","","","","","","","","","<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","6","class_response","1","train","2","Peridotite","Andesite","10","false","7","1","","","","","",""
"","","","","","","","","","","","html-button-response","109","2.0.0","1027995","6732593eff011c52764cee0f","4","12","5681","","","","","","","","","<img src= rock_img/I_Andesite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","2","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","110","2.0.0","1030307","6732593eff011c52764cee0f","4","12","2305","","","","","","","","","<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>","6","class_response","1","train","3","Peridotite","Pegmatite","13","false","7","6","","","","","",""
"","","","","","","","","","","","html-button-response","111","2.0.0","1036404","6732593eff011c52764cee0f","4","12","6090","","","","","","","","","<img src= rock_img/I_Pegmatite_13.jpg style=""width:8cm; height:4.95cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","3","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","112","2.0.0","1042383","6732593eff011c52764cee0f","4","12","5972","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","5","class_response","1","train","4","Pegmatite","Pumice","10","false","6","8","","","","","",""
"","","","","","","","","","","","html-button-response","113","2.0.0","1048625","6732593eff011c52764cee0f","4","12","6236","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","4","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","114","2.0.0","1051516","6732593eff011c52764cee0f","4","12","2885","","","","","","","","","<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>","4","class_response","1","train","5","Obsidian","Obsidian","09","true","5","5","","","","","",""
"","","","","","","","","","","","html-button-response","115","2.0.0","1053232","6732593eff011c52764cee0f","4","12","1709","","","","","","","","","<img src= rock_img/I_Obsidian_09.jpg style=""width:8cm; height:5cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","5","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","116","2.0.0","1073893","6732593eff011c52764cee0f","4","12","20654","","","","","","","","","<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>","6","class_response","1","train","6","Peridotite","Gabbro","14","false","7","4","","","","","",""
"","","","","","","","","","","","html-button-response","117","2.0.0","1078018","6732593eff011c52764cee0f","4","12","4119","","","","","","","","","<img src= rock_img/I_Gabbro_14.jpg style=""width:8cm; height:8.48cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","6","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","118","2.0.0","1088080","6732593eff011c52764cee0f","4","12","10054","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","5","class_response","1","train","7","Pegmatite","Pegmatite","07","true","6","6","","","","","",""
"","","","","","","","","","","","html-button-response","119","2.0.0","1089399","6732593eff011c52764cee0f","4","12","1315","","","","","","","","","<img src= rock_img/I_Pegmatite_07.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","7","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","120","2.0.0","1093012","6732593eff011c52764cee0f","4","12","3606","","","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","1","class_response","1","train","8","Basalt","Gabbro","16","false","2","4","","","","","",""
"","","","","","","","","","","","html-button-response","121","2.0.0","1094924","6732593eff011c52764cee0f","4","12","1906","","","","","","","","","<img src= rock_img/I_Gabbro_16.jpg style=""width:8cm; height:6.44cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","8","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","122","2.0.0","1100572","6732593eff011c52764cee0f","4","12","5642","","","","","","","","","<img src= ""rock_img/I_Diorite_02.jpg"" style=""width:8cm; height:6.27cm;""><p>What type of rock is this?</p>","0","class_response","1","train","9","Andesite","Diorite","02","false","1","3","","","","","",""
"","","","","","","","","","","","html-button-response","123","2.0.0","1106116","6732593eff011c52764cee0f","4","12","5538","","","","","","","","","<img src= rock_img/I_Diorite_02.jpg style=""width:8cm; height:6.27cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","9","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","124","2.0.0","1108507","6732593eff011c52764cee0f","4","12","2384","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","1","train","10","Obsidian","Obsidian","08","true","5","5","","","","","",""
"","","","","","","","","","","","html-button-response","125","2.0.0","1109867","6732593eff011c52764cee0f","4","12","1354","","","","","","","","","<img src= rock_img/I_Obsidian_08.jpg style=""width:8cm; height:7.39cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","10","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","126","2.0.0","1113839","6732593eff011c52764cee0f","4","12","3966","","","","","","","","","<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>","1","class_response","1","train","11","Basalt","Basalt","10","true","2","2","","","","","",""
"","","","","","","","","","","","html-button-response","127","2.0.0","1115060","6732593eff011c52764cee0f","4","12","1215","","","","","","","","","<img src= rock_img/I_Basalt_10.jpg style=""width:8cm; height:5.85cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","11","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","128","2.0.0","1127465","6732593eff011c52764cee0f","4","12","12398","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","6","class_response","1","train","12","Peridotite","Peridotite","08","true","7","7","","","","","",""
"","","","","","","","","","","","html-button-response","129","2.0.0","1129532","6732593eff011c52764cee0f","4","12","2061","","","","","","","","","<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","12","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","130","2.0.0","1263065","6732593eff011c52764cee0f","4","12","133537","","","","","","","","[{""page_index"":0,""viewing_time"":4933},{""page_index"":1,""viewing_time"":75471},{""page_index"":2,""viewing_time"":41021},{""page_index"":3,""viewing_time"":12111}]","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","131","2.0.0","1265393","6732593eff011c52764cee0f","4","12","2323","","","","","","","","","","0","start_train","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","132","2.0.0","1273824","6732593eff011c52764cee0f","4","12","","","","","","","","","","","","cat_selection","1","train","1","","","","","","","6245","2179.2000000476837","6","1","",""
