"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Andesite","text_Diorite","time_obs","time_resp","text_Gabbro"
"","","","","","","","","","","","html-button-response","69","2.0.0","176006","6556e5fa9feed5dca96b6dcd","4","6","1490","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","6","class_response","0","test","32","Peridotite","Peridotite","14","true","7","7","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","70","2.0.0","176514","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","32","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","71","2.0.0","177810","6556e5fa9feed5dca96b6dcd","4","6","1294","","","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","7","class_response","0","test","33","Pumice","Pumice","09","true","8","8","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","72","2.0.0","178316","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","33","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","73","2.0.0","179908","6556e5fa9feed5dca96b6dcd","4","6","1590","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","1","class_response","0","test","34","Basalt","Diorite","15","false","2","3","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","74","2.0.0","180411","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","34","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","75","2.0.0","182316","6556e5fa9feed5dca96b6dcd","4","6","1904","","","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","4","class_response","0","test","35","Obsidian","Obsidian","16","true","5","5","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","76","2.0.0","182821","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","35","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","77","2.0.0","184922","6556e5fa9feed5dca96b6dcd","4","6","2100","","","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","0","class_response","0","test","36","Andesite","Pegmatite","12","false","1","6","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","78","2.0.0","185427","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","36","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","79","2.0.0","186797","6556e5fa9feed5dca96b6dcd","4","6","1368","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","0","test","37","Pumice","Pumice","06","true","8","8","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","80","2.0.0","187306","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","37","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","81","2.0.0","189026","6556e5fa9feed5dca96b6dcd","4","6","1719","","","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","3","class_response","0","test","38","Gabbro","Gabbro","16","true","4","4","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","82","2.0.0","189529","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","38","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","83","2.0.0","191404","6556e5fa9feed5dca96b6dcd","4","6","1874","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","39","Diorite","Basalt","11","false","3","2","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","84","2.0.0","191909","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","39","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","85","2.0.0","193181","6556e5fa9feed5dca96b6dcd","4","6","1271","","","","","","","","","<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","6","class_response","0","test","40","Peridotite","Pegmatite","10","false","7","6","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","86","2.0.0","193687","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","40","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","87","2.0.0","195106","6556e5fa9feed5dca96b6dcd","4","6","1416","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","0","test","41","Obsidian","Obsidian","08","true","5","5","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","88","2.0.0","195612","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","41","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","89","2.0.0","197073","6556e5fa9feed5dca96b6dcd","4","6","1460","","","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","1","class_response","0","test","42","Basalt","Diorite","13","false","2","3","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","90","2.0.0","197579","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","42","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","91","2.0.0","198950","6556e5fa9feed5dca96b6dcd","4","6","1371","","","","","","","","","<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","5","class_response","0","test","43","Pegmatite","Andesite","09","false","6","1","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","92","2.0.0","199454","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","43","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","93","2.0.0","200687","6556e5fa9feed5dca96b6dcd","4","6","1231","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","2","class_response","0","test","44","Diorite","Pumice","03","false","3","8","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","94","2.0.0","201194","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","44","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","95","2.0.0","202474","6556e5fa9feed5dca96b6dcd","4","6","1279","","","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","6","class_response","0","test","45","Peridotite","Gabbro","10","false","7","4","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","96","2.0.0","202978","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","45","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","97","2.0.0","204819","6556e5fa9feed5dca96b6dcd","4","6","1840","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","1","class_response","0","test","46","Basalt","Pumice","08","false","2","8","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","98","2.0.0","205321","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","46","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","99","2.0.0","206874","6556e5fa9feed5dca96b6dcd","4","6","1551","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","7","class_response","0","test","47","Pumice","Pumice","13","true","8","8","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","207377","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","208872","6556e5fa9feed5dca96b6dcd","4","6","1494","","","","","","","","","<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>","6","class_response","0","test","48","Peridotite","Basalt","05","false","7","2","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","209376","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","237446","6556e5fa9feed5dca96b6dcd","4","6","28046","","","","","","","","[{""page_index"":0,""viewing_time"":24026},{""page_index"":1,""viewing_time"":4020}]","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","242259","6556e5fa9feed5dca96b6dcd","4","6","4811","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","244651","6556e5fa9feed5dca96b6dcd","4","6","2389","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","0","class_response","1","train","1","Andesite","Pumice","10","false","1","8","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","107","2.0.0","245939","6556e5fa9feed5dca96b6dcd","4","6","1286","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","108","2.0.0","248642","6556e5fa9feed5dca96b6dcd","4","6","2701","","","","","","","","","<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>","5","class_response","1","train","2","Pegmatite","Basalt","08","false","6","2","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","109","2.0.0","250809","6556e5fa9feed5dca96b6dcd","4","6","2166","","","","","","","","","<img src= rock_img/I_Basalt_08.jpg style=""width:8cm; height:10.44cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","110","2.0.0","253246","6556e5fa9feed5dca96b6dcd","4","6","2436","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","0","class_response","1","train","3","Andesite","Peridotite","02","false","1","7","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","111","2.0.0","254384","6556e5fa9feed5dca96b6dcd","4","6","1136","","","","","","","","","<img src= rock_img/I_Peridotite_02.jpg style=""width:8cm; height:5.859999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","3","","","","","","","","","","","","","","","","",""
