"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Gabbro","text_Andesite","time_obs","time_resp"
"","","","","","","","","","","","html-button-response","91","2.0.0","151144","66d7b253c64eb18aa549d79c","4","24","1075","","","","","","","","","<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>","4","class_response","0","test","43","Obsidian","Obsidian","06","true","5","5","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","92","2.0.0","151657","66d7b253c64eb18aa549d79c","4","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","43","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","93","2.0.0","152584","66d7b253c64eb18aa549d79c","4","24","926","","","","","","","","","<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>","4","class_response","0","test","44","Obsidian","Obsidian","12","true","5","5","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","94","2.0.0","153090","66d7b253c64eb18aa549d79c","4","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","44","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","95","2.0.0","153838","66d7b253c64eb18aa549d79c","4","24","747","","","","","","","","","<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>","4","class_response","0","test","45","Obsidian","Obsidian","04","true","5","5","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","96","2.0.0","154340","66d7b253c64eb18aa549d79c","4","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","45","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","97","2.0.0","155639","66d7b253c64eb18aa549d79c","4","24","1297","","","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","7","class_response","0","test","46","Pumice","Pumice","14","true","8","8","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","98","2.0.0","156146","66d7b253c64eb18aa549d79c","4","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","46","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","99","2.0.0","156996","66d7b253c64eb18aa549d79c","4","24","849","","","","","","","","","<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>","7","class_response","0","test","47","Pumice","Pumice","16","true","8","8","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","157501","66d7b253c64eb18aa549d79c","4","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","158895","66d7b253c64eb18aa549d79c","4","24","1393","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","2","class_response","0","test","48","Diorite","Basalt","04","false","3","2","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","159402","66d7b253c64eb18aa549d79c","4","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","176868","66d7b253c64eb18aa549d79c","4","24","17447","","","","","","","","[{""page_index"":0,""viewing_time"":14261},{""page_index"":1,""viewing_time"":3186}]","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","179834","66d7b253c64eb18aa549d79c","4","24","2965","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","181640","66d7b253c64eb18aa549d79c","4","24","1805","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","0","class_response","1","train","1","Andesite","Pegmatite","08","false","1","6","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","107","2.0.0","195629","66d7b253c64eb18aa549d79c","4","24","13989","","","","","","","","","<img src= rock_img/I_Pegmatite_08.jpg style=""width:8cm; height:7.68cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","108","2.0.0","196918","66d7b253c64eb18aa549d79c","4","24","1288","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","4","class_response","1","train","2","Obsidian","Obsidian","11","true","5","5","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","109","2.0.0","200027","66d7b253c64eb18aa549d79c","4","24","3108","","","","","","","","","<img src= rock_img/I_Obsidian_11.jpg style=""width:8cm; height:6.05cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","110","2.0.0","201965","66d7b253c64eb18aa549d79c","4","24","1937","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","1","train","3","Obsidian","Obsidian","10","true","5","5","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","111","2.0.0","204796","66d7b253c64eb18aa549d79c","4","24","2830","","","","","","","","","<img src= rock_img/I_Obsidian_10.jpg style=""width:8cm; height:6.260000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","112","2.0.0","206557","66d7b253c64eb18aa549d79c","4","24","1761","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","7","class_response","1","train","4","Pumice","Diorite","09","false","8","3","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","113","2.0.0","211223","66d7b253c64eb18aa549d79c","4","24","4665","","","","","","","","","<img src= rock_img/I_Diorite_09.jpg style=""width:8cm; height:5.27cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","114","2.0.0","214110","66d7b253c64eb18aa549d79c","4","24","2886","","","","","","","","","<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>","2","class_response","1","train","5","Diorite","Basalt","14","false","3","2","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","115","2.0.0","218811","66d7b253c64eb18aa549d79c","4","24","4700","","","","","","","","","<img src= rock_img/I_Basalt_14.jpg style=""width:8cm; height:5.82cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","116","2.0.0","220937","66d7b253c64eb18aa549d79c","4","24","2125","","","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","1","class_response","1","train","6","Basalt","Gabbro","10","false","2","4","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","117","2.0.0","227804","66d7b253c64eb18aa549d79c","4","24","6867","","","","","","","","","<img src= rock_img/I_Gabbro_10.jpg style=""width:8cm; height:5.680000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","118","2.0.0","229435","66d7b253c64eb18aa549d79c","4","24","1630","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","1","train","7","Pumice","Pumice","06","true","8","8","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","119","2.0.0","231211","66d7b253c64eb18aa549d79c","4","24","1776","","","","","","","","","<img src= rock_img/I_Pumice_06.jpg style=""width:8cm; height:6.9399999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","120","2.0.0","232690","66d7b253c64eb18aa549d79c","4","24","1477","","","","","","","","","<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>","7","class_response","1","train","8","Pumice","Pumice","15","true","8","8","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","121","2.0.0","234397","66d7b253c64eb18aa549d79c","4","24","1706","","","","","","","","","<img src= rock_img/I_Pumice_15.jpg style=""width:8cm; height:7.86cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","122","2.0.0","236210","66d7b253c64eb18aa549d79c","4","24","1812","","","","","","","","","<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>","1","class_response","1","train","9","Basalt","Basalt","01","true","2","2","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","123","2.0.0","238322","66d7b253c64eb18aa549d79c","4","24","2112","","","","","","","","","<img src= rock_img/I_Basalt_01.jpg style=""width:8cm; height:7.880000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","9","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","124","2.0.0","240492","66d7b253c64eb18aa549d79c","4","24","2169","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","0","class_response","1","train","10","Andesite","Pegmatite","11","false","1","6","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","125","2.0.0","245605","66d7b253c64eb18aa549d79c","4","24","5113","","","","","","","","","<img src= rock_img/I_Pegmatite_11.jpg style=""width:8cm; height:8.14cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","10","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","126","2.0.0","247298","66d7b253c64eb18aa549d79c","4","24","1692","","","","","","","","","<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","7","class_response","1","train","11","Pumice","Andesite","09","false","8","1","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","127","2.0.0","250478","66d7b253c64eb18aa549d79c","4","24","3179","","","","","","","","","<img src= rock_img/I_Andesite_09.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","11","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","128","2.0.0","252459","66d7b253c64eb18aa549d79c","4","24","1980","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","0","class_response","1","train","12","Andesite","Peridotite","14","false","1","7","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","129","2.0.0","256309","66d7b253c64eb18aa549d79c","4","24","3850","","","","","","","","","<img src= rock_img/I_Peridotite_14.jpg style=""width:8cm; height:5.3cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","12","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","130","2.0.0","310098","66d7b253c64eb18aa549d79c","4","24","53788","","","","","","","","[{""page_index"":0,""viewing_time"":5538},{""page_index"":1,""viewing_time"":20848},{""page_index"":2,""viewing_time"":24516},{""page_index"":3,""viewing_time"":2886}]","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","131","2.0.0","311721","66d7b253c64eb18aa549d79c","4","24","1622","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","132","2.0.0","319762","66d7b253c64eb18aa549d79c","4","24","","","","","","","","","","","","cat_selection","1","train","1","","","","","","","6680.199999988079","1360.1000000238419","4","1","Gabbro","Andesite","","","",""
"","","","","","","","","","","","paired-cat-display","133","1.0.0","360484","66d7b253c64eb18aa549d79c","4","24","","","","","","","","","","","","paired_cat_display","1","train","1","","","","","","","","","","","","","Almost looks like wood texture","kind of looks like gravel","9727","30992.099999964237"
"","","","","","","","","","","","html-button-response","134","2.0.0","364892","66d7b253c64eb18aa549d79c","4","24","","","","","","","","","","","","cat_selection","1","train","2","","","","","","","3957.800000011921","449.69999998807907","2","3","Basalt","Diorite","","","",""
