"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video"
"1536","695","true","chrome","130.0.0","false","Chrome OS","true","60.78","true","true","browser-check","0","2.0.0","1014","5db06709e8d5b50019c3bd88","2","21","","","","","","","",""
"","","","","","","","","","","","external-html","1","2.0.0","27006","5db06709e8d5b50019c3bd88","2","21","25893","consent_form.html","","","","","",""
"","","","","","","","","","","","fullscreen","2","2.0.0","47094","5db06709e8d5b50019c3bd88","2","21","19083","","true","","","","",""
"","","","","","","","","","","","call-function","3","2.0.0","47097","5db06709e8d5b50019c3bd88","2","21","","","","{}","","","",""
"","","","","","","","","","","","preload","4","2.0.0","49127","5db06709e8d5b50019c3bd88","2","21","","","true","","false","[]","[]","[]"
