"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist"
"","","","","","","","","","","","html-button-response","113","2.0.0","3422598","6133a95623ae6ddc6ee4d53f","3","15","1416","","","","","","","","","<img src= rock_img/I_Diorite_16.jpg style=""width:8cm; height:6.74cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","4","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","114","2.0.0","3424199","6133a95623ae6ddc6ee4d53f","3","15","1599","","","","","","","","","<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>","4","class_response","1","train","5","Obsidian","Obsidian","07","true","5","5","","","","","","",""
"","","","","","","","","","","","html-button-response","115","2.0.0","3425279","6133a95623ae6ddc6ee4d53f","3","15","1079","","","","","","","","","<img src= rock_img/I_Obsidian_07.jpg style=""width:8cm; height:4.76cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","5","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","116","2.0.0","3430704","6133a95623ae6ddc6ee4d53f","3","15","5424","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","2","class_response","1","train","6","Diorite","Andesite","06","false","3","1","","","","","","",""
"","","","","","","","","","","","html-button-response","117","2.0.0","3432251","6133a95623ae6ddc6ee4d53f","3","15","1545","","","","","","","","","<img src= rock_img/I_Andesite_06.jpg style=""width:8cm; height:6.840000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","6","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","118","2.0.0","3434354","6133a95623ae6ddc6ee4d53f","3","15","2102","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","5","class_response","1","train","7","Pegmatite","Pegmatite","03","true","6","6","","","","","","",""
"","","","","","","","","","","","html-button-response","119","2.0.0","3435482","6133a95623ae6ddc6ee4d53f","3","15","1127","","","","","","","","","<img src= rock_img/I_Pegmatite_03.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","7","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","120","2.0.0","3436865","6133a95623ae6ddc6ee4d53f","3","15","1382","","","","","","","","","<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>","4","class_response","1","train","8","Obsidian","Basalt","08","false","5","2","","","","","","",""
"","","","","","","","","","","","html-button-response","121","2.0.0","3438263","6133a95623ae6ddc6ee4d53f","3","15","1396","","","","","","","","","<img src= rock_img/I_Basalt_08.jpg style=""width:8cm; height:10.44cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","8","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","122","2.0.0","3442737","6133a95623ae6ddc6ee4d53f","3","15","4473","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","0","class_response","1","train","9","Andesite","Pumice","10","false","1","8","","","","","","",""
"","","","","","","","","","","","html-button-response","123","2.0.0","3443958","6133a95623ae6ddc6ee4d53f","3","15","1219","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","9","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","124","2.0.0","3447704","6133a95623ae6ddc6ee4d53f","3","15","3745","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","3","class_response","1","train","10","Gabbro","Gabbro","13","true","4","4","","","","","","",""
"","","","","","","","","","","","html-button-response","125","2.0.0","3448848","6133a95623ae6ddc6ee4d53f","3","15","1142","","","","","","","","","<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","10","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","126","2.0.0","3454698","6133a95623ae6ddc6ee4d53f","3","15","5849","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","0","class_response","1","train","11","Andesite","Basalt","02","false","1","2","","","","","","",""
"","","","","","","","","","","","html-button-response","127","2.0.0","3455982","6133a95623ae6ddc6ee4d53f","3","15","1283","","","","","","","","","<img src= rock_img/I_Basalt_02.jpg style=""width:8cm; height:6.45cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","11","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","128","2.0.0","3458629","6133a95623ae6ddc6ee4d53f","3","15","2645","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","1","class_response","1","train","12","Basalt","Peridotite","08","false","2","7","","","","","","",""
"","","","","","","","","","","","html-button-response","129","2.0.0","3459730","6133a95623ae6ddc6ee4d53f","3","15","1100","","","","","","","","","<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","12","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","130","2.0.0","3504240","6133a95623ae6ddc6ee4d53f","3","15","44508","","","","","","","","[{""page_index"":0,""viewing_time"":4982},{""page_index"":1,""viewing_time"":23895},{""page_index"":2,""viewing_time"":12195},{""page_index"":3,""viewing_time"":3436}]","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","131","2.0.0","3505615","6133a95623ae6ddc6ee4d53f","3","15","1374","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","132","2.0.0","3510866","6133a95623ae6ddc6ee4d53f","3","15","","","","","","","","","","","","cat_selection","1","train","1","","","","","","","3","4","5249","Diorite","Gabbro","[0.17763157894736842,0.09868421052631579,0.15131578947368424,0.17763157894736842,0.01973684210526316,0.12500000000000003,0.07236842105263158,0.17763157894736842]","[0.0498068946053242,0.049366125626516016,null,0.4379711195452195,0.05889775479324288,0.06457265539539818,0.05119531688856995,0.28819013314572933]"
