"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num"
"","","","","","","","","","","","html-button-response","101","2.0.0","138698","66fc0d1538357d2081dda6b9","3","38","939","","","","","","","","","<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>","5","class_response","0","test","48","Pegmatite","Gabbro","12","false","6","4"
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","139202","66fc0d1538357d2081dda6b9","3","38","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","156787","66fc0d1538357d2081dda6b9","3","38","17564","","","","","","","","[{""page_index"":0,""viewing_time"":13695},{""page_index"":1,""viewing_time"":3869}]","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","160201","66fc0d1538357d2081dda6b9","3","38","3412","","","","","","","","","","0","start_train","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","162780","66fc0d1538357d2081dda6b9","3","38","2577","","","","","","","","","<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>","2","class_response","1","train","1","Diorite","Obsidian","02","false","3","5"
"","","","","","","","","","","","html-button-response","107","2.0.0","166025","66fc0d1538357d2081dda6b9","3","38","3242","","","","","","","","","<img src= rock_img/I_Obsidian_02.jpg style=""width:8cm; height:7.51cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","1","","","","","",""
"","","","","","","","","","","","html-button-response","108","2.0.0","168962","66fc0d1538357d2081dda6b9","3","38","2936","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","2","class_response","1","train","2","Diorite","Peridotite","08","false","3","7"
"","","","","","","","","","","","html-button-response","109","2.0.0","181071","66fc0d1538357d2081dda6b9","3","38","12107","","","","","","","","","<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","2","","","","","",""
"","","","","","","","","","","","html-button-response","110","2.0.0","183119","66fc0d1538357d2081dda6b9","3","38","2047","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","5","class_response","1","train","3","Pegmatite","Andesite","06","false","6","1"
"","","","","","","","","","","","html-button-response","111","2.0.0","186749","66fc0d1538357d2081dda6b9","3","38","3628","","","","","","","","","<img src= rock_img/I_Andesite_06.jpg style=""width:8cm; height:6.840000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","3","","","","","",""
"","","","","","","","","","","","html-button-response","112","2.0.0","189590","66fc0d1538357d2081dda6b9","3","38","2839","","","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","5","class_response","1","train","4","Pegmatite","Gabbro","10","false","6","4"
"","","","","","","","","","","","html-button-response","113","2.0.0","193962","66fc0d1538357d2081dda6b9","3","38","4371","","","","","","","","","<img src= rock_img/I_Gabbro_10.jpg style=""width:8cm; height:5.680000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","4","","","","","",""
"","","","","","","","","","","","html-button-response","114","2.0.0","197238","66fc0d1538357d2081dda6b9","3","38","3273","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","5","class_response","1","train","5","Pegmatite","Andesite","01","false","6","1"
"","","","","","","","","","","","html-button-response","115","2.0.0","199620","66fc0d1538357d2081dda6b9","3","38","2381","","","","","","","","","<img src= rock_img/I_Andesite_01.jpg style=""width:8cm; height:5.87cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","5","","","","","",""
"","","","","","","","","","","","html-button-response","116","2.0.0","203112","66fc0d1538357d2081dda6b9","3","38","3490","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","5","class_response","1","train","6","Pegmatite","Diorite","11","false","6","3"
"","","","","","","","","","","","html-button-response","117","2.0.0","206862","66fc0d1538357d2081dda6b9","3","38","3748","","","","","","","","","<img src= rock_img/I_Diorite_11.jpg style=""width:8cm; height:7.11cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","6","","","","","",""
"","","","","","","","","","","","html-button-response","118","2.0.0","210809","66fc0d1538357d2081dda6b9","3","38","3944","","","","","","","","","<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>","6","class_response","1","train","7","Peridotite","Basalt","10","false","7","2"
"","","","","","","","","","","","html-button-response","119","2.0.0","213857","66fc0d1538357d2081dda6b9","3","38","3046","","","","","","","","","<img src= rock_img/I_Basalt_10.jpg style=""width:8cm; height:5.85cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","7","","","","","",""
"","","","","","","","","","","","html-button-response","120","2.0.0","217576","66fc0d1538357d2081dda6b9","3","38","3717","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","2","class_response","1","train","8","Diorite","Diorite","07","true","3","3"
"","","","","","","","","","","","html-button-response","121","2.0.0","221346","66fc0d1538357d2081dda6b9","3","38","3768","","","","","","","","","<img src= rock_img/I_Diorite_07.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","8","","","","","",""
"","","","","","","","","","","","html-button-response","122","2.0.0","224362","66fc0d1538357d2081dda6b9","3","38","3015","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","6","class_response","1","train","9","Peridotite","Obsidian","11","false","7","5"
"","","","","","","","","","","","html-button-response","123","2.0.0","230693","66fc0d1538357d2081dda6b9","3","38","6329","","","","","","","","","<img src= rock_img/I_Obsidian_11.jpg style=""width:8cm; height:6.05cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","9","","","","","",""
"","","","","","","","","","","","html-button-response","124","2.0.0","232346","66fc0d1538357d2081dda6b9","3","38","1651","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","2","class_response","1","train","10","Diorite","Basalt","02","false","3","2"
"","","","","","","","","","","","html-button-response","125","2.0.0","233444","66fc0d1538357d2081dda6b9","3","38","1096","","","","","","","","","<img src= rock_img/I_Basalt_02.jpg style=""width:8cm; height:6.45cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","10","","","","","",""
"","","","","","","","","","","","html-button-response","126","2.0.0","234710","66fc0d1538357d2081dda6b9","3","38","1264","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","0","class_response","1","train","11","Andesite","Pegmatite","11","false","1","6"
"","","","","","","","","","","","html-button-response","127","2.0.0","235789","66fc0d1538357d2081dda6b9","3","38","1077","","","","","","","","","<img src= rock_img/I_Pegmatite_11.jpg style=""width:8cm; height:8.14cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","11","","","","","",""
"","","","","","","","","","","","html-button-response","128","2.0.0","236828","66fc0d1538357d2081dda6b9","3","38","1037","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","1","class_response","1","train","12","Basalt","Pumice","03","false","2","8"
"","","","","","","","","","","","html-button-response","129","2.0.0","237846","66fc0d1538357d2081dda6b9","3","38","1016","","","","","","","","","<img src= rock_img/I_Pumice_03.jpg style=""width:8cm; height:6.64cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","12","","","","","",""
