"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Gabbro","text_Pegmatite","time_resp","text_Diorite","text_Andesite","text_Obsidian","time_fb1","time_fb2"
"","","","","","","","","","","","html-button-response","99","2.0.0","159500","6623c2d90a82fd868b678094","3","50","3768","","","","","","","","","<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>","5","class_response","0","test","47","Pegmatite","Pegmatite","09","true","6","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","160012","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","161764","6623c2d90a82fd868b678094","3","50","1750","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","0","test","48","Obsidian","Obsidian","10","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","162274","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","177588","6623c2d90a82fd868b678094","3","50","15291","","","","","","","","[{""page_index"":0,""viewing_time"":12699},{""page_index"":1,""viewing_time"":2592}]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","180259","6623c2d90a82fd868b678094","3","50","2671","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","182082","6623c2d90a82fd868b678094","3","50","1821","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","7","class_response","1","train","1","Pumice","Pumice","13","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","107","2.0.0","183314","6623c2d90a82fd868b678094","3","50","1231","","","","","","","","","<img src= rock_img/I_Pumice_13.jpg style=""width:8cm; height:8.200000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","108","2.0.0","185436","6623c2d90a82fd868b678094","3","50","2121","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","3","class_response","1","train","2","Gabbro","Pegmatite","06","false","4","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","109","2.0.0","188027","6623c2d90a82fd868b678094","3","50","2591","","","","","","","","","<img src= rock_img/I_Pegmatite_06.jpg style=""width:8cm; height:5.17cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","2","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","110","2.0.0","189440","6623c2d90a82fd868b678094","3","50","1411","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","1","train","3","Obsidian","Obsidian","08","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","111","2.0.0","190232","6623c2d90a82fd868b678094","3","50","791","","","","","","","","","<img src= rock_img/I_Obsidian_08.jpg style=""width:8cm; height:7.39cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","3","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","112","2.0.0","192234","6623c2d90a82fd868b678094","3","50","2001","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","1","train","4","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","113","2.0.0","194536","6623c2d90a82fd868b678094","3","50","2301","","","","","","","","","<img src= rock_img/I_Basalt_04.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","4","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","114","2.0.0","196188","6623c2d90a82fd868b678094","3","50","1651","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","2","class_response","1","train","5","Diorite","Andesite","04","false","3","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","115","2.0.0","198270","6623c2d90a82fd868b678094","3","50","2081","","","","","","","","","<img src= rock_img/I_Andesite_04.jpg style=""width:8cm; height:5.96cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","116","2.0.0","199462","6623c2d90a82fd868b678094","3","50","1191","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","7","class_response","1","train","6","Pumice","Basalt","11","false","8","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","117","2.0.0","201274","6623c2d90a82fd868b678094","3","50","1811","","","","","","","","","<img src= rock_img/I_Basalt_11.jpg style=""width:8cm; height:5.359999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","6","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","118","2.0.0","202676","6623c2d90a82fd868b678094","3","50","1401","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","0","class_response","1","train","7","Andesite","Pumice","03","false","1","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","119","2.0.0","203597","6623c2d90a82fd868b678094","3","50","921","","","","","","","","","<img src= rock_img/I_Pumice_03.jpg style=""width:8cm; height:6.64cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","7","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","120","2.0.0","205780","6623c2d90a82fd868b678094","3","50","2181","","","","","","","","","<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>","4","class_response","1","train","8","Obsidian","Pegmatite","13","false","5","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","121","2.0.0","208522","6623c2d90a82fd868b678094","3","50","2741","","","","","","","","","<img src= rock_img/I_Pegmatite_13.jpg style=""width:8cm; height:4.95cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","8","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","122","2.0.0","209914","6623c2d90a82fd868b678094","3","50","1391","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","3","class_response","1","train","9","Gabbro","Peridotite","06","false","4","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","123","2.0.0","211195","6623c2d90a82fd868b678094","3","50","1281","","","","","","","","","<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","9","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","124","2.0.0","213670","6623c2d90a82fd868b678094","3","50","2473","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","7","class_response","1","train","10","Pumice","Diorite","15","false","8","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","125","2.0.0","215582","6623c2d90a82fd868b678094","3","50","1911","","","","","","","","","<img src= rock_img/I_Diorite_15.jpg style=""width:8cm; height:5.54cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","126","2.0.0","219004","6623c2d90a82fd868b678094","3","50","3421","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","2","class_response","1","train","11","Diorite","Gabbro","13","false","3","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","127","2.0.0","220586","6623c2d90a82fd868b678094","3","50","1581","","","","","","","","","<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","11","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","128","2.0.0","221598","6623c2d90a82fd868b678094","3","50","1011","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","6","class_response","1","train","12","Peridotite","Peridotite","07","true","7","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","129","2.0.0","222390","6623c2d90a82fd868b678094","3","50","791","","","","","","","","","<img src= rock_img/I_Peridotite_07.jpg style=""width:8cm; height:4.83cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","12","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","130","2.0.0","250688","6623c2d90a82fd868b678094","3","50","28297","","","","","","","","[{""page_index"":0,""viewing_time"":1831},{""page_index"":1,""viewing_time"":16292},{""page_index"":2,""viewing_time"":8673},{""page_index"":3,""viewing_time"":1502}]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","131","2.0.0","251920","6623c2d90a82fd868b678094","3","50","1231","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","132","2.0.0","256602","6623c2d90a82fd868b678094","3","50","","","","","","","","","","","","cat_selection","1","train","1","","","","","","","4","6","4680.9000000059605","Gabbro","Pegmatite","[0.16428571428571428,0.19285714285714284,0.16428571428571428,0.16428571428571428,0.04999999999999999,0.1357142857142857,0.10714285714285714,0.021428571428571425]","[0.17748403180494976,0.17641962675774156,0.18011653357349144,null,0.062030104849355464,0.30212795590920755,0.05587176136193669,0.04594998574331756]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","133","1.0.0","299500","6623c2d90a82fd868b678094","3","50","","","","","","","","","","","","paired_cat_display","1","train","1","","","","","","","","","12780.100000023842","","","","","granite like blocks","appears to have pieces of obsidian","30115.40000000596","","","","",""
"","","","","","","","","","","","html-button-response","134","2.0.0","302812","6623c2d90a82fd868b678094","3","50","","","","","","","","","","","","cat_selection","1","train","2","","","","","","","3","4","3310.9000000059605","Diorite","Gabbro","[0.16428571428571428,0.19285714285714284,0.16428571428571428,0.16428571428571428,0.04999999999999999,0.1357142857142857,0.10714285714285714,0.021428571428571425]","[0.0498068946053242,0.17385799186688694,null,0.3134792533048486,0.1833896210336138,0.06457265539539818,0.05119531688856995,0.1636982669053584]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","135","1.0.0","328740","6623c2d90a82fd868b678094","3","50","","","","","","","","","","","","paired_cat_display","1","train","2","","","","","","","","","8810.600000023842","","","","","granite like as well","","17115.59999999404","like a marble countertop","","","",""
"","","","","","","","","","","","html-button-response","136","2.0.0","331912","6623c2d90a82fd868b678094","3","50","","","","","","","","","","","","cat_selection","1","train","3","","","","","","","1","5","3170.800000011921","Andesite","Obsidian","[0.16428571428571428,0.19285714285714284,0.16428571428571428,0.16428571428571428,0.04999999999999999,0.1357142857142857,0.10714285714285714,0.021428571428571425]","[null,0.05496030698730767,0.29314739249543176,0.05448154164644045,0.18404441221150697,0.16927108169331864,0.05783289903251094,0.18626236593348366]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","137","1.0.0","350770","6623c2d90a82fd868b678094","3","50","","","","","","","","","","","","paired_cat_display","1","train","3","","","","","","","","","6170.699999988079","","","","","","","12685.299999982119","","spotty and jagged","very shiny smooth and black","",""
"","","","","","","","","","","","instructions","138","2.0.0","357044","6623c2d90a82fd868b678094","3","50","6273","","","","","","","","[{""page_index"":0,""viewing_time"":1631},{""page_index"":1,""viewing_time"":4642}]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","139","2.0.0","358256","6623c2d90a82fd868b678094","3","50","1211","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","140","2.0.0","364698","6623c2d90a82fd868b678094","3","50","6441","","","","","","","","","<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>","5","class_response","1","test","1","Pegmatite","Pumice","15","false","6","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","141","2.0.0","365209","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","142","2.0.0","368880","6623c2d90a82fd868b678094","3","50","3669","","","","","","","","","<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>","3","class_response","1","test","2","Gabbro","Peridotite","13","false","4","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","143","2.0.0","369388","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","2","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","144","2.0.0","371912","6623c2d90a82fd868b678094","3","50","2523","","","","","","","","","<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>","0","class_response","1","test","3","Andesite","Basalt","01","false","1","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","145","2.0.0","372414","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","3","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","146","2.0.0","377214","6623c2d90a82fd868b678094","3","50","4799","","","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","6","class_response","1","test","4","Peridotite","Pegmatite","12","false","7","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","147","2.0.0","377727","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","4","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","148","2.0.0","378376","6623c2d90a82fd868b678094","3","50","647","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","6","class_response","1","test","5","Peridotite","Pegmatite","03","false","7","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","149","2.0.0","378879","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","150","2.0.0","382968","6623c2d90a82fd868b678094","3","50","4087","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","3","class_response","1","test","6","Gabbro","Andesite","06","false","4","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","151","2.0.0","383471","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","6","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","152","2.0.0","387100","6623c2d90a82fd868b678094","3","50","3627","","","","","","","","","<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>","0","class_response","1","test","7","Andesite","Andesite","14","true","1","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","153","2.0.0","387612","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","7","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","154","2.0.0","388582","6623c2d90a82fd868b678094","3","50","969","","","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","1","class_response","1","test","8","Basalt","Gabbro","10","false","2","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","155","2.0.0","389091","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","8","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","156","2.0.0","390104","6623c2d90a82fd868b678094","3","50","1012","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","1","test","9","Obsidian","Obsidian","10","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","157","2.0.0","390619","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","9","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","158","2.0.0","392086","6623c2d90a82fd868b678094","3","50","1466","","","","","","","","","<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>","2","class_response","1","test","10","Diorite","Pegmatite","05","false","3","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","159","2.0.0","392598","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","160","2.0.0","398278","6623c2d90a82fd868b678094","3","50","5679","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","3","class_response","1","test","11","Gabbro","Diorite","07","false","4","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","161","2.0.0","398782","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","11","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","162","2.0.0","399900","6623c2d90a82fd868b678094","3","50","1116","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","6","class_response","1","test","12","Peridotite","Peridotite","02","true","7","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","163","2.0.0","400416","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","12","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","164","2.0.0","402652","6623c2d90a82fd868b678094","3","50","2235","","","","","","","","","<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>","5","class_response","1","test","13","Pegmatite","Pegmatite","09","true","6","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","165","2.0.0","403158","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","13","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","166","2.0.0","406404","6623c2d90a82fd868b678094","3","50","3245","","","","","","","","","<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","0","class_response","1","test","14","Andesite","Andesite","09","true","1","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","167","2.0.0","406911","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","14","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","168","2.0.0","409376","6623c2d90a82fd868b678094","3","50","2464","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","1","class_response","1","test","15","Basalt","Gabbro","03","false","2","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","169","2.0.0","409884","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","15","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","170","2.0.0","411758","6623c2d90a82fd868b678094","3","50","1873","","","","","","","","","<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>","3","class_response","1","test","16","Gabbro","Basalt","16","false","4","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","171","2.0.0","412260","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","16","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","172","2.0.0","414860","6623c2d90a82fd868b678094","3","50","2598","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","3","class_response","1","test","17","Gabbro","Andesite","01","false","4","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","173","2.0.0","415374","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","17","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","174","2.0.0","419422","6623c2d90a82fd868b678094","3","50","4047","","","","","","","","","<img src= ""rock_img/I_Diorite_02.jpg"" style=""width:8cm; height:6.27cm;""><p>What type of rock is this?</p>","5","class_response","1","test","18","Pegmatite","Diorite","02","false","6","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","175","2.0.0","419925","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","18","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","176","2.0.0","422074","6623c2d90a82fd868b678094","3","50","2148","","","","","","","","","<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>","1","class_response","1","test","19","Basalt","Basalt","08","true","2","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","177","2.0.0","422578","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","19","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","178","2.0.0","424166","6623c2d90a82fd868b678094","3","50","1587","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","6","class_response","1","test","20","Peridotite","Pegmatite","07","false","7","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","179","2.0.0","424674","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","20","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","180","2.0.0","425498","6623c2d90a82fd868b678094","3","50","823","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","1","test","21","Peridotite","Peridotite","15","true","7","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","181","2.0.0","426010","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","21","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","182","2.0.0","428490","6623c2d90a82fd868b678094","3","50","2479","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","3","class_response","1","test","22","Gabbro","Diorite","09","false","4","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","183","2.0.0","429003","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","22","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","184","2.0.0","429962","6623c2d90a82fd868b678094","3","50","958","","","","","","","","","<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>","4","class_response","1","test","23","Obsidian","Obsidian","02","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","185","2.0.0","430468","6623c2d90a82fd868b678094","3","50","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","23","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","186","2.0.0","431846","6623c2d90a82fd868b678094","3","50","1377","","","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","7","class_response","1","test","24","Pumice","Pumice","14","true","8","8","","","","","","","","","","","","","","",""
