"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Diorite","text_Gabbro","time_resp","text_Pegmatite","text_Peridotite"
"1528","704","true","edge-chromium","131.0.0","false","Windows 10","true","60.08","true","true","browser-check","0","2.0.0","1010","614f297777d0d8f5e2a5b354","3","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","external-html","1","2.0.0","25176","614f297777d0d8f5e2a5b354","3","39","24079","consent_form.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","2","2.0.0","29730","614f297777d0d8f5e2a5b354","3","39","3547","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","call-function","3","2.0.0","29733","614f297777d0d8f5e2a5b354","3","39","","","","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","preload","4","2.0.0","32742","614f297777d0d8f5e2a5b354","3","39","","","true","","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","2.0.0","68061","614f297777d0d8f5e2a5b354","3","39","35318","","","","","","","","[{""page_index"":0,""viewing_time"":6790},{""page_index"":1,""viewing_time"":19547},{""page_index"":2,""viewing_time"":8981}]","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","2.0.0","69940","614f297777d0d8f5e2a5b354","3","39","1877","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","7","2.0.0","78645","614f297777d0d8f5e2a5b354","3","39","8704","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","7","class_response","0","test","1","Pumice","Pegmatite","06","false","8","6","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","2.0.0","79146","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","9","2.0.0","84120","614f297777d0d8f5e2a5b354","3","39","4973","","","","","","","","","<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>","1","class_response","0","test","2","Basalt","Basalt","01","true","2","2","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","10","2.0.0","84622","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","11","2.0.0","91048","614f297777d0d8f5e2a5b354","3","39","6425","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","5","class_response","0","test","3","Pegmatite","Basalt","02","false","6","2","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","12","2.0.0","91551","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","13","2.0.0","94280","614f297777d0d8f5e2a5b354","3","39","2728","","","","","","","","","<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>","4","class_response","0","test","4","Obsidian","Obsidian","05","true","5","5","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","14","2.0.0","94792","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","15","2.0.0","97412","614f297777d0d8f5e2a5b354","3","39","2619","","","","","","","","","<img src= ""rock_img/I_Peridotite_04.jpg"" style=""width:8cm; height:6.680000000000001cm;""><p>What type of rock is this?</p>","0","class_response","0","test","5","Andesite","Peridotite","04","false","1","7","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","16","2.0.0","97921","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","17","2.0.0","99792","614f297777d0d8f5e2a5b354","3","39","1870","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","2","class_response","0","test","6","Diorite","Pumice","06","false","3","8","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","18","2.0.0","100295","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","19","2.0.0","102076","614f297777d0d8f5e2a5b354","3","39","1779","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","3","class_response","0","test","7","Gabbro","Pumice","03","false","4","8","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","20","2.0.0","102588","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","21","2.0.0","105104","614f297777d0d8f5e2a5b354","3","39","2514","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","6","class_response","0","test","8","Peridotite","Pegmatite","11","false","7","6","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","22","2.0.0","105613","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","23","2.0.0","107396","614f297777d0d8f5e2a5b354","3","39","1781","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","5","class_response","0","test","9","Pegmatite","Peridotite","02","false","6","7","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","24","2.0.0","107897","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","9","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","25","2.0.0","110864","614f297777d0d8f5e2a5b354","3","39","2966","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","7","class_response","0","test","10","Pumice","Peridotite","06","false","8","7","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","26","2.0.0","111369","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","10","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","27","2.0.0","115644","614f297777d0d8f5e2a5b354","3","39","4274","","","","","","","","","<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>","4","class_response","0","test","11","Obsidian","Gabbro","09","false","5","4","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","28","2.0.0","116145","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","11","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","29","2.0.0","121400","614f297777d0d8f5e2a5b354","3","39","5254","","","","","","","","","<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","12","Diorite","Pumice","04","false","3","8","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","30","2.0.0","121906","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","12","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","31","2.0.0","123829","614f297777d0d8f5e2a5b354","3","39","1921","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","3","class_response","0","test","13","Gabbro","Gabbro","01","true","4","4","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","32","2.0.0","124339","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","13","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","33","2.0.0","126132","614f297777d0d8f5e2a5b354","3","39","1791","","","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","5","class_response","0","test","14","Pegmatite","Gabbro","16","false","6","4","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","34","2.0.0","126642","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","14","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","35","2.0.0","128276","614f297777d0d8f5e2a5b354","3","39","1633","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","0","class_response","0","test","15","Andesite","Diorite","15","false","1","3","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","36","2.0.0","128780","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","15","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","37","2.0.0","130276","614f297777d0d8f5e2a5b354","3","39","1495","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","6","class_response","0","test","16","Peridotite","Basalt","12","false","7","2","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","38","2.0.0","130789","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","16","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","39","2.0.0","132920","614f297777d0d8f5e2a5b354","3","39","2129","","","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","1","class_response","0","test","17","Basalt","Andesite","05","false","2","1","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","40","2.0.0","133421","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","17","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","41","2.0.0","135044","614f297777d0d8f5e2a5b354","3","39","1622","","","","","","","","","<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","18","Diorite","Basalt","16","false","3","2","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","42","2.0.0","135546","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","18","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","43","2.0.0","136621","614f297777d0d8f5e2a5b354","3","39","1072","","","","","","","","","<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","7","class_response","0","test","19","Pumice","Andesite","16","false","8","1","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","44","2.0.0","137123","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","19","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","45","2.0.0","138628","614f297777d0d8f5e2a5b354","3","39","1503","","","","","","","","","<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","5","class_response","0","test","20","Pegmatite","Andesite","10","false","6","1","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","46","2.0.0","139137","614f297777d0d8f5e2a5b354","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","20","","","","","","","","","","","","","","","","","",""
