"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video"
"767","730","true","chrome","131.0.0","false","Windows 10","true","30.54","true","true","browser-check","0","2.0.0","1988","66af5de74d6ff97799fee03e","1","9","","","","","","","",""
"","","","","","","","","","","","external-html","1","2.0.0","7366","66af5de74d6ff97799fee03e","1","9","4838","consent_form.html","","","","","",""
"","","","","","","","","","","","fullscreen","2","2.0.0","9823","66af5de74d6ff97799fee03e","1","9","1446","","true","","","","",""
"","","","","","","","","","","","call-function","3","2.0.0","9826","66af5de74d6ff97799fee03e","1","9","","","","{}","","","",""
"","","","","","","","","","","","preload","4","2.0.0","24344","66af5de74d6ff97799fee03e","1","9","","","true","","false","[]","[]","[]"
