"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat"
"1902","901","true","chrome","130.0.0","false","Windows 10","true","60.59","true","true","browser-check","0","2.0.0","1012","6172cf92f2ea6613f717abb6","4","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","external-html","1","2.0.0","13622","6172cf92f2ea6613f717abb6","4","11","12534","consent_form.html","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","2","2.0.0","21924","6172cf92f2ea6613f717abb6","4","11","7297","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","call-function","3","2.0.0","21930","6172cf92f2ea6613f717abb6","4","11","","","","{}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","preload","4","2.0.0","25895","6172cf92f2ea6613f717abb6","4","11","","","true","","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","2.0.0","152429","6172cf92f2ea6613f717abb6","4","11","126535","","","","","","","","[{""page_index"":0,""viewing_time"":18773},{""page_index"":1,""viewing_time"":55982},{""page_index"":2,""viewing_time"":51780}]","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","2.0.0","162723","6172cf92f2ea6613f717abb6","4","11","10293","","","","","","","","","","0","start_test","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","7","2.0.0","170919","6172cf92f2ea6613f717abb6","4","11","8192","","","","","","","","","<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>","7","class_response","0","test","1","Pumice","Peridotite","05","false","8","7","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","2.0.0","171435","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","1","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","9","2.0.0","176782","6172cf92f2ea6613f717abb6","4","11","5344","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","5","class_response","0","test","2","Pegmatite","Andesite","04","false","6","1","","","","","",""
"","","","","","","","","","","","html-keyboard-response","10","2.0.0","177296","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","2","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","11","2.0.0","180982","6172cf92f2ea6613f717abb6","4","11","3682","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","0","test","3","Obsidian","Obsidian","08","true","5","5","","","","","",""
"","","","","","","","","","","","html-keyboard-response","12","2.0.0","181488","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","3","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","13","2.0.0","193043","6172cf92f2ea6613f717abb6","4","11","11553","","","","","","","","","<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","2","class_response","0","test","4","Diorite","Andesite","16","false","3","1","","","","","",""
"","","","","","","","","","","","html-keyboard-response","14","2.0.0","193550","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","4","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","15","2.0.0","207209","6172cf92f2ea6613f717abb6","4","11","13656","","","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","1","class_response","0","test","5","Basalt","Pumice","14","false","2","8","","","","","",""
"","","","","","","","","","","","html-keyboard-response","16","2.0.0","207711","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","5","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","17","2.0.0","215129","6172cf92f2ea6613f717abb6","4","11","7416","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","0","class_response","0","test","6","Andesite","Basalt","11","false","1","2","","","","","",""
"","","","","","","","","","","","html-keyboard-response","18","2.0.0","215644","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","6","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","19","2.0.0","226095","6172cf92f2ea6613f717abb6","4","11","10452","","","","","","","","","<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","6","class_response","0","test","7","Peridotite","Basalt","09","false","7","2","","","","","",""
"","","","","","","","","","","","html-keyboard-response","20","2.0.0","226611","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","7","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","21","2.0.0","236519","6172cf92f2ea6613f717abb6","4","11","9904","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","0","class_response","0","test","8","Andesite","Peridotite","15","false","1","7","","","","","",""
"","","","","","","","","","","","html-keyboard-response","22","2.0.0","237037","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","8","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","23","2.0.0","243839","6172cf92f2ea6613f717abb6","4","11","6799","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","3","class_response","0","test","9","Gabbro","Diorite","15","false","4","3","","","","","",""
"","","","","","","","","","","","html-keyboard-response","24","2.0.0","244352","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","9","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","25","2.0.0","264594","6172cf92f2ea6613f717abb6","4","11","20238","","","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","2","class_response","0","test","10","Diorite","Diorite","13","true","3","3","","","","","",""
"","","","","","","","","","","","html-keyboard-response","26","2.0.0","265100","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","10","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","27","2.0.0","270752","6172cf92f2ea6613f717abb6","4","11","5650","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","3","class_response","0","test","11","Gabbro","Gabbro","15","true","4","4","","","","","",""
"","","","","","","","","","","","html-keyboard-response","28","2.0.0","271268","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","11","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","29","2.0.0","274742","6172cf92f2ea6613f717abb6","4","11","3471","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","4","class_response","0","test","12","Obsidian","Pegmatite","07","false","5","6","","","","","",""
"","","","","","","","","","","","html-keyboard-response","30","2.0.0","275252","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","12","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","31","2.0.0","281577","6172cf92f2ea6613f717abb6","4","11","6322","","","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","2","class_response","0","test","13","Diorite","Pegmatite","16","false","3","6","","","","","",""
"","","","","","","","","","","","html-keyboard-response","32","2.0.0","282084","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","13","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","33","2.0.0","286763","6172cf92f2ea6613f717abb6","4","11","4676","","","","","","","","","<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>","0","class_response","0","test","14","Andesite","Obsidian","07","false","1","5","","","","","",""
"","","","","","","","","","","","html-keyboard-response","34","2.0.0","287265","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","14","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","35","2.0.0","293251","6172cf92f2ea6613f717abb6","4","11","5983","","","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","5","class_response","0","test","15","Pegmatite","Gabbro","10","false","6","4","","","","","",""
"","","","","","","","","","","","html-keyboard-response","36","2.0.0","293768","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","15","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","37","2.0.0","304576","6172cf92f2ea6613f717abb6","4","11","10805","","","","","","","","","<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","0","test","16","Peridotite","Andesite","09","false","7","1","","","","","",""
"","","","","","","","","","","","html-keyboard-response","38","2.0.0","305083","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","16","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","39","2.0.0","310591","6172cf92f2ea6613f717abb6","4","11","5506","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","1","class_response","0","test","17","Basalt","Pegmatite","08","false","2","6","","","","","",""
"","","","","","","","","","","","html-keyboard-response","40","2.0.0","311095","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","17","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","41","2.0.0","323190","6172cf92f2ea6613f717abb6","4","11","12093","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","2","class_response","0","test","18","Diorite","Peridotite","07","false","3","7","","","","","",""
"","","","","","","","","","","","html-keyboard-response","42","2.0.0","323705","6172cf92f2ea6613f717abb6","4","11","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","18","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","43","2.0.0","340676","6172cf92f2ea6613f717abb6","4","11","16968","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","1","class_response","0","test","19","Basalt","Pegmatite","03","false","2","6","","","","","",""
