"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num"
"1536","826","true","chrome","131.0.0","false","Windows 10","true","60.36","true","true","browser-check","0","2.0.0","1006","6365b39d456c37b91bf98540","3","15","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","external-html","1","2.0.0","7634","6365b39d456c37b91bf98540","3","15","6523","consent_form.html","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","2","2.0.0","10538","6365b39d456c37b91bf98540","3","15","1894","","true","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","call-function","3","2.0.0","10541","6365b39d456c37b91bf98540","3","15","","","","{}","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","preload","4","2.0.0","16308","6365b39d456c37b91bf98540","3","15","","","true","","false","[]","[]","[]","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","2.0.0","45050","6365b39d456c37b91bf98540","3","15","28741","","","","","","","","[{""page_index"":0,""viewing_time"":3284},{""page_index"":1,""viewing_time"":18708},{""page_index"":2,""viewing_time"":6748}]","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","2.0.0","47251","6365b39d456c37b91bf98540","3","15","2199","","","","","","","","","","0","start_test","","","","","","","","",""
"","","","","","","","","","","","html-button-response","7","2.0.0","58219","6365b39d456c37b91bf98540","3","15","10965","","","","","","","","","<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>","0","class_response","0","test","1","Andesite","Pegmatite","13","false","1","6"
"","","","","","","","","","","","html-keyboard-response","8","2.0.0","58721","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","1","","","","","",""
"","","","","","","","","","","","html-button-response","9","2.0.0","61337","6365b39d456c37b91bf98540","3","15","2616","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","1","class_response","0","test","2","Basalt","Pegmatite","06","false","2","6"
"","","","","","","","","","","","html-keyboard-response","10","2.0.0","61844","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","2","","","","","",""
"","","","","","","","","","","","html-button-response","11","2.0.0","66306","6365b39d456c37b91bf98540","3","15","4460","","","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","7","class_response","0","test","3","Pumice","Pumice","02","true","8","8"
"","","","","","","","","","","","html-keyboard-response","12","2.0.0","66816","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","3","","","","","",""
"","","","","","","","","","","","html-button-response","13","2.0.0","71606","6365b39d456c37b91bf98540","3","15","4786","","","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","5","class_response","0","test","4","Pegmatite","Pumice","09","false","6","8"
"","","","","","","","","","","","html-keyboard-response","14","2.0.0","72107","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","4","","","","","",""
"","","","","","","","","","","","html-button-response","15","2.0.0","74522","6365b39d456c37b91bf98540","3","15","2412","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","5","Diorite","Basalt","11","false","3","2"
"","","","","","","","","","","","html-keyboard-response","16","2.0.0","75033","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","5","","","","","",""
"","","","","","","","","","","","html-button-response","17","2.0.0","77458","6365b39d456c37b91bf98540","3","15","2422","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","4","class_response","0","test","6","Obsidian","Obsidian","11","true","5","5"
"","","","","","","","","","","","html-keyboard-response","18","2.0.0","77971","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","6","","","","","",""
"","","","","","","","","","","","html-button-response","19","2.0.0","80554","6365b39d456c37b91bf98540","3","15","2581","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","3","class_response","0","test","7","Gabbro","Pumice","06","false","4","8"
"","","","","","","","","","","","html-keyboard-response","20","2.0.0","81059","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","7","","","","","",""
"","","","","","","","","","","","html-button-response","21","2.0.0","85838","6365b39d456c37b91bf98540","3","15","4777","","","","","","","","","<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","0","test","8","Peridotite","Pegmatite","15","false","7","6"
"","","","","","","","","","","","html-keyboard-response","22","2.0.0","86343","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","8","","","","","",""
"","","","","","","","","","","","html-button-response","23","2.0.0","89186","6365b39d456c37b91bf98540","3","15","2841","","","","","","","","","<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>","1","class_response","0","test","9","Basalt","Gabbro","12","false","2","4"
"","","","","","","","","","","","html-keyboard-response","24","2.0.0","89692","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","9","","","","","",""
"","","","","","","","","","","","html-button-response","25","2.0.0","95490","6365b39d456c37b91bf98540","3","15","5796","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","0","class_response","0","test","10","Andesite","Pegmatite","11","false","1","6"
"","","","","","","","","","","","html-keyboard-response","26","2.0.0","96004","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","10","","","","","",""
"","","","","","","","","","","","html-button-response","27","2.0.0","101441","6365b39d456c37b91bf98540","3","15","5435","","","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","6","class_response","0","test","11","Peridotite","Andesite","05","false","7","1"
"","","","","","","","","","","","html-keyboard-response","28","2.0.0","101955","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","11","","","","","",""
"","","","","","","","","","","","html-button-response","29","2.0.0","105890","6365b39d456c37b91bf98540","3","15","3933","","","","","","","","","<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>","4","class_response","0","test","12","Obsidian","Gabbro","09","false","5","4"
"","","","","","","","","","","","html-keyboard-response","30","2.0.0","106396","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","12","","","","","",""
"","","","","","","","","","","","html-button-response","31","2.0.0","109242","6365b39d456c37b91bf98540","3","15","2843","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","4","class_response","0","test","13","Obsidian","Basalt","04","false","5","2"
"","","","","","","","","","","","html-keyboard-response","32","2.0.0","109745","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","13","","","","","",""
"","","","","","","","","","","","html-button-response","33","2.0.0","112162","6365b39d456c37b91bf98540","3","15","2416","","","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","4","class_response","0","test","14","Obsidian","Obsidian","14","true","5","5"
"","","","","","","","","","","","html-keyboard-response","34","2.0.0","112671","6365b39d456c37b91bf98540","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","14","","","","","",""
