participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_rec,token_rec,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,1,-0.585185192,0.387037039,1,0,0,3.1551,Pumice_06,8,06,6,1,3.155,1,16,0.378703788,-0.404629672,1,0,0,7.4748,Pumice_rect,8,7.475,1,0,0,0,0,1,,,,,,,,,,,,
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,2,-0.398148148,0.430555556,1,0,0,1.9298,Gabbro_05,4,05,6,2,1.93,6,06,-0.060185185,-0.408333319,1,0,0,10.4889,Pegmatite_rect,6,10.489,0,1,0,1,0,1,,,,,,,,,,,,
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,3,-0.216666681,0.396296298,1,0,0,1.7958,Peridotite_04,7,04,6,3,1.796,8,06,-0.136111083,-0.389814801,1,0,0,3.1423,Pegmatite_rect,6,3.142,0,2,0,2,0,1,,,,,,,,,,,,
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,4,-0.103703675,0.43888889,1,0,0,1.6306,Gabbro_01,4,01,6,4,1.631,2,01,-0.115740741,-0.234259288,1,0,0,3.4269,Basalt_rect,2,3.427,0,3,0,3,0,1,,,,,,,,,,,,
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,5,0.045370384,0.408333328,1,0,0,7.3472,Peridotite_06,7,06,6,5,7.347,7,07,-0.156481496,-0.247222265,1,0,0,7.9212,Basalt_rect,2,7.921,0,4,0,4,0,1,,,,,,,,,,,,
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,6,0.223148134,0.410185187,1,0,0,2.1966,Basalt_04,2,04,6,6,2.197,6,12,-0.216666681,-0.262037065,1,0,0,5.9497,Basalt_rect,2,5.95,1,5,0,5,0,1,,,,,,,,,,,,
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,7,0.365740741,0.404629628,1,0,0,1.2176,Diorite_10,3,10,6,7,1.218,8,09,0.374074159,-0.251851894,1,0,0,2.0478,Gabbro_rect,4,2.048,0,6,0,6,0,1,,,,,,,,,,,,
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,8,0.588888945,0.424999996,1,0,0,1.9118,Andesite_11,1,11,6,8,1.912,2,14,-0.332407386,-0.25462963,1,0,0,8.0251,Andesite_rect,1,8.025,1,7,0,7,0,1,,,,,,,,,,,,
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,9,-0.553703697,0.276851848,1,0,0,1.3455,Basalt_01,2,01,5,1,1.345,1,11,-0.080555527,-0.23055557,1,0,0,1.7414,Basalt_rect,2,1.741,1,8,0,8,0,1,,,,,,,,,,,,
63e5a6690eeedc20da056717,SCR,2024-06-20_13h31.23.182,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,10,-0.361111111,0.244444441,1,0,0,1.1799,Gabbro_09,4,09,5,2,1.18,5,07,-0.39907406,-0.392592607,1,0,0,1.8556,Obsidian_rect,5,1.856,0,9,0,9,0,1,,,,,,,,,,,,
