"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Andesite","text_Pegmatite","time_obs","time_resp","text_Diorite","text_Gabbro","time_fb1","time_fb2","text_Peridotite","text_Basalt"
"","","","","","","","","","","","html-button-response","243","2.0.0","878690","673585f304c70a09cead4900","4","13","732","","","","","","","","","<img src= rock_img/I_Andesite_07.jpg style=""width:8cm; height:5.93cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","244","2.0.0","880529","673585f304c70a09cead4900","4","13","1838","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","5","class_response","2","train","3","Pegmatite","Pegmatite","11","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","245","2.0.0","881361","673585f304c70a09cead4900","4","13","831","","","","","","","","","<img src= rock_img/I_Pegmatite_11.jpg style=""width:8cm; height:8.14cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","246","2.0.0","882583","673585f304c70a09cead4900","4","13","1221","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","2","train","4","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","247","2.0.0","883287","673585f304c70a09cead4900","4","13","704","","","","","","","","","<img src= rock_img/I_Basalt_04.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","4","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","248","2.0.0","891409","673585f304c70a09cead4900","4","13","8121","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","0","class_response","2","train","5","Andesite","Peridotite","06","false","1","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","249","2.0.0","892592","673585f304c70a09cead4900","4","13","1182","","","","","","","","","<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","5","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","250","2.0.0","894198","673585f304c70a09cead4900","4","13","1605","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","2","class_response","2","train","6","Diorite","Pegmatite","06","false","3","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","251","2.0.0","895141","673585f304c70a09cead4900","4","13","942","","","","","","","","","<img src= rock_img/I_Pegmatite_06.jpg style=""width:8cm; height:5.17cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","6","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","252","2.0.0","896349","673585f304c70a09cead4900","4","13","1206","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","4","class_response","2","train","7","Obsidian","Obsidian","11","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","253","2.0.0","897250","673585f304c70a09cead4900","4","13","901","","","","","","","","","<img src= rock_img/I_Obsidian_11.jpg style=""width:8cm; height:6.05cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","7","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","254","2.0.0","898379","673585f304c70a09cead4900","4","13","1127","","","","","","","","","<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>","1","class_response","2","train","8","Basalt","Basalt","05","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","899105","673585f304c70a09cead4900","4","13","725","","","","","","","","","<img src= rock_img/I_Basalt_05.jpg style=""width:8cm; height:8.18cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","900217","673585f304c70a09cead4900","4","13","1110","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","7","class_response","2","train","9","Pumice","Pumice","03","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","900927","673585f304c70a09cead4900","4","13","710","","","","","","","","","<img src= rock_img/I_Pumice_03.jpg style=""width:8cm; height:6.64cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","902958","673585f304c70a09cead4900","4","13","2030","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","0","class_response","2","train","10","Andesite","Andesite","06","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","903875","673585f304c70a09cead4900","4","13","916","","","","","","","","","<img src= rock_img/I_Andesite_06.jpg style=""width:8cm; height:6.840000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","905099","673585f304c70a09cead4900","4","13","1223","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","7","class_response","2","train","11","Pumice","Pumice","10","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","905857","673585f304c70a09cead4900","4","13","757","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","907217","673585f304c70a09cead4900","4","13","1359","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","2","class_response","2","train","12","Diorite","Diorite","09","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","907911","673585f304c70a09cead4900","4","13","693","","","","","","","","","<img src= rock_img/I_Diorite_09.jpg style=""width:8cm; height:5.27cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","909109","673585f304c70a09cead4900","4","13","1197","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","916455","673585f304c70a09cead4900","4","13","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","6169.60000000149","1174.5999999940395","4","6","Andesite","Diorite","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","948324","673585f304c70a09cead4900","4","13","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","","","","","","Chunky like ""pegs"".","6096.39999999851","25759.60000000149","","Darker and more brown","","","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","951827","673585f304c70a09cead4900","4","13","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","1863.0999999940395","1638.1000000014901","6","7","Gabbro","Pegmatite","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","989870","673585f304c70a09cead4900","4","13","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","","","","","","Chunk like pegs","9070.39999999851","28963.69999999553","","","","","Spotty and sparse dots, more grey.",""
"","","","","","","","","","","","html-button-response","270","2.0.0","996794","673585f304c70a09cead4900","4","13","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","6090.9000000059605","831.7999999970198","6","7","Pegmatite","Peridotite","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","1025186","673585f304c70a09cead4900","4","13","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","","","","","","chunky like pegs","5924.89999999851","22457","","","","","Sparse grey spotted rocks",""
"","","","","","","","","","","","html-button-response","273","2.0.0","1027549","673585f304c70a09cead4900","4","13","2362","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","1029048","673585f304c70a09cead4900","4","13","1497","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","2","test","1","Obsidian","Obsidian","10","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","1029551","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","1030822","673585f304c70a09cead4900","4","13","1270","","","","","","","","","<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>","4","class_response","2","test","2","Obsidian","Obsidian","09","true","5","5","","","","","","","","","","","","","","","",""
