"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Andesite","text_Pegmatite","time_obs","time_resp","text_Diorite","text_Gabbro","time_fb1","time_fb2","text_Peridotite","text_Basalt"
"","","","","","","","","","","","html-keyboard-response","317","2.0.0","1084534","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","22","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","318","2.0.0","1089384","673585f304c70a09cead4900","4","13","4849","","","","","","","","","<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>","3","class_response","2","test","23","Gabbro","Gabbro","12","true","4","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","319","2.0.0","1089898","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","23","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","320","2.0.0","1091055","673585f304c70a09cead4900","4","13","1156","","","","","","","","","<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>","7","class_response","2","test","24","Pumice","Pumice","15","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","321","2.0.0","1091568","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","24","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","322","2.0.0","1092778","673585f304c70a09cead4900","4","13","1209","","","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","5","class_response","2","test","25","Pegmatite","Pegmatite","16","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","323","2.0.0","1093279","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","25","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","324","2.0.0","1097460","673585f304c70a09cead4900","4","13","4179","","","","","","","","","<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>","0","class_response","2","test","26","Andesite","Andesite","14","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","325","2.0.0","1097962","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","26","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","326","2.0.0","1103178","673585f304c70a09cead4900","4","13","5216","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","2","test","27","Peridotite","Peridotite","15","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","327","2.0.0","1103687","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","27","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","328","2.0.0","1105206","673585f304c70a09cead4900","4","13","1518","","","","","","","","","<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>","3","class_response","2","test","28","Gabbro","Peridotite","13","false","4","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","329","2.0.0","1105713","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","28","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","330","2.0.0","1108020","673585f304c70a09cead4900","4","13","2307","","","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","3","class_response","2","test","29","Gabbro","Gabbro","16","true","4","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","331","2.0.0","1108526","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","29","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","332","2.0.0","1109689","673585f304c70a09cead4900","4","13","1162","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","5","class_response","2","test","30","Pegmatite","Pegmatite","08","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","333","2.0.0","1110204","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","30","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","334","2.0.0","1111559","673585f304c70a09cead4900","4","13","1354","","","","","","","","","<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>","1","class_response","2","test","31","Basalt","Basalt","10","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","335","2.0.0","1112073","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","31","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","336","2.0.0","1113101","673585f304c70a09cead4900","4","13","1027","","","","","","","","","<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>","1","class_response","2","test","32","Basalt","Basalt","08","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","337","2.0.0","1113615","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","32","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","338","2.0.0","1115011","673585f304c70a09cead4900","4","13","1395","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","5","class_response","2","test","33","Pegmatite","Pegmatite","03","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","339","2.0.0","1115514","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","33","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","340","2.0.0","1116581","673585f304c70a09cead4900","4","13","1066","","","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","7","class_response","2","test","34","Pumice","Pumice","09","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","341","2.0.0","1117083","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","34","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","342","2.0.0","1118493","673585f304c70a09cead4900","4","13","1409","","","","","","","","","<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>","5","class_response","2","test","35","Pegmatite","Pegmatite","05","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","343","2.0.0","1118995","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","35","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","344","2.0.0","1122565","673585f304c70a09cead4900","4","13","3568","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","6","class_response","2","test","36","Peridotite","Gabbro","08","false","7","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","345","2.0.0","1123081","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","36","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","346","2.0.0","1124203","673585f304c70a09cead4900","4","13","1121","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","3","class_response","2","test","37","Gabbro","Gabbro","05","true","4","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","347","2.0.0","1124704","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","37","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","348","2.0.0","1128242","673585f304c70a09cead4900","4","13","3537","","","","","","","","","<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>","6","class_response","2","test","38","Peridotite","Peridotite","10","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","349","2.0.0","1128748","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","38","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","350","2.0.0","1129840","673585f304c70a09cead4900","4","13","1091","","","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","1","class_response","2","test","39","Basalt","Gabbro","10","false","2","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","351","2.0.0","1130353","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","39","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","352","2.0.0","1131532","673585f304c70a09cead4900","4","13","1178","","","","","","","","","<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>","1","class_response","2","test","40","Basalt","Basalt","16","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","353","2.0.0","1132046","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","40","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","354","2.0.0","1133800","673585f304c70a09cead4900","4","13","1753","","","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","0","class_response","2","test","41","Andesite","Andesite","05","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","355","2.0.0","1134302","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","41","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","356","2.0.0","1135564","673585f304c70a09cead4900","4","13","1261","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","2","class_response","2","test","42","Diorite","Diorite","12","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","357","2.0.0","1136080","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","42","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","358","2.0.0","1140150","673585f304c70a09cead4900","4","13","4070","","","","","","","","","<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>","6","class_response","2","test","43","Peridotite","Peridotite","05","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","359","2.0.0","1140661","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","43","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","360","2.0.0","1141692","673585f304c70a09cead4900","4","13","1029","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","1","class_response","2","test","44","Basalt","Basalt","02","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","361","2.0.0","1142200","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","44","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","362","2.0.0","1143314","673585f304c70a09cead4900","4","13","1113","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","2","class_response","2","test","45","Diorite","Diorite","16","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","363","2.0.0","1143819","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","45","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","364","2.0.0","1144861","673585f304c70a09cead4900","4","13","1041","","","","","","","","","<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>","7","class_response","2","test","46","Pumice","Pumice","16","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","365","2.0.0","1145363","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","46","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","366","2.0.0","1146144","673585f304c70a09cead4900","4","13","779","","","","","","","","","<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>","7","class_response","2","test","47","Pumice","Pumice","04","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","367","2.0.0","1146651","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","47","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","368","2.0.0","1148196","673585f304c70a09cead4900","4","13","1544","","","","","","","","","<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","0","class_response","2","test","48","Andesite","Andesite","16","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","369","2.0.0","1148702","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","48","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","370","2.0.0","1164937","673585f304c70a09cead4900","4","13","","","","","","","","","","","","cycle_feedback","","","","","","","","","","","","","","","","","","","","","","5357.79999999702","10873.20000000298","",""
"","","","","","","","","","","","html-button-response","372","2.0.0","1165998","673585f304c70a09cead4900","4","13","1060","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","374","2.0.0","1167763","673585f304c70a09cead4900","4","13","1764","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","6","class_response","3","train","1","Peridotite","Pumice","10","false","7","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","375","2.0.0","1169528","673585f304c70a09cead4900","4","13","1764","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","3","train","1","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","376","2.0.0","1172908","673585f304c70a09cead4900","4","13","3379","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","3","class_response","3","train","2","Gabbro","Peridotite","06","false","4","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","377","2.0.0","1173940","673585f304c70a09cead4900","4","13","1031","","","","","","","","","<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","3","train","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","378","2.0.0","1175244","673585f304c70a09cead4900","4","13","1303","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","2","class_response","3","train","3","Diorite","Diorite","09","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","379","2.0.0","1175781","673585f304c70a09cead4900","4","13","535","","","","","","","","","<img src= rock_img/I_Diorite_09.jpg style=""width:8cm; height:5.27cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","3","train","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","380","2.0.0","1176657","673585f304c70a09cead4900","4","13","875","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","3","train","4","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","381","2.0.0","1177690","673585f304c70a09cead4900","4","13","1031","","","","","","","","","<img src= rock_img/I_Basalt_04.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","3","train","4","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","382","2.0.0","1179980","673585f304c70a09cead4900","4","13","2289","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","7","class_response","3","train","5","Pumice","Pumice","03","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","383","2.0.0","1180624","673585f304c70a09cead4900","4","13","643","","","","","","","","","<img src= rock_img/I_Pumice_03.jpg style=""width:8cm; height:6.64cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","3","train","5","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","384","2.0.0","1181744","673585f304c70a09cead4900","4","13","1118","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","2","class_response","3","train","6","Diorite","Diorite","07","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","385","2.0.0","1182342","673585f304c70a09cead4900","4","13","598","","","","","","","","","<img src= rock_img/I_Diorite_07.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","3","train","6","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","386","2.0.0","1183916","673585f304c70a09cead4900","4","13","1573","","","","","","","","","<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>","0","class_response","3","train","7","Andesite","Andesite","07","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","387","2.0.0","1184580","673585f304c70a09cead4900","4","13","663","","","","","","","","","<img src= rock_img/I_Andesite_07.jpg style=""width:8cm; height:5.93cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","3","train","7","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","388","2.0.0","1185610","673585f304c70a09cead4900","4","13","1029","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","0","class_response","3","train","8","Andesite","Andesite","06","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","389","2.0.0","1186282","673585f304c70a09cead4900","4","13","670","","","","","","","","","<img src= rock_img/I_Andesite_06.jpg style=""width:8cm; height:6.840000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","3","train","8","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","390","2.0.0","1187136","673585f304c70a09cead4900","4","13","853","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","4","class_response","3","train","9","Obsidian","Obsidian","11","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","391","2.0.0","1187832","673585f304c70a09cead4900","4","13","695","","","","","","","","","<img src= rock_img/I_Obsidian_11.jpg style=""width:8cm; height:6.05cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","3","train","9","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","392","2.0.0","1192898","673585f304c70a09cead4900","4","13","5065","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","3","class_response","3","train","10","Gabbro","Gabbro","01","true","4","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","393","2.0.0","1194073","673585f304c70a09cead4900","4","13","1174","","","","","","","","","<img src= rock_img/I_Gabbro_01.jpg style=""width:8cm; height:5.21cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","3","train","10","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","394","2.0.0","1195372","673585f304c70a09cead4900","4","13","1298","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","5","class_response","3","train","11","Pegmatite","Pegmatite","11","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","395","2.0.0","1196076","673585f304c70a09cead4900","4","13","703","","","","","","","","","<img src= rock_img/I_Pegmatite_11.jpg style=""width:8cm; height:8.14cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","3","train","11","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","396","2.0.0","1198403","673585f304c70a09cead4900","4","13","2326","","","","","","","","","<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>","1","class_response","3","train","12","Basalt","Basalt","05","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","397","2.0.0","1199401","673585f304c70a09cead4900","4","13","997","","","","","","","","","<img src= rock_img/I_Basalt_05.jpg style=""width:8cm; height:8.18cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","3","train","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","399","2.0.0","1200542","673585f304c70a09cead4900","4","13","1140","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","400","2.0.0","1203074","673585f304c70a09cead4900","4","13","","","","","","","","","","","","cat_selection","3","train","1","","","","","","","1509.6000000014901","1021.3000000044703","7","4","Pegmatite","Peridotite","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","401","1.0.0","1253636","673585f304c70a09cead4900","4","13","","","","","","","","","","","","paired_cat_display","3","train","1","","","","","","","","","","","","","","","16406.29999999702","34143.5","","Like peridotite but darker. More accented.","","","Like Gabbro but lighter",""
"","","","","","","","","","","","html-button-response","402","2.0.0","1260284","673585f304c70a09cead4900","4","13","","","","","","","","","","","","cat_selection","3","train","2","","","","","","","5657.0999999940395","988.1000000014901","3","1","Peridotite","Gabbro","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","403","1.0.0","1286399","673585f304c70a09cead4900","4","13","","","","","","","","","","","","paired_cat_display","3","train","2","","","","","","","","","","","","","Greyer than Diorite","","5842.10000000149","20262.29999999702","Whiter than Andesite","","","","",""
"","","","","","","","","","","","html-button-response","404","2.0.0","1298782","673585f304c70a09cead4900","4","13","","","","","","","","","","","","cat_selection","3","train","3","","","","","","","9206.89999999851","3173.89999999851","2","4","Diorite","Andesite","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","405","1.0.0","1321407","673585f304c70a09cead4900","4","13","","","","","","","","","","","","paired_cat_display","3","train","3","","","","","","","","","","","","","","","7009.10000000149","15607.09999999404","","Speckled and dark","","","","Flatter in color"
"","","","","","","","","","","","html-button-response","407","2.0.0","1322994","673585f304c70a09cead4900","4","13","1584","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","408","2.0.0","1330175","673585f304c70a09cead4900","4","13","7180","","","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","3","class_response","3","test","1","Gabbro","Gabbro","16","true","4","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","409","2.0.0","1330676","673585f304c70a09cead4900","4","13","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","1","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","410","2.0.0","1337413","673585f304c70a09cead4900","4","13","6736","","","","","","","","","<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>","0","class_response","3","test","2","Andesite","Diorite","10","false","1","3","","","","","","","","","","","","","","","",""
