"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Pegmatite","text_Peridotite","time_obs","time_resp","text_Diorite","text_Andesite","text_Gabbro","text_Basalt","time_fb1","time_fb2","text_Obsidian","text_Pumice"
"","","","","","","","","","","","html-button-response","394","2.0.0","3779074","5e5220711b676824eb24c172","4","37","2780","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","3","class_response","3","train","11","Gabbro","Gabbro","01","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","395","2.0.0","3779848","5e5220711b676824eb24c172","4","37","772","","","","","","","","","<img src= rock_img/I_Gabbro_01.jpg style=""width:8cm; height:5.21cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","3","train","11","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","396","2.0.0","3782755","5e5220711b676824eb24c172","4","37","2901","","","","","","","","","<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>","3","class_response","3","train","12","Gabbro","Gabbro","14","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","397","2.0.0","3784076","5e5220711b676824eb24c172","4","37","1319","","","","","","","","","<img src= rock_img/I_Gabbro_14.jpg style=""width:8cm; height:8.48cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","3","train","12","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","399","2.0.0","3785282","5e5220711b676824eb24c172","4","37","1203","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","400","2.0.0","3798280","5e5220711b676824eb24c172","4","37","","","","","","","","","","","","cat_selection","3","train","1","","","","","","","5305","7686.0999999940395","4","1","Gabbro","Andesite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","401","1.0.0","3884074","5e5220711b676824eb24c172","4","37","","","","","","","","","","","","paired_cat_display","3","train","1","","","","","","","","","","","","","","","11706.5","74079.19999998808","","Greys, fine grained, crystals stand out","Coarse grained, brownish, stained","","","","",""
"","","","","","","","","","","","html-button-response","402","2.0.0","3901494","5e5220711b676824eb24c172","4","37","","","","","","","","","","","","cat_selection","3","train","2","","","","","","","16734.59999999404","682.3000000119209","3","7","Diorite","Peridotite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","403","1.0.0","3985284","5e5220711b676824eb24c172","4","37","","","","","","","","","","","","paired_cat_display","3","train","2","","","","","","","","","","","","","","Green hues, dark colored, coarse","10163.699999988079","73620","Salt and pepper, glittery, coarse grained","","","","","","",""
"","","","","","","","","","","","html-button-response","404","2.0.0","3990760","5e5220711b676824eb24c172","4","37","","","","","","","","","","","","cat_selection","3","train","3","","","","","","","3806.7000000178814","1667.3999999761581","5","8","Obsidian","Pumice","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","405","1.0.0","4051546","5e5220711b676824eb24c172","4","37","","","","","","","","","","","","paired_cat_display","3","train","3","","","","","","","","","","","","","","","12123.300000011921","48653.19999998808","","","","","","","Shiny, black, smooth","Loofah looking, dried out, holes"
"","","","","","","","","","","","html-button-response","407","2.0.0","4054507","5e5220711b676824eb24c172","4","37","2957","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","408","2.0.0","4072919","5e5220711b676824eb24c172","4","37","18408","","","","","","","","","<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>","2","class_response","3","test","1","Diorite","Diorite","10","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","409","2.0.0","4073423","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","410","2.0.0","4094103","5e5220711b676824eb24c172","4","37","20670","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","1","class_response","3","test","2","Basalt","Basalt","11","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","411","2.0.0","4094607","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","412","2.0.0","4097359","5e5220711b676824eb24c172","4","37","2742","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","6","class_response","3","test","3","Peridotite","Peridotite","14","true","7","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","413","2.0.0","4097863","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","414","2.0.0","4100735","5e5220711b676824eb24c172","4","37","2862","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","1","class_response","3","test","4","Basalt","Basalt","12","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","415","2.0.0","4101239","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","4","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","416","2.0.0","4103408","5e5220711b676824eb24c172","4","37","2159","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","6","class_response","3","test","5","Peridotite","Peridotite","08","true","7","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","417","2.0.0","4103913","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","5","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","418","2.0.0","4105047","5e5220711b676824eb24c172","4","37","1124","","","","","","","","","<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>","4","class_response","3","test","6","Obsidian","Obsidian","04","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","419","2.0.0","4105552","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","6","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","420","2.0.0","4107728","5e5220711b676824eb24c172","4","37","2167","","","","","","","","","<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>","7","class_response","3","test","7","Pumice","Pumice","05","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","421","2.0.0","4108233","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","7","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","422","2.0.0","4115087","5e5220711b676824eb24c172","4","37","6844","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","0","class_response","3","test","8","Andesite","Andesite","04","true","1","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","423","2.0.0","4115591","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","8","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","424","2.0.0","4119321","5e5220711b676824eb24c172","4","37","3722","","","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","3","class_response","3","test","9","Gabbro","Gabbro","10","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","425","2.0.0","4119826","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","9","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","426","2.0.0","4122696","5e5220711b676824eb24c172","4","37","2861","","","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","2","class_response","3","test","10","Diorite","Diorite","13","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","427","2.0.0","4123200","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","10","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","428","2.0.0","4128506","5e5220711b676824eb24c172","4","37","5299","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","2","class_response","3","test","11","Diorite","Diorite","16","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","429","2.0.0","4129009","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","11","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","430","2.0.0","4138986","5e5220711b676824eb24c172","4","37","9968","","","","","","","","","<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>","3","class_response","3","test","12","Gabbro","Diorite","06","false","4","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","431","2.0.0","4139489","5e5220711b676824eb24c172","4","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","12","","","","","","","","","","","","","","","","","","","","","","","",""
