"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Basalt","text_Peridotite","time_obs","time_resp","text_Diorite","text_Pegmatite","text_Pumice","text_Andesite","time_fb1","time_fb2","text_Gabbro","text_Obsidian"
"","","","","","","","","","","","html-button-response","328","2.0.0","1517766","66e8aa1649e4c1536e77c5a7","4","14","2163","","","","","","","","","<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>","3","class_response","2","test","28","Gabbro","Peridotite","16","false","4","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","329","2.0.0","1518277","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","28","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","330","2.0.0","1524626","66e8aa1649e4c1536e77c5a7","4","14","6347","","","","","","","","","<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>","6","class_response","2","test","29","Peridotite","Gabbro","12","false","7","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","331","2.0.0","1525139","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","29","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","332","2.0.0","1527716","66e8aa1649e4c1536e77c5a7","4","14","2576","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","4","class_response","2","test","30","Obsidian","Gabbro","05","false","5","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","333","2.0.0","1528221","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","30","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","334","2.0.0","1530216","66e8aa1649e4c1536e77c5a7","4","14","1994","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","3","class_response","2","test","31","Gabbro","Diorite","16","false","4","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","335","2.0.0","1530719","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","31","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","336","2.0.0","1532497","66e8aa1649e4c1536e77c5a7","4","14","1777","","","","","","","","","<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>","6","class_response","2","test","32","Peridotite","Pegmatite","09","false","7","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","337","2.0.0","1533001","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","338","2.0.0","1534538","66e8aa1649e4c1536e77c5a7","4","14","1534","","","","","","","","","<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>","1","class_response","2","test","33","Basalt","Andesite","14","false","2","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","339","2.0.0","1535048","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","33","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","340","2.0.0","1536593","66e8aa1649e4c1536e77c5a7","4","14","1544","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","2","class_response","2","test","34","Diorite","Andesite","11","false","3","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","341","2.0.0","1537102","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","34","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","342","2.0.0","1539140","66e8aa1649e4c1536e77c5a7","4","14","2037","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","0","class_response","2","test","35","Andesite","Diorite","12","false","1","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","343","2.0.0","1539644","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","35","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","344","2.0.0","1541116","66e8aa1649e4c1536e77c5a7","4","14","1471","","","","","","","","","<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>","2","class_response","2","test","36","Diorite","Pegmatite","13","false","3","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","345","2.0.0","1541627","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","36","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","346","2.0.0","1543317","66e8aa1649e4c1536e77c5a7","4","14","1688","","","","","","","","","<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>","3","class_response","2","test","37","Gabbro","Peridotite","10","false","4","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","347","2.0.0","1543818","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","37","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","348","2.0.0","1547652","66e8aa1649e4c1536e77c5a7","4","14","3834","","","","","","","","","<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>","4","class_response","2","test","38","Obsidian","Obsidian","02","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","349","2.0.0","1548165","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","38","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","350","2.0.0","1561576","66e8aa1649e4c1536e77c5a7","4","14","13411","","","","","","","","","<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>","2","class_response","2","test","39","Diorite","Peridotite","05","false","3","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","351","2.0.0","1562090","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","39","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","352","2.0.0","1564016","66e8aa1649e4c1536e77c5a7","4","14","1923","","","","","","","","","<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>","3","class_response","2","test","40","Gabbro","Andesite","03","false","4","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","353","2.0.0","1564519","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","40","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","354","2.0.0","1579041","66e8aa1649e4c1536e77c5a7","4","14","14522","","","","","","","","","<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>","1","class_response","2","test","41","Basalt","Basalt","16","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","355","2.0.0","1579543","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","41","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","356","2.0.0","1581745","66e8aa1649e4c1536e77c5a7","4","14","2201","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","2","class_response","2","test","42","Diorite","Obsidian","10","false","3","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","357","2.0.0","1582250","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","42","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","358","2.0.0","1584570","66e8aa1649e4c1536e77c5a7","4","14","2318","","","","","","","","","<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>","1","class_response","2","test","43","Basalt","Diorite","06","false","2","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","359","2.0.0","1585080","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","43","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","360","2.0.0","1586734","66e8aa1649e4c1536e77c5a7","4","14","1653","","","","","","","","","<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>","4","class_response","2","test","44","Obsidian","Pumice","16","false","5","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","361","2.0.0","1587235","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","44","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","362","2.0.0","1597041","66e8aa1649e4c1536e77c5a7","4","14","9806","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","3","class_response","2","test","45","Gabbro","Gabbro","08","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","363","2.0.0","1597543","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","45","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","364","2.0.0","1599337","66e8aa1649e4c1536e77c5a7","4","14","1794","","","","","","","","","<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>","5","class_response","2","test","46","Pegmatite","Basalt","08","false","6","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","365","2.0.0","1599844","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","46","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","366","2.0.0","1602886","66e8aa1649e4c1536e77c5a7","4","14","3039","","","","","","","","","<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>","4","class_response","2","test","47","Obsidian","Pegmatite","05","false","5","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","367","2.0.0","1603397","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","47","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","368","2.0.0","1605078","66e8aa1649e4c1536e77c5a7","4","14","1679","","","","","","","","","<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>","3","class_response","2","test","48","Gabbro","Obsidian","07","false","4","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","369","2.0.0","1605581","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","48","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","370","2.0.0","1616630","66e8aa1649e4c1536e77c5a7","4","14","","","","","","","","","","","","cycle_feedback","","","","","","","","","","","","","","","","","","","","","","","","9035.899999856949","2009.5","",""
"","","","","","","","","","","","html-button-response","372","2.0.0","1626720","66e8aa1649e4c1536e77c5a7","4","14","10089","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","374","2.0.0","1634105","66e8aa1649e4c1536e77c5a7","4","14","7384","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","4","class_response","3","train","1","Obsidian","Basalt","11","false","5","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","375","2.0.0","1635879","66e8aa1649e4c1536e77c5a7","4","14","1772","","","","","","","","","<img src= rock_img/I_Basalt_11.jpg style=""width:8cm; height:5.359999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","3","train","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","376","2.0.0","1638502","66e8aa1649e4c1536e77c5a7","4","14","2619","","","","","","","","","<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>","5","class_response","3","train","2","Pegmatite","Obsidian","04","false","6","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","377","2.0.0","1640252","66e8aa1649e4c1536e77c5a7","4","14","1748","","","","","","","","","<img src= rock_img/I_Obsidian_04.jpg style=""width:8cm; height:6.930000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","3","train","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","378","2.0.0","1642611","66e8aa1649e4c1536e77c5a7","4","14","2356","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","2","class_response","3","train","3","Diorite","Gabbro","13","false","3","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","379","2.0.0","1644332","66e8aa1649e4c1536e77c5a7","4","14","1720","","","","","","","","","<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","3","train","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","380","2.0.0","1647540","66e8aa1649e4c1536e77c5a7","4","14","3206","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","0","class_response","3","train","4","Andesite","Andesite","04","true","1","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","381","2.0.0","1651240","66e8aa1649e4c1536e77c5a7","4","14","3699","","","","","","","","","<img src= rock_img/I_Andesite_04.jpg style=""width:8cm; height:5.96cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","3","train","4","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","382","2.0.0","1654939","66e8aa1649e4c1536e77c5a7","4","14","3699","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","1","class_response","3","train","5","Basalt","Pumice","10","false","2","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","383","2.0.0","1656663","66e8aa1649e4c1536e77c5a7","4","14","1723","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","3","train","5","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","384","2.0.0","1658755","66e8aa1649e4c1536e77c5a7","4","14","2090","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","7","class_response","3","train","6","Pumice","Pumice","03","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","385","2.0.0","1662739","66e8aa1649e4c1536e77c5a7","4","14","3983","","","","","","","","","<img src= rock_img/I_Pumice_03.jpg style=""width:8cm; height:6.64cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","3","train","6","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","386","2.0.0","1668504","66e8aa1649e4c1536e77c5a7","4","14","5763","","","","","","","","","<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>","5","class_response","3","train","7","Pegmatite","Basalt","05","false","6","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","387","2.0.0","1670219","66e8aa1649e4c1536e77c5a7","4","14","1714","","","","","","","","","<img src= rock_img/I_Basalt_05.jpg style=""width:8cm; height:8.18cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","3","train","7","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","388","2.0.0","1672405","66e8aa1649e4c1536e77c5a7","4","14","2184","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","2","class_response","3","train","8","Diorite","Diorite","09","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","389","2.0.0","1674401","66e8aa1649e4c1536e77c5a7","4","14","1995","","","","","","","","","<img src= rock_img/I_Diorite_09.jpg style=""width:8cm; height:5.27cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","3","train","8","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","390","2.0.0","1677203","66e8aa1649e4c1536e77c5a7","4","14","2801","","","","","","","","","<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>","3","class_response","3","train","9","Gabbro","Peridotite","12","false","4","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","391","2.0.0","1679196","66e8aa1649e4c1536e77c5a7","4","14","1992","","","","","","","","","<img src= rock_img/I_Peridotite_12.jpg style=""width:8cm; height:4.54cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","3","train","9","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","392","2.0.0","1681947","66e8aa1649e4c1536e77c5a7","4","14","2749","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","1","class_response","3","train","10","Basalt","Peridotite","02","false","2","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","393","2.0.0","1683770","66e8aa1649e4c1536e77c5a7","4","14","1822","","","","","","","","","<img src= rock_img/I_Peridotite_02.jpg style=""width:8cm; height:5.859999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","3","train","10","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","394","2.0.0","1686790","66e8aa1649e4c1536e77c5a7","4","14","3018","","","","","","","","","<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","0","class_response","3","train","11","Andesite","Pegmatite","10","false","1","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","395","2.0.0","1688696","66e8aa1649e4c1536e77c5a7","4","14","1905","","","","","","","","","<img src= rock_img/I_Pegmatite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","3","train","11","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","396","2.0.0","1692474","66e8aa1649e4c1536e77c5a7","4","14","3777","","","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","5","class_response","3","train","12","Pegmatite","Obsidian","16","false","6","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","397","2.0.0","1694301","66e8aa1649e4c1536e77c5a7","4","14","1826","","","","","","","","","<img src= rock_img/I_Obsidian_16.jpg style=""width:8cm; height:9.3cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","3","train","12","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","399","2.0.0","1696602","66e8aa1649e4c1536e77c5a7","4","14","2299","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","400","2.0.0","1702210","66e8aa1649e4c1536e77c5a7","4","14","","","","","","","","","","","","cat_selection","3","train","1","","","","","","","2046.7999999523163","3560.100000143051","4","6","Pegmatite","Peridotite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","401","1.0.0","1858652","66e8aa1649e4c1536e77c5a7","4","14","","","","","","","","","","","","paired_cat_display","3","train","1","","","","","","","","","","","","","","","30518.5","125920.90000009537","","Large Crystals","","","","","color and composition ",""
"","","","","","","","","","","","html-button-response","402","2.0.0","1873356","66e8aa1649e4c1536e77c5a7","4","14","","","","","","","","","","","","cat_selection","3","train","2","","","","","","","6515.199999809265","8187.800000190735","2","7","Gabbro","Pegmatite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","403","1.0.0","1977793","66e8aa1649e4c1536e77c5a7","4","14","","","","","","","","","","","","paired_cat_display","3","train","2","","","","","","","","","","","","","fine grained texture","mineral olivine. 
","7347.299999952316","97088.60000014305","","","","","","","",""
"","","","","","","","","","","","html-button-response","404","2.0.0","1984628","66e8aa1649e4c1536e77c5a7","4","14","","","","","","","","","","","","cat_selection","3","train","3","","","","","","","4039.2000000476837","2794.0999999046326","3","1","Basalt","Peridotite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","405","1.0.0","2109759","66e8aa1649e4c1536e77c5a7","4","14","","","","","","","","","","","","paired_cat_display","3","train","3","","","","","","","","","","","","","","","6766.099999904633","118359.59999990463","coarse grained igneous rock ","","","gray to light gray","","","",""
"","","","","","","","","","","","html-button-response","407","2.0.0","2124150","66e8aa1649e4c1536e77c5a7","4","14","14389","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","408","2.0.0","2127710","66e8aa1649e4c1536e77c5a7","4","14","3555","","","","","","","","","<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>","1","class_response","3","test","1","Basalt","Pumice","05","false","2","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","409","2.0.0","2128211","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","410","2.0.0","2130007","66e8aa1649e4c1536e77c5a7","4","14","1794","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","6","class_response","3","test","2","Peridotite","Diorite","11","false","7","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","411","2.0.0","2130521","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","412","2.0.0","2132351","66e8aa1649e4c1536e77c5a7","4","14","1829","","","","","","","","","<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>","0","class_response","3","test","3","Andesite","Gabbro","14","false","1","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","413","2.0.0","2132860","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","414","2.0.0","2134698","66e8aa1649e4c1536e77c5a7","4","14","1837","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","3","class_response","3","test","4","Gabbro","Diorite","12","false","4","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","415","2.0.0","2135208","66e8aa1649e4c1536e77c5a7","4","14","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","4","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","416","2.0.0","2140930","66e8aa1649e4c1536e77c5a7","4","14","5720","","","","","","","","","<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>","1","class_response","3","test","5","Basalt","Gabbro","12","false","2","4","","","","","","","","","","","","","","","","","",""
