"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Andesite","text_Diorite","time_obs","time_resp","text_Gabbro","text_Basalt","text_Pegmatite","text_Peridotite","time_fb1","time_fb2","text_Pumice","text_Obsidian"
"","","","","","","","","","","","html-button-response","252","2.0.0","1051615","666b096ade3d4f774c629d3e","4","2","3023","","","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","1","class_response","2","train","7","Basalt","Obsidian","14","false","2","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","253","2.0.0","1053096","666b096ade3d4f774c629d3e","4","2","1480","","","","","","","","","<img src= rock_img/I_Obsidian_14.jpg style=""width:8cm; height:7.64cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","7","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","254","2.0.0","1060431","666b096ade3d4f774c629d3e","4","2","7334","","","","","","","","","<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","3","class_response","2","train","8","Gabbro","Andesite","16","false","4","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","1061655","666b096ade3d4f774c629d3e","4","2","1223","","","","","","","","","<img src= rock_img/I_Andesite_16.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","1066199","666b096ade3d4f774c629d3e","4","2","4543","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","6","class_response","2","train","9","Peridotite","Peridotite","06","true","7","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","1066983","666b096ade3d4f774c629d3e","4","2","783","","","","","","","","","<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","1068375","666b096ade3d4f774c629d3e","4","2","1391","","","","","","","","","<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","1","class_response","2","train","10","Basalt","Basalt","09","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","1069223","666b096ade3d4f774c629d3e","4","2","847","","","","","","","","","<img src= rock_img/I_Basalt_09.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","1070191","666b096ade3d4f774c629d3e","4","2","967","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","5","class_response","2","train","11","Pegmatite","Pegmatite","03","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","1070880","666b096ade3d4f774c629d3e","4","2","687","","","","","","","","","<img src= rock_img/I_Pegmatite_03.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","1074327","666b096ade3d4f774c629d3e","4","2","3446","","","","","","","","","<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>","4","class_response","2","train","12","Obsidian","Diorite","14","false","5","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","1075167","666b096ade3d4f774c629d3e","4","2","839","","","","","","","","","<img src= rock_img/I_Diorite_14.jpg style=""width:8cm; height:5.71cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","1076463","666b096ade3d4f774c629d3e","4","2","1295","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","1085815","666b096ade3d4f774c629d3e","4","2","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","3599.0999999940395","5752.10000000149","1","3","Pegmatite","Peridotite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","1116120","666b096ade3d4f774c629d3e","4","2","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","","","","","white rock like pebbles within","black speckles rough appearance","14045.70000000298","16255.19999999553","","","","","","","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","1142488","666b096ade3d4f774c629d3e","4","2","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","23647.19999999553","2720","4","8","Andesite","Diorite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","1166639","666b096ade3d4f774c629d3e","4","2","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","","","","","","","8013.79999999702","16135.10000000149","bumpy and rough","","","","","","porous and dry",""
"","","","","","","","","","","","html-button-response","270","2.0.0","1172560","666b096ade3d4f774c629d3e","4","2","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","5343.5","576.1000000014901","5","2","Gabbro","Pumice","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","1196144","666b096ade3d4f774c629d3e","4","2","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","","","","","","","5789.80000000447","17791.10000000149","","raw and gray and smooth","","","","","","shiny and black"
"","","","","","","","","","","","html-button-response","273","2.0.0","1199783","666b096ade3d4f774c629d3e","4","2","3639","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","1230776","666b096ade3d4f774c629d3e","4","2","30991","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","3","class_response","2","test","1","Gabbro","Peridotite","07","false","4","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","1231277","666b096ade3d4f774c629d3e","4","2","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","1252784","666b096ade3d4f774c629d3e","4","2","21505","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","2","class_response","2","test","2","Diorite","Diorite","15","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","2.0.0","1253294","666b096ade3d4f774c629d3e","4","2","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","278","2.0.0","1272752","666b096ade3d4f774c629d3e","4","2","19457","","","","","","","","","<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>","1","class_response","2","test","3","Basalt","Basalt","06","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","279","2.0.0","1273255","666b096ade3d4f774c629d3e","4","2","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","280","2.0.0","1291368","666b096ade3d4f774c629d3e","4","2","18111","","","","","","","","","<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>","3","class_response","2","test","4","Gabbro","Andesite","02","false","4","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","281","2.0.0","1291869","666b096ade3d4f774c629d3e","4","2","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","4","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","282","2.0.0","1293024","666b096ade3d4f774c629d3e","4","2","1154","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","7","class_response","2","test","5","Pumice","Pumice","13","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","283","2.0.0","1293527","666b096ade3d4f774c629d3e","4","2","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","5","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","284","2.0.0","1294912","666b096ade3d4f774c629d3e","4","2","1383","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","3","class_response","2","test","6","Gabbro","Gabbro","08","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","285","2.0.0","1295413","666b096ade3d4f774c629d3e","4","2","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","6","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","286","2.0.0","1298280","666b096ade3d4f774c629d3e","4","2","2866","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","5","class_response","2","test","7","Pegmatite","Pegmatite","08","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","287","2.0.0","1298788","666b096ade3d4f774c629d3e","4","2","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","7","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","288","2.0.0","1305504","666b096ade3d4f774c629d3e","4","2","6715","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","0","class_response","2","test","8","Andesite","Andesite","01","true","1","1","","","","","","","","","","","","","","","","","",""
