width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Pegmatite,text_Peridotite,time_obs,time_resp,text_Gabbro,text_Andesite,text_Diorite,time_fb1,time_fb2,text_Basalt,text_Pumice,text_Obsidian
,,,,,,,,,,,html-keyboard-response,169,2.0.0,1194081,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,170,2.0.0,1195473,67022b62378fdf9d7675d86d,4,43,1390,,,,,,,,,"<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>",2,class_response,1,test,16,Diorite,Diorite,14,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,171,2.0.0,1195973,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,172,2.0.0,1197789,67022b62378fdf9d7675d86d,4,43,1814,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",6,class_response,1,test,17,Peridotite,Peridotite,5,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,173,2.0.0,1198290,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,174,2.0.0,1200135,67022b62378fdf9d7675d86d,4,43,1843,,,,,,,,,"<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>",7,class_response,1,test,18,Pumice,Pumice,10,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,175,2.0.0,1200636,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,176,2.0.0,1203505,67022b62378fdf9d7675d86d,4,43,2867,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>",0,class_response,1,test,19,Andesite,Pegmatite,11,FALSE,1,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,177,2.0.0,1204007,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,178,2.0.0,1206338,67022b62378fdf9d7675d86d,4,43,2330,,,,,,,,,"<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>",1,class_response,1,test,20,Basalt,Basalt,8,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,179,2.0.0,1206841,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,180,2.0.0,1209915,67022b62378fdf9d7675d86d,4,43,3072,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",2,class_response,1,test,21,Diorite,Gabbro,3,FALSE,3,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,181,2.0.0,1210417,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,182,2.0.0,1212414,67022b62378fdf9d7675d86d,4,43,1996,,,,,,,,,"<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>",4,class_response,1,test,22,Obsidian,Obsidian,5,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,183,2.0.0,1212915,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,184,2.0.0,1215758,67022b62378fdf9d7675d86d,4,43,2842,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",1,class_response,1,test,23,Basalt,Basalt,2,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,185,2.0.0,1216260,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,186,2.0.0,1217946,67022b62378fdf9d7675d86d,4,43,1685,,,,,,,,,"<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>",7,class_response,1,test,24,Pumice,Pumice,3,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,187,2.0.0,1218449,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,188,2.0.0,1220036,67022b62378fdf9d7675d86d,4,43,1586,,,,,,,,,"<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",6,class_response,1,test,25,Peridotite,Peridotite,15,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,189,2.0.0,1220538,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,190,2.0.0,1222892,67022b62378fdf9d7675d86d,4,43,2353,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",3,class_response,1,test,26,Gabbro,Basalt,16,FALSE,4,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,191,2.0.0,1223394,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,192,2.0.0,1227144,67022b62378fdf9d7675d86d,4,43,3749,,,,,,,,,"<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,test,27,Peridotite,Peridotite,2,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,193,2.0.0,1227646,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,194,2.0.0,1229622,67022b62378fdf9d7675d86d,4,43,1975,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",1,class_response,1,test,28,Basalt,Basalt,4,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,195,2.0.0,1230125,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,196,2.0.0,1233028,67022b62378fdf9d7675d86d,4,43,2902,,,,,,,,,"<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>",7,class_response,1,test,29,Pumice,Pumice,6,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,197,2.0.0,1233530,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,198,2.0.0,1237012,67022b62378fdf9d7675d86d,4,43,3481,,,,,,,,,"<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>",6,class_response,1,test,30,Peridotite,Peridotite,12,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,199,2.0.0,1237514,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,200,2.0.0,1240192,67022b62378fdf9d7675d86d,4,43,2676,,,,,,,,,"<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",4,class_response,1,test,31,Obsidian,Gabbro,16,FALSE,5,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,201,2.0.0,1240694,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,202,2.0.0,1242308,67022b62378fdf9d7675d86d,4,43,1612,,,,,,,,,"<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>",0,class_response,1,test,32,Andesite,Gabbro,14,FALSE,1,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,203,2.0.0,1242818,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,204,2.0.0,1244018,67022b62378fdf9d7675d86d,4,43,1199,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,1,test,33,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,205,2.0.0,1244520,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,206,2.0.0,1246392,67022b62378fdf9d7675d86d,4,43,1871,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",2,class_response,1,test,34,Diorite,Diorite,12,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,207,2.0.0,1246893,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,208,2.0.0,1249234,67022b62378fdf9d7675d86d,4,43,2339,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",5,class_response,1,test,35,Pegmatite,Gabbro,8,FALSE,6,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,209,2.0.0,1249736,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,210,2.0.0,1252140,67022b62378fdf9d7675d86d,4,43,2402,,,,,,,,,"<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>",5,class_response,1,test,36,Pegmatite,Andesite,1,FALSE,6,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,211,2.0.0,1252642,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,212,2.0.0,1255668,67022b62378fdf9d7675d86d,4,43,3025,,,,,,,,,"<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>",7,class_response,1,test,37,Pumice,Pumice,15,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,213,2.0.0,1256171,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,214,2.0.0,1257782,67022b62378fdf9d7675d86d,4,43,1610,,,,,,,,,"<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>",7,class_response,1,test,38,Pumice,Pumice,13,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,215,2.0.0,1258283,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,216,2.0.0,1260492,67022b62378fdf9d7675d86d,4,43,2207,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>",3,class_response,1,test,39,Gabbro,Pegmatite,13,FALSE,4,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,217,2.0.0,1260994,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,218,2.0.0,1262196,67022b62378fdf9d7675d86d,4,43,1200,,,,,,,,,"<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>",2,class_response,1,test,40,Diorite,Diorite,6,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,219,2.0.0,1262699,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,220,2.0.0,1264378,67022b62378fdf9d7675d86d,4,43,1678,,,,,,,,,"<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>",4,class_response,1,test,41,Obsidian,Obsidian,7,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,221,2.0.0,1264880,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,222,2.0.0,1266410,67022b62378fdf9d7675d86d,4,43,1529,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",2,class_response,1,test,42,Diorite,Pegmatite,3,FALSE,3,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,223,2.0.0,1266911,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,224,2.0.0,1268238,67022b62378fdf9d7675d86d,4,43,1325,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",4,class_response,1,test,43,Obsidian,Obsidian,6,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,225,2.0.0,1268740,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,226,2.0.0,1270680,67022b62378fdf9d7675d86d,4,43,1938,,,,,,,,,"<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>",7,class_response,1,test,44,Pumice,Pumice,8,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,227,2.0.0,1271183,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,228,2.0.0,1272406,67022b62378fdf9d7675d86d,4,43,1222,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>",2,class_response,1,test,45,Diorite,Pegmatite,12,FALSE,3,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,229,2.0.0,1272908,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,230,2.0.0,1275518,67022b62378fdf9d7675d86d,4,43,2608,,,,,,,,,"<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>",0,class_response,1,test,46,Andesite,Andesite,3,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,231,2.0.0,1276020,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,232,2.0.0,1277250,67022b62378fdf9d7675d86d,4,43,1229,,,,,,,,,"<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",0,class_response,1,test,47,Andesite,Andesite,16,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,233,2.0.0,1277752,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,234,2.0.0,1283580,67022b62378fdf9d7675d86d,4,43,5826,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",4,class_response,1,test,48,Obsidian,Gabbro,9,FALSE,5,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,235,2.0.0,1284081,67022b62378fdf9d7675d86d,4,43,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,236,2.0.0,1323396,67022b62378fdf9d7675d86d,4,43,,,,,,,,,,,,cycle_feedback,,,,,,,,,,,,,,,,,,,,,,,25432.5,13877.6,,,
,,,,,,,,,,,html-button-response,238,2.0.0,1325367,67022b62378fdf9d7675d86d,4,43,1970,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,240,2.0.0,1327011,67022b62378fdf9d7675d86d,4,43,1642,,,,,,,,,"<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>",4,class_response,2,train,1,Obsidian,Obsidian,4,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,241,2.0.0,1329183,67022b62378fdf9d7675d86d,4,43,2171,,,,,,,,,"<img src= rock_img/I_Obsidian_04.jpg style=""width:8cm; height:6.930000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,2,train,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,242,2.0.0,1330755,67022b62378fdf9d7675d86d,4,43,1571,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,2,train,2,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,243,2.0.0,1331619,67022b62378fdf9d7675d86d,4,43,863,,,,,,,,,"<img src= rock_img/I_Pumice_02.jpg style=""width:8cm; height:7.3999999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,2,train,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,244,2.0.0,1333106,67022b62378fdf9d7675d86d,4,43,1484,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>",6,class_response,2,train,3,Peridotite,Pegmatite,9,FALSE,7,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,245,2.0.0,1344909,67022b62378fdf9d7675d86d,4,43,11802,,,,,,,,,"<img src= rock_img/I_Pegmatite_09.jpg style=""width:8cm; height:4.03cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,2,train,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,246,2.0.0,1347233,67022b62378fdf9d7675d86d,4,43,2323,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,2,train,4,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,247,2.0.0,1348791,67022b62378fdf9d7675d86d,4,43,1557,,,,,,,,,"<img src= rock_img/I_Obsidian_14.jpg style=""width:8cm; height:7.64cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,2,train,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,248,2.0.0,1352401,67022b62378fdf9d7675d86d,4,43,3608,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",5,class_response,2,train,5,Pegmatite,Peridotite,16,FALSE,6,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,249,2.0.0,1375975,67022b62378fdf9d7675d86d,4,43,23572,,,,,,,,,"<img src= rock_img/I_Peridotite_16.jpg style=""width:8cm; height:6.989999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,2,train,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,250,2.0.0,1379797,67022b62378fdf9d7675d86d,4,43,3821,,,,,,,,,"<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>",2,class_response,2,train,6,Diorite,Diorite,16,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,251,2.0.0,1390673,67022b62378fdf9d7675d86d,4,43,10875,,,,,,,,,"<img src= rock_img/I_Diorite_16.jpg style=""width:8cm; height:6.74cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,2,train,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,252,2.0.0,1392659,67022b62378fdf9d7675d86d,4,43,1985,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",0,class_response,2,train,7,Andesite,Andesite,5,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,253,2.0.0,1416111,67022b62378fdf9d7675d86d,4,43,23451,,,,,,,,,"<img src= rock_img/I_Andesite_05.jpg style=""width:8cm; height:4.12cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,2,train,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,254,2.0.0,1417401,67022b62378fdf9d7675d86d,4,43,1289,,,,,,,,,"<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>",7,class_response,2,train,8,Pumice,Pumice,4,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,255,2.0.0,1418451,67022b62378fdf9d7675d86d,4,43,1049,,,,,,,,,"<img src= rock_img/I_Pumice_04.jpg style=""width:8cm; height:6.819999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,2,train,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,256,2.0.0,1420819,67022b62378fdf9d7675d86d,4,43,2367,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",3,class_response,2,train,9,Gabbro,Pegmatite,7,FALSE,4,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,257,2.0.0,1445058,67022b62378fdf9d7675d86d,4,43,24238,,,,,,,,,"<img src= rock_img/I_Pegmatite_07.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,2,train,9,,,,,,,,,,,,,,,,,,,,,,,,
