participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
5f57120cba207c18f058a62b,SCN,2024-06-10_15h11.22.586,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f57120cba207c18f058a62b,SCN,2024-06-10_15h11.22.586,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,1,-0.358898799,0.391938104,1,0,0,9.2371,Peridotite_13,7,13,6,2,9.237,0.186056985,-0.391635965,1,0,0,8.0675,Peridotite_rect,7,8.067,1,0,0,0,0,1,,,,,,,,,,,,
5f57120cba207c18f058a62b,SCN,2024-06-10_15h11.22.586,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,2,0.083061148,0.068824415,1,0,0,10.0212,Diorite_12,3,12,4,5,10.021,-0.041839034,-0.264256159,1,0,0,10.5105,Basalt_rect,2,10.51,0,1,0,1,0,1,,,,,,,,,,,,
5f57120cba207c18f058a62b,SCN,2024-06-10_15h11.22.586,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,3,0.536614736,0.080402763,1,0,0,6.9023,Pumice_08,8,08,4,8,6.902,0.413865125,-0.411967172,1,0,0,3.2963,Pumice_rect,8,3.296,1,2,0,2,0,1,,,,,,,,,,,,
5f57120cba207c18f058a62b,SCN,2024-06-10_15h11.22.586,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,4,0.409000538,-0.437685295,1,0,0,12.2116,Diorite_14,3,14,1,7,12.212,-0.199827124,-0.257109395,1,0,0,11.172,Basalt_rect,2,11.172,0,3,0,3,0,1,,,,,,,,,,,,
5f57120cba207c18f058a62b,SCN,2024-06-10_15h11.22.586,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,5,-0.421084934,-0.117472543,1,0,0,2.5484,Peridotite_15,7,15,3,2,2.548,0.146751051,-0.401539202,1,0,0,6.8033,Peridotite_rect,7,6.803,1,4,0,4,0,1,,,,,,,,,,,,
5f57120cba207c18f058a62b,SCN,2024-06-10_15h11.22.586,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,6,0.601627067,-0.102560043,1,0,0,4.2267,Obsidian_06,5,06,3,8,4.227,-0.414649151,-0.39326696,1,0,0,4.6383,Obsidian_rect,5,4.638,1,5,0,5,0,1,,,,,,,,,,,,
5f57120cba207c18f058a62b,SCN,2024-06-10_15h11.22.586,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,7,0.215034202,-0.40987375,1,0,0,5.6698,Peridotite_16,7,16,1,6,5.67,0.349527995,-0.244934011,1,0,0,4.7258,Gabbro_rect,4,4.726,0,6,0,6,0,1,,,,,,,,,,,,
5f57120cba207c18f058a62b,SCN,2024-06-10_15h11.22.586,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,8,-0.099763446,0.237039513,1,0,0,1.6573,Basalt_16,2,16,5,4,1.657,0.42626939,-0.24968663,1,0,0,5.9171,Gabbro_rect,4,5.917,0,7,0,7,0,1,,,,,,,,,,,,
5f57120cba207c18f058a62b,SCN,2024-06-10_15h11.22.586,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,9,0.099813532,0.401138191,1,0,0,3.8117,Peridotite_10,7,10,6,5,3.812,0.157811271,-0.408015428,1,0,0,3.9733,Peridotite_rect,7,3.973,1,8,0,8,0,1,,,,,,,,,,,,
