participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse_2.x,learn_mouse_2.y,learn_mouse_2.leftButton,learn_mouse_2.midButton,learn_mouse_2.rightButton,learn_mouse_2.time,learn_mouse_2.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
57d1d04593d4400001cdc0db,TCR,2024-06-10_12h02.07.717,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57d1d04593d4400001cdc0db,TCR,2024-06-10_12h02.07.717,LearnStrategy,2023.2.3,Win32,59.17159763,1,1,1,-0.016666667,0.002777778,1,0,0,7.3372,rock_grid_rect_2,2,08,-1,-1,7.337,0.390740741,-0.40462963,1,0,0,6.4837,Pumice_rect,8,6.484,0,0,0,0,0,1,,,,,,,,,,,,
57d1d04593d4400001cdc0db,TCR,2024-06-10_12h02.07.717,LearnStrategy,2023.2.3,Win32,59.17159763,1,1,2,0.016666667,-0.002777778,1,0,0,2.2064,rock_grid_rect_2,1,10,-1,-1,2.206,0.353703704,-0.412962963,1,0,0,5.7953,Pumice_rect,8,5.795,0,1,0,1,0,1,,,,,,,,,,,,
57d1d04593d4400001cdc0db,TCR,2024-06-10_12h02.07.717,LearnStrategy,2023.2.3,Win32,59.17159763,1,1,3,0.012037037,-0.013888889,1,0,0,1.5472,rock_grid_rect_2,1,02,-1,-1,1.547,0.12037037,-0.237962963,1,0,0,6.484,Diorite_rect,3,6.484,0,2,0,2,0,1,,,,,,,,,,,,
57d1d04593d4400001cdc0db,TCR,2024-06-10_12h02.07.717,LearnStrategy,2023.2.3,Win32,59.17159763,1,1,4,0.059259259,-0.014814815,1,0,0,0.9827,rock_grid_rect_2,7,10,-1,-1,0.983,-0.111111111,-0.24537037,1,0,0,5.0237,Basalt_rect,2,5.024,0,3,0,3,0,1,,,,,,,,,,,,
57d1d04593d4400001cdc0db,TCR,2024-06-10_12h02.07.717,LearnStrategy,2023.2.3,Win32,59.17159763,1,1,5,-0.010185185,-0.006481481,1,0,0,1.0157,rock_grid_rect_2,3,12,-1,-1,1.016,0.338888889,-0.414814815,1,0,0,4.8919,Pumice_rect,8,4.892,0,4,0,4,0,1,,,,,,,,,,,,
57d1d04593d4400001cdc0db,TCR,2024-06-10_12h02.07.717,LearnStrategy,2023.2.3,Win32,59.17159763,1,1,6,0.034259259,0.016666667,1,0,0,1.1156,rock_grid_rect_2,8,06,-1,-1,1.116,0.368518519,-0.383333333,1,0,0,1.6949,Pumice_rect,8,1.695,1,5,0,5,0,1,,,,,,,,,,,,
57d1d04593d4400001cdc0db,TCR,2024-06-10_12h02.07.717,LearnStrategy,2023.2.3,Win32,59.17159763,1,1,7,0.002777778,0.00462963,1,0,0,1.0304,rock_grid_rect_2,3,08,-1,-1,1.03,-0.155555556,-0.387037037,1,0,0,6.3941,Pegmatite_rect,6,6.394,0,6,0,6,0,1,,,,,,,,,,,,
57d1d04593d4400001cdc0db,TCR,2024-06-10_12h02.07.717,LearnStrategy,2023.2.3,Win32,59.17159763,1,1,8,0.058333333,0.011111111,1,0,0,1.0138,rock_grid_rect_2,4,10,-1,-1,1.014,-0.37962963,-0.398148148,1,0,0,4.2314,Obsidian_rect,5,4.231,0,7,0,7,0,1,,,,,,,,,,,,
57d1d04593d4400001cdc0db,TCR,2024-06-10_12h02.07.717,LearnStrategy,2023.2.3,Win32,59.17159763,1,1,9,0.062962963,-0.009259259,1,0,0,1.1171,rock_grid_rect_2,5,16,-1,-1,1.117,-0.338888889,-0.389814815,1,0,0,1.4145,Obsidian_rect,5,1.414,1,8,0,8,0,1,,,,,,,,,,,,
