participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse_2.x,learn_mouse_2.y,learn_mouse_2.leftButton,learn_mouse_2.midButton,learn_mouse_2.rightButton,learn_mouse_2.time,learn_mouse_2.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,1,-0.004166667,-0.004166667,1,0,0,2.243,rock_grid_rect_2,6,10,-1,-1,2.243,0.140277778,-0.244444444,1,0,0,5.65,Diorite_rect,3,5.65,0,0,0,0,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,2,-0.011111111,-0.004166667,1,0,0,1.384,rock_grid_rect_2,6,05,-1,-1,1.384,-0.405555556,-0.4125,1,0,0,1.874,Obsidian_rect,5,1.874,0,1,0,1,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,3,-0.031944444,0.002777778,1,0,0,1.467,rock_grid_rect_2,3,14,-1,-1,1.467,0.415277778,-0.395833333,1,0,0,6.238,Pumice_rect,8,6.238,0,2,0,2,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,4,0.022222222,0.004166667,1,0,0,1.115,rock_grid_rect_2,1,14,-1,-1,1.115,0.409722222,-0.397222222,1,0,0,4.177,Pumice_rect,8,4.177,0,3,0,3,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,5,0.013888889,-0.020833333,1,0,0,1.162,rock_grid_rect_2,3,13,-1,-1,1.162,-0.215277778,-0.409722222,1,0,0,8.205,Pegmatite_rect,6,8.205,0,4,0,4,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,6,-0.023611111,-0.006944444,1,0,0,1.181,rock_grid_rect_2,7,04,-1,-1,1.181,-0.379166667,-0.268055556,1,0,0,4.738,Andesite_rect,1,4.738,0,5,0,5,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,7,-0.004166667,-0.002777778,1,0,0,1.043,rock_grid_rect_2,5,05,-1,-1,1.043,-0.398611111,-0.384722222,1,0,0,2.028,Obsidian_rect,5,2.028,1,6,0,6,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,8,-0.025,0.009722222,1,0,0,1.12,rock_grid_rect_2,1,16,-1,-1,1.12,0.122222222,-0.411111111,1,0,0,3.435,Peridotite_rect,7,3.435,0,7,0,7,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,9,0.002777778,-0.008333333,1,0,0,1.053,rock_grid_rect_2,2,12,-1,-1,1.053,0.391666667,-0.409722222,1,0,0,2.764,Pumice_rect,8,2.764,0,8,0,8,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,10,0.0125,-0.001388889,1,0,0,0.885,rock_grid_rect_2,8,02,-1,-1,0.885,-0.159722222,-0.231944444,1,0,0,3.603,Basalt_rect,2,3.603,0,9,0,9,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,11,-0.043055556,-0.009722222,1,0,0,0.921,rock_grid_rect_2,8,13,-1,-1,0.921,0.395833333,-0.245833333,1,0,0,4.402,Gabbro_rect,4,4.402,0,10,0,10,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,12,0.013888889,-0.002777778,1,0,0,0.926,rock_grid_rect_2,7,02,-1,-1,0.926,-0.406944444,-0.236111111,1,0,0,3.557,Andesite_rect,1,3.557,0,11,0,11,0,1,,,,,,,,,,,,
5ecc6fb87c7c7646490f3cf8,TCR,2024-06-10_14h59.02.792,LearnStrategy,2023.2.3,Win32,60.0240096,1,1,13,-0.016666667,0,1,0,0,0.857,rock_grid_rect_2,4,05,-1,-1,0.857,-0.386111111,-0.397222222,1,0,0,2.633,Obsidian_rect,5,2.633,0,12,0,12,0,1,,,,,,,,,,,,
