participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_rec,token_rec,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
6413c7853eba2b2215197ff4,SCR,2024-06-10_11h44.30.273,LearnStrategy,2023.2.3,Win32,119.047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413c7853eba2b2215197ff4,SCR,2024-06-10_11h44.30.273,LearnStrategy,2023.2.3,Win32,119.047619,1,1,1,-0.40648146,-0.261111153,1,0,0,13.2448,Obsidian_08,5,08,2,2,13.245,6,11,-0.365740741,-0.400925954,1,0,0,6.0542,Obsidian_rect,5,6.054,1,0,0,0,0,1,,,,,,,,,,,,
6413c7853eba2b2215197ff4,SCR,2024-06-10_11h44.30.273,LearnStrategy,2023.2.3,Win32,119.047619,1,1,2,0.074999986,-0.08888891,1,0,0,13.9266,Pumice_08,8,08,3,5,13.927,8,08,0.357407464,-0.412037037,1,0,0,4.8632,Pumice_rect,8,4.863,1,1,0,1,0,1,,,,,,,,,,,,
6413c7853eba2b2215197ff4,SCR,2024-06-10_11h44.30.273,LearnStrategy,2023.2.3,Win32,119.047619,1,1,3,0.559259344,0.251851841,1,0,0,4.4607,Pegmatite_09,6,09,5,8,4.461,5,14,0.164814843,-0.395370413,1,0,0,6.7933,Peridotite_rect,7,6.793,0,2,0,2,0,1,,,,,,,,,,,,
6413c7853eba2b2215197ff4,SCR,2024-06-10_11h44.30.273,LearnStrategy,2023.2.3,Win32,119.047619,1,1,4,-0.400925919,0.25462963,1,0,0,1.8137,Andesite_03,1,03,5,2,1.814,7,06,-0.137036995,-0.247222265,1,0,0,5.827,Basalt_rect,2,5.827,0,3,0,3,0,1,,,,,,,,,,,,
6413c7853eba2b2215197ff4,SCR,2024-06-10_11h44.30.273,LearnStrategy,2023.2.3,Win32,119.047619,1,1,5,-0.218518504,0.409259257,1,0,0,2.43,Pegmatite_11,6,11,6,3,2.43,1,02,0.402777778,-0.248148176,1,0,0,5.2254,Gabbro_rect,4,5.225,0,4,0,4,0,1,,,,,,,,,,,,
6413c7853eba2b2215197ff4,SCR,2024-06-10_11h44.30.273,LearnStrategy,2023.2.3,Win32,119.047619,1,1,6,-0.07222218,-0.267592607,1,0,0,9.6256,Obsidian_12,5,12,2,4,9.626,1,03,-0.383333312,-0.409259302,1,0,0,3.8028,Obsidian_rect,5,3.803,1,5,0,5,0,1,,,,,,,,,,,,
6413c7853eba2b2215197ff4,SCR,2024-06-10_11h44.30.273,LearnStrategy,2023.2.3,Win32,119.047619,1,1,7,-0.232407393,-0.250925912,1,0,0,26.3706,Obsidian_09,5,09,2,3,26.371,4,05,-0.400925919,-0.389814801,1,0,0,2.1934,Obsidian_rect,5,2.193,1,6,0,6,0,1,,,,,,,,,,,,
6413c7853eba2b2215197ff4,SCR,2024-06-10_11h44.30.273,LearnStrategy,2023.2.3,Win32,119.047619,1,1,8,0.412037037,0.096296275,1,0,0,1.2388,Obsidian_14,5,14,4,7,1.239,7,04,-0.377777771,-0.39907406,1,0,0,2.0206,Obsidian_rect,5,2.021,1,7,0,7,0,1,,,,,,,,,,,,
6413c7853eba2b2215197ff4,SCR,2024-06-10_11h44.30.273,LearnStrategy,2023.2.3,Win32,119.047619,1,1,9,-0.388888889,0.093518504,1,0,0,1.8551,Obsidian_16,5,16,4,2,1.855,3,13,-0.410185178,-0.410185213,1,0,0,1.0094,Obsidian_rect,5,1.009,1,8,0,8,0,1,,,,,,,,,,,,
