participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
631a1f357c56acbb68d5dc14,SCN,2024-06-10_12h19.27.612,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631a1f357c56acbb68d5dc14,SCN,2024-06-10_12h19.27.612,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,1,-0.55859375,0.377604167,1,0,0,7.292,Peridotite_05,7,05,6,1,7.292,-0.131510417,-0.236979167,1,0,0,6.3128,Basalt_rect,2,6.313,0,0,0,0,0,1,,,,,,,,,,,,
631a1f357c56acbb68d5dc14,SCN,2024-06-10_12h19.27.612,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,2,-0.39453125,0.416666667,1,0,0,2.4024,Gabbro_12,4,12,6,2,2.402,-0.11328125,-0.39453125,1,0,0,8.2462,Pegmatite_rect,6,8.246,0,1,0,1,0,1,,,,,,,,,,,,
631a1f357c56acbb68d5dc14,SCN,2024-06-10_12h19.27.612,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,3,-0.231770833,0.408854167,1,0,0,2.1088,Basalt_10,2,10,6,3,2.109,-0.38671875,-0.393229167,1,0,0,3.6843,Obsidian_rect,5,3.684,0,2,0,2,0,1,,,,,,,,,,,,
631a1f357c56acbb68d5dc14,SCN,2024-06-10_12h19.27.612,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,4,-0.549479167,0.09765625,1,0,0,7.2851,Gabbro_16,4,16,4,1,7.285,0.184895833,-0.266927083,1,0,0,6.5572,Diorite_rect,3,6.557,0,3,0,3,0,1,,,,,,,,,,,,
631a1f357c56acbb68d5dc14,SCN,2024-06-10_12h19.27.612,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,5,-0.430989583,0.079427083,1,0,0,1.7639,Andesite_04,1,04,4,2,1.764,0.424479167,-0.243489583,1,0,0,3.1558,Gabbro_rect,4,3.156,0,4,0,4,0,1,,,,,,,,,,,,
631a1f357c56acbb68d5dc14,SCN,2024-06-10_12h19.27.612,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,6,0.212239583,0.239583333,1,0,0,5.8311,Peridotite_10,7,10,5,6,5.831,-0.092447917,-0.25,1,0,0,6.0569,Basalt_rect,2,6.057,0,5,0,5,0,1,,,,,,,,,,,,
631a1f357c56acbb68d5dc14,SCN,2024-06-10_12h19.27.612,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,7,0.21484375,0.420572917,1,0,0,2.9793,Obsidian_06,5,06,6,6,2.979,-0.38671875,-0.384114583,1,0,0,4.6649,Obsidian_rect,5,4.665,1,6,0,6,0,1,,,,,,,,,,,,
631a1f357c56acbb68d5dc14,SCN,2024-06-10_12h19.27.612,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,8,0.2265625,0.07421875,1,0,0,1.8703,Diorite_15,3,15,4,6,1.87,0.190104167,-0.403645833,1,0,0,2.5788,Peridotite_rect,7,2.579,0,7,0,7,0,1,,,,,,,,,,,,
631a1f357c56acbb68d5dc14,SCN,2024-06-10_12h19.27.612,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,9,0.266927083,-0.399739583,1,0,0,5.5442,Andesite_05,1,05,1,6,5.544,0.12890625,-0.244791667,1,0,0,1.938,Diorite_rect,3,1.938,0,8,0,8,0,1,,,,,,,,,,,,
