participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse_2.x,learn_mouse_2.y,learn_mouse_2.leftButton,learn_mouse_2.midButton,learn_mouse_2.rightButton,learn_mouse_2.time,learn_mouse_2.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,1,-0.038888889,0,1,0,0,1.374,rock_grid_rect_2,2,05,-1,-1,1.374,-0.424074074,-0.240740741,1,0,0,2.263,Andesite_rect,1,2.263,0,0,0,0,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,2,0.008333333,-0.000925926,1,0,0,1.629,rock_grid_rect_2,5,14,-1,-1,1.629,0.10462963,-0.262962963,1,0,0,2.303,Diorite_rect,3,2.303,0,1,0,1,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,3,0.162037037,0.024074074,1,0,0,1.089,rock_grid_rect_2,3,15,-1,-1,1.089,0.340740741,-0.238888889,1,0,0,0.907,Gabbro_rect,4,0.907,0,2,0,2,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,4,0.011111111,-0.021296296,1,0,0,1.008,rock_grid_rect_2,4,03,-1,-1,1.008,-0.4,-0.385185185,1,0,0,1.425,Obsidian_rect,5,1.425,0,3,0,3,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,5,-0.005555556,-0.014814815,1,0,0,0.858,rock_grid_rect_2,4,15,-1,-1,0.858,-0.074074074,-0.40462963,1,0,0,1.782,Pegmatite_rect,6,1.782,0,4,0,4,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,6,0.009259259,-0.019444444,1,0,0,1.088,rock_grid_rect_2,5,16,-1,-1,1.088,-0.157407407,-0.255555556,1,0,0,2.369,Basalt_rect,2,2.369,0,5,0,5,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,7,-0.000925926,0.011111111,1,0,0,0.88,rock_grid_rect_2,6,12,-1,-1,0.88,0.076851852,-0.386111111,1,0,0,1.376,Peridotite_rect,7,1.376,0,6,0,6,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,8,-0.002777778,-0.001851852,1,0,0,0.959,rock_grid_rect_2,8,16,-1,-1,0.959,0.363888889,-0.392592593,1,0,0,2.032,Pumice_rect,8,2.032,1,7,0,7,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,9,-0.008333333,-0.017592593,1,0,0,0.889,rock_grid_rect_2,1,04,-1,-1,0.889,0.114814815,-0.24537037,1,0,0,1.645,Diorite_rect,3,1.645,0,8,0,8,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,10,0.008333333,-0.012037037,1,0,0,0.798,rock_grid_rect_2,6,06,-1,-1,0.798,-0.337037037,-0.250925926,1,0,0,2.648,Andesite_rect,1,2.648,0,9,0,9,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,11,0.056481481,0.007407407,1,0,0,0.948,rock_grid_rect_2,7,13,-1,-1,0.948,0.094444444,-0.42037037,1,0,0,3.877,Peridotite_rect,7,3.877,1,10,0,10,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,12,-0.032407407,-0.002777778,1,0,0,0.748,rock_grid_rect_2,3,06,-1,-1,0.748,0.383333333,-0.268518519,1,0,0,2.634,Gabbro_rect,4,2.634,0,11,0,11,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,13,0,-0.017592593,1,0,0,0.77,rock_grid_rect_2,2,09,-1,-1,0.77,-0.431481481,-0.248148148,1,0,0,5.905,Andesite_rect,1,5.905,0,12,0,12,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,14,-0.002777778,-0.007407407,1,0,0,0.896,rock_grid_rect_2,1,16,-1,-1,0.896,0.083333333,-0.256481481,1,0,0,2.699,Diorite_rect,3,2.699,0,13,0,13,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,15,0.003703704,-0.025,1,0,0,0.859,rock_grid_rect_2,7,07,-1,-1,0.859,0.089814815,-0.256481481,1,0,0,2.908,Diorite_rect,3,2.908,0,14,0,14,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,1,16,0.001851852,-0.012962963,1,0,0,1.16,rock_grid_rect_2,8,10,-1,-1,1.16,0.428703704,-0.407407407,1,0,0,1.532,Pumice_rect,8,1.532,1,15,0,15,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,1,,,,,,,,2,14,,,,,,,,,,,5,3.416,0,,,,,,-0.400925926,-0.416666667,1,0,0,3.416,Obsidian_rect,0,0,0,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,2,,,,,,,,3,02,,,,,,,,,,,1,2.726,0,,,,,,-0.447222222,-0.240740741,1,0,0,2.726,Andesite_rect,1,0,1,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,3,,,,,,,,6,11,,,,,,,,,,,6,2.795,1,,,,,,-0.144444444,-0.39537037,1,0,0,2.795,Pegmatite_rect,2,0,2,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,4,,,,,,,,8,05,,,,,,,,,,,8,1.53,1,,,,,,0.325,-0.391666667,1,0,0,1.53,Pumice_rect,3,0,3,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,5,,,,,,,,6,07,,,,,,,,,,,7,2.364,0,,,,,,0.094444444,-0.393518519,1,0,0,2.364,Peridotite_rect,4,0,4,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,6,,,,,,,,4,16,,,,,,,,,,,5,3.11,0,,,,,,-0.353703704,-0.409259259,1,0,0,3.11,Obsidian_rect,5,0,5,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,7,,,,,,,,1,10,,,,,,,,,,,3,1.864,0,,,,,,0.126851852,-0.264814815,1,0,0,1.864,Diorite_rect,6,0,6,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,8,,,,,,,,8,02,,,,,,,,,,,8,1.691,1,,,,,,0.308333333,-0.387962963,1,0,0,1.691,Pumice_rect,7,0,7,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,9,,,,,,,,1,03,,,,,,,,,,,2,3.187,0,,,,,,-0.202777778,-0.228703704,1,0,0,3.187,Basalt_rect,8,0,8,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,10,,,,,,,,5,02,,,,,,,,,,,5,3.325,1,,,,,,-0.377777778,-0.396296296,1,0,0,3.325,Obsidian_rect,9,0,9,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,11,,,,,,,,4,12,,,,,,,,,,,2,1.668,0,,,,,,-0.134259259,-0.259259259,1,0,0,1.668,Basalt_rect,10,0,10,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,12,,,,,,,,7,05,,,,,,,,,,,2,1.464,0,,,,,,-0.086111111,-0.266666667,1,0,0,1.464,Basalt_rect,11,0,11,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,13,,,,,,,,3,10,,,,,,,,,,,3,1.714,1,,,,,,0.096296296,-0.244444444,1,0,0,1.714,Diorite_rect,12,0,12,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,14,,,,,,,,7,16,,,,,,,,,,,7,2.309,1,,,,,,0.080555556,-0.401851852,1,0,0,2.309,Peridotite_rect,13,0,13,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,15,,,,,,,,2,06,,,,,,,,,,,2,1.231,1,,,,,,-0.074074074,-0.269444444,1,0,0,1.231,Basalt_rect,14,0,14,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,1,2,16,,,,,,,,5,09,,,,,,,,,,,4,2.26,0,,,,,,0.425925926,-0.230555556,1,0,0,2.26,Gabbro_rect,15,0,15,0,1
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,2,1,1,0.028703704,-0.013888889,1,0,0,1.319,rock_grid_rect_2,8,08,-1,-1,1.319,0.357407407,-0.414814815,1,0,0,4.807,Pumice_rect,8,4.807,1,0,0,0,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,2,1,2,-0.071296296,0.021296296,1,0,0,1.4,rock_grid_rect_2,4,11,-1,-1,1.4,-0.101851852,-0.265740741,1,0,0,1.711,Basalt_rect,2,1.711,0,1,0,1,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,2,1,3,0.011111111,0.014814815,1,0,0,1.109,rock_grid_rect_2,6,09,-1,-1,1.109,-0.078703704,-0.414814815,1,0,0,2.314,Pegmatite_rect,6,2.314,1,2,0,2,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,2,1,4,-0.008333333,-0.014814815,1,0,0,0.69,rock_grid_rect_2,1,11,-1,-1,0.69,0.059259259,-0.242592593,1,0,0,2.046,Diorite_rect,3,2.046,0,3,0,3,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,2,1,5,-0.028703704,-0.005555556,1,0,0,0.785,rock_grid_rect_2,5,07,-1,-1,0.785,-0.425,-0.397222222,1,0,0,3.327,Obsidian_rect,5,3.327,1,4,0,4,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,2,1,6,0.024074074,0.009259259,1,0,0,0.99,rock_grid_rect_2,4,05,-1,-1,0.99,0.062962963,-0.265740741,1,0,0,1.455,Diorite_rect,3,1.455,0,5,0,5,0,1,,,,,,,,,,,,
5c8974ef34daa70015e92daf,TCN,2024-06-10_12h19.41.001,LearnStrategy,2023.2.3,Win32,100,2,1,7,-0.009259259,0.009259259,1,0,0,0.759,rock_grid_rect_2,1,05,-1,-1,0.759,-0.327777778,-0.240740741,1,0,0,2.999,Andesite_rect,1,2.999,1,6,0,6,0,1,,,,,,,,,,,,
