participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_rec,token_rec,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
65e78c194623f14aa083ecaa,SCR,2024-06-10_15h07.50.817,LearnStrategy,2023.2.3,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e78c194623f14aa083ecaa,SCR,2024-06-10_15h07.50.817,LearnStrategy,2023.2.3,MacIntel,58.47953216,1,1,1,-0.563405541,0.411001129,1,0,0,2.671,Andesite_05,1,05,6,1,2.671,6,13,-0.390492893,-0.246499023,1,0,0,8.9864,Andesite_rect,1,8.986,1,0,0,0,0,1,,,,,,,,,,,,
65e78c194623f14aa083ecaa,SCR,2024-06-10_15h07.50.817,LearnStrategy,2023.2.3,MacIntel,58.47953216,1,1,2,-0.364925741,0.400619524,1,0,0,1.53,Obsidian_09,5,09,6,2,1.53,3,07,-0.378914015,-0.399273885,1,0,0,4.7295,Obsidian_rect,5,4.73,1,1,0,1,0,1,,,,,,,,,,,,
65e78c194623f14aa083ecaa,SCR,2024-06-10_15h07.50.817,LearnStrategy,2023.2.3,MacIntel,58.47953216,1,1,3,-0.21391588,0.379413995,1,0,0,1.3624,Basalt_11,2,11,6,3,1.362,7,10,0.362299127,-0.415053847,1,0,0,9.4787,Pumice_rect,8,9.479,0,2,0,2,0,1,,,,,,,,,,,,
65e78c194623f14aa083ecaa,SCR,2024-06-10_15h07.50.817,LearnStrategy,2023.2.3,MacIntel,58.47953216,1,1,4,-0.196573758,0.382198876,1,0,0,3.395,Basalt_11,2,11,6,3,3.395,7,07,-0.079805433,-0.230182699,1,0,0,5.7781,Basalt_rect,2,5.778,1,3,0,3,0,1,,,,,,,,,,,,
65e78c194623f14aa083ecaa,SCR,2024-06-10_15h07.50.817,LearnStrategy,2023.2.3,MacIntel,58.47953216,1,1,5,-0.091163873,0.41965939,1,0,0,1.1475,Pumice_03,8,03,6,4,1.148,8,13,0.30922153,-0.236773885,1,0,0,8.0804,Gabbro_rect,4,8.08,0,4,0,4,0,1,,,,,,,,,,,,
65e78c194623f14aa083ecaa,SCR,2024-06-10_15h07.50.817,LearnStrategy,2023.2.3,MacIntel,58.47953216,1,1,6,0.067441949,0.383475545,1,0,0,4.4998,Diorite_13,3,13,6,5,4.5,5,14,0.136861572,-0.237546251,1,0,0,5.5985,Diorite_rect,3,5.599,1,5,0,5,0,1,,,,,,,,,,,,
65e78c194623f14aa083ecaa,SCR,2024-06-10_15h07.50.817,LearnStrategy,2023.2.3,MacIntel,58.47953216,1,1,7,0.567870822,0.098871799,1,0,0,4.0013,Pegmatite_16,6,16,4,8,4.001,6,16,0.37456231,-0.241212836,1,0,0,4.8008,Gabbro_rect,4,4.801,0,6,0,6,0,1,,,,,,,,,,,,
65e78c194623f14aa083ecaa,SCR,2024-06-10_15h07.50.817,LearnStrategy,2023.2.3,MacIntel,58.47953216,1,1,8,-0.387017856,-0.424098172,1,0,0,2.8477,Pumice_06,8,06,1,2,2.848,8,06,0.375510661,-0.257425741,1,0,0,11.8356,Gabbro_rect,4,11.836,0,7,0,7,0,1,,,,,,,,,,,,
65e78c194623f14aa083ecaa,SCR,2024-06-10_15h07.50.817,LearnStrategy,2023.2.3,MacIntel,58.47953216,1,1,9,0.055889079,-0.417351413,1,0,0,1.5344,Gabbro_03,4,03,1,5,1.534,4,03,-0.320240479,-0.253731689,1,0,0,1.7581,Andesite_rect,1,1.758,0,8,0,8,0,1,,,,,,,,,,,,
