participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse_2.x,learn_mouse_2.y,learn_mouse_2.leftButton,learn_mouse_2.midButton,learn_mouse_2.rightButton,learn_mouse_2.time,learn_mouse_2.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
664a4e8f87996f8c08fb3a62,TCN,2024-06-10_15h03.58.266,LearnStrategy,2023.2.3,MacIntel,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664a4e8f87996f8c08fb3a62,TCN,2024-06-10_15h03.58.266,LearnStrategy,2023.2.3,MacIntel,60.0240096,1,1,1,0.174074074,0.000925926,1,0,0,5.254,rock_grid_rect_2,6,15,-1,-1,5.254,0.137962963,-0.261111111,1,0,0,6.038,Diorite_rect,3,6.038,0,0,0,0,0,1,,,,,,,,,,,,
664a4e8f87996f8c08fb3a62,TCN,2024-06-10_15h03.58.266,LearnStrategy,2023.2.3,MacIntel,60.0240096,1,1,2,0.008333333,-0.001851852,1,0,0,2.311,rock_grid_rect_2,2,08,-1,-1,2.311,-0.077777778,-0.260185185,1,0,0,6.041,Basalt_rect,2,6.041,1,1,0,1,0,1,,,,,,,,,,,,
664a4e8f87996f8c08fb3a62,TCN,2024-06-10_15h03.58.266,LearnStrategy,2023.2.3,MacIntel,60.0240096,1,1,3,0.05,-0.012962963,1,0,0,0.963,rock_grid_rect_2,1,04,-1,-1,0.963,0.17962963,-0.262962963,1,0,0,4.664,Diorite_rect,3,4.664,0,2,0,2,0,1,,,,,,,,,,,,
664a4e8f87996f8c08fb3a62,TCN,2024-06-10_15h03.58.266,LearnStrategy,2023.2.3,MacIntel,60.0240096,1,1,4,0.050925926,-0.006481481,1,0,0,1.064,rock_grid_rect_2,7,06,-1,-1,1.064,0.155555556,-0.394444444,1,0,0,3.229,Peridotite_rect,7,3.229,1,3,0,3,0,1,,,,,,,,,,,,
664a4e8f87996f8c08fb3a62,TCN,2024-06-10_15h03.58.266,LearnStrategy,2023.2.3,MacIntel,60.0240096,1,1,5,0.178703704,-0.006481481,1,0,0,1.044,rock_grid_rect_2,6,10,-1,-1,1.044,0.305555556,-0.24537037,1,0,0,6.057,Gabbro_rect,4,6.057,0,4,0,4,0,1,,,,,,,,,,,,
664a4e8f87996f8c08fb3a62,TCN,2024-06-10_15h03.58.266,LearnStrategy,2023.2.3,MacIntel,60.0240096,1,1,6,-0.014814815,0.012962963,1,0,0,1.597,rock_grid_rect_2,7,14,-1,-1,1.597,0.371296296,-0.25462963,1,0,0,5.162,Gabbro_rect,4,5.162,0,5,0,5,0,1,,,,,,,,,,,,
664a4e8f87996f8c08fb3a62,TCN,2024-06-10_15h03.58.266,LearnStrategy,2023.2.3,MacIntel,60.0240096,1,1,7,0.075925926,-0.010185185,1,0,0,1.246,rock_grid_rect_2,3,11,-1,-1,1.246,0.300925926,-0.415740741,1,0,0,3.579,Pumice_rect,8,3.579,0,6,0,6,0,1,,,,,,,,,,,,
664a4e8f87996f8c08fb3a62,TCN,2024-06-10_15h03.58.266,LearnStrategy,2023.2.3,MacIntel,60.0240096,1,1,8,0.021296296,0.006481481,1,0,0,1.563,rock_grid_rect_2,8,05,-1,-1,1.563,0.39537037,-0.413888889,1,0,0,2.635,Pumice_rect,8,2.635,1,7,0,7,0,1,,,,,,,,,,,,
664a4e8f87996f8c08fb3a62,TCN,2024-06-10_15h03.58.266,LearnStrategy,2023.2.3,MacIntel,60.0240096,1,1,9,0.132407407,0.017592593,1,0,0,0.963,rock_grid_rect_2,1,16,-1,-1,0.963,-0.142592593,-0.397222222,1,0,0,5.245,Pegmatite_rect,6,5.245,0,8,0,8,0,1,,,,,,,,,,,,
