participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_rec,token_rec,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,1,0.577651884,-0.246252056,1,0,0,3.7327,Basalt_14,2,14,2,8,3.733,2,14,0.484029921,-0.406818584,1,0,0,5.3969,Pumice_rect,8,5.397,0,0,0,0,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,2,0.244392597,-0.428140054,1,0,0,1.9274,Pumice_10,8,10,1,6,1.927,8,10,0.393352066,-0.398165887,1,0,0,0.7506,Pumice_rect,8,0.751,1,1,0,1,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,3,-0.073179971,-0.279764583,1,0,0,2.3349,Diorite_10,3,10,2,4,2.335,3,10,-0.143134589,-0.40249323,1,0,0,5.5787,Pegmatite_rect,6,5.579,0,2,0,2,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,4,0.066760217,0.265824561,1,0,0,1.3404,Pegmatite_12,6,12,5,5,1.34,6,12,-0.350942452,-0.388864925,1,0,0,4.1704,Obsidian_rect,5,4.17,0,3,0,3,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,5,-0.575187885,0.422883012,1,0,0,1.4114,Gabbro_03,4,03,6,1,1.411,4,03,0.161941932,-0.400485845,1,0,0,7.5268,Peridotite_rect,7,7.527,0,4,0,4,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,6,-0.065978569,-0.109276113,1,0,0,1.0063,Obsidian_09,5,09,3,4,1.006,5,09,-0.426223289,-0.389770756,1,0,0,1.7136,Obsidian_rect,5,1.714,1,5,0,5,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,7,-0.052489675,0.277190121,1,0,0,0.8534,Pegmatite_07,6,07,5,4,0.853,6,07,-0.345861866,-0.251029455,1,0,0,6.3531,Andesite_rect,1,6.353,0,6,0,6,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,8,-0.269918904,-0.246462696,1,0,0,1.9081,Diorite_11,3,11,2,3,1.908,3,11,-0.130213223,-0.419430113,1,0,0,5.969,Pegmatite_rect,6,5.969,0,7,0,7,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,9,0.577348449,-0.437600006,1,0,0,1.3421,Andesite_05,1,05,1,8,1.342,1,05,0.447783616,-0.233724435,1,0,0,2.5357,Gabbro_rect,4,2.536,0,8,0,8,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,10,0.338228121,0.091441261,1,0,0,0.9549,Peridotite_05,7,05,4,7,0.955,7,05,-0.073980017,-0.268781114,1,0,0,12.5056,Basalt_rect,2,12.506,0,9,0,9,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,11,-0.577118541,-0.442360437,1,0,0,1.4478,Obsidian_07,5,07,1,1,1.448,5,07,-0.419575087,-0.388694748,1,0,0,1.916,Obsidian_rect,5,1.916,1,10,0,10,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,12,-0.240243512,-0.420914162,1,0,0,1.2764,Pumice_16,8,16,1,3,1.276,8,16,-0.118189608,-0.231599579,1,0,0,2.1894,Basalt_rect,2,2.189,0,11,0,11,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,13,0.597981564,-0.097881309,1,0,0,1.135,Basalt_06,2,06,3,8,1.135,2,06,-0.434037001,-0.381413664,1,0,0,2.6909,Obsidian_rect,5,2.691,0,12,0,12,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,14,-0.382632906,-0.113551557,1,0,0,0.9412,Gabbro_05,4,05,3,2,0.941,4,05,0.471766827,-0.238115796,1,0,0,7.269,Gabbro_rect,4,7.269,1,13,0,13,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,15,0.243393038,0.096028221,1,0,0,1.008,Andesite_11,1,11,4,6,1.008,1,11,-0.347788016,-0.244304711,1,0,0,3.3187,Andesite_rect,1,3.319,1,14,0,14,0,1,,,,,,,,,,,,
5c4353086ce36f0001205f65,SCR,2024-06-10_12h18.16.751,LearnStrategy,2023.2.3,Linux x86_64,59.88023952,1,1,16,-0.418468312,-0.438264058,1,0,0,1.2798,Peridotite_16,7,16,1,2,1.28,7,16,-0.084704055,-0.235084549,1,0,0,4.5745,Basalt_rect,2,4.574,0,15,0,15,0,1,,,,,,,,,,,,
