participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_rec,token_rec,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
57b18b64f6b9390001af1e05,SCR,2024-06-10_13h53.37.122,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57b18b64f6b9390001af1e05,SCR,2024-06-10_13h53.37.122,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,1,-0.563888889,-0.410185185,1,0,0,3.7274,Pumice_10,8,10,1,1,3.727,8,10,0.363888889,-0.403703704,1,0,0,5.7621,Pumice_rect,8,5.762,1,0,0,0,0,1,,,,,,,,,,,,
57b18b64f6b9390001af1e05,SCR,2024-06-10_13h53.37.122,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,2,0.560185185,0.074074074,1,0,0,3.7664,Diorite_10,3,10,4,8,3.766,3,10,0.122222222,-0.413888889,1,0,0,10.3899,Peridotite_rect,7,10.39,0,1,0,1,0,1,,,,,,,,,,,,
57b18b64f6b9390001af1e05,SCR,2024-06-10_13h53.37.122,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,3,0.275925926,0.076851852,1,0,0,6.8668,Andesite_02,1,02,4,6,6.867,1,02,0.191666667,-0.402777778,1,0,0,20.5992,Peridotite_rect,7,20.599,0,2,0,2,0,1,,,,,,,,,,,,
57b18b64f6b9390001af1e05,SCR,2024-06-10_13h53.37.122,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,4,0.109259259,0.09537037,1,0,0,15.4608,Peridotite_13,7,13,4,5,15.461,7,13,0.166666667,-0.39537037,1,0,0,7.8462,Peridotite_rect,7,7.846,1,3,0,3,0,1,,,,,,,,,,,,
57b18b64f6b9390001af1e05,SCR,2024-06-10_13h53.37.122,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,5,-0.04537037,0.419444444,1,0,0,10.9415,Pumice_16,8,16,6,4,10.941,8,16,-0.103703704,-0.257407407,1,0,0,6.8352,Basalt_rect,2,6.835,0,4,0,4,0,1,,,,,,,,,,,,
57b18b64f6b9390001af1e05,SCR,2024-06-10_13h53.37.122,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,6,-0.211111111,-0.100925926,1,0,0,2.2663,Basalt_14,2,14,3,3,2.266,2,14,0.32037037,-0.4,1,0,0,10.3895,Pumice_rect,8,10.389,0,5,0,5,0,1,,,,,,,,,,,,
57b18b64f6b9390001af1e05,SCR,2024-06-10_13h53.37.122,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,7,-0.066666667,0.272222222,1,0,0,2.2957,Gabbro_01,4,01,5,4,2.296,4,01,0.162962963,-0.236111111,1,0,0,7.6991,Diorite_rect,3,7.699,0,6,0,6,0,1,,,,,,,,,,,,
57b18b64f6b9390001af1e05,SCR,2024-06-10_13h53.37.122,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,8,-0.548148148,0.390740741,1,0,0,2.0967,Basalt_02,2,02,6,1,2.097,2,02,-0.348148148,-0.25462963,1,0,0,10.5716,Andesite_rect,1,10.572,0,7,0,7,0,1,,,,,,,,,,,,
57b18b64f6b9390001af1e05,SCR,2024-06-10_13h53.37.122,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,9,-0.040740741,0.05462963,1,0,0,1.8306,Gabbro_10,4,10,4,4,1.831,4,10,-0.078703704,-0.247222222,1,0,0,4.2469,Basalt_rect,2,4.247,0,8,0,8,0,1,,,,,,,,,,,,
