participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,1,-0.049074032,0.110185164,1,0,0,2.8608,Peridotite_13,7,13,4,4,2.861,0.124074088,-0.236111111,1,0,0,1.4215,Diorite_rect,3,1.421,0,0,0,0,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,2,0.537037037,0.067592586,1,0,0,2.1279,Pegmatite_10,6,10,4,8,2.128,0.131481524,-0.400925954,1,0,0,1.6042,Peridotite_rect,7,1.604,0,1,0,1,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,3,-0.5074074,0.387962959,1,0,0,2.7309,Basalt_11,2,11,6,1,2.731,-0.374074053,-0.260185171,1,0,0,3.4878,Andesite_rect,1,3.488,0,2,0,2,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,4,0.512963048,-0.40370369,1,0,0,1.6468,Obsidian_05,5,05,1,8,1.647,-0.344444452,-0.39907406,1,0,0,1.1215,Obsidian_rect,5,1.121,1,3,0,3,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,5,0.411111196,-0.434259273,1,0,0,1.481,Andesite_10,1,10,1,7,1.481,-0.314814815,-0.246296282,1,0,0,4.8041,Andesite_rect,1,4.804,1,4,0,4,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,6,0.220370399,-0.377777806,1,0,0,1.397,Pumice_09,8,09,1,6,1.397,0.414814843,-0.406481496,1,0,0,1.0411,Pumice_rect,8,1.041,1,5,0,5,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,7,0.104629658,-0.391666695,1,0,0,1.3143,Andesite_09,1,09,1,5,1.314,-0.112037023,-0.229629658,1,0,0,2.2204,Basalt_rect,2,2.22,0,6,0,6,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,8,-0.101851852,-0.436111097,1,0,0,1.3657,Pumice_02,8,02,1,4,1.366,0.338888945,-0.382407436,1,0,0,1.307,Pumice_rect,8,1.307,1,7,0,7,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,9,-0.237037023,-0.398148148,1,0,0,1.2134,Andesite_02,1,02,1,3,1.213,-0.130555541,-0.39907406,1,0,0,3.0889,Pegmatite_rect,6,3.089,0,8,0,8,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,10,-0.385185171,-0.415740755,1,0,0,1.3142,Diorite_11,3,11,1,2,1.314,0.117592635,-0.25462963,1,0,0,1.7551,Diorite_rect,3,1.755,1,9,0,9,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,11,-0.574999986,-0.429629644,1,0,0,1.8144,Pegmatite_05,6,05,1,1,1.814,-0.040740755,-0.390740783,1,0,0,6.8351,Pegmatite_rect,6,6.835,1,10,0,10,0,1,,,,,,,,,,,,
5f111456d672e8471ca03f46,SCN,2024-06-10_15h27.57.314,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,12,0.536111196,-0.247222265,1,0,0,1.4815,Diorite_12,3,12,2,8,1.481,0.147222236,-0.244444459,1,0,0,1.9047,Diorite_rect,3,1.905,1,11,0,11,0,1,,,,,,,,,,,,
