participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,1,1,1,0.100967068,-0.0713345,1,0,0,3.7219,Basalt_02,2,02,3,5,3.722,0.183978475,-0.399833577,1,0,0,6.177,Peridotite_rect,7,6.177,0,0,0,0,0,1,,,,,,,,,,,,
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,1,1,2,-0.563257073,-0.101359456,1,0,0,3.098,Obsidian_06,5,06,3,1,3.098,0.154457669,-0.246107313,1,0,0,8.2688,Diorite_rect,3,8.269,0,1,0,1,0,1,,,,,,,,,,,,
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,1,1,3,-0.204294569,0.078062371,1,0,0,8.2148,Peridotite_13,7,13,4,3,8.215,-0.400447049,-0.243714735,1,0,0,2.1106,Andesite_rect,1,2.111,0,2,0,2,0,1,,,,,,,,,,,,
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,1,1,4,0.53440918,0.101434699,1,0,0,2.9985,Obsidian_10,5,10,4,8,2.998,0.398573134,-0.258724908,1,0,0,1.7848,Gabbro_rect,4,1.785,0,3,0,3,0,1,,,,,,,,,,,,
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,1,1,5,-0.23669576,-0.254439087,1,0,0,2.1642,Gabbro_14,4,14,2,3,2.164,0.381669651,-0.391655884,1,0,0,4.5159,Pumice_rect,8,4.516,0,4,0,4,0,1,,,,,,,,,,,,
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,1,1,6,-0.090886976,0.278601956,1,0,0,1.7309,Pumice_14,8,14,5,4,1.731,0.428371311,-0.397180108,1,0,0,1.4297,Pumice_rect,8,1.43,1,5,0,5,0,1,,,,,,,,,,,,
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,1,1,7,-0.235542874,-0.421383599,1,0,0,1.7334,Peridotite_04,7,04,1,3,1.733,0.089815809,-0.229987929,1,0,0,2.1644,Diorite_rect,3,2.164,0,6,0,6,0,1,,,,,,,,,,,,
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,1,1,8,-0.537658251,0.076862996,1,0,0,2.1485,Pumice_08,8,08,4,1,2.148,0.370114204,-0.253386909,1,0,0,5.1406,Gabbro_rect,4,5.141,0,7,0,7,0,1,,,,,,,,,,,,
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,1,1,9,-0.070130547,0.380002492,1,0,0,3.5984,Andesite_01,1,01,6,4,3.598,-0.345592719,-0.246975776,1,0,0,3.0527,Andesite_rect,1,3.053,1,8,0,8,0,1,,,,,,,,,,,,
6630da710ce3cc42bc2e3a4b,SCN,2024-06-10_14h40.16.617,LearnStrategy,2023.2.3,MacIntel,62.5,1,1,10,0.221584337,0.074630669,1,0,0,3.365,Basalt_09,2,09,4,6,3.365,-0.35130995,-0.380914985,1,0,0,6.2497,Obsidian_rect,5,6.25,0,9,0,9,0,1,,,,,,,,,,,,
