participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
66566a8fe3e2a46451a178b2,SCN,2024-06-10_14h03.34.195,LearnStrategy,2023.2.3,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66566a8fe3e2a46451a178b2,SCN,2024-06-10_14h03.34.195,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,1,-0.55233941,-0.088841146,1,0,0,6.5282,Obsidian_02,5,02,3,1,6.528,-0.384149306,-0.40546441,1,0,0,6.8078,Obsidian_rect,5,6.808,1,0,0,0,0,1,,,,,,,,,,,,
66566a8fe3e2a46451a178b2,SCN,2024-06-10_14h03.34.195,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,2,0.219262153,-0.389201389,1,0,0,10.364,Obsidian_08,5,08,1,6,10.364,-0.075664063,-0.243038194,1,0,0,3.6991,Basalt_rect,2,3.699,0,1,0,1,0,1,,,,,,,,,,,,
66566a8fe3e2a46451a178b2,SCN,2024-06-10_14h03.34.195,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,3,0.234118924,0.238576389,1,0,0,5.4486,Obsidian_11,5,11,5,6,5.449,-0.406124132,-0.382686632,1,0,0,1.8987,Obsidian_rect,5,1.899,1,2,0,2,0,1,,,,,,,,,,,,
66566a8fe3e2a46451a178b2,SCN,2024-06-10_14h03.34.195,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,4,-0.204939236,-0.093554687,1,0,0,3.1824,Diorite_12,3,12,3,3,3.182,0.182747396,-0.269270833,1,0,0,4.466,Diorite_rect,3,4.466,1,3,0,3,0,1,,,,,,,,,,,,
66566a8fe3e2a46451a178b2,SCN,2024-06-10_14h03.34.195,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,5,0.408133681,-0.247625868,1,0,0,2.5814,Diorite_08,3,08,2,7,2.581,0.147274306,-0.414852431,1,0,0,3.8916,Peridotite_rect,7,3.892,0,4,0,4,0,1,,,,,,,,,,,,
66566a8fe3e2a46451a178b2,SCN,2024-06-10_14h03.34.195,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,6,0.040169271,0.068736979,1,0,0,1.4831,Pumice_08,8,08,4,5,1.483,-0.158328993,-0.390143229,1,0,0,2.5056,Pegmatite_rect,6,2.506,0,5,0,5,0,1,,,,,,,,,,,,
66566a8fe3e2a46451a178b2,SCN,2024-06-10_14h03.34.195,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,7,-0.592100694,-0.238467882,1,0,0,3.9836,Diorite_07,3,07,2,1,3.984,-0.167604167,-0.391393229,1,0,0,2.8833,Pegmatite_rect,6,2.883,0,6,0,6,0,1,,,,,,,,,,,,
66566a8fe3e2a46451a178b2,SCN,2024-06-10_14h03.34.195,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,8,0.078450521,0.045091146,1,0,0,1.4982,Pumice_08,8,08,4,5,1.498,0.329704861,-0.234652778,1,0,0,2.0399,Gabbro_rect,4,2.04,0,7,0,7,0,1,,,,,,,,,,,,
66566a8fe3e2a46451a178b2,SCN,2024-06-10_14h03.34.195,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,9,0.379787326,-0.119396701,1,0,0,1.6642,Andesite_11,1,11,3,7,1.664,0.074648437,-0.262048611,1,0,0,1.6397,Diorite_rect,3,1.64,0,8,0,8,0,1,,,,,,,,,,,,
