<<<<<<< HEAD
﻿participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,1,-0.075925926,0.072222222,1,0,0,1.4835,Andesite_04,1,04,3,3,1.483,0.433333333,-0.258333333,1,0,0,3.9814,Gabbro_rect,4,3.981,0,0,0,0,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,2,0.10462963,0.09537037,1,0,0,0.7472,Pegmatite_13,6,13,3,4,0.747,-0.080555556,-0.384259259,1,0,0,1.3292,Pegmatite_rect,6,1.329,1,1,0,1,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,3,0.115740741,-0.089814815,1,0,0,0.7156,Obsidian_12,5,12,2,4,0.716,-0.37037037,-0.4,1,0,0,1.2622,Obsidian_rect,5,1.262,1,2,0,2,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,4,-0.197222222,-0.09537037,1,0,0,0.7659,Pumice_03,8,03,2,2,0.766,0.396296296,-0.393518519,1,0,0,1.3902,Pumice_rect,8,1.39,1,3,0,3,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,5,-0.057407407,-0.073148148,1,0,0,0.7301,Diorite_02,3,02,2,3,0.73,0.192592593,-0.237037037,1,0,0,1.3962,Diorite_rect,3,1.396,1,4,0,4,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,6,-0.223148148,-0.069444444,1,0,0,0.6662,Pumice_03,8,03,2,2,0.666,0.362037037,-0.385185185,1,0,0,1.0664,Pumice_rect,8,1.066,1,5,0,5,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,7,0.073148148,0.073148148,1,0,0,0.6644,Pegmatite_13,6,13,3,4,0.664,-0.09537037,-0.381481481,1,0,0,1.2364,Pegmatite_rect,6,1.236,1,6,0,6,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,8,-0.10462963,0.262037037,1,0,0,2.1159,Diorite_11,3,11,4,3,2.116,0.196296296,-0.238888889,1,0,0,1.3684,Diorite_rect,3,1.368,1,7,0,7,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,9,-0.076851852,-0.082407407,1,0,0,1.132,Diorite_02,3,02,2,3,1.132,0.130555556,-0.235185185,1,0,0,1.1003,Diorite_rect,3,1.1,1,8,0,8,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,10,0.422222222,-0.414814815,1,0,0,5.156,Andesite_01,1,01,0,6,5.156,0.197222222,-0.255555556,1,0,0,0.783,Diorite_rect,3,0.783,0,9,0,9,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,11,-0.528703704,-0.252777778,1,0,0,3.7516,Basalt_14,2,14,1,0,3.752,0.349074074,-0.414814815,1,0,0,1.2053,Pumice_rect,8,1.205,0,10,0,10,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,12,-0.538888889,0.061111111,1,0,0,2.9346,Diorite_08,3,08,3,0,2.935,0.116666667,-0.261111111,1,0,0,1.2159,Diorite_rect,3,1.216,1,11,0,11,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,13,-0.57037037,0.269444444,1,0,0,2.9278,Basalt_06,2,06,4,0,2.928,-0.162037037,-0.257407407,1,0,0,1.7161,Basalt_rect,2,1.716,1,12,0,12,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,14,0.590740741,0.423148148,1,0,0,1.1267,Pumice_08,8,08,5,7,1.127,0.418518519,-0.390740741,1,0,0,2.2313,Pumice_rect,8,2.231,1,13,0,13,0,1,,,,,,,,,,,,
,SCN,2024-04-16_15h20.40.214,LearnStrategy,2023.2.3,Win32,59.52380952,1,1,15,-0.22962963,0.402777778,1,0,0,2.3472,Pumice_10,8,10,5,2,2.347,0.399074074,-0.396296296,1,0,0,1.5734,Pumice_rect,8,1.573,1,14,0,14,0,1,,,,,,,,,,,,
