<<<<<<< HEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,1,-0.227626459,0.077821012,1,0,0,2.1764,Pumice_09,8,9,3,2,2.176,-0.14688716,-0.236381323,1,0,0,11.4,Basalt_rect,2,11.4,0,0,0,0,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,2,-0.366731518,-0.265564202,1,0,0,2.6788,Peridotite_15,7,15,1,1,2.679,-0.324902724,-0.250972763,1,0,0,1.2243,Andesite_rect,1,1.224,0,1,0,1,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,3,-0.233463035,0.238326848,1,0,0,1.763,Pumice_10,8,10,4,2,1.763,0.397859922,-0.246108949,1,0,0,3.5085,Gabbro_rect,4,3.509,0,2,0,2,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,4,0.063229572,-0.393968872,1,0,0,1.6616,Gabbro_01,4,1,0,4,1.662,0.063229572,-0.393968872,1,0,0,1.4585,Peridotite_rect,7,1.458,0,3,0,3,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,5,0.031128405,-0.265564202,1,0,0,1.1122,Obsidian_11,5,11,1,4,1.112,-0.360894942,-0.394941634,1,0,0,2.8418,Obsidian_rect,5,2.842,1,4,0,4,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,6,-0.504863813,-0.40077821,1,0,0,1.2299,Peridotite_05,7,5,0,0,1.23,-0.36770428,-0.23540856,1,0,0,4.8401,Andesite_rect,1,4.84,0,5,0,5,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,7,0.575875486,-0.23151751,1,0,0,1.2437,Basalt_14,2,14,1,7,1.244,0.083657588,-0.269455253,1,0,0,5.0086,Diorite_rect,3,5.009,0,6,0,6,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,8,-0.523346304,0.399805447,1,0,0,1.0632,Pegmatite_11,6,11,5,0,1.063,-0.076848249,-0.408560311,1,0,0,1.8249,Pegmatite_rect,6,1.825,1,7,0,7,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,9,0.207198444,-0.357976654,1,0,0,1.1128,Gabbro_11,4,11,0,5,1.113,0.35311284,-0.233463035,1,0,0,2.5072,Gabbro_rect,4,2.507,1,8,0,8,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,10,-0.0807393,0.081712062,1,0,0,0.7118,Diorite_15,3,15,3,3,0.712,0.3307393,-0.381322957,1,0,0,2.7579,Pumice_rect,8,2.758,0,9,0,9,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,11,0.513618677,0.221789883,1,0,0,0.9625,Andesite_09,1,9,4,7,0.962,0.379377432,-0.233463035,1,0,0,2.1234,Gabbro_rect,4,2.123,0,10,0,10,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,12,0.590466926,-0.086575875,1,0,0,1.5289,Andesite_04,1,4,2,7,1.529,0.155642023,-0.378404669,1,0,0,6.0575,Peridotite_rect,7,6.058,0,11,0,11,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,13,0.554474708,0.388132296,1,0,0,0.9809,Diorite_02,3,2,5,7,0.981,-0.179961089,-0.395914397,1,0,0,3.074,Pegmatite_rect,6,3.074,0,12,0,12,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,14,-0.575875486,0.071984436,1,0,0,0.9622,Obsidian_07,5,7,3,0,0.962,-0.424124514,-0.418287938,1,0,0,0.9253,Obsidian_rect,5,0.925,1,13,0,13,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,15,-0.242217899,-0.45233463,1,0,0,1.1454,Pegmatite_09,6,9,0,2,1.145,-0.141050584,-0.391050584,1,0,0,1.5793,Pegmatite_rect,6,1.579,1,14,0,14,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,1,16,0.241245136,0.260700389,1,0,0,0.7782,Basalt_12,2,12,4,5,0.778,0.116731518,-0.263618677,1,0,0,2.8078,Diorite_rect,3,2.808,0,15,0,15,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,1,,,,,,,,3,8,,,,,,,,,,,3,6.837,0,,,,,,0.201361868,-0.383268482,1,0,0,6.8371,Peridotite_rect,0,0,0,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,2,,,,,,,,2,11,,,,,,,,,,,7,2.29,1,,,,,,-0.089494163,-0.257782101,1,0,0,2.2902,Basalt_rect,1,0,1,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,3,,,,,,,,7,13,,,,,,,,,,,2,4.024,0,,,,,,0.323929961,-0.26459144,1,0,0,4.0238,Gabbro_rect,2,0,2,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,4,,,,,,,,6,15,,,,,,,,,,,4,2.123,1,,,,,,-0.200389105,-0.40077821,1,0,0,2.1227,Pegmatite_rect,3,0,3,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,5,,,,,,,,4,13,,,,,,,,,,,6,4.117,0,,,,,,-0.346303502,-0.262645914,1,0,0,4.1166,Andesite_rect,4,0,4,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,6,,,,,,,,5,16,,,,,,,,,,,1,1.223,1,,,,,,-0.347276265,-0.395914397,1,0,0,1.2227,Obsidian_rect,5,0,5,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,7,,,,,,,,5,10,,,,,,,,,,,5,1.64,1,,,,,,-0.347276265,-0.395914397,1,0,0,1.6402,Obsidian_rect,6,0,6,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,8,,,,,,,,3,11,,,,,,,,,,,5,4.189,0,,,,,,-0.119649805,-0.270428016,1,0,0,4.1889,Basalt_rect,7,0,7,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,9,,,,,,,,8,5,,,,,,,,,,,2,1.639,1,,,,,,0.307392996,-0.391050584,1,0,0,1.6385,Pumice_rect,8,0,8,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,10,,,,,,,,4,8,,,,,,,,,,,8,1.889,1,,,,,,0.35311284,-0.26459144,1,0,0,1.8895,Gabbro_rect,9,0,9,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,11,,,,,,,,2,9,,,,,,,,,,,4,5.585,0,,,,,,-0.454280156,-0.228599222,1,0,0,5.5848,Andesite_rect,10,0,10,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,12,,,,,,,,8,8,,,,,,,,,,,1,3.456,0,,,,,,0.120622568,-0.389105058,1,0,0,3.4562,Peridotite_rect,11,0,11,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,13,,,,,,,,7,12,,,,,,,,,,,7,1.54,0,,,,,,-0.11770428,-0.38618677,1,0,0,1.5403,Pegmatite_rect,12,0,12,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,14,,,,,,,,6,7,,,,,,,,,,,6,3.722,1,,,,,,-0.138132296,-0.397859922,1,0,0,3.7221,Pegmatite_rect,13,0,13,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,15,,,,,,,,1,11,,,,,,,,,,,6,2.305,0,,,,,,0.060311284,-0.256809339,1,0,0,2.3052,Diorite_rect,14,0,14,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,16,,,,,,,,1,16,,,,,,,,,,,3,2.74,0,,,,,,0.063229572,-0.259727626,1,0,0,2.7404,Diorite_rect,15,0,15,0,1
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,1,0.535019455,-0.395914397,1,0,0,1.4616,Gabbro_14,4,14,0,7,1.462,0.38618677,-0.389105058,1,0,0,2.2751,Pumice_rect,8,2.275,0,0,0,0,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,2,-0.221789883,-0.0807393,1,0,0,0.6625,Diorite_10,3,10,2,2,0.663,-0.074902724,-0.417315175,1,0,0,4.5081,Pegmatite_rect,6,4.508,0,1,0,1,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,3,-0.371595331,-0.089494163,1,0,0,0.8446,Peridotite_02,7,2,2,1,0.845,-0.142996109,-0.38618677,1,0,0,1.7914,Pegmatite_rect,6,1.791,0,2,0,2,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,4,-0.55155642,0.252918288,1,0,0,1.1957,Diorite_07,3,7,4,0,1.196,-0.379377432,-0.230544747,1,0,0,1.1745,Andesite_rect,1,1.174,0,3,0,3,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,5,0.524319066,0.245136187,1,0,0,1.0968,Andesite_09,1,9,4,7,1.097,0.41536965,-0.232490272,1,0,0,1.2412,Gabbro_rect,4,1.241,0,4,0,4,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,6,0.228599222,-0.078793774,1,0,0,0.7449,Basalt_08,2,8,2,5,0.745,-0.329766537,-0.385214008,1,0,0,0.8956,Obsidian_rect,5,0.896,0,5,0,5,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,7,-0.370622568,-0.225680934,1,0,0,1.3461,Peridotite_15,7,15,1,1,1.346,0.106031128,-0.259727626,1,0,0,4.8574,Diorite_rect,3,4.857,0,6,0,6,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,8,-0.506809339,0.414396887,1,0,0,1.3292,Pegmatite_11,6,11,5,0,1.329,-0.241245136,-0.398832685,1,0,0,3.1927,Pegmatite_rect,6,3.193,1,7,0,7,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,9,-0.071984436,0.252918288,1,0,0,1.7453,Pumice_13,8,13,4,3,1.745,0.359922179,-0.391050584,1,0,0,1.2236,Pumice_rect,8,1.224,1,8,0,8,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,10,0.20233463,0.21692607,1,0,0,0.8977,Basalt_12,2,12,4,5,0.898,-0.159533074,-0.245136187,1,0,0,2.5917,Basalt_rect,2,2.592,1,9,0,9,0,1,,,,,,,,,,,,
2,SCR,2024-04-05_12h39.59.904,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,11,0.568093385,-0.094357977,1,0,0,0.7969,Andesite_04,1,4,2,7,0.797,-0.091439689,-0.236381323,1,0,0,1.9245,Basalt_rect,2,1.924,0,10,0,10,0,1,,,,,,,,,,,,
