<<<<<<< HEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,t_select,cat,token,row,col,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,1,-1,1,14,-1,-1,-0.434259259,-0.237037037,1,0,0,3.6513,Andesite_rect,1,3.651,1,0,0,0,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,2,-1,3,16,-1,-1,-0.091666667,-0.228703704,1,0,0,6.4622,Basalt_rect,2,6.462,0,1,0,1,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,3,-1,5,4,-1,-1,-0.439814815,-0.391666667,1,0,0,10.6899,Obsidian_rect,5,10.69,1,2,0,2,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,4,-1,6,3,-1,-1,0.143518519,-0.396296296,1,0,0,19.5288,Peridotite_rect,7,19.529,0,3,0,3,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,5,-1,2,6,-1,-1,-0.12037037,-0.250925926,1,0,0,8.0237,Basalt_rect,2,8.024,1,4,0,4,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,6,-1,3,14,-1,-1,0.07962963,-0.237962963,1,0,0,5.3415,Diorite_rect,3,5.341,1,5,0,5,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,7,-1,7,16,-1,-1,0.382407407,-0.40462963,1,0,0,5.2784,Pumice_rect,8,5.278,0,6,0,6,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,8,-1,1,11,-1,-1,0.449074074,-0.246296296,1,0,0,2.8803,Gabbro_rect,4,2.88,0,7,0,7,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,9,-1,8,5,-1,-1,0.397222222,-0.240740741,1,0,0,7.2679,Gabbro_rect,4,7.268,0,8,0,8,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,10,-1,6,16,-1,-1,-0.130555556,-0.392592593,1,0,0,16.7981,Pegmatite_rect,6,16.798,1,9,0,9,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,11,-1,4,8,-1,-1,0.464814815,-0.255555556,1,0,0,12.3964,Gabbro_rect,4,12.396,1,10,0,10,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,12,-1,2,9,-1,-1,-0.093518519,-0.238888889,1,0,0,3.5683,Basalt_rect,2,3.568,1,11,0,11,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,13,-1,7,12,-1,-1,0.157407407,-0.235185185,1,0,0,8.5761,Diorite_rect,3,8.576,0,12,0,12,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,14,-1,5,10,-1,-1,-0.408333333,-0.400925926,1,0,0,6.4117,Obsidian_rect,5,6.412,1,13,0,13,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,15,-1,4,11,-1,-1,-0.087962963,-0.246296296,1,0,0,7.1534,Basalt_rect,2,7.153,0,14,0,14,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,1,16,-1,8,2,-1,-1,0.475925926,-0.411111111,1,0,0,8.6644,Pumice_rect,8,8.664,1,15,0,15,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,2,1,,6,6,,,,,,,,,,8,7.581,1,,,,,,-0.101851852,-0.387037037,1,0,0,7.5806,Pegmatite_rect,0,0,0,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,2,2,,6,8,,,,,,,,,,6,6.343,0,,,,,,0.175,-0.400925926,1,0,0,6.3431,Peridotite_rect,1,0,1,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,2,3,,8,15,,,,,,,,,,7,7.852,1,,,,,,0.381481481,-0.394444444,1,0,0,7.8524,Pumice_rect,2,0,2,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,2,4,,2,10,,,,,,,,,,8,5.846,1,,,,,,-0.087962963,-0.240740741,1,0,0,5.8457,Basalt_rect,3,0,3,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,2,5,,2,4,,,,,,,,,,2,9.591,1,,,,,,-0.096296296,-0.248148148,1,0,0,9.5915,Basalt_rect,4,0,4,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,2,6,,4,15,,,,,,,,,,2,6.864,0,,,,,,0.099074074,-0.236111111,1,0,0,6.8644,Diorite_rect,5,0,5,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,1,2,7,,1,6,,,,,,,,,,3,7.165,0,,,,,,0.207407407,-0.237037037,1,0,0,7.165,Diorite_rect,6,0,6,0,1
