participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,Bonus,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,train_trials.order
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,1,,,,,,,,8,16,,,,,,,,,,,6,7.504,0,,,,,,-0.107407393,-0.402777778,1,0,0,7.5035,Pegmatite_rect,0,0,0,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,2,,,,,,,,3,13,,,,,,,,,,,6,4.16,0,,,,,,-0.151851866,-0.411111125,1,0,0,4.1604,Pegmatite_rect,1,0,1,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,3,,,,,,,,8,04,,,,,,,,,,,8,3.707,1,,,,,,0.33148151,-0.405555584,1,0,0,3.707,Pumice_rect,2,0,2,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,4,,,,,,,,3,16,,,,,,,,,,,2,17.045,0,,,,,,-0.106481481,-0.23055557,1,0,0,17.0452,Basalt_rect,3,0,3,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,5,,,,,,,,1,01,,,,,,,,,,,4,3.408,0,,,,,,0.337962963,-0.241666653,1,0,0,3.4076,Gabbro_rect,4,0,4,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,6,,,,,,,,2,10,,,,,,,,,,,2,12.116,1,,,,,,-0.054629644,-0.239814829,1,0,0,12.1165,Basalt_rect,5,0,5,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,7,,,,,,,,6,12,,,,,,,,,,,6,2.508,1,,,,,,-0.139814801,-0.385185171,1,0,0,2.5076,Pegmatite_rect,6,0,6,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,8,,,,,,,,4,10,,,,,,,,,,,8,2.991,0,,,,,,0.350926011,-0.39444443,1,0,0,2.9913,Pumice_rect,7,0,7,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,9,,,,,,,,5,06,,,,,,,,,,,5,1.942,1,,,,,,-0.326851845,-0.396296325,1,0,0,1.9417,Obsidian_rect,8,0,8,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,10,,,,,,,,2,05,,,,,,,,,,,2,2.108,1,,,,,,-0.090740698,-0.259259259,1,0,0,2.1083,Basalt_rect,9,0,9,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,11,,,,,,,,1,09,,,,,,,,,,,2,1.259,0,,,,,,-0.090740698,-0.259259259,1,0,0,1.259,Basalt_rect,10,0,10,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,12,,,,,,,,7,13,,,,,,,,,,,6,2.708,0,,,,,,-0.079629616,-0.397222236,1,0,0,2.7077,Pegmatite_rect,11,0,11,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,13,,,,,,,,5,16,,,,,,,,,,,5,13.333,1,,,,,,-0.354629623,-0.414814843,1,0,0,13.3329,Obsidian_rect,12,0,12,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,14,,,,,,,,4,14,,,,,,,,,,,2,7.554,0,,,,,,-0.056481467,-0.241666653,1,0,0,7.5541,Basalt_rect,13,0,13,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,15,,,,,,,,6,11,,,,,,,,,,,6,42.873,1,,,,,,-0.069444444,-0.406481496,1,0,0,42.8734,Pegmatite_rect,14,0,14,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,1,2,16,,,,,,,,7,05,,,,,,,,,,,2,1.975,0,,,,,,-0.16851849,-0.244444459,1,0,0,1.9748,Basalt_rect,15,0,15,0,1,,,,,,,,
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,2,1,1,-0.551851838,0.406481478,1,0,0,3.3293,Obsidian_12,5,12,6,1,3.329,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,1,10,1,1,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,6,08,1,2,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,3,12,1,3,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,4,03,1,4,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,1,06,1,5,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,2,02,1,6,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,2,14,1,7,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,7,15,1,8,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,5,10,2,1,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,2,01,2,2,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,1,04,2,3,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,5,07,2,4,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,3,14,2,5,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,2,11,2,6,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,8,10,2,7,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,4,11,2,8,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,6,05,3,1,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,7,10,3,2,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,4,08,3,3,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,8,09,3,4,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,6,16,3,5,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,4,09,3,6,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,6,07,3,7,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,8,14,3,8,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,1,07,4,1,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,6,09,4,2,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,1,11,4,3,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,7,16,4,4,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,3,02,4,5,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,3,08,4,6,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,4,15,4,7,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,5,11,4,8,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,8,13,5,1,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,2,06,5,2,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,7,04,5,3,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,8,02,5,4,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,7,02,5,5,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,7,12,5,6,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,3,10,5,7,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,5,09,5,8,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,5,12,6,1,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,1,05,6,2,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,3,06,6,3,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,8,05,6,4,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,5,02,6,5,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,4,05,6,6,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,2,08,6,7,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,6,06,6,8,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,1,10,1,1,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,6,08,1,2,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,3,12,1,3,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,4,03,1,4,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,1,06,1,5,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,2,02,1,6,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,2,14,1,7,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,7,15,1,8,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
63d6f2705562fd353b7948dc,SCN,2024-06-11_13h13.08.844,LearnStrategy,2023.2.3,Win32,59.52380952,,,,,,,,,,,5,10,2,1,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
