participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
663af46531faaee825a255b1,SCN,2024-06-10_12h52.20.428,LearnStrategy,2023.2.3,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663af46531faaee825a255b1,SCN,2024-06-10_12h52.20.428,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,1,-0.563333333,-0.255555556,1,0,0,3.881,Obsidian_05,5,05,2,1,3.881,-0.454444444,-0.39,1,0,0,6.296,Obsidian_rect,5,6.296,1,0,0,0,0,1,,,,,,,,,,,,
663af46531faaee825a255b1,SCN,2024-06-10_12h52.20.428,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,2,0.392222222,-0.435555556,1,0,0,4.933,Peridotite_12,7,12,1,7,4.933,0.428888889,-0.403333333,1,0,0,5.288,Pumice_rect,8,5.288,0,1,0,1,0,1,,,,,,,,,,,,
663af46531faaee825a255b1,SCN,2024-06-10_12h52.20.428,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,3,0.065555556,-0.09,1,0,0,4.545,Diorite_11,3,11,3,5,4.545,-0.131111111,-0.388888889,1,0,0,5.46,Pegmatite_rect,6,5.46,0,2,0,2,0,1,,,,,,,,,,,,
663af46531faaee825a255b1,SCN,2024-06-10_12h52.20.428,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,4,-0.236666667,0.083333333,1,0,0,1.529,Pumice_09,8,09,4,3,1.529,0.378888889,-0.418888889,1,0,0,3.906,Pumice_rect,8,3.906,1,3,0,3,0,1,,,,,,,,,,,,
663af46531faaee825a255b1,SCN,2024-06-10_12h52.20.428,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,5,-0.398888889,-0.288888889,1,0,0,1.862,Peridotite_13,7,13,2,2,1.862,0.381111111,-0.244444444,1,0,0,3.285,Gabbro_rect,4,3.285,0,4,0,4,0,1,,,,,,,,,,,,
663af46531faaee825a255b1,SCN,2024-06-10_12h52.20.428,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,6,-0.371111111,0.262222222,1,0,0,1.614,Obsidian_08,5,08,5,2,1.614,-0.134444444,-0.268888889,1,0,0,3.136,Basalt_rect,2,3.136,0,5,0,5,0,1,,,,,,,,,,,,
663af46531faaee825a255b1,SCN,2024-06-10_12h52.20.428,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,7,0.554444444,-0.256666667,1,0,0,1.912,Basalt_06,2,06,2,8,1.912,-0.075555556,-0.244444444,1,0,0,4.328,Basalt_rect,2,4.328,1,6,0,6,0,1,,,,,,,,,,,,
663af46531faaee825a255b1,SCN,2024-06-10_12h52.20.428,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,8,-0.255555556,0.264444444,1,0,0,2.863,Basalt_04,2,04,5,3,2.863,-0.095555556,-0.25,1,0,0,1.278,Basalt_rect,2,1.278,1,7,0,7,0,1,,,,,,,,,,,,
663af46531faaee825a255b1,SCN,2024-06-10_12h52.20.428,LearnStrategy,2023.2.3,MacIntel,59.88023952,1,1,9,-0.211111111,-0.42,1,0,0,2.332,Pegmatite_13,6,13,1,3,2.332,-0.363333333,-0.417777778,1,0,0,2.942,Obsidian_rect,5,2.942,0,8,0,8,0,1,,,,,,,,,,,,
