participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse_2.x,learn_mouse_2.y,learn_mouse_2.leftButton,learn_mouse_2.midButton,learn_mouse_2.rightButton,learn_mouse_2.time,learn_mouse_2.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,Bonus,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,test_trials.order
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,12,3,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,13,3,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,10,3,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,05,3,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,14,3,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,13,4,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,04,4,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,06,4,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,10,4,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,03,4,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,02,4,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,16,4,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,08,4,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,14,5,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,08,5,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,16,5,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,13,5,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,10,5,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,02,5,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,09,5,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,12,6,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,13,6,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,05,6,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,05,6,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,09,6,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,02,6,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,06,6,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,09,6,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,16,1,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,12,1,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,16,1,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,14,1,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,07,1,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,08,1,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,09,1,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,06,1,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,14,2,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,07,2,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,06,2,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,04,2,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,11,2,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,15,2,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,16,2,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,04,2,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,11,3,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,15,3,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,12,3,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,13,3,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,10,3,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,05,3,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,14,3,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,13,4,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,04,4,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,06,4,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,10,4,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,03,4,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,02,4,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,16,4,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,08,4,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,14,5,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,08,5,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,16,5,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,13,5,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,10,5,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,02,5,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,09,5,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,12,6,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,13,6,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,05,6,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,05,6,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,2,09,6,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,02,6,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,06,6,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,09,6,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
