participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_rec,token_rec,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,1,-0.563983757,0.076606819,1,0,0,2.0638,Obsidian_08,5,08,4,1,2.064,5,08,-0.416676321,-0.410712331,1,0,0,2.2146,Obsidian_rect,5,2.215,1,0,0,0,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,2,0.078054479,-0.086450506,1,0,0,1.0463,Basalt_11,2,11,3,5,1.046,2,11,-0.084076433,-0.243949045,1,0,0,1.9577,Basalt_rect,2,1.958,1,1,0,1,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,3,-0.229530908,-0.409785918,1,0,0,1.7974,Obsidian_05,5,05,1,3,1.797,5,05,-0.409264592,-0.382918476,1,0,0,4.091,Obsidian_rect,5,4.091,1,2,0,2,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,4,-0.050723791,-0.284713454,1,0,0,1.1298,Pumice_09,8,09,2,4,1.13,8,09,0.465315548,-0.405153622,1,0,0,1.1767,Pumice_rect,8,1.177,1,3,0,3,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,5,-0.357382727,0.124782839,1,0,0,1.7641,Pegmatite_10,6,10,4,2,1.764,6,10,-0.350897489,-0.247655006,1,0,0,4.1756,Andesite_rect,1,4.176,0,4,0,4,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,6,-0.387029524,-0.246728438,1,0,0,1.2639,Pumice_03,8,03,2,2,1.264,8,03,0.431036494,-0.407006369,1,0,0,1.5744,Pumice_rect,8,1.574,1,5,0,5,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,7,-0.263810001,-0.262478307,1,0,0,1.4127,Pegmatite_07,6,07,2,3,1.413,6,07,-0.178575494,-0.382918476,1,0,0,3.0281,Pegmatite_rect,6,3.028,1,6,0,6,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,8,0.578344105,-0.287492769,1,0,0,1.1789,Andesite_02,1,02,2,8,1.179,1,02,0.066936906,-0.419976846,1,0,0,2.5432,Peridotite_rect,7,2.543,0,7,0,7,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,9,-0.228604495,0.449971047,1,0,0,1.4303,Gabbro_01,4,01,6,3,1.43,4,01,-0.097046909,-0.236537355,1,0,0,2.0924,Basalt_rect,2,2.092,0,8,0,8,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,10,0.076201498,-0.423682807,1,0,0,1.1645,Peridotite_13,7,13,1,5,1.164,7,13,-0.178575494,-0.393109558,1,0,0,1.3411,Pegmatite_rect,6,1.341,0,9,0,9,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,11,0.066010416,0.233178886,1,0,0,1.0135,Peridotite_14,7,14,5,5,1.014,7,14,0.148465568,-0.236537355,1,0,0,3.6091,Diorite_rect,3,3.609,0,10,0,10,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,12,-0.551013261,0.402721468,1,0,0,1.465,Andesite_14,1,14,6,1,1.465,1,14,-0.190619557,-0.244875535,1,0,0,3.4121,Basalt_rect,2,3.412,0,11,0,11,0,1,,,,,,,,,,,,
62b0ff84054c6ca32f481c65,SCR,2024-06-20_13h42.35.425,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,13,-0.079444137,0.07845976,1,0,0,0.8479,Diorite_07,3,07,4,4,0.848,3,07,-0.093341026,-0.420903414,1,0,0,1.0081,Pegmatite_rect,6,1.008,0,12,0,12,0,1,,,,,,,,,,,,
