participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,Bonus,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,train_trials.order
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,2,,,,,,,,7,10,,,,,,,,,,,2,0.755,0,,,,,,-0.074861069,-0.25092598,1,0,0,0.7549,Basalt_rect,1,0,1,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,3,,,,,,,,6,16,,,,,,,,,,,6,0.934,1,,,,,,-0.135046234,-0.410185318,1,0,0,0.9338,Pegmatite_rect,2,0,2,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,4,,,,,,,,8,06,,,,,,,,,,,8,1.272,1,,,,,,0.420509338,-0.390740814,1,0,0,1.2718,Pumice_rect,3,0,3,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,5,,,,,,,,3,06,,,,,,,,,,,3,2.629,1,,,,,,0.139953766,-0.2435186,1,0,0,2.6295,Diorite_rect,4,0,4,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,6,,,,,,,,2,10,,,,,,,,,,,5,1.169,0,,,,,,-0.42578701,-0.400000076,1,0,0,1.1693,Obsidian_rect,5,0,5,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,7,,,,,,,,2,14,,,,,,,,,,,4,1.048,0,,,,,,0.380694504,-0.251851959,1,0,0,1.0479,Gabbro_rect,6,0,6,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,8,,,,,,,,1,09,,,,,,,,,,,6,1.048,0,,,,,,-0.107268448,-0.402777786,1,0,0,1.0482,Pegmatite_rect,7,0,7,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,9,,,,,,,,5,10,,,,,,,,,,,5,0.965,1,,,,,,-0.337824059,-0.399074173,1,0,0,0.9655,Obsidian_rect,8,0,8,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,10,,,,,,,,3,11,,,,,,,,,,,2,0.582,0,,,,,,-0.140601807,-0.242592621,1,0,0,0.5817,Basalt_rect,9,0,9,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,11,,,,,,,,1,10,,,,,,,,,,,7,0.73,0,,,,,,0.101064835,-0.39722229,1,0,0,0.7305,Peridotite_rect,10,0,10,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,12,,,,,,,,4,10,,,,,,,,,,,1,0.914,0,,,,,,-0.362824059,-0.2435186,1,0,0,0.9143,Andesite_rect,11,0,11,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,13,,,,,,,,8,02,,,,,,,,,,,8,1.393,1,,,,,,0.3297686,-0.400000076,1,0,0,1.3935,Pumice_rect,12,0,12,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,14,,,,,,,,6,11,,,,,,,,,,,3,0.892,0,,,,,,0.11217598,-0.237037048,1,0,0,0.8925,Diorite_rect,13,0,13,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,15,,,,,,,,5,14,,,,,,,,,,,5,0.893,1,,,,,,-0.363749962,-0.408333282,1,0,0,0.8931,Obsidian_rect,14,0,14,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,1,2,16,,,,,,,,4,11,,,,,,,,,,,6,1.015,0,,,,,,-0.173935242,-0.407407532,1,0,0,1.0147,Pegmatite_rect,15,0,15,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,1,-0.233194504,-0.103703728,1,0,0,0.7783,Basalt_06,2,06,3,3,0.778,-0.14152771,-0.256481552,1,0,0,0.9151,Basalt_rect,2,0.915,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,2,-0.410046272,0.06203701,1,0,0,0.9242,Pegmatite_10,6,10,4,2,0.924,-0.167453613,-0.399074173,1,0,0,0.7728,Pegmatite_rect,6,0.773,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,3,0.094583359,-0.412037048,1,0,0,1.0583,Pumice_13,8,13,1,5,1.058,0.429768524,-0.385185318,1,0,0,0.6854,Pumice_rect,8,0.685,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,4,0.400139008,0.437037034,1,0,0,0.944,Peridotite_13,7,13,6,7,0.944,-0.111898041,-0.393518524,1,0,0,1.9966,Pegmatite_rect,6,1.997,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,5,-0.239675903,0.066666641,1,0,0,0.9288,Pumice_14,8,14,4,3,0.929,0.380694504,-0.391666718,1,0,0,0.7956,Pumice_rect,8,0.796,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,6,-0.552638855,0.059259224,1,0,0,0.9757,Pumice_15,8,15,4,1,0.976,0.351064911,-0.40092598,1,0,0,1.1767,Pumice_rect,8,1.177,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,7,-0.546157379,-0.416666718,1,0,0,0.7747,Obsidian_07,5,07,1,1,0.775,-0.396157379,-0.388888931,1,0,0,0.9076,Obsidian_rect,5,0.908,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,8,0.102916718,-0.429629745,1,0,0,0.9431,Pumice_13,8,13,1,5,0.943,0.35847229,-0.402777786,1,0,0,1.5358,Pumice_rect,8,1.536,1,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,9,-0.523935127,0.070370331,1,0,0,0.7932,Pumice_15,8,15,4,1,0.793,0.352916718,-0.382407532,1,0,0,0.7943,Pumice_rect,8,0.794,1,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,10,-0.057268448,-0.11203701,1,0,0,0.6432,Peridotite_05,7,05,3,4,0.643,-0.077638855,-0.233333359,1,0,0,1.2828,Basalt_rect,2,1.283,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,11,0.251064758,0.083333359,1,0,0,0.7431,Pumice_10,8,10,4,6,0.743,0.369583282,-0.382407532,1,0,0,0.6657,Pumice_rect,8,0.666,1,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,12,-0.269305534,0.095370369,1,0,0,0.946,Pumice_14,8,14,4,3,0.946,0.341805649,-0.393518524,1,0,0,0.8184,Pumice_rect,8,0.818,1,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,13,-0.243379593,0.244444427,1,0,0,1.0261,Pegmatite_15,6,15,5,3,1.026,-0.415601845,-0.404629745,1,0,0,1.6181,Obsidian_rect,5,1.618,0,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,14,0.418657532,0.133333321,1,0,0,0.9756,Obsidian_08,5,08,4,7,0.976,-0.369305534,-0.391666718,1,0,0,0.7853,Obsidian_rect,5,0.785,1,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,15,0.588101959,0.268518505,1,0,0,0.9602,Gabbro_15,4,15,5,8,0.96,-0.315601807,-0.382407532,1,0,0,1.1965,Obsidian_rect,5,1.196,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,1,16,-0.263749962,0.092592583,1,0,0,1.1268,Pumice_14,8,14,4,3,1.127,0.302916718,-0.382407532,1,0,0,0.7796,Pumice_rect,8,0.78,1,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,1,,,,,,,,2,05,,,,,,,,,,,3,0.974,0,,,,,,0.099213028,-0.233333359,1,0,0,0.9744,Diorite_rect,0,0,0,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,2,,,,,,,,3,09,,,,,,,,,,,6,0.381,0,,,,,,-0.121157379,-0.409259338,1,0,0,0.3808,Pegmatite_rect,1,0,1,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,3,,,,,,,,8,09,,,,,,,,,,,2,0.349,0,,,,,,-0.11375,-0.231481552,1,0,0,0.3487,Basalt_rect,2,0,2,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,4,,,,,,,,1,04,,,,,,,,,,,8,0.733,0,,,,,,0.364027863,-0.40092598,1,0,0,0.7328,Pumice_rect,3,0,3,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,5,,,,,,,,2,11,,,,,,,,,,,4,1.366,0,,,,,,0.421435242,-0.262037048,1,0,0,1.366,Gabbro_rect,4,0,4,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,6,,,,,,,,7,12,,,,,,,,,,,4,0.85,0,,,,,,0.3047686,-0.249074173,1,0,0,0.8499,Gabbro_rect,5,0,5,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,7,,,,,,,,5,05,,,,,,,,,,,5,0.877,1,,,,,,-0.412824059,-0.407407532,1,0,0,0.8768,Obsidian_rect,6,0,6,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,8,,,,,,,,4,14,,,,,,,,,,,1,0.731,0,,,,,,-0.335046272,-0.263888931,1,0,0,0.7314,Andesite_rect,7,0,7,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,9,,,,,,,,6,12,,,,,,,,,,,2,0.581,0,,,,,,-0.122083282,-0.2435186,1,0,0,0.5813,Basalt_rect,8,0,8,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,10,,,,,,,,1,07,,,,,,,,,,,7,0.415,0,,,,,,0.099213028,-0.383333282,1,0,0,0.4146,Peridotite_rect,9,0,9,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,11,,,,,,,,7,08,,,,,,,,,,,6,0.326,0,,,,,,-0.065601807,-0.40092598,1,0,0,0.3261,Pegmatite_rect,10,0,10,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,12,,,,,,,,6,09,,,,,,,,,,,3,1.129,0,,,,,,0.160324097,-0.246296387,1,0,0,1.1288,Diorite_rect,11,0,11,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,13,,,,,,,,4,08,,,,,,,,,,,8,0.991,0,,,,,,0.389027863,-0.387037048,1,0,0,0.9907,Pumice_rect,12,0,12,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,14,,,,,,,,3,08,,,,,,,,,,,2,0.791,0,,,,,,-0.050786972,-0.266666718,1,0,0,0.791,Basalt_rect,13,0,13,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,15,,,,,,,,8,03,,,,,,,,,,,5,4.165,0,,,,,,-0.34245369,-0.393518524,1,0,0,4.1646,Obsidian_rect,14,0,14,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,2,2,16,,,,,,,,5,04,,,,,,,,,,,5,3.069,1,,,,,,-0.413749962,-0.420370331,1,0,0,3.0689,Obsidian_rect,15,0,15,0,1,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,1,-0.044305496,-0.273148193,1,0,0,0.5437,Peridotite_15,7,15,2,4,0.544,-0.094305496,-0.253703766,1,0,0,0.7779,Basalt_rect,2,0.778,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,2,-0.050786972,0.085185127,1,0,0,0.7303,Basalt_09,2,09,4,4,0.73,-0.117453613,-0.262963028,1,0,0,0.5538,Basalt_rect,2,0.554,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,3,-0.389675903,0.077777748,1,0,0,0.8927,Pegmatite_10,6,10,4,2,0.893,-0.154490738,-0.399074173,1,0,0,0.7724,Pegmatite_rect,6,0.772,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,4,-0.568379631,0.214814796,1,0,0,1.0433,Basalt_08,2,08,5,1,1.043,-0.371157379,-0.405555573,1,0,0,1.7459,Obsidian_rect,5,1.746,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,5,0.364953766,-0.384259338,1,0,0,0.7972,Gabbro_12,4,12,1,7,0.797,-0.189675903,-0.240740814,1,0,0,0.9096,Basalt_rect,2,0.91,0,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,6,0.582546387,-0.085185204,1,0,0,0.844,Obsidian_12,5,12,3,8,0.844,-0.40078701,-0.412037048,1,0,0,0.6966,Obsidian_rect,5,0.697,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,7,-0.564675903,0.068518486,1,0,0,0.8124,Pumice_15,8,15,4,1,0.812,0.35847229,-0.387963028,1,0,0,0.8775,Pumice_rect,8,0.877,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,8,-0.060972214,0.079629593,1,0,0,1.2121,Basalt_09,2,09,4,4,1.212,0.364953766,-0.244444504,1,0,0,2.0437,Gabbro_rect,4,2.044,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,9,-0.514675903,0.252777767,1,0,0,1.4762,Basalt_08,2,08,5,1,1.476,-0.122083282,-0.239814758,1,0,0,0.6986,Basalt_rect,2,0.699,1,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,10,-0.104490738,0.084259224,1,0,0,0.6765,Basalt_09,2,09,4,4,0.677,0.122361145,-0.392592545,1,0,0,1.7973,Peridotite_rect,7,1.797,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,11,-0.505416641,-0.092592621,1,0,0,0.9762,Diorite_10,3,10,3,1,0.976,-0.153564758,-0.40092598,1,0,0,1.4186,Pegmatite_rect,6,1.419,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
659ed4d20445e9c16df76aee,SCN,2024-06-24_15h01.01.347,LearnStrategy,2023.2.3,Win32,60.24096386,3,1,12,0.516805573,0.437037034,1,0,0,1.0915,Diorite_07,3,07,6,8,1.092,0.080694504,-0.39629631,1,0,0,1.0453,Peridotite_rect,7,1.045,0,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
