participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse_2.x,learn_mouse_2.y,learn_mouse_2.leftButton,learn_mouse_2.midButton,learn_mouse_2.rightButton,learn_mouse_2.time,learn_mouse_2.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
5e5d730f62ff4608804ad7a5,TCR,2024-06-10_15h12.13.256,LearnStrategy,2023.2.3,MacIntel,128.2051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e5d730f62ff4608804ad7a5,TCR,2024-06-10_15h12.13.256,LearnStrategy,2023.2.3,MacIntel,128.2051282,1,1,1,-0.022048611,-0.00223886,1,0,0,1.5473,rock_grid_rect_2,7,04,-1,-1,1.547,-0.102267795,-0.251833767,1,0,0,5.7438,Basalt_rect,2,5.744,0,0,0,0,0,1,,,,,,,,,,,,
5e5d730f62ff4608804ad7a5,TCR,2024-06-10_15h12.13.256,LearnStrategy,2023.2.3,MacIntel,128.2051282,1,1,2,-0.069690394,0.004246238,1,0,0,1.9226,rock_grid_rect_2,4,12,-1,-1,1.923,0.389702691,-0.388020833,1,0,0,2.3409,Pumice_rect,8,2.341,0,1,0,1,0,1,,,,,,,,,,,,
5e5d730f62ff4608804ad7a5,TCR,2024-06-10_15h12.13.256,LearnStrategy,2023.2.3,MacIntel,128.2051282,1,1,3,-0.043453414,-0.007132523,1,0,0,1.1473,rock_grid_rect_2,6,05,-1,-1,1.147,-0.394082755,-0.389673756,1,0,0,2.039,Obsidian_rect,5,2.039,0,2,0,2,0,1,,,,,,,,,,,,
5e5d730f62ff4608804ad7a5,TCR,2024-06-10_15h12.13.256,LearnStrategy,2023.2.3,MacIntel,128.2051282,1,1,4,-0.124287471,-0.011545139,1,0,0,1.0811,rock_grid_rect_2,5,04,-1,-1,1.081,-0.415592448,-0.405797888,1,0,0,1.5569,Obsidian_rect,5,1.557,1,3,0,3,0,1,,,,,,,,,,,,
5e5d730f62ff4608804ad7a5,TCR,2024-06-10_15h12.13.256,LearnStrategy,2023.2.3,MacIntel,128.2051282,1,1,5,0.002694589,-0.005418113,1,0,0,1.1558,rock_grid_rect_2,6,08,-1,-1,1.156,-0.383098235,-0.2619864,1,0,0,3.6691,Andesite_rect,1,3.669,0,4,0,4,0,1,,,,,,,,,,,,
5e5d730f62ff4608804ad7a5,TCR,2024-06-10_15h12.13.256,LearnStrategy,2023.2.3,MacIntel,128.2051282,1,1,6,-0.070062934,-0.001790365,1,0,0,1.743,rock_grid_rect_2,5,12,-1,-1,1.743,-0.384280961,-0.388364439,1,0,0,1.4942,Obsidian_rect,5,1.494,1,5,0,5,0,1,,,,,,,,,,,,
5e5d730f62ff4608804ad7a5,TCR,2024-06-10_15h12.13.256,LearnStrategy,2023.2.3,MacIntel,128.2051282,1,1,7,-0.104835793,-0.00994647,1,0,0,0.8559,rock_grid_rect_2,2,09,-1,-1,0.856,0.334121817,-0.267089844,1,0,0,3.0677,Gabbro_rect,4,3.068,0,6,0,6,0,1,,,,,,,,,,,,
5e5d730f62ff4608804ad7a5,TCR,2024-06-10_15h12.13.256,LearnStrategy,2023.2.3,MacIntel,128.2051282,1,1,8,-0.026157407,-0.012811053,1,0,0,1.4639,rock_grid_rect_2,8,03,-1,-1,1.464,0.0846318,-0.259544994,1,0,0,2.1397,Diorite_rect,3,2.14,0,7,0,7,0,1,,,,,,,,,,,,
5e5d730f62ff4608804ad7a5,TCR,2024-06-10_15h12.13.256,LearnStrategy,2023.2.3,MacIntel,128.2051282,1,1,9,0.01583478,-0.006463397,1,0,0,1.0052,rock_grid_rect_2,3,13,-1,-1,1.005,-0.363574219,-0.255298756,1,0,0,1.954,Andesite_rect,1,1.954,0,8,0,8,0,1,,,,,,,,,,,,
