participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse_2.x,learn_mouse_2.y,learn_mouse_2.leftButton,learn_mouse_2.midButton,learn_mouse_2.rightButton,learn_mouse_2.time,learn_mouse_2.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,1,0.037962963,0.002777778,1,0,0,15.932,rock_grid_rect_2,6,03,-1,-1,15.932,0.149074074,-0.4,1,0,0,9.752,Peridotite_rect,7,9.752,0,0,0,0,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,2,0.009259259,0.006481481,1,0,0,5.29,rock_grid_rect_2,7,10,-1,-1,5.29,-0.399074074,-0.257407407,1,0,0,6.588,Andesite_rect,1,6.588,0,1,0,1,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,3,0.011111111,0.001851852,1,0,0,1.099,rock_grid_rect_2,1,16,-1,-1,1.099,-0.423148148,-0.261111111,1,0,0,4.334,Andesite_rect,1,4.334,1,2,0,2,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,4,-0.00462963,-0.001851852,1,0,0,3.219,rock_grid_rect_2,8,13,-1,-1,3.219,0.378703704,-0.242592593,1,0,0,7.671,Gabbro_rect,4,7.671,0,3,0,3,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,5,-0.032407407,-0.00462963,1,0,0,1.55,rock_grid_rect_2,3,12,-1,-1,1.55,0.325925926,-0.258333333,1,0,0,4.198,Gabbro_rect,4,4.198,0,4,0,4,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,6,0.04537037,-0.000925926,1,0,0,1.103,rock_grid_rect_2,8,04,-1,-1,1.103,-0.096296296,-0.250925926,1,0,0,6.171,Basalt_rect,2,6.171,0,5,0,5,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,7,-0.000925926,0.001851852,1,0,0,0.988,rock_grid_rect_2,6,15,-1,-1,0.988,-0.127777778,-0.239814815,1,0,0,3.31,Basalt_rect,2,3.31,0,6,0,6,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,8,0.033333333,0.001851852,1,0,0,1.111,rock_grid_rect_2,2,09,-1,-1,1.111,-0.438888889,-0.397222222,1,0,0,2.964,Obsidian_rect,5,2.964,0,7,0,7,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,9,0.021296296,-0.001851852,1,0,0,1.105,rock_grid_rect_2,3,06,-1,-1,1.105,0.363888889,-0.240740741,1,0,0,7.193,Gabbro_rect,4,7.193,0,8,0,8,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,10,-0.000925926,-0.005555556,1,0,0,0.884,rock_grid_rect_2,5,16,-1,-1,0.884,-0.385185185,-0.407407407,1,0,0,2.08,Obsidian_rect,5,2.08,1,9,0,9,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,11,-0.044444444,-0.009259259,1,0,0,1.329,rock_grid_rect_2,4,10,-1,-1,1.329,0.392592593,-0.249074074,1,0,0,21.704,Gabbro_rect,4,21.704,1,10,0,10,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,12,0.014814815,0.02037037,1,0,0,1.118,rock_grid_rect_2,4,01,-1,-1,1.118,-0.474074074,-0.266666667,1,0,0,27.34,Andesite_rect,1,27.34,0,11,0,11,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,13,-0.033333333,-0.022222222,1,0,0,1.339,rock_grid_rect_2,5,12,-1,-1,1.339,-0.363888889,-0.382407407,1,0,0,1.471,Obsidian_rect,5,1.471,1,12,0,12,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,14,0.032407407,-0.014814815,1,0,0,1.1,rock_grid_rect_2,2,16,-1,-1,1.1,0.34537037,-0.393518519,1,0,0,9.249,Pumice_rect,8,9.249,0,13,0,13,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,15,0.040740741,-0.021296296,1,0,0,1.098,rock_grid_rect_2,7,14,-1,-1,1.098,0.368518519,-0.401851852,1,0,0,11.528,Pumice_rect,8,11.528,0,14,0,14,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,1,16,-0.050925926,0,1,0,0,0.883,rock_grid_rect_2,1,01,-1,-1,0.883,0.401851852,-0.251851852,1,0,0,20.776,Gabbro_rect,4,20.776,0,15,0,15,0,1,,,,,,,,,,,,
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,2,1,,,,,,,,7,02,,,,,,,,,,,7,20.472,1,,,,,,0.148148148,-0.403703704,1,0,0,20.472,Peridotite_rect,0,0,0,0,1
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,2,2,,,,,,,,3,08,,,,,,,,,,,3,11.998,1,,,,,,0.160185185,-0.260185185,1,0,0,11.998,Diorite_rect,1,0,1,0,1
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,2,3,,,,,,,,2,14,,,,,,,,,,,2,10.4,1,,,,,,-0.117592593,-0.265740741,1,0,0,10.4,Basalt_rect,2,0,2,0,1
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,2,4,,,,,,,,8,10,,,,,,,,,,,8,20.201,1,,,,,,0.372222222,-0.394444444,1,0,0,20.201,Pumice_rect,3,0,3,0,1
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,2,5,,,,,,,,7,13,,,,,,,,,,,6,54.684,0,,,,,,-0.053703704,-0.401851852,1,0,0,54.684,Pegmatite_rect,4,0,4,0,1
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,2,6,,,,,,,,1,02,,,,,,,,,,,8,45.403,0,,,,,,0.350925926,-0.391666667,1,0,0,45.403,Pumice_rect,5,0,5,0,1
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,2,7,,,,,,,,6,08,,,,,,,,,,,6,9.609,1,,,,,,-0.082407407,-0.412962963,1,0,0,9.609,Pegmatite_rect,6,0,6,0,1
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,2,8,,,,,,,,6,06,,,,,,,,,,,6,55.714,1,,,,,,-0.102777778,-0.412037037,1,0,0,55.714,Pegmatite_rect,7,0,7,0,1
66576df42bdbeda21619eedf,TCR,2024-06-20_13h36.45.565,LearnStrategy,2023.2.3,Win32,10,1,2,9,,,,,,,,8,09,,,,,,,,,,,2,18.676,0,,,,,,-0.127777778,-0.24537037,1,0,0,18.676,Basalt_rect,8,0,8,0,1
