width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Diorite,text_Pegmatite,time_resp,text_Peridotite,text_Andesite,text_Basalt,time_fb1,time_fb2,text_Gabbro,text_Pumice
,,,,,,,,,,,html-keyboard-response,177,2.0.0,875959,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,19,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,178,2.0.0,878971,66908eecc135ec77905c2810,3,38,3010,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",1,class_response,1,test,20,Basalt,Andesite,10,FALSE,2,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,179,2.0.0,879477,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,20,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,180,2.0.0,882844,66908eecc135ec77905c2810,3,38,3366,,,,,,,,,"<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>",7,class_response,1,test,21,Pumice,Pumice,8,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,181,2.0.0,883347,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,21,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,182,2.0.0,891675,66908eecc135ec77905c2810,3,38,8327,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",0,class_response,1,test,22,Andesite,Gabbro,3,FALSE,1,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,183,2.0.0,892185,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,22,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,184,2.0.0,895422,66908eecc135ec77905c2810,3,38,3236,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",2,class_response,1,test,23,Diorite,Diorite,7,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,185,2.0.0,895931,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,23,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,186,2.0.0,898073,66908eecc135ec77905c2810,3,38,2141,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,1,test,24,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,187,2.0.0,898577,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,24,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,188,2.0.0,900772,66908eecc135ec77905c2810,3,38,2193,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,1,test,25,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,189,2.0.0,901282,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,25,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,190,2.0.0,917804,66908eecc135ec77905c2810,3,38,16520,,,,,,,,,"<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",0,class_response,1,test,26,Andesite,Gabbro,5,FALSE,1,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,191,2.0.0,918311,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,26,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,192,2.0.0,921833,66908eecc135ec77905c2810,3,38,3521,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",6,class_response,1,test,27,Peridotite,Pegmatite,16,FALSE,7,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,193,2.0.0,922338,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,27,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,194,2.0.0,923597,66908eecc135ec77905c2810,3,38,1258,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,1,test,28,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,195,2.0.0,924107,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,28,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,196,2.0.0,925946,66908eecc135ec77905c2810,3,38,1837,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,1,test,29,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,197,2.0.0,926458,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,29,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,198,2.0.0,927852,66908eecc135ec77905c2810,3,38,1393,,,,,,,,,"<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,test,30,Peridotite,Peridotite,2,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,199,2.0.0,928360,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,30,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,200,2.0.0,931020,66908eecc135ec77905c2810,3,38,2658,,,,,,,,,"<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>",1,class_response,1,test,31,Basalt,Basalt,1,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,201,2.0.0,931528,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,31,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,202,2.0.0,933857,66908eecc135ec77905c2810,3,38,2328,,,,,,,,,"<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>",1,class_response,1,test,32,Basalt,Basalt,6,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,203,2.0.0,934372,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,32,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,204,2.0.0,943239,66908eecc135ec77905c2810,3,38,8866,,,,,,,,,"<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>",6,class_response,1,test,33,Peridotite,Diorite,11,FALSE,7,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,205,2.0.0,943747,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,33,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,206,2.0.0,949097,66908eecc135ec77905c2810,3,38,5350,,,,,,,,,"<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",6,class_response,1,test,34,Peridotite,Peridotite,8,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,207,2.0.0,949601,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,34,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,208,2.0.0,950756,66908eecc135ec77905c2810,3,38,1153,,,,,,,,,"<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>",7,class_response,1,test,35,Pumice,Pumice,14,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,209,2.0.0,951263,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,35,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,210,2.0.0,952532,66908eecc135ec77905c2810,3,38,1267,,,,,,,,,"<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>",4,class_response,1,test,36,Obsidian,Obsidian,8,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,211,2.0.0,953041,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,36,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,212,2.0.0,953893,66908eecc135ec77905c2810,3,38,851,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,1,test,37,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,213,2.0.0,954407,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,37,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,214,2.0.0,957465,66908eecc135ec77905c2810,3,38,3057,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",3,class_response,1,test,38,Gabbro,Peridotite,5,FALSE,4,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,215,2.0.0,957973,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,38,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,216,2.0.0,968550,66908eecc135ec77905c2810,3,38,10576,,,,,,,,,"<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>",3,class_response,1,test,39,Gabbro,Gabbro,14,TRUE,4,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,217,2.0.0,969053,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,39,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,218,2.0.0,971223,66908eecc135ec77905c2810,3,38,2169,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",6,class_response,1,test,40,Peridotite,Pegmatite,6,FALSE,7,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,219,2.0.0,971729,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,40,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,220,2.0.0,984148,66908eecc135ec77905c2810,3,38,12418,,,,,,,,,"<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>",2,class_response,1,test,41,Diorite,Andesite,2,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,221,2.0.0,984654,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,41,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,222,2.0.0,989786,66908eecc135ec77905c2810,3,38,5132,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",6,class_response,1,test,42,Peridotite,Peridotite,14,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,223,2.0.0,990298,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,42,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,224,2.0.0,992055,66908eecc135ec77905c2810,3,38,1756,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",1,class_response,1,test,43,Basalt,Basalt,16,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,225,2.0.0,992557,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,226,2.0.0,1003282,66908eecc135ec77905c2810,3,38,10724,,,,,,,,,"<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>",2,class_response,1,test,44,Diorite,Diorite,16,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,227,2.0.0,1003784,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,44,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,228,2.0.0,1005308,66908eecc135ec77905c2810,3,38,1523,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",6,class_response,1,test,45,Peridotite,Pegmatite,15,FALSE,7,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,229,2.0.0,1005816,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,230,2.0.0,1008763,66908eecc135ec77905c2810,3,38,2946,,,,,,,,,"<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",7,class_response,1,test,46,Pumice,Basalt,12,FALSE,8,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,231,2.0.0,1009273,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,46,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,232,2.0.0,1011010,66908eecc135ec77905c2810,3,38,1736,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",3,class_response,1,test,47,Gabbro,Peridotite,7,FALSE,4,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,233,2.0.0,1011522,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,47,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,234,2.0.0,1016993,66908eecc135ec77905c2810,3,38,5470,,,,,,,,,"<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>",2,class_response,1,test,48,Diorite,Andesite,3,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,235,2.0.0,1017505,66908eecc135ec77905c2810,3,38,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,48,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,236,2.0.0,1135035,66908eecc135ec77905c2810,3,38,,,,,,,,,,,,cycle_feedback,,,,,,,,,,,,,,,,,,,,,,,29070.6,88455.4,,
,,,,,,,,,,,html-button-response,238,2.0.0,1137641,66908eecc135ec77905c2810,3,38,2605,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,240,2.0.0,1143344,66908eecc135ec77905c2810,3,38,5701,,,,,,,,,"<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>",2,class_response,2,train,1,Diorite,Andesite,7,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,241,2.0.0,1145375,66908eecc135ec77905c2810,3,38,2030,,,,,,,,,"<img src= rock_img/I_Andesite_07.jpg style=""width:8cm; height:5.93cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,2,train,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,242,2.0.0,1146622,66908eecc135ec77905c2810,3,38,1246,,,,,,,,,"<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>",2,class_response,2,train,2,Diorite,Diorite,6,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,243,2.0.0,1147651,66908eecc135ec77905c2810,3,38,1028,,,,,,,,,"<img src= rock_img/I_Diorite_06.jpg style=""width:8cm; height:6.03cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,2,train,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,244,2.0.0,1149948,66908eecc135ec77905c2810,3,38,2296,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>",6,class_response,2,train,3,Peridotite,Pegmatite,13,FALSE,7,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,245,2.0.0,1151417,66908eecc135ec77905c2810,3,38,1467,,,,,,,,,"<img src= rock_img/I_Pegmatite_13.jpg style=""width:8cm; height:4.95cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,2,train,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,246,2.0.0,1153106,66908eecc135ec77905c2810,3,38,1689,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",6,class_response,2,train,4,Peridotite,Gabbro,1,FALSE,7,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,247,2.0.0,1154193,66908eecc135ec77905c2810,3,38,1086,,,,,,,,,"<img src= rock_img/I_Gabbro_01.jpg style=""width:8cm; height:5.21cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,2,train,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,248,2.0.0,1155193,66908eecc135ec77905c2810,3,38,998,,,,,,,,,"<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>",4,class_response,2,train,5,Obsidian,Obsidian,9,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,249,2.0.0,1155892,66908eecc135ec77905c2810,3,38,698,,,,,,,,,"<img src= rock_img/I_Obsidian_09.jpg style=""width:8cm; height:5cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,2,train,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,250,2.0.0,1158163,66908eecc135ec77905c2810,3,38,2270,,,,,,,,,"<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>",1,class_response,2,train,6,Basalt,Pumice,16,FALSE,2,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,251,2.0.0,1159218,66908eecc135ec77905c2810,3,38,1054,,,,,,,,,"<img src= rock_img/I_Pumice_16.jpg style=""width:8cm; height:6.79cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,2,train,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,252,2.0.0,1163010,66908eecc135ec77905c2810,3,38,3791,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",2,class_response,2,train,7,Diorite,Diorite,12,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,253,2.0.0,1163864,66908eecc135ec77905c2810,3,38,853,,,,,,,,,"<img src= rock_img/I_Diorite_12.jpg style=""width:8cm; height:4.88cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,2,train,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,254,2.0.0,1165156,66908eecc135ec77905c2810,3,38,1290,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>",6,class_response,2,train,8,Peridotite,Pegmatite,12,FALSE,7,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,255,2.0.0,1166261,66908eecc135ec77905c2810,3,38,1104,,,,,,,,,"<img src= rock_img/I_Pegmatite_12.jpg style=""width:8cm; height:5.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,2,train,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,256,2.0.0,1167688,66908eecc135ec77905c2810,3,38,1426,,,,,,,,,"<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",1,class_response,2,train,9,Basalt,Gabbro,11,FALSE,2,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,257,2.0.0,1168600,66908eecc135ec77905c2810,3,38,911,,,,,,,,,"<img src= rock_img/I_Gabbro_11.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,2,train,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,258,2.0.0,1172374,66908eecc135ec77905c2810,3,38,3773,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",6,class_response,2,train,10,Peridotite,Peridotite,6,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,259,2.0.0,1173098,66908eecc135ec77905c2810,3,38,723,,,,,,,,,"<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,2,train,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,260,2.0.0,1176249,66908eecc135ec77905c2810,3,38,3149,,,,,,,,,"<img src= ""rock_img/I_Peridotite_04.jpg"" style=""width:8cm; height:6.680000000000001cm;""><p>What type of rock is this?</p>",6,class_response,2,train,11,Peridotite,Peridotite,4,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,261,2.0.0,1176915,66908eecc135ec77905c2810,3,38,665,,,,,,,,,"<img src= rock_img/I_Peridotite_04.jpg style=""width:8cm; height:6.680000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,2,train,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,262,2.0.0,1178351,66908eecc135ec77905c2810,3,38,1435,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",1,class_response,2,train,12,Basalt,Basalt,4,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,263,2.0.0,1178930,66908eecc135ec77905c2810,3,38,578,,,,,,,,,"<img src= rock_img/I_Basalt_04.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,2,train,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,265,2.0.0,1179823,66908eecc135ec77905c2810,3,38,892,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,266,2.0.0,1181132,66908eecc135ec77905c2810,3,38,,,,,,,,,,,,cat_selection,2,train,1,,,,,,,4,7,1308.1,Gabbro,Peridotite,"[0.19890667955226823,0.0866569410208057,0.1258371292781527,0.18584661679981923,0.025944349506817593,0.17737427629562708,0.13430946978234484,0.06512453776416459]","[0.4068398788895619,0.22821952448615,0.027451864069900966,null,0.10741204451765526,0.026227716364067347,0.10437278124799938,0.09947619042466493]",,,,,,,,,,
