width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Diorite,text_Gabbro,time_resp,text_Pegmatite,text_Peridotite,text_Andesite,text_Pumice,time_fb1,time_fb2
,,,,,,,,,,,html-button-response,85,2.0.0,623025,66aa67e1fb6c20fb6beae30e,3,21,33108,,,,,,,,,"<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>",0,class_response,0,test,40,Andesite,Andesite,14,TRUE,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,86,2.0.0,623551,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,40,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,87,2.0.0,634582,66aa67e1fb6c20fb6beae30e,3,21,11004,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",7,class_response,0,test,41,Pumice,Pegmatite,16,FALSE,8,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,88,2.0.0,635108,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,41,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,89,2.0.0,636631,66aa67e1fb6c20fb6beae30e,3,21,1497,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,0,test,42,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,90,2.0.0,637158,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,42,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,91,2.0.0,667417,66aa67e1fb6c20fb6beae30e,3,21,30234,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",2,class_response,0,test,43,Diorite,Gabbro,3,FALSE,3,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,92,2.0.0,667943,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,686622,66aa67e1fb6c20fb6beae30e,3,21,18653,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",1,class_response,0,test,44,Basalt,Basalt,16,TRUE,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,687148,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,709139,66aa67e1fb6c20fb6beae30e,3,21,21966,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",1,class_response,0,test,45,Basalt,Gabbro,8,FALSE,2,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,709664,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,720335,66aa67e1fb6c20fb6beae30e,3,21,10643,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",4,class_response,0,test,46,Obsidian,Peridotite,6,FALSE,5,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,720862,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,725205,66aa67e1fb6c20fb6beae30e,3,21,4318,,,,,,,,,"<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>",4,class_response,0,test,47,Obsidian,Basalt,5,FALSE,5,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,725732,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,739214,66aa67e1fb6c20fb6beae30e,3,21,13456,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",7,class_response,0,test,48,Pumice,Basalt,9,FALSE,8,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,739742,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,767389,66aa67e1fb6c20fb6beae30e,3,21,27621,,,,,,,,"[{""page_index"":0,""viewing_time"":22149},{""page_index"":1,""viewing_time"":5472}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,776275,66aa67e1fb6c20fb6beae30e,3,21,8816,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,801928,66aa67e1fb6c20fb6beae30e,3,21,25600,,,,,,,,,"<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>",3,class_response,1,train,1,Gabbro,Gabbro,12,TRUE,4,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,803286,66aa67e1fb6c20fb6beae30e,3,21,1310,,,,,,,,,"<img src= rock_img/I_Gabbro_12.jpg style=""width:8cm; height:7.800000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,827477,66aa67e1fb6c20fb6beae30e,3,21,24142,,,,,,,,,"<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>",0,class_response,1,train,2,Andesite,Andesite,4,TRUE,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,828855,66aa67e1fb6c20fb6beae30e,3,21,1329,,,,,,,,,"<img src= rock_img/I_Andesite_04.jpg style=""width:8cm; height:5.96cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,872175,66aa67e1fb6c20fb6beae30e,3,21,43270,,,,,,,,,"<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>",2,class_response,1,train,3,Diorite,Diorite,14,TRUE,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,873074,66aa67e1fb6c20fb6beae30e,3,21,853,,,,,,,,,"<img src= rock_img/I_Diorite_14.jpg style=""width:8cm; height:5.71cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,874694,66aa67e1fb6c20fb6beae30e,3,21,1572,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",4,class_response,1,train,4,Obsidian,Obsidian,6,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,875781,66aa67e1fb6c20fb6beae30e,3,21,1041,,,,,,,,,"<img src= rock_img/I_Obsidian_06.jpg style=""width:8cm; height:6.8cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,903451,66aa67e1fb6c20fb6beae30e,3,21,27624,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",6,class_response,1,train,5,Peridotite,Peridotite,14,TRUE,7,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,904251,66aa67e1fb6c20fb6beae30e,3,21,752,,,,,,,,,"<img src= rock_img/I_Peridotite_14.jpg style=""width:8cm; height:5.3cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,925325,66aa67e1fb6c20fb6beae30e,3,21,21023,,,,,,,,,"<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,train,6,Peridotite,Peridotite,2,TRUE,7,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,926267,66aa67e1fb6c20fb6beae30e,3,21,895,,,,,,,,,"<img src= rock_img/I_Peridotite_02.jpg style=""width:8cm; height:5.859999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,955511,66aa67e1fb6c20fb6beae30e,3,21,29198,,,,,,,,,"<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>",2,class_response,1,train,7,Diorite,Diorite,11,TRUE,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,956473,66aa67e1fb6c20fb6beae30e,3,21,918,,,,,,,,,"<img src= rock_img/I_Diorite_11.jpg style=""width:8cm; height:7.11cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,958965,66aa67e1fb6c20fb6beae30e,3,21,2443,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>",4,class_response,1,train,8,Obsidian,Pegmatite,11,FALSE,5,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,960052,66aa67e1fb6c20fb6beae30e,3,21,1041,,,,,,,,,"<img src= rock_img/I_Pegmatite_11.jpg style=""width:8cm; height:8.14cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,122,2.0.0,984010,66aa67e1fb6c20fb6beae30e,3,21,23911,,,,,,,,,"<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>",4,class_response,1,train,9,Obsidian,Basalt,8,FALSE,5,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,123,2.0.0,985999,66aa67e1fb6c20fb6beae30e,3,21,1940,,,,,,,,,"<img src= rock_img/I_Basalt_08.jpg style=""width:8cm; height:10.44cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,124,2.0.0,988938,66aa67e1fb6c20fb6beae30e,3,21,2893,,,,,,,,,"<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",5,class_response,1,train,10,Pegmatite,Gabbro,5,FALSE,6,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,125,2.0.0,989811,66aa67e1fb6c20fb6beae30e,3,21,829,,,,,,,,,"<img src= rock_img/I_Gabbro_05.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,10,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,126,2.0.0,992803,66aa67e1fb6c20fb6beae30e,3,21,2942,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",5,class_response,1,train,11,Pegmatite,Pegmatite,10,TRUE,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,127,2.0.0,993608,66aa67e1fb6c20fb6beae30e,3,21,760,,,,,,,,,"<img src= rock_img/I_Pegmatite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,128,2.0.0,995201,66aa67e1fb6c20fb6beae30e,3,21,1548,,,,,,,,,"<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>",7,class_response,1,train,12,Pumice,Pumice,14,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,129,2.0.0,995970,66aa67e1fb6c20fb6beae30e,3,21,727,,,,,,,,,"<img src= rock_img/I_Pumice_14.jpg style=""width:8cm; height:6.39cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,12,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,130,2.0.0,1118160,66aa67e1fb6c20fb6beae30e,3,21,122166,,,,,,,,"[{""page_index"":0,""viewing_time"":13873},{""page_index"":1,""viewing_time"":63971},{""page_index"":2,""viewing_time"":32680},{""page_index"":3,""viewing_time"":11643}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,131,2.0.0,1119412,66aa67e1fb6c20fb6beae30e,3,21,1196,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,132,2.0.0,1160443,66aa67e1fb6c20fb6beae30e,3,21,,,,,,,,,,,,cat_selection,1,train,1,,,,,,,3,4,41013.8,Diorite,Gabbro,"[0.12837837837837837,0.12837837837837837,0.12837837837837837,0.1554054054054054,0.07432432432432433,0.1554054054054054,0.18243243243243243,0.047297297297297286]","[0.0498068946053242,0.20498095842697966,null,0.22011035362457043,0.05889775479324288,0.06457265539539818,0.2068101496890336,0.19482123346545113]",,,,,,,,,
,,,,,,,,,,,paired-cat-display,133,1.0.0,1363517,66aa67e1fb6c20fb6beae30e,3,21,,,,,,,,,,,,paired_cat_display,1,train,1,,,,,,,,,63264.9,,,,,"grainy and salt kind of appearance, mixture of white and black minerals, kind of porus texture.","mostly either in black or green colour, grained and rough texture",139768.5,,,,,,
,,,,,,,,,,,html-button-response,134,2.0.0,1378422,66aa67e1fb6c20fb6beae30e,3,21,,,,,,,,,,,,cat_selection,1,train,2,,,,,,,6,7,14871.5,Pegmatite,Peridotite,"[0.12837837837837837,0.12837837837837837,0.12837837837837837,0.1554054054054054,0.07432432432432433,0.1554054054054054,0.18243243243243243,0.047297297297297286]","[0.050921712972774376,0.1734247102142087,0.06511045996518827,0.18662457820715128,0.18144685220991957,null,0.17598024021284236,0.1664914462179156]",,,,,,,,,
,,,,,,,,,,,paired-cat-display,135,1.0.0,1505011,66aa67e1fb6c20fb6beae30e,3,21,,,,,,,,,,,,paired_cat_display,1,train,2,,,,,,,,,14088.5,,,,,,,112459.2,"looks like crystals maybe quartrz, light coloured with different minerals","looks like grained texture, greenish colour and dense.",,,,
,,,,,,,,,,,html-button-response,136,2.0.0,1506963,66aa67e1fb6c20fb6beae30e,3,21,,,,,,,,,,,,cat_selection,1,train,3,,,,,,,1,8,1912.5,Andesite,Pumice,"[0.12837837837837837,0.12837837837837837,0.12837837837837837,0.1554054054054054,0.07432432432432433,0.1554054054054054,0.18243243243243243,0.047297297297297286]","[null,0.2105751397877713,0.3553933256156172,0.05448154164644045,0.059552545971136045,0.04477921545294773,0.05783289903251094,0.21738533249357633]",,,,,,,,,
,,,,,,,,,,,paired-cat-display,137,1.0.0,1632935,66aa67e1fb6c20fb6beae30e,3,21,,,,,,,,,,,,paired_cat_display,1,train,3,,,,,,,,,9856.4,,,,,,,116075.5,,,"looks gray or black in colour, may contains visible crystals and grained texture.","looks like porous, light coloured in shades of white, green and brown, rough texture",,
,,,,,,,,,,,instructions,138,2.0.0,1670322,66aa67e1fb6c20fb6beae30e,3,21,37347,,,,,,,,"[{""page_index"":0,""viewing_time"":7074},{""page_index"":1,""viewing_time"":27285},{""page_index"":0,""viewing_time"":977},{""page_index"":1,""viewing_time"":2011}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,139,2.0.0,1672008,66aa67e1fb6c20fb6beae30e,3,21,1617,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,140,2.0.0,1695926,66aa67e1fb6c20fb6beae30e,3,21,23870,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>",5,class_response,1,test,1,Pegmatite,Pegmatite,13,TRUE,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,141,2.0.0,1696452,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,142,2.0.0,1731742,66aa67e1fb6c20fb6beae30e,3,21,35262,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",2,class_response,1,test,2,Diorite,Peridotite,5,FALSE,3,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,2.0.0,1732269,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,144,2.0.0,1755215,66aa67e1fb6c20fb6beae30e,3,21,22922,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",1,class_response,1,test,3,Basalt,Basalt,16,TRUE,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,145,2.0.0,1755742,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,146,2.0.0,1759239,66aa67e1fb6c20fb6beae30e,3,21,3474,,,,,,,,,"<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>",7,class_response,1,test,4,Pumice,Pumice,8,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,147,2.0.0,1759763,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,148,2.0.0,1810069,66aa67e1fb6c20fb6beae30e,3,21,50280,,,,,,,,,"<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",0,class_response,1,test,5,Andesite,Andesite,9,TRUE,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,2.0.0,1810594,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,150,2.0.0,1816900,66aa67e1fb6c20fb6beae30e,3,21,6278,,,,,,,,,"<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>",1,class_response,1,test,6,Basalt,Gabbro,13,FALSE,2,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,151,2.0.0,1817427,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,152,2.0.0,1819880,66aa67e1fb6c20fb6beae30e,3,21,2428,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>",4,class_response,1,test,7,Obsidian,Pegmatite,9,FALSE,5,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,153,2.0.0,1820407,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,154,2.0.0,1827000,66aa67e1fb6c20fb6beae30e,3,21,6567,,,,,,,,,"<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>",3,class_response,1,test,8,Gabbro,Gabbro,10,TRUE,4,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,2.0.0,1827525,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,156,2.0.0,1829483,66aa67e1fb6c20fb6beae30e,3,21,1932,,,,,,,,,"<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",7,class_response,1,test,9,Pumice,Basalt,12,FALSE,8,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,157,2.0.0,1830010,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,158,2.0.0,1842268,66aa67e1fb6c20fb6beae30e,3,21,12240,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",5,class_response,1,test,10,Pegmatite,Diorite,7,FALSE,6,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,159,2.0.0,1842798,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,10,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,160,2.0.0,1850449,66aa67e1fb6c20fb6beae30e,3,21,7625,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",5,class_response,1,test,11,Pegmatite,Gabbro,3,FALSE,6,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,161,2.0.0,1850977,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,162,2.0.0,1856663,66aa67e1fb6c20fb6beae30e,3,21,5659,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",6,class_response,1,test,12,Peridotite,Diorite,12,FALSE,7,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,163,2.0.0,1857191,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,12,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,164,2.0.0,1861564,66aa67e1fb6c20fb6beae30e,3,21,4348,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",2,class_response,1,test,13,Diorite,Pegmatite,6,FALSE,3,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,165,2.0.0,1862091,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,166,2.0.0,1866827,66aa67e1fb6c20fb6beae30e,3,21,4710,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",1,class_response,1,test,14,Basalt,Peridotite,7,FALSE,2,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,2.0.0,1867355,66aa67e1fb6c20fb6beae30e,3,21,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,14,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,168,2.0.0,1871891,66aa67e1fb6c20fb6beae30e,3,21,4509,,,,,,,,,"<img src= ""rock_img/I_Diorite_02.jpg"" style=""width:8cm; height:6.27cm;""><p>What type of rock is this?</p>",3,class_response,1,test,15,Gabbro,Diorite,2,FALSE,4,3,,,,,,,,,,,,,,,,
