width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Pegmatite,text_Peridotite,time_obs,time_resp,text_Basalt,text_Gabbro,text_Andesite,text_Diorite,time_fb1,time_fb2
,,,,,,,,,,,html-button-response,31,2.0.0,168694,66d88375799e00b593a8655f,4,32,3352,,,,,,,,,"<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>",7,class_response,0,test,13,Pumice,Andesite,1,FALSE,8,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,32,2.0.0,169203,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,33,2.0.0,175301,66d88375799e00b593a8655f,4,32,6097,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>",2,class_response,0,test,14,Diorite,Pegmatite,11,FALSE,3,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,34,2.0.0,175817,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,14,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,35,2.0.0,178740,66d88375799e00b593a8655f,4,32,2920,,,,,,,,,"<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>",6,class_response,0,test,15,Peridotite,Pumice,15,FALSE,7,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,36,2.0.0,179247,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,15,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,37,2.0.0,181328,66d88375799e00b593a8655f,4,32,1410,,,,,,,,,"<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>",4,class_response,0,test,16,Obsidian,Obsidian,9,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,38,2.0.0,181831,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,39,2.0.0,184324,66d88375799e00b593a8655f,4,32,2492,,,,,,,,,"<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>",4,class_response,0,test,17,Obsidian,Obsidian,8,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,40,2.0.0,184829,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,17,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,41,2.0.0,189516,66d88375799e00b593a8655f,4,32,4685,,,,,,,,,"<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>",6,class_response,0,test,18,Peridotite,Pumice,6,FALSE,7,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,42,2.0.0,190025,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,18,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,43,2.0.0,194125,66d88375799e00b593a8655f,4,32,4098,,,,,,,,,"<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",0,class_response,0,test,19,Andesite,Peridotite,15,FALSE,1,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,44,2.0.0,194635,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,19,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,45,2.0.0,198246,66d88375799e00b593a8655f,4,32,3610,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>",3,class_response,0,test,20,Gabbro,Pegmatite,9,FALSE,4,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,46,2.0.0,198751,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,20,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,47,2.0.0,201499,66d88375799e00b593a8655f,4,32,2748,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",4,class_response,0,test,21,Obsidian,Obsidian,6,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,48,2.0.0,202012,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,21,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,49,2.0.0,205007,66d88375799e00b593a8655f,4,32,2994,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",7,class_response,0,test,22,Pumice,Diorite,7,FALSE,8,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,50,2.0.0,205512,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,22,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,51,2.0.0,209839,66d88375799e00b593a8655f,4,32,4327,,,,,,,,,"<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",3,class_response,0,test,23,Gabbro,Gabbro,5,TRUE,4,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,52,2.0.0,210341,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,23,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,53,2.0.0,218819,66d88375799e00b593a8655f,4,32,8477,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",1,class_response,0,test,24,Basalt,Andesite,11,FALSE,2,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,54,2.0.0,219335,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,24,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,55,2.0.0,221433,66d88375799e00b593a8655f,4,32,2097,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",1,class_response,0,test,25,Basalt,Peridotite,14,FALSE,2,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,56,2.0.0,221949,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,25,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,57,2.0.0,234642,66d88375799e00b593a8655f,4,32,12692,,,,,,,,,"<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>",6,class_response,0,test,26,Peridotite,Basalt,14,FALSE,7,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,58,2.0.0,235153,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,26,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,59,2.0.0,238129,66d88375799e00b593a8655f,4,32,2974,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",6,class_response,0,test,27,Peridotite,Pegmatite,6,FALSE,7,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,60,2.0.0,238635,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,27,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,61,2.0.0,240244,66d88375799e00b593a8655f,4,32,1608,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",5,class_response,0,test,28,Pegmatite,Gabbro,8,FALSE,6,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,62,2.0.0,241503,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,28,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,63,2.0.0,242848,66d88375799e00b593a8655f,4,32,1344,,,,,,,,,"<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>",1,class_response,0,test,29,Basalt,Andesite,4,FALSE,2,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,64,2.0.0,243354,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,29,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,65,2.0.0,246629,66d88375799e00b593a8655f,4,32,3275,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>",3,class_response,0,test,30,Gabbro,Pegmatite,13,FALSE,4,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,66,2.0.0,247131,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,30,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,67,2.0.0,256119,66d88375799e00b593a8655f,4,32,8987,,,,,,,,,"<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>",1,class_response,0,test,31,Basalt,Gabbro,12,FALSE,2,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,68,2.0.0,256622,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,31,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,69,2.0.0,259374,66d88375799e00b593a8655f,4,32,2750,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",3,class_response,0,test,32,Gabbro,Basalt,4,FALSE,4,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,70,2.0.0,259887,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,32,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,71,2.0.0,262861,66d88375799e00b593a8655f,4,32,2973,,,,,,,,,"<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>",1,class_response,0,test,33,Basalt,Peridotite,13,FALSE,2,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,72,2.0.0,263369,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,33,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,73,2.0.0,265059,66d88375799e00b593a8655f,4,32,1689,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",1,class_response,0,test,34,Basalt,Gabbro,1,FALSE,2,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,74,2.0.0,265568,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,34,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,75,2.0.0,267210,66d88375799e00b593a8655f,4,32,1641,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",1,class_response,0,test,35,Basalt,Diorite,10,FALSE,2,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,76,2.0.0,267715,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,35,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,77,2.0.0,270991,66d88375799e00b593a8655f,4,32,3275,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",2,class_response,0,test,36,Diorite,Pegmatite,15,FALSE,3,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,78,2.0.0,271495,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,36,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,79,2.0.0,273175,66d88375799e00b593a8655f,4,32,1679,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",1,class_response,0,test,37,Basalt,Andesite,10,FALSE,2,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,80,2.0.0,273678,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,37,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,81,2.0.0,276369,66d88375799e00b593a8655f,4,32,2690,,,,,,,,,"<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>",7,class_response,0,test,38,Pumice,Diorite,11,FALSE,8,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,82,2.0.0,276874,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,38,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,83,2.0.0,281832,66d88375799e00b593a8655f,4,32,4957,,,,,,,,,"<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>",5,class_response,0,test,39,Pegmatite,Gabbro,14,FALSE,6,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,84,2.0.0,282337,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,39,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,85,2.0.0,286887,66d88375799e00b593a8655f,4,32,4549,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",7,class_response,0,test,40,Pumice,Diorite,15,FALSE,8,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,86,2.0.0,287397,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,40,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,87,2.0.0,290429,66d88375799e00b593a8655f,4,32,3030,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",5,class_response,0,test,41,Pegmatite,Basalt,9,FALSE,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,88,2.0.0,290945,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,41,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,89,2.0.0,292733,66d88375799e00b593a8655f,4,32,1787,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>",3,class_response,0,test,42,Gabbro,Pegmatite,12,FALSE,4,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,90,2.0.0,293244,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,42,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,91,2.0.0,296854,66d88375799e00b593a8655f,4,32,3609,,,,,,,,,"<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>",6,class_response,0,test,43,Peridotite,Basalt,1,FALSE,7,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,92,2.0.0,297356,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,299111,66d88375799e00b593a8655f,4,32,1753,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",6,class_response,0,test,44,Peridotite,Gabbro,9,FALSE,7,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,299620,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,304316,66d88375799e00b593a8655f,4,32,3938,,,,,,,,,"<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>",0,class_response,0,test,45,Andesite,Peridotite,12,FALSE,1,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,304823,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,306719,66d88375799e00b593a8655f,4,32,1894,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",7,class_response,0,test,46,Pumice,Diorite,12,FALSE,8,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,307221,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,314739,66d88375799e00b593a8655f,4,32,7516,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",6,class_response,0,test,47,Peridotite,Pumice,5,FALSE,7,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,315249,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,318371,66d88375799e00b593a8655f,4,32,3121,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",2,class_response,0,test,48,Diorite,Peridotite,5,FALSE,3,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,318878,66d88375799e00b593a8655f,4,32,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,345369,66d88375799e00b593a8655f,4,32,26476,,,,,,,,"[{""page_index"":0,""viewing_time"":23158},{""page_index"":1,""viewing_time"":3318}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,348883,66d88375799e00b593a8655f,4,32,3513,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,357140,66d88375799e00b593a8655f,4,32,8256,,,,,,,,,"<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,train,1,Peridotite,Pumice,4,FALSE,7,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,360199,66d88375799e00b593a8655f,4,32,3057,,,,,,,,,"<img src= rock_img/I_Pumice_04.jpg style=""width:8cm; height:6.819999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,365586,66d88375799e00b593a8655f,4,32,4632,,,,,,,,,"<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",6,class_response,1,train,2,Peridotite,Gabbro,16,FALSE,7,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,372074,66d88375799e00b593a8655f,4,32,6486,,,,,,,,,"<img src= rock_img/I_Gabbro_16.jpg style=""width:8cm; height:6.44cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,375266,66d88375799e00b593a8655f,4,32,3191,,,,,,,,,"<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>",4,class_response,1,train,3,Obsidian,Obsidian,10,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,377934,66d88375799e00b593a8655f,4,32,2667,,,,,,,,,"<img src= rock_img/I_Obsidian_10.jpg style=""width:8cm; height:6.260000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,380960,66d88375799e00b593a8655f,4,32,3025,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",6,class_response,1,train,4,Peridotite,Basalt,2,FALSE,7,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,383789,66d88375799e00b593a8655f,4,32,2827,,,,,,,,,"<img src= rock_img/I_Basalt_02.jpg style=""width:8cm; height:6.45cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,385458,66d88375799e00b593a8655f,4,32,1668,,,,,,,,,"<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",7,class_response,1,train,5,Pumice,Basalt,12,FALSE,8,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,390927,66d88375799e00b593a8655f,4,32,5468,,,,,,,,,"<img src= rock_img/I_Basalt_12.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,399570,66d88375799e00b593a8655f,4,32,8642,,,,,,,,,"<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>",6,class_response,1,train,6,Peridotite,Andesite,2,FALSE,7,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,403231,66d88375799e00b593a8655f,4,32,3660,,,,,,,,,"<img src= rock_img/I_Andesite_02.jpg style=""width:8cm; height:8.5cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,411802,66d88375799e00b593a8655f,4,32,8569,,,,,,,,,"<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>",6,class_response,1,train,7,Peridotite,Diorite,14,FALSE,7,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,416188,66d88375799e00b593a8655f,4,32,4385,,,,,,,,,"<img src= rock_img/I_Diorite_14.jpg style=""width:8cm; height:5.71cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,418166,66d88375799e00b593a8655f,4,32,1977,,,,,,,,,"<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,train,8,Peridotite,Peridotite,2,TRUE,7,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,422386,66d88375799e00b593a8655f,4,32,4219,,,,,,,,,"<img src= rock_img/I_Peridotite_02.jpg style=""width:8cm; height:5.859999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,,
