width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Basalt,text_Pegmatite,time_resp,text_Diorite,text_Gabbro,text_Pumice,time_fb1,time_fb2,text_Peridotite,text_Andesite
,,,,,,,,,,,html-button-response,265,2.0.0,925008,6703aeb136ffd366f9c531d4,3,16,1778,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,266,2.0.0,927204,6703aeb136ffd366f9c531d4,3,16,,,,,,,,,,,,cat_selection,2,train,1,,,,,,,4,7,2192.1,Gabbro,Peridotite,"[0.1724542872195585,0.07255052465206695,0.1324927821925619,0.21667291774019076,0.024074768637798973,0.10465021616913224,0.18457322622312547,0.09253127716556524]","[0.026152672826544987,0.2968527936552725,0.18104980692915018,null,0.16622578588372275,0.026227716364067354,0.2808140053462018,0.022677218995040355]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,267,1.0.0,960708,6703aeb136ffd366f9c531d4,3,16,,,,,,,,,,,,paired_cat_display,2,train,1,,,,,,,,,8207.1,,,,,,,25290.6,,Gabbro has a darker color with lighter flakes,,,,Peridotite has a greenish tint to it,
,,,,,,,,,,,html-button-response,268,2.0.0,962729,6703aeb136ffd366f9c531d4,3,16,,,,,,,,,,,,cat_selection,2,train,2,,,,,,,1,3,2018.1,Andesite,Diorite,"[0.1724542872195585,0.07255052465206695,0.1324927821925619,0.21667291774019076,0.024074768637798973,0.10465021616913224,0.18457322622312547,0.09253127716556524]","[null,0.2820180102822173,0.27668965329038075,0.026887709128036383,0.02939034919931524,0.12339549911030416,0.2311338261369042,0.030484952852841828]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,269,1.0.0,994267,6703aeb136ffd366f9c531d4,3,16,,,,,,,,,,,,paired_cat_display,2,train,2,,,,,,,,,6057.4,,,,,,,25475.4,Diorite has prominate flakes,,,,,,Andesite has less prominate flakes than diorite
,,,,,,,,,,,html-button-response,270,2.0.0,996589,6703aeb136ffd366f9c531d4,3,16,,,,,,,,,,,,cat_selection,2,train,3,,,,,,,2,4,2319.9,Basalt,Gabbro,"[0.1724542872195585,0.07255052465206695,0.1324927821925619,0.21667291774019076,0.024074768637798973,0.10465021616913224,0.18457322622312547,0.09253127716556524]","[0.21271645044961446,null,0.045478266145457004,0.2110820752600121,0.059487196342048666,0.20032159264523877,0.21346765395290995,0.05744676520471901]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,271,1.0.0,1028467,6703aeb136ffd366f9c531d4,3,16,,,,,,,,,,,,paired_cat_display,2,train,3,,,,,,,,,6408.4,,,,,Basalt is black and can be pourous,,25464.9,,Gabbro is black and may have flakes,,,,,
,,,,,,,,,,,html-button-response,273,2.0.0,1031089,6703aeb136ffd366f9c531d4,3,16,2620,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,274,2.0.0,1034328,6703aeb136ffd366f9c531d4,3,16,3235,,,,,,,,,"<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>",2,class_response,2,test,1,Diorite,Diorite,8,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,275,2.0.0,1034831,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,276,2.0.0,1040897,6703aeb136ffd366f9c531d4,3,16,6063,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",3,class_response,2,test,2,Gabbro,Diorite,12,FALSE,4,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,277,2.0.0,1041407,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,278,2.0.0,1042957,6703aeb136ffd366f9c531d4,3,16,1548,,,,,,,,,"<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>",4,class_response,2,test,3,Obsidian,Obsidian,9,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,279,2.0.0,1043460,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,280,2.0.0,1044858,6703aeb136ffd366f9c531d4,3,16,1395,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",1,class_response,2,test,4,Basalt,Basalt,4,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,281,2.0.0,1045363,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,282,2.0.0,1047616,6703aeb136ffd366f9c531d4,3,16,2250,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",5,class_response,2,test,5,Pegmatite,Pegmatite,15,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,283,2.0.0,1048125,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,284,2.0.0,1052400,6703aeb136ffd366f9c531d4,3,16,4273,,,,,,,,,"<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>",7,class_response,2,test,6,Pumice,Pumice,15,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,285,2.0.0,1052902,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,286,2.0.0,1058107,6703aeb136ffd366f9c531d4,3,16,5203,,,,,,,,,"<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>",6,class_response,2,test,7,Peridotite,Peridotite,13,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,287,2.0.0,1058610,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,288,2.0.0,1063155,6703aeb136ffd366f9c531d4,3,16,4543,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",1,class_response,2,test,8,Basalt,Gabbro,9,FALSE,2,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,289,2.0.0,1063663,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,290,2.0.0,1070615,6703aeb136ffd366f9c531d4,3,16,6947,,,,,,,,,"<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>",6,class_response,2,test,9,Peridotite,Diorite,11,FALSE,7,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,291,2.0.0,1071117,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,292,2.0.0,1072536,6703aeb136ffd366f9c531d4,3,16,1417,,,,,,,,,"<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>",7,class_response,2,test,10,Pumice,Pumice,6,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,293,2.0.0,1073051,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,294,2.0.0,1075907,6703aeb136ffd366f9c531d4,3,16,2853,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",0,class_response,2,test,11,Andesite,Andesite,11,TRUE,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,295,2.0.0,1076415,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,296,2.0.0,1079226,6703aeb136ffd366f9c531d4,3,16,2809,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>",5,class_response,2,test,12,Pegmatite,Pegmatite,12,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,297,2.0.0,1079736,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,298,2.0.0,1087536,6703aeb136ffd366f9c531d4,3,16,7797,,,,,,,,,"<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",3,class_response,2,test,13,Gabbro,Andesite,9,FALSE,4,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,299,2.0.0,1088041,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,300,2.0.0,1093874,6703aeb136ffd366f9c531d4,3,16,5830,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",2,class_response,2,test,14,Diorite,Basalt,9,FALSE,3,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,301,2.0.0,1094382,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,14,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,302,2.0.0,1096927,6703aeb136ffd366f9c531d4,3,16,2542,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",2,class_response,2,test,15,Diorite,Andesite,10,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,303,2.0.0,1097434,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,304,2.0.0,1102606,6703aeb136ffd366f9c531d4,3,16,5169,,,,,,,,,"<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>",6,class_response,2,test,16,Peridotite,Andesite,1,FALSE,7,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,305,2.0.0,1103121,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,16,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,306,2.0.0,1105742,6703aeb136ffd366f9c531d4,3,16,2618,,,,,,,,,"<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",6,class_response,2,test,17,Peridotite,Peridotite,15,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,307,2.0.0,1106246,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,17,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,308,2.0.0,1112072,6703aeb136ffd366f9c531d4,3,16,5823,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>",5,class_response,2,test,18,Pegmatite,Pegmatite,13,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,309,2.0.0,1112588,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,18,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,310,2.0.0,1115410,6703aeb136ffd366f9c531d4,3,16,2820,,,,,,,,,"<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>",6,class_response,2,test,19,Peridotite,Peridotite,12,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,311,2.0.0,1115918,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,19,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,312,2.0.0,1117360,6703aeb136ffd366f9c531d4,3,16,1439,,,,,,,,,"<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>",1,class_response,2,test,20,Basalt,Basalt,5,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,313,2.0.0,1117877,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,20,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,314,2.0.0,1120006,6703aeb136ffd366f9c531d4,3,16,2126,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",1,class_response,2,test,21,Basalt,Gabbro,8,FALSE,2,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,315,2.0.0,1120514,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,21,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,316,2.0.0,1121956,6703aeb136ffd366f9c531d4,3,16,1439,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",5,class_response,2,test,22,Pegmatite,Pegmatite,6,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,317,2.0.0,1122460,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,22,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,318,2.0.0,1123602,6703aeb136ffd366f9c531d4,3,16,1138,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,2,test,23,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,319,2.0.0,1124105,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,23,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,320,2.0.0,1129048,6703aeb136ffd366f9c531d4,3,16,4941,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",3,class_response,2,test,24,Gabbro,Diorite,15,FALSE,4,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,321,2.0.0,1129552,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,24,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,322,2.0.0,1131186,6703aeb136ffd366f9c531d4,3,16,1631,,,,,,,,,"<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>",4,class_response,2,test,25,Obsidian,Obsidian,11,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,323,2.0.0,1131694,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,25,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,324,2.0.0,1134020,6703aeb136ffd366f9c531d4,3,16,2322,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",6,class_response,2,test,26,Peridotite,Gabbro,1,FALSE,7,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,325,2.0.0,1134528,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,26,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,326,2.0.0,1138557,6703aeb136ffd366f9c531d4,3,16,4026,,,,,,,,,"<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>",2,class_response,2,test,27,Diorite,Basalt,14,FALSE,3,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,327,2.0.0,1139065,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,27,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,328,2.0.0,1140514,6703aeb136ffd366f9c531d4,3,16,1446,,,,,,,,,"<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>",7,class_response,2,test,28,Pumice,Pumice,13,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,329,2.0.0,1141023,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,28,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,330,2.0.0,1143314,6703aeb136ffd366f9c531d4,3,16,2289,,,,,,,,,"<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>",0,class_response,2,test,29,Andesite,Basalt,11,FALSE,1,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,331,2.0.0,1143817,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,29,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,332,2.0.0,1145112,6703aeb136ffd366f9c531d4,3,16,1293,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,2,test,30,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,333,2.0.0,1145617,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,30,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,334,2.0.0,1149117,6703aeb136ffd366f9c531d4,3,16,3497,,,,,,,,,"<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>",1,class_response,2,test,31,Basalt,Basalt,1,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,335,2.0.0,1149622,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,31,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,336,2.0.0,1152177,6703aeb136ffd366f9c531d4,3,16,2552,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",7,class_response,2,test,32,Pumice,Andesite,5,FALSE,8,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,337,2.0.0,1152694,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,32,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,338,2.0.0,1155627,6703aeb136ffd366f9c531d4,3,16,2929,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",2,class_response,2,test,33,Diorite,Diorite,7,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,339,2.0.0,1156137,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,33,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,340,2.0.0,1157660,6703aeb136ffd366f9c531d4,3,16,1520,,,,,,,,,"<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",7,class_response,2,test,34,Pumice,Pumice,9,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,341,2.0.0,1158167,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,34,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,342,2.0.0,1160692,6703aeb136ffd366f9c531d4,3,16,2523,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>",6,class_response,2,test,35,Peridotite,Pegmatite,9,FALSE,7,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,343,2.0.0,1161199,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,35,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,344,2.0.0,1162901,6703aeb136ffd366f9c531d4,3,16,1699,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",4,class_response,2,test,36,Obsidian,Obsidian,6,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,345,2.0.0,1163412,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,36,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,346,2.0.0,1164887,6703aeb136ffd366f9c531d4,3,16,1473,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,2,test,37,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,347,2.0.0,1165398,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,37,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,348,2.0.0,1167008,6703aeb136ffd366f9c531d4,3,16,1607,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>",5,class_response,2,test,38,Pegmatite,Pegmatite,11,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,349,2.0.0,1167524,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,38,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,350,2.0.0,1175271,6703aeb136ffd366f9c531d4,3,16,7744,,,,,,,,,"<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",3,class_response,2,test,39,Gabbro,Gabbro,5,TRUE,4,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,351,2.0.0,1175778,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,39,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,352,2.0.0,1180946,6703aeb136ffd366f9c531d4,3,16,5164,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",0,class_response,2,test,40,Andesite,Diorite,10,FALSE,1,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,353,2.0.0,1181453,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,40,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,354,2.0.0,1184422,6703aeb136ffd366f9c531d4,3,16,2966,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",7,class_response,2,test,41,Pumice,Peridotite,14,FALSE,8,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,355,2.0.0,1184933,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,41,,,,,,,,,,,,,,,,,,,,,,,
