width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Diorite,text_Gabbro,time_resp,text_Peridotite,text_Basalt,text_Pumice,time_fb1,time_fb2,text_Andesite,text_Pegmatite
,,,,,,,,,,,html-keyboard-response,76,2.0.0,184527,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,35,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,77,2.0.0,185793,614b3d6a4f76b8dfc939adf0,3,5,1263,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",0,class_response,0,test,36,Andesite,Gabbro,8,FALSE,1,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,78,2.0.0,186309,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,36,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,79,2.0.0,187698,614b3d6a4f76b8dfc939adf0,3,5,1385,,,,,,,,,"<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",2,class_response,0,test,37,Diorite,Gabbro,15,FALSE,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,80,2.0.0,188199,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,37,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,81,2.0.0,189786,614b3d6a4f76b8dfc939adf0,3,5,1584,,,,,,,,,"<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>",3,class_response,0,test,38,Gabbro,Andesite,2,FALSE,4,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,82,2.0.0,190295,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,38,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,83,2.0.0,191873,614b3d6a4f76b8dfc939adf0,3,5,1574,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",5,class_response,0,test,39,Pegmatite,Pegmatite,16,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,84,2.0.0,192376,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,39,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,85,2.0.0,193378,614b3d6a4f76b8dfc939adf0,3,5,997,,,,,,,,,"<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>",6,class_response,0,test,40,Peridotite,Basalt,1,FALSE,7,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,86,2.0.0,193894,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,40,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,87,2.0.0,195674,614b3d6a4f76b8dfc939adf0,3,5,1776,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",7,class_response,0,test,41,Pumice,Basalt,4,FALSE,8,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,88,2.0.0,196176,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,41,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,89,2.0.0,197560,614b3d6a4f76b8dfc939adf0,3,5,1382,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>",1,class_response,0,test,42,Basalt,Pegmatite,12,FALSE,2,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,90,2.0.0,198062,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,42,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,91,2.0.0,199017,614b3d6a4f76b8dfc939adf0,3,5,952,,,,,,,,,"<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>",2,class_response,0,test,43,Diorite,Peridotite,2,FALSE,3,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,92,2.0.0,199520,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,200649,614b3d6a4f76b8dfc939adf0,3,5,1125,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",2,class_response,0,test,44,Diorite,Peridotite,6,FALSE,3,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,201164,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,202337,614b3d6a4f76b8dfc939adf0,3,5,1169,,,,,,,,,"<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>",4,class_response,0,test,45,Obsidian,Obsidian,10,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,202844,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,203930,614b3d6a4f76b8dfc939adf0,3,5,1082,,,,,,,,,"<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>",4,class_response,0,test,46,Obsidian,Obsidian,5,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,204443,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,205770,614b3d6a4f76b8dfc939adf0,3,5,1323,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",5,class_response,0,test,47,Pegmatite,Diorite,15,FALSE,6,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,206276,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,208089,614b3d6a4f76b8dfc939adf0,3,5,1810,,,,,,,,,"<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>",3,class_response,0,test,48,Gabbro,Pumice,10,FALSE,4,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,208604,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,222354,614b3d6a4f76b8dfc939adf0,3,5,13733,,,,,,,,"[{""page_index"":0,""viewing_time"":10597},{""page_index"":1,""viewing_time"":3136}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,224340,614b3d6a4f76b8dfc939adf0,3,5,1982,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,229706,614b3d6a4f76b8dfc939adf0,3,5,5362,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",7,class_response,1,train,1,Pumice,Andesite,5,FALSE,8,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,244121,614b3d6a4f76b8dfc939adf0,3,5,14412,,,,,,,,,"<img src= rock_img/I_Andesite_05.jpg style=""width:8cm; height:4.12cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,245880,614b3d6a4f76b8dfc939adf0,3,5,1756,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>",4,class_response,1,train,2,Obsidian,Pegmatite,5,FALSE,5,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,257002,614b3d6a4f76b8dfc939adf0,3,5,11118,,,,,,,,,"<img src= rock_img/I_Pegmatite_05.jpg style=""width:8cm; height:7.300000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,259428,614b3d6a4f76b8dfc939adf0,3,5,2422,,,,,,,,,"<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>",3,class_response,1,train,3,Gabbro,Peridotite,12,FALSE,4,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,268883,614b3d6a4f76b8dfc939adf0,3,5,9452,,,,,,,,,"<img src= rock_img/I_Peridotite_12.jpg style=""width:8cm; height:4.54cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,270516,614b3d6a4f76b8dfc939adf0,3,5,1629,,,,,,,,,"<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",1,class_response,1,train,4,Basalt,Peridotite,8,FALSE,2,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,280426,614b3d6a4f76b8dfc939adf0,3,5,9906,,,,,,,,,"<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,283129,614b3d6a4f76b8dfc939adf0,3,5,2700,,,,,,,,,"<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>",7,class_response,1,train,5,Pumice,Diorite,6,FALSE,8,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,292536,614b3d6a4f76b8dfc939adf0,3,5,9404,,,,,,,,,"<img src= rock_img/I_Diorite_06.jpg style=""width:8cm; height:6.03cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,294280,614b3d6a4f76b8dfc939adf0,3,5,1741,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,1,train,6,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,303993,614b3d6a4f76b8dfc939adf0,3,5,9710,,,,,,,,,"<img src= rock_img/I_Obsidian_02.jpg style=""width:8cm; height:7.51cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,307690,614b3d6a4f76b8dfc939adf0,3,5,3693,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",0,class_response,1,train,7,Andesite,Gabbro,9,FALSE,1,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,316777,614b3d6a4f76b8dfc939adf0,3,5,9084,,,,,,,,,"<img src= rock_img/I_Gabbro_09.jpg style=""width:8cm; height:7.279999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,318330,614b3d6a4f76b8dfc939adf0,3,5,1549,,,,,,,,,"<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>",4,class_response,1,train,8,Obsidian,Obsidian,4,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,320025,614b3d6a4f76b8dfc939adf0,3,5,1692,,,,,,,,,"<img src= rock_img/I_Obsidian_04.jpg style=""width:8cm; height:6.930000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,122,2.0.0,326473,614b3d6a4f76b8dfc939adf0,3,5,6445,,,,,,,,,"<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>",0,class_response,1,train,9,Andesite,Basalt,10,FALSE,1,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,123,2.0.0,335418,614b3d6a4f76b8dfc939adf0,3,5,8940,,,,,,,,,"<img src= rock_img/I_Basalt_10.jpg style=""width:8cm; height:5.85cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,124,2.0.0,337634,614b3d6a4f76b8dfc939adf0,3,5,2212,,,,,,,,,"<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>",2,class_response,1,train,10,Diorite,Pumice,14,FALSE,3,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,125,2.0.0,347193,614b3d6a4f76b8dfc939adf0,3,5,9556,,,,,,,,,"<img src= rock_img/I_Pumice_14.jpg style=""width:8cm; height:6.39cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,126,2.0.0,349826,614b3d6a4f76b8dfc939adf0,3,5,2629,,,,,,,,,"<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",2,class_response,1,train,11,Diorite,Gabbro,11,FALSE,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,127,2.0.0,358978,614b3d6a4f76b8dfc939adf0,3,5,9149,,,,,,,,,"<img src= rock_img/I_Gabbro_11.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,128,2.0.0,365140,614b3d6a4f76b8dfc939adf0,3,5,6158,,,,,,,,,"<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>",1,class_response,1,train,12,Basalt,Andesite,14,FALSE,2,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,129,2.0.0,373330,614b3d6a4f76b8dfc939adf0,3,5,8187,,,,,,,,,"<img src= rock_img/I_Andesite_14.jpg style=""width:8cm; height:5.449999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,130,2.0.0,420418,614b3d6a4f76b8dfc939adf0,3,5,47085,,,,,,,,"[{""page_index"":0,""viewing_time"":3182},{""page_index"":1,""viewing_time"":19966},{""page_index"":2,""viewing_time"":18937},{""page_index"":3,""viewing_time"":5000}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,131,2.0.0,421690,614b3d6a4f76b8dfc939adf0,3,5,1268,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,132,2.0.0,431178,614b3d6a4f76b8dfc939adf0,3,5,,,,,,,,,,,,cat_selection,1,train,1,,,,,,,3,4,9484.7,Diorite,Gabbro,"[0.13372093023255813,0.15697674418604649,0.15697674418604649,0.15697674418604649,0.017441860465116275,0.11046511627906976,0.11046511627906976,0.15697674418604649]","[0.049806894605324184,0.15310934749349175,null,0.06449552082410676,0.058897754793242864,0.3758023209963254,0.2586817606225214,0.039206400664987484]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,133,1.0.0,489040,614b3d6a4f76b8dfc939adf0,3,5,,,,,,,,,,,,paired_cat_display,1,train,1,,,,,,,,,13452.3,,,,,Has a snowflake like pattern with varying colors,Looks grainy and cragged,44406.9,,,,,,,
,,,,,,,,,,,html-button-response,134,2.0.0,491610,614b3d6a4f76b8dfc939adf0,3,5,,,,,,,,,,,,cat_selection,1,train,2,,,,,,,3,7,2566.6,Diorite,Peridotite,"[0.13372093023255813,0.15697674418604649,0.15697674418604649,0.15697674418604649,0.017441860465116275,0.11046511627906976,0.11046511627906976,0.15697674418604649]","[0.049806894605324184,0.15310934749349175,null,0.06449552082410676,0.058897754793242864,0.3758023209963254,0.2586817606225214,0.039206400664987484]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,135,1.0.0,530768,614b3d6a4f76b8dfc939adf0,3,5,,,,,,,,,,,,paired_cat_display,1,train,2,,,,,,,,,12076.6,,,,,has snowflake like patterns,,27079.3,has a greenish hue,,,,,,
,,,,,,,,,,,html-button-response,136,2.0.0,533059,614b3d6a4f76b8dfc939adf0,3,5,,,,,,,,,,,,cat_selection,1,train,3,,,,,,,2,8,2286.2,Basalt,Pumice,"[0.13372093023255813,0.15697674418604649,0.15697674418604649,0.15697674418604649,0.017441860465116275,0.11046511627906976,0.11046511627906976,0.15697674418604649]","[0.1608448395161266,null,0.25296470987940856,0.05546724245954847,0.05948719634204867,0.04470675984477516,0.26533926488639786,0.1611899870716948]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,137,1.0.0,581846,614b3d6a4f76b8dfc939adf0,3,5,,,,,,,,,,,,paired_cat_display,1,train,3,,,,,,,,,13596,,,,,,,35190,,Usually dark in color,has circular shaped holes,,,,
,,,,,,,,,,,instructions,138,2.0.0,594506,614b3d6a4f76b8dfc939adf0,3,5,12656,,,,,,,,"[{""page_index"":0,""viewing_time"":3568},{""page_index"":1,""viewing_time"":9088}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,139,2.0.0,595986,614b3d6a4f76b8dfc939adf0,3,5,1477,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,140,2.0.0,616010,614b3d6a4f76b8dfc939adf0,3,5,20019,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,1,test,1,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,141,2.0.0,616513,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,142,2.0.0,644970,614b3d6a4f76b8dfc939adf0,3,5,28453,,,,,,,,,"<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>",4,class_response,1,test,2,Obsidian,Obsidian,7,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,2.0.0,645472,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,144,2.0.0,647468,614b3d6a4f76b8dfc939adf0,3,5,1992,,,,,,,,,"<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>",7,class_response,1,test,3,Pumice,Pumice,6,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,145,2.0.0,647974,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,146,2.0.0,663459,614b3d6a4f76b8dfc939adf0,3,5,15481,,,,,,,,,"<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",1,class_response,1,test,4,Basalt,Gabbro,16,FALSE,2,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,147,2.0.0,663960,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,148,2.0.0,672737,614b3d6a4f76b8dfc939adf0,3,5,8774,,,,,,,,,"<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>",3,class_response,1,test,5,Gabbro,Basalt,11,FALSE,4,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,2.0.0,673244,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,150,2.0.0,676791,614b3d6a4f76b8dfc939adf0,3,5,3545,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",6,class_response,1,test,6,Peridotite,Peridotite,7,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,151,2.0.0,677306,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,152,2.0.0,678794,614b3d6a4f76b8dfc939adf0,3,5,1483,,,,,,,,,"<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>",4,class_response,1,test,7,Obsidian,Obsidian,10,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,153,2.0.0,679308,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,154,2.0.0,689794,614b3d6a4f76b8dfc939adf0,3,5,10482,,,,,,,,,"<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>",7,class_response,1,test,8,Pumice,Pumice,13,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,2.0.0,690296,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,156,2.0.0,692617,614b3d6a4f76b8dfc939adf0,3,5,2317,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",6,class_response,1,test,9,Peridotite,Peridotite,6,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,157,2.0.0,693118,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,158,2.0.0,694459,614b3d6a4f76b8dfc939adf0,3,5,1337,,,,,,,,,"<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",6,class_response,1,test,10,Peridotite,Peridotite,15,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,159,2.0.0,694964,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,160,2.0.0,709314,614b3d6a4f76b8dfc939adf0,3,5,14345,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",2,class_response,1,test,11,Diorite,Gabbro,1,FALSE,3,4,,,,,,,,,,,,,,,,,
