width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Andesite,text_Diorite,time_resp,text_Basalt,text_Pumice,text_Gabbro,text_Peridotite,time_fb1,time_fb2,text_Pegmatite
,,,,,,,,,,,html-button-response,87,2.0.0,84367,562a8b949e2b900012006e88,3,10,496,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",6,class_response,0,test,41,Peridotite,Peridotite,16,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,88,2.0.0,84869,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,41,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,89,2.0.0,85865,562a8b949e2b900012006e88,3,10,993,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",2,class_response,0,test,42,Diorite,Diorite,7,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,90,2.0.0,86368,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,42,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,91,2.0.0,87105,562a8b949e2b900012006e88,3,10,735,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",3,class_response,0,test,43,Gabbro,Peridotite,5,FALSE,4,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,92,2.0.0,87608,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,88074,562a8b949e2b900012006e88,3,10,465,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",1,class_response,0,test,44,Basalt,Gabbro,3,FALSE,2,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,88576,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,89411,562a8b949e2b900012006e88,3,10,833,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",5,class_response,0,test,45,Pegmatite,Peridotite,14,FALSE,6,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,89913,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,91040,562a8b949e2b900012006e88,3,10,1125,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",2,class_response,0,test,46,Diorite,Gabbro,1,FALSE,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,91543,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,92514,562a8b949e2b900012006e88,3,10,969,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,0,test,47,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,93016,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,94252,562a8b949e2b900012006e88,3,10,1233,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",6,class_response,0,test,48,Peridotite,Basalt,2,FALSE,7,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,94755,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,109049,562a8b949e2b900012006e88,3,10,14261,,,,,,,,"[{""page_index"":0,""viewing_time"":9393},{""page_index"":1,""viewing_time"":4868}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,112044,562a8b949e2b900012006e88,3,10,2993,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,114120,562a8b949e2b900012006e88,3,10,2073,,,,,,,,,"<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>",4,class_response,1,train,1,Obsidian,Obsidian,4,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,115375,562a8b949e2b900012006e88,3,10,1252,,,,,,,,,"<img src= rock_img/I_Obsidian_04.jpg style=""width:8cm; height:6.930000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,116961,562a8b949e2b900012006e88,3,10,1584,,,,,,,,,"<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",0,class_response,1,train,2,Andesite,Gabbro,11,FALSE,1,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,119718,562a8b949e2b900012006e88,3,10,2752,,,,,,,,,"<img src= rock_img/I_Gabbro_11.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,121340,562a8b949e2b900012006e88,3,10,1618,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,1,train,3,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,122365,562a8b949e2b900012006e88,3,10,1024,,,,,,,,,"<img src= rock_img/I_Pumice_02.jpg style=""width:8cm; height:7.3999999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,124038,562a8b949e2b900012006e88,3,10,1671,,,,,,,,,"<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",6,class_response,1,train,4,Peridotite,Gabbro,16,FALSE,7,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,130640,562a8b949e2b900012006e88,3,10,6600,,,,,,,,,"<img src= rock_img/I_Gabbro_16.jpg style=""width:8cm; height:6.44cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,132955,562a8b949e2b900012006e88,3,10,2312,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",5,class_response,1,train,5,Pegmatite,Andesite,5,FALSE,6,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,135892,562a8b949e2b900012006e88,3,10,2936,,,,,,,,,"<img src= rock_img/I_Andesite_05.jpg style=""width:8cm; height:4.12cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,137615,562a8b949e2b900012006e88,3,10,1720,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>",6,class_response,1,train,6,Peridotite,Pegmatite,9,FALSE,7,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,141193,562a8b949e2b900012006e88,3,10,3576,,,,,,,,,"<img src= rock_img/I_Pegmatite_09.jpg style=""width:8cm; height:4.03cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,142938,562a8b949e2b900012006e88,3,10,1743,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",1,class_response,1,train,7,Basalt,Basalt,16,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,144604,562a8b949e2b900012006e88,3,10,1664,,,,,,,,,"<img src= rock_img/I_Basalt_16.jpg style=""width:8cm; height:7.659999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,145918,562a8b949e2b900012006e88,3,10,1312,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",4,class_response,1,train,8,Obsidian,Obsidian,6,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,146694,562a8b949e2b900012006e88,3,10,774,,,,,,,,,"<img src= rock_img/I_Obsidian_06.jpg style=""width:8cm; height:6.8cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,122,2.0.0,148905,562a8b949e2b900012006e88,3,10,2208,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>",2,class_response,1,train,9,Diorite,Pegmatite,11,FALSE,3,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,123,2.0.0,151138,562a8b949e2b900012006e88,3,10,2231,,,,,,,,,"<img src= rock_img/I_Pegmatite_11.jpg style=""width:8cm; height:8.14cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,124,2.0.0,153629,562a8b949e2b900012006e88,3,10,2488,,,,,,,,,"<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>",7,class_response,1,train,10,Pumice,Basalt,11,FALSE,8,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,125,2.0.0,155062,562a8b949e2b900012006e88,3,10,1431,,,,,,,,,"<img src= rock_img/I_Basalt_11.jpg style=""width:8cm; height:5.359999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,126,2.0.0,156839,562a8b949e2b900012006e88,3,10,1775,,,,,,,,,"<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>",0,class_response,1,train,11,Andesite,Diorite,11,FALSE,1,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,127,2.0.0,158720,562a8b949e2b900012006e88,3,10,1879,,,,,,,,,"<img src= rock_img/I_Diorite_11.jpg style=""width:8cm; height:7.11cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,128,2.0.0,161824,562a8b949e2b900012006e88,3,10,3101,,,,,,,,,"<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>",5,class_response,1,train,12,Pegmatite,Peridotite,2,FALSE,6,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,129,2.0.0,163737,562a8b949e2b900012006e88,3,10,1911,,,,,,,,,"<img src= rock_img/I_Peridotite_02.jpg style=""width:8cm; height:5.859999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,130,2.0.0,193317,562a8b949e2b900012006e88,3,10,29545,,,,,,,,"[{""page_index"":0,""viewing_time"":3969},{""page_index"":1,""viewing_time"":6445},{""page_index"":2,""viewing_time"":15019},{""page_index"":3,""viewing_time"":4112}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,131,2.0.0,194440,562a8b949e2b900012006e88,3,10,1119,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,132,2.0.0,199931,562a8b949e2b900012006e88,3,10,,,,,,,,,,,,cat_selection,1,train,1,,,,,,,1,3,5485.5,Andesite,Diorite,"[0.14743589743589744,0.17307692307692307,0.1217948717948718,0.17307692307692307,0.044871794871794865,0.14743589743589744,0.14743589743589744,0.044871794871794865]","[null,0.1794521732276786,0.1686555262550608,0.17897340788681138,0.059552545971136045,0.16927108169331864,0.05783289903251094,0.18626236593348366]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,133,1.0.0,344624,562a8b949e2b900012006e88,3,10,,,,,,,,,,,,paired_cat_display,1,train,1,,,,,,,,,21370.9,,,,,Closely resembles granite and has a grey color to it. There are lighter areas but never completely white.,Has 2 distinctive colors often contrasting light/dark. Has notable sploches and lighter color seems to be the majority.,123303.3,,,,,,,
,,,,,,,,,,,html-button-response,134,2.0.0,349775,562a8b949e2b900012006e88,3,10,,,,,,,,,,,,cat_selection,1,train,2,,,,,,,2,8,5149.1,Basalt,Pumice,"[0.14743589743589744,0.17307692307692307,0.1217948717948718,0.17307692307692307,0.044871794871794865,0.14743589743589744,0.14743589743589744,0.044871794871794865]","[0.05710161764915082,null,0.14922148801243276,0.05546724245954846,0.16323041820902442,0.04470675984477515,0.2653392648863978,0.2649332089386705]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,135,1.0.0,443763,562a8b949e2b900012006e88,3,10,,,,,,,,,,,,paired_cat_display,1,train,2,,,,,,,,,6272.6,,,,,,,87701.2,Resembles a type of sandstone with grain. It has darker colors compared to Pumice. It has sharper edges.,Resembles volcanic lava rock and is very light compared to Basalt. It has rougher grain and rounded edges.,,,,,
,,,,,,,,,,,html-button-response,136,2.0.0,446200,562a8b949e2b900012006e88,3,10,,,,,,,,,,,,cat_selection,1,train,3,,,,,,,4,7,2429.8,Gabbro,Peridotite,"[0.14743589743589744,0.17307692307692307,0.1217948717948718,0.17307692307692307,0.044871794871794865,0.14743589743589744,0.14743589743589744,0.044871794871794865]","[0.05299216556457884,0.25941420425132217,0.3668543329340478,null,0.062030104849355464,0.05314422342846572,0.15961498322891243,0.04594998574331756]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,137,1.0.0,538678,562a8b949e2b900012006e88,3,10,,,,,,,,,,,,paired_cat_display,1,train,3,,,,,,,,,6390,,,,,,,86078.1,,,Has a darker color overall and can have blocky sharp edges. It resembles granite and is darker than Peridotite.,It also resembles granite but is lighter in color. There is also some yellow/green present in some. It has grainy edges.,,,
,,,,,,,,,,,instructions,138,2.0.0,548469,562a8b949e2b900012006e88,3,10,9788,,,,,,,,"[{""page_index"":0,""viewing_time"":3575},{""page_index"":1,""viewing_time"":6213}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,139,2.0.0,550070,562a8b949e2b900012006e88,3,10,1599,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,140,2.0.0,556588,562a8b949e2b900012006e88,3,10,6515,,,,,,,,,"<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>",3,class_response,1,test,1,Gabbro,Basalt,1,FALSE,4,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,141,2.0.0,557090,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,142,2.0.0,558526,562a8b949e2b900012006e88,3,10,1433,,,,,,,,,"<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>",4,class_response,1,test,2,Obsidian,Obsidian,9,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,2.0.0,559028,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,144,2.0.0,565235,562a8b949e2b900012006e88,3,10,6205,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",5,class_response,1,test,3,Pegmatite,Basalt,2,FALSE,6,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,145,2.0.0,565738,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,146,2.0.0,567174,562a8b949e2b900012006e88,3,10,1434,,,,,,,,,"<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>",1,class_response,1,test,4,Basalt,Pumice,13,FALSE,2,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,147,2.0.0,567676,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,148,2.0.0,572292,562a8b949e2b900012006e88,3,10,4614,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",2,class_response,1,test,5,Diorite,Gabbro,9,FALSE,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,2.0.0,572795,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,150,2.0.0,574167,562a8b949e2b900012006e88,3,10,1370,,,,,,,,,"<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>",7,class_response,1,test,6,Pumice,Pumice,4,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,151,2.0.0,574669,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,152,2.0.0,578105,562a8b949e2b900012006e88,3,10,3434,,,,,,,,,"<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>",6,class_response,1,test,7,Peridotite,Peridotite,13,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,153,2.0.0,578608,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,154,2.0.0,582429,562a8b949e2b900012006e88,3,10,3819,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",3,class_response,1,test,8,Gabbro,Basalt,9,FALSE,4,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,2.0.0,582931,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,156,2.0.0,584526,562a8b949e2b900012006e88,3,10,1593,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",2,class_response,1,test,9,Diorite,Diorite,7,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,157,2.0.0,585029,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,158,2.0.0,589002,562a8b949e2b900012006e88,3,10,3971,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,test,10,Peridotite,Peridotite,16,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,159,2.0.0,589504,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,160,2.0.0,592684,562a8b949e2b900012006e88,3,10,3178,,,,,,,,,"<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>",2,class_response,1,test,11,Diorite,Diorite,9,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,161,2.0.0,593187,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,162,2.0.0,594270,562a8b949e2b900012006e88,3,10,1081,,,,,,,,,"<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>",4,class_response,1,test,12,Obsidian,Obsidian,11,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,163,2.0.0,594773,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,164,2.0.0,596599,562a8b949e2b900012006e88,3,10,1824,,,,,,,,,"<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",0,class_response,1,test,13,Andesite,Andesite,16,TRUE,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,165,2.0.0,597102,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,166,2.0.0,598481,562a8b949e2b900012006e88,3,10,1376,,,,,,,,,"<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>",7,class_response,1,test,14,Pumice,Pumice,6,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,2.0.0,598984,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,14,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,168,2.0.0,600371,562a8b949e2b900012006e88,3,10,1384,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",6,class_response,1,test,15,Peridotite,Pegmatite,10,FALSE,7,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,169,2.0.0,600873,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,170,2.0.0,602068,562a8b949e2b900012006e88,3,10,1193,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,1,test,16,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,171,2.0.0,602570,562a8b949e2b900012006e88,3,10,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,16,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,172,2.0.0,606345,562a8b949e2b900012006e88,3,10,3773,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",5,class_response,1,test,17,Pegmatite,Andesite,11,FALSE,6,1,,,,,,,,,,,,,,,,,
