width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Basalt,text_Gabbro,time_resp,text_Andesite,text_Obsidian,text_Diorite,text_Pegmatite,time_fb1,time_fb2,text_Peridotite
,,,,,,,,,,,html-button-response,87,2.0.0,764710,5b233660648d5b0001b7de87,3,33,7566,,,,,,,,,"<img src= ""rock_img/I_Peridotite_04.jpg"" style=""width:8cm; height:6.680000000000001cm;""><p>What type of rock is this?</p>",4,class_response,0,test,41,Obsidian,Peridotite,4,FALSE,5,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,88,2.0.0,765218,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,41,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,89,2.0.0,767494,5b233660648d5b0001b7de87,3,33,2271,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",1,class_response,0,test,42,Basalt,Obsidian,6,FALSE,2,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,90,2.0.0,767998,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,42,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,91,2.0.0,769561,5b233660648d5b0001b7de87,3,33,1555,,,,,,,,,"<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>",2,class_response,0,test,43,Diorite,Peridotite,13,FALSE,3,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,92,2.0.0,770078,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,772696,5b233660648d5b0001b7de87,3,33,2613,,,,,,,,,"<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>",6,class_response,0,test,44,Peridotite,Basalt,10,FALSE,7,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,773209,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,775855,5b233660648d5b0001b7de87,3,33,2638,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",3,class_response,0,test,45,Gabbro,Pumice,2,FALSE,4,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,776371,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,778562,5b233660648d5b0001b7de87,3,33,2186,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>",5,class_response,0,test,46,Pegmatite,Pegmatite,12,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,779065,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,782194,5b233660648d5b0001b7de87,3,33,3127,,,,,,,,,"<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>",2,class_response,0,test,47,Diorite,Andesite,6,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,782707,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,784640,5b233660648d5b0001b7de87,3,33,1930,,,,,,,,,"<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>",5,class_response,0,test,48,Pegmatite,Obsidian,5,FALSE,6,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,785155,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,843711,5b233660648d5b0001b7de87,3,33,58508,,,,,,,,"[{""page_index"":0,""viewing_time"":55941},{""page_index"":1,""viewing_time"":2567}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,847036,5b233660648d5b0001b7de87,3,33,3319,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,850379,5b233660648d5b0001b7de87,3,33,3336,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",1,class_response,1,train,1,Basalt,Basalt,2,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,853233,5b233660648d5b0001b7de87,3,33,2850,,,,,,,,,"<img src= rock_img/I_Basalt_02.jpg style=""width:8cm; height:6.45cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,861838,5b233660648d5b0001b7de87,3,33,8598,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",5,class_response,1,train,2,Pegmatite,Gabbro,1,FALSE,6,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,863950,5b233660648d5b0001b7de87,3,33,2107,,,,,,,,,"<img src= rock_img/I_Gabbro_01.jpg style=""width:8cm; height:5.21cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,869818,5b233660648d5b0001b7de87,3,33,5865,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,1,train,3,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,873246,5b233660648d5b0001b7de87,3,33,3425,,,,,,,,,"<img src= rock_img/I_Obsidian_14.jpg style=""width:8cm; height:7.64cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,879670,5b233660648d5b0001b7de87,3,33,6421,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",0,class_response,1,train,4,Andesite,Diorite,7,FALSE,1,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,881651,5b233660648d5b0001b7de87,3,33,1976,,,,,,,,,"<img src= rock_img/I_Diorite_07.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,884234,5b233660648d5b0001b7de87,3,33,2578,,,,,,,,,"<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>",6,class_response,1,train,5,Peridotite,Peridotite,12,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,888463,5b233660648d5b0001b7de87,3,33,4226,,,,,,,,,"<img src= rock_img/I_Peridotite_12.jpg style=""width:8cm; height:4.54cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,891277,5b233660648d5b0001b7de87,3,33,2811,,,,,,,,,"<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>",3,class_response,1,train,6,Gabbro,Pumice,16,FALSE,4,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,893036,5b233660648d5b0001b7de87,3,33,1757,,,,,,,,,"<img src= rock_img/I_Pumice_16.jpg style=""width:8cm; height:6.79cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,895994,5b233660648d5b0001b7de87,3,33,2951,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>",6,class_response,1,train,7,Peridotite,Pegmatite,11,FALSE,7,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,897542,5b233660648d5b0001b7de87,3,33,1543,,,,,,,,,"<img src= rock_img/I_Pegmatite_11.jpg style=""width:8cm; height:8.14cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,900404,5b233660648d5b0001b7de87,3,33,2855,,,,,,,,,"<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>",5,class_response,1,train,8,Pegmatite,Obsidian,4,FALSE,6,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,901585,5b233660648d5b0001b7de87,3,33,1176,,,,,,,,,"<img src= rock_img/I_Obsidian_04.jpg style=""width:8cm; height:6.930000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,122,2.0.0,908838,5b233660648d5b0001b7de87,3,33,7250,,,,,,,,,"<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>",0,class_response,1,train,9,Andesite,Pumice,8,FALSE,1,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,123,2.0.0,911086,5b233660648d5b0001b7de87,3,33,2243,,,,,,,,,"<img src= rock_img/I_Pumice_08.jpg style=""width:8cm; height:6.67cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,124,2.0.0,912941,5b233660648d5b0001b7de87,3,33,1849,,,,,,,,,"<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>",2,class_response,1,train,10,Diorite,Andesite,4,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,125,2.0.0,914586,5b233660648d5b0001b7de87,3,33,1641,,,,,,,,,"<img src= rock_img/I_Andesite_04.jpg style=""width:8cm; height:5.96cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,126,2.0.0,918508,5b233660648d5b0001b7de87,3,33,3915,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",3,class_response,1,train,11,Gabbro,Pegmatite,7,FALSE,4,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,127,2.0.0,920340,5b233660648d5b0001b7de87,3,33,1829,,,,,,,,,"<img src= rock_img/I_Pegmatite_07.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,128,2.0.0,926902,5b233660648d5b0001b7de87,3,33,6560,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",4,class_response,1,train,12,Obsidian,Basalt,9,FALSE,5,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,129,2.0.0,928354,5b233660648d5b0001b7de87,3,33,1449,,,,,,,,,"<img src= rock_img/I_Basalt_09.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,130,2.0.0,966096,5b233660648d5b0001b7de87,3,33,37740,,,,,,,,"[{""page_index"":0,""viewing_time"":3952},{""page_index"":1,""viewing_time"":2903},{""page_index"":2,""viewing_time"":9636},{""page_index"":3,""viewing_time"":21248}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,131,2.0.0,970199,5b233660648d5b0001b7de87,3,33,4095,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,132,2.0.0,972149,5b233660648d5b0001b7de87,3,33,,,,,,,,,,,,cat_selection,1,train,1,,,,,,,2,4,1943.4,Basalt,Gabbro,"[0.13775510204081634,0.13775510204081634,0.13775510204081634,0.13775510204081634,0.13775510204081634,0.07653061224489796,0.11734693877551022,0.11734693877551022]","[0.057101617649150824,null,0.1492214880124328,0.2629536861935,0.16323041820902445,0.04470675984477516,0.26533926488639786,0.057446765204719016]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,133,1.0.0,1219521,5b233660648d5b0001b7de87,3,33,,,,,,,,,,,,paired_cat_display,1,train,1,,,,,,,,,8226,,,,,rough square Dark,"bumpy, rough chippy ",239125.4,,,,,,,
,,,,,,,,,,,html-button-response,134,2.0.0,1224892,5b233660648d5b0001b7de87,3,33,,,,,,,,,,,,cat_selection,1,train,2,,,,,,,1,5,5368.3,Andesite,Obsidian,"[0.13775510204081634,0.13775510204081634,0.13775510204081634,0.13775510204081634,0.13775510204081634,0.07653061224489796,0.11734693877551022,0.11734693877551022]","[null,0.05496030698730767,0.2516501037486414,0.05448154164644045,0.1632957678381118,0.25226565918689925,0.05783289903251094,0.16551372156008848]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,135,1.0.0,1338038,5b233660648d5b0001b7de87,3,33,,,,,,,,,,,,paired_cat_display,1,train,2,,,,,,,,,10022.5,,,,,,,103116.8,bumpy grey chippy,shinny dark trapazoid,,,,,
,,,,,,,,,,,html-button-response,136,2.0.0,1341628,5b233660648d5b0001b7de87,3,33,,,,,,,,,,,,cat_selection,1,train,3,,,,,,,3,6,3586.8,Diorite,Pegmatite,"[0.13775510204081634,0.13775510204081634,0.13775510204081634,0.13775510204081634,0.13775510204081634,0.07653061224489796,0.11734693877551022,0.11734693877551022]","[0.15355011647229994,0.15310934749349178,null,0.06449552082410677,0.16264097666021862,0.27205909912934967,0.1549385387555457,0.03920640066498749]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,137,1.0.0,1561031,5b233660648d5b0001b7de87,3,33,,,,,,,,,,,,paired_cat_display,1,train,3,,,,,,,,,11923.1,,,,,,,207474.3,,,rough grey chips,round rough two tone,,,
,,,,,,,,,,,instructions,138,2.0.0,1680791,5b233660648d5b0001b7de87,3,33,119755,,,,,,,,"[{""page_index"":0,""viewing_time"":46961},{""page_index"":1,""viewing_time"":72794}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,139,2.0.0,1698372,5b233660648d5b0001b7de87,3,33,17574,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,140,2.0.0,1701320,5b233660648d5b0001b7de87,3,33,2943,,,,,,,,,"<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>",1,class_response,1,test,1,Basalt,Obsidian,5,FALSE,2,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,141,2.0.0,1701834,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,142,2.0.0,1718081,5b233660648d5b0001b7de87,3,33,16238,,,,,,,,,"<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>",6,class_response,1,test,2,Peridotite,Basalt,6,FALSE,7,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,2.0.0,1718599,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,144,2.0.0,1724993,5b233660648d5b0001b7de87,3,33,6389,,,,,,,,,"<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>",2,class_response,1,test,3,Diorite,Diorite,14,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,145,2.0.0,1725508,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,146,2.0.0,1728679,5b233660648d5b0001b7de87,3,33,3166,,,,,,,,,"<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>",7,class_response,1,test,4,Pumice,Peridotite,13,FALSE,8,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,147,2.0.0,1729191,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,148,2.0.0,1731649,5b233660648d5b0001b7de87,3,33,2450,,,,,,,,,"<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>",4,class_response,1,test,5,Obsidian,Basalt,10,FALSE,5,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,2.0.0,1732168,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,150,2.0.0,1737995,5b233660648d5b0001b7de87,3,33,5822,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",0,class_response,1,test,6,Andesite,Pegmatite,6,FALSE,1,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,151,2.0.0,1738499,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,152,2.0.0,1740281,5b233660648d5b0001b7de87,3,33,1777,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",6,class_response,1,test,7,Peridotite,Gabbro,3,FALSE,7,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,153,2.0.0,1740795,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,154,2.0.0,1746786,5b233660648d5b0001b7de87,3,33,5993,,,,,,,,,"<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>",7,class_response,1,test,8,Pumice,Pumice,3,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,2.0.0,1747290,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,156,2.0.0,1749771,5b233660648d5b0001b7de87,3,33,2476,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",1,class_response,1,test,9,Basalt,Diorite,15,FALSE,2,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,157,2.0.0,1750276,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,158,2.0.0,1755559,5b233660648d5b0001b7de87,3,33,5277,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",0,class_response,1,test,10,Andesite,Obsidian,6,FALSE,1,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,159,2.0.0,1756074,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,160,2.0.0,1757905,5b233660648d5b0001b7de87,3,33,1826,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",0,class_response,1,test,11,Andesite,Obsidian,16,FALSE,1,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,161,2.0.0,1758421,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,162,2.0.0,1760127,5b233660648d5b0001b7de87,3,33,1702,,,,,,,,,"<img src= ""rock_img/I_Peridotite_04.jpg"" style=""width:8cm; height:6.680000000000001cm;""><p>What type of rock is this?</p>",5,class_response,1,test,12,Pegmatite,Peridotite,4,FALSE,6,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,163,2.0.0,1760637,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,164,2.0.0,1762727,5b233660648d5b0001b7de87,3,33,2085,,,,,,,,,"<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>",0,class_response,1,test,13,Andesite,Obsidian,9,FALSE,1,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,165,2.0.0,1763234,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,166,2.0.0,1768417,5b233660648d5b0001b7de87,3,33,5175,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,test,14,Peridotite,Pegmatite,3,FALSE,7,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,2.0.0,1768923,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,14,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,168,2.0.0,1772100,5b233660648d5b0001b7de87,3,33,3174,,,,,,,,,"<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>",5,class_response,1,test,15,Pegmatite,Basalt,8,FALSE,6,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,169,2.0.0,1772603,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,170,2.0.0,1776187,5b233660648d5b0001b7de87,3,33,3582,,,,,,,,,"<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>",7,class_response,1,test,16,Pumice,Pumice,14,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,171,2.0.0,1776697,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,16,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,172,2.0.0,1778612,5b233660648d5b0001b7de87,3,33,1912,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",5,class_response,1,test,17,Pegmatite,Peridotite,5,FALSE,6,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,173,2.0.0,1779123,5b233660648d5b0001b7de87,3,33,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,17,,,,,,,,,,,,,,,,,,,,,,,
