width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Pegmatite,text_Andesite,time_obs,time_resp,text_Peridotite,text_Gabbro,time_fb1,time_fb2,text_Diorite,text_Pumice
,,,,,,,,,,,html-keyboard-response,183,2.0.0,1108326,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,22,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,184,2.0.0,1110245,66293ce3dba0764775195e58,4,50,1918,,,,,,,,,"<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>",4,class_response,1,test,23,Obsidian,Obsidian,5,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,185,2.0.0,1110750,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,23,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,186,2.0.0,1111539,66293ce3dba0764775195e58,4,50,787,,,,,,,,,"<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>",4,class_response,1,test,24,Obsidian,Obsidian,10,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,187,2.0.0,1112055,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,24,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,188,2.0.0,1113711,66293ce3dba0764775195e58,4,50,1654,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",1,class_response,1,test,25,Basalt,Basalt,9,TRUE,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,189,2.0.0,1114227,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,25,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,190,2.0.0,1118935,66293ce3dba0764775195e58,4,50,4706,,,,,,,,,"<img src= ""rock_img/I_Diorite_02.jpg"" style=""width:8cm; height:6.27cm;""><p>What type of rock is this?</p>",2,class_response,1,test,26,Diorite,Diorite,2,TRUE,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,191,2.0.0,1119449,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,26,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,192,2.0.0,1121094,66293ce3dba0764775195e58,4,50,1642,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>",5,class_response,1,test,27,Pegmatite,Pegmatite,9,TRUE,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,193,2.0.0,1121607,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,27,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,194,2.0.0,1127552,66293ce3dba0764775195e58,4,50,5944,,,,,,,,,"<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",5,class_response,1,test,28,Pegmatite,Peridotite,15,FALSE,6,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,195,2.0.0,1128055,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,28,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,196,2.0.0,1135763,66293ce3dba0764775195e58,4,50,7707,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",6,class_response,1,test,29,Peridotite,Gabbro,8,FALSE,7,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,197,2.0.0,1136273,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,29,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,198,2.0.0,1142332,66293ce3dba0764775195e58,4,50,6056,,,,,,,,,"<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>",6,class_response,1,test,30,Peridotite,Andesite,6,FALSE,7,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,199,2.0.0,1142840,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,30,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,200,2.0.0,1147405,66293ce3dba0764775195e58,4,50,4562,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",3,class_response,1,test,31,Gabbro,Gabbro,3,TRUE,4,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,201,2.0.0,1147915,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,31,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,202,2.0.0,1149589,66293ce3dba0764775195e58,4,50,1672,,,,,,,,,"<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>",1,class_response,1,test,32,Basalt,Basalt,1,TRUE,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,203,2.0.0,1150099,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,32,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,204,2.0.0,1154285,66293ce3dba0764775195e58,4,50,4185,,,,,,,,,"<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>",2,class_response,1,test,33,Diorite,Diorite,9,TRUE,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,205,2.0.0,1154789,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,33,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,206,2.0.0,1158424,66293ce3dba0764775195e58,4,50,3633,,,,,,,,,"<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",0,class_response,1,test,34,Andesite,Gabbro,11,FALSE,1,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,207,2.0.0,1158935,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,34,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,208,2.0.0,1160602,66293ce3dba0764775195e58,4,50,1665,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,1,test,35,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,209,2.0.0,1161105,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,35,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,210,2.0.0,1169287,66293ce3dba0764775195e58,4,50,8180,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",2,class_response,1,test,36,Diorite,Diorite,12,TRUE,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,211,2.0.0,1169791,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,36,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,212,2.0.0,1173353,66293ce3dba0764775195e58,4,50,3560,,,,,,,,,"<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>",1,class_response,1,test,37,Basalt,Basalt,8,TRUE,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,213,2.0.0,1173868,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,37,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,214,2.0.0,1177388,66293ce3dba0764775195e58,4,50,3519,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",5,class_response,1,test,38,Pegmatite,Pegmatite,3,TRUE,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,215,2.0.0,1177892,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,38,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,216,2.0.0,1180799,66293ce3dba0764775195e58,4,50,2905,,,,,,,,,"<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>",7,class_response,1,test,39,Pumice,Pumice,14,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,217,2.0.0,1181312,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,39,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,218,2.0.0,1182774,66293ce3dba0764775195e58,4,50,1459,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,1,test,40,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,219,2.0.0,1183285,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,40,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,220,2.0.0,1193820,66293ce3dba0764775195e58,4,50,10534,,,,,,,,,"<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",6,class_response,1,test,41,Peridotite,Gabbro,5,FALSE,7,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,221,2.0.0,1194330,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,41,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,222,2.0.0,1199777,66293ce3dba0764775195e58,4,50,5446,,,,,,,,,"<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>",6,class_response,1,test,42,Peridotite,Peridotite,10,TRUE,7,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,223,2.0.0,1200282,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,42,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,224,2.0.0,1206654,66293ce3dba0764775195e58,4,50,6369,,,,,,,,,"<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>",0,class_response,1,test,43,Andesite,Peridotite,13,FALSE,1,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,225,2.0.0,1207156,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,43,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,226,2.0.0,1209168,66293ce3dba0764775195e58,4,50,2011,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>",5,class_response,1,test,44,Pegmatite,Pegmatite,5,TRUE,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,227,2.0.0,1209679,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,44,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,228,2.0.0,1226170,66293ce3dba0764775195e58,4,50,16489,,,,,,,,,"<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>",0,class_response,1,test,45,Andesite,Andesite,1,TRUE,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,229,2.0.0,1226676,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,45,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,230,2.0.0,1231187,66293ce3dba0764775195e58,4,50,4510,,,,,,,,,"<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>",7,class_response,1,test,46,Pumice,Pumice,15,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,231,2.0.0,1231690,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,46,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,232,2.0.0,1233058,66293ce3dba0764775195e58,4,50,1366,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",5,class_response,1,test,47,Pegmatite,Pegmatite,7,TRUE,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,233,2.0.0,1233564,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,47,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,234,2.0.0,1234962,66293ce3dba0764775195e58,4,50,1396,,,,,,,,,"<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>",7,class_response,1,test,48,Pumice,Pumice,16,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,235,2.0.0,1235464,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,48,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,236,2.0.0,1271604,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,cycle_feedback,,,,,,,,,,,,,,,,,,,,,,13977.2,22148.9,,
,,,,,,,,,,,html-button-response,238,2.0.0,1273239,66293ce3dba0764775195e58,4,50,1634,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,240,2.0.0,1283653,66293ce3dba0764775195e58,4,50,10413,,,,,,,,,"<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>",2,class_response,2,train,1,Diorite,Gabbro,13,FALSE,3,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,241,2.0.0,1285491,66293ce3dba0764775195e58,4,50,1837,,,,,,,,,"<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,2,train,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,242,2.0.0,1287174,66293ce3dba0764775195e58,4,50,1682,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,2,train,2,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,243,2.0.0,1288509,66293ce3dba0764775195e58,4,50,1334,,,,,,,,,"<img src= rock_img/I_Pumice_02.jpg style=""width:8cm; height:7.3999999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,2,train,2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,244,2.0.0,1290099,66293ce3dba0764775195e58,4,50,1589,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",0,class_response,2,train,3,Andesite,Peridotite,7,FALSE,1,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,245,2.0.0,1291506,66293ce3dba0764775195e58,4,50,1406,,,,,,,,,"<img src= rock_img/I_Peridotite_07.jpg style=""width:8cm; height:4.83cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,2,train,3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,246,2.0.0,1293512,66293ce3dba0764775195e58,4,50,2004,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",5,class_response,2,train,4,Pegmatite,Pegmatite,10,TRUE,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,247,2.0.0,1294907,66293ce3dba0764775195e58,4,50,1394,,,,,,,,,"<img src= rock_img/I_Pegmatite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,2,train,4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,248,2.0.0,1296517,66293ce3dba0764775195e58,4,50,1608,,,,,,,,,"<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>",7,class_response,2,train,5,Pumice,Pumice,6,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,249,2.0.0,1297642,66293ce3dba0764775195e58,4,50,1124,,,,,,,,,"<img src= rock_img/I_Pumice_06.jpg style=""width:8cm; height:6.9399999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,2,train,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,250,2.0.0,1299173,66293ce3dba0764775195e58,4,50,1530,,,,,,,,,"<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>",4,class_response,2,train,6,Obsidian,Obsidian,12,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,251,2.0.0,1300718,66293ce3dba0764775195e58,4,50,1544,,,,,,,,,"<img src= rock_img/I_Obsidian_12.jpg style=""width:8cm; height:6.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,2,train,6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,252,2.0.0,1302751,66293ce3dba0764775195e58,4,50,2031,,,,,,,,,"<img src= ""rock_img/I_Peridotite_04.jpg"" style=""width:8cm; height:6.680000000000001cm;""><p>What type of rock is this?</p>",5,class_response,2,train,7,Pegmatite,Peridotite,4,FALSE,6,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,253,2.0.0,1304327,66293ce3dba0764775195e58,4,50,1575,,,,,,,,,"<img src= rock_img/I_Peridotite_04.jpg style=""width:8cm; height:6.680000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,2,train,7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,254,2.0.0,1306891,66293ce3dba0764775195e58,4,50,2563,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",0,class_response,2,train,8,Andesite,Andesite,5,TRUE,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,255,2.0.0,1308062,66293ce3dba0764775195e58,4,50,1170,,,,,,,,,"<img src= rock_img/I_Andesite_05.jpg style=""width:8cm; height:4.12cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,2,train,8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,256,2.0.0,1310809,66293ce3dba0764775195e58,4,50,2746,,,,,,,,,"<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>",2,class_response,2,train,9,Diorite,Gabbro,14,FALSE,3,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,257,2.0.0,1312126,66293ce3dba0764775195e58,4,50,1316,,,,,,,,,"<img src= rock_img/I_Gabbro_14.jpg style=""width:8cm; height:8.48cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,2,train,9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,258,2.0.0,1314589,66293ce3dba0764775195e58,4,50,2462,,,,,,,,,"<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>",0,class_response,2,train,10,Andesite,Andesite,3,TRUE,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,259,2.0.0,1315745,66293ce3dba0764775195e58,4,50,1155,,,,,,,,,"<img src= rock_img/I_Andesite_03.jpg style=""width:8cm; height:5.73cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,2,train,10,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,260,2.0.0,1318277,66293ce3dba0764775195e58,4,50,2531,,,,,,,,,"<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>",7,class_response,2,train,11,Pumice,Basalt,11,FALSE,8,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,261,2.0.0,1319511,66293ce3dba0764775195e58,4,50,1233,,,,,,,,,"<img src= rock_img/I_Basalt_11.jpg style=""width:8cm; height:5.359999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,2,train,11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,262,2.0.0,1322447,66293ce3dba0764775195e58,4,50,2934,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",3,class_response,2,train,12,Gabbro,Diorite,15,FALSE,4,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,263,2.0.0,1324454,66293ce3dba0764775195e58,4,50,2006,,,,,,,,,"<img src= rock_img/I_Diorite_15.jpg style=""width:8cm; height:5.54cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,2,train,12,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,265,2.0.0,1327246,66293ce3dba0764775195e58,4,50,2791,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,266,2.0.0,1333799,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,cat_selection,2,train,1,,,,,,,3971.7,2580.2,3,8,Diorite,Pumice,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,267,1.0.0,1377982,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,paired_cat_display,2,train,1,,,,,,,,,,,,,,,6897.3,37282.2,,,,,distinct speckled colors,more holes less distinct coloring
,,,,,,,,,,,html-button-response,268,2.0.0,1382192,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,cat_selection,2,train,2,,,,,,,3250,958.8,4,3,Gabbro,Diorite,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,269,1.0.0,1428414,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,paired_cat_display,2,train,2,,,,,,,,,,,,,,,22793.5,23426.1,,more gradual color change,,,sharper color changes,
,,,,,,,,,,,html-button-response,270,2.0.0,1441721,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,cat_selection,2,train,3,,,,,,,6145.2,7160.9,6,1,Pegmatite,Andesite,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,271,1.0.0,1491991,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,paired_cat_display,2,train,3,,,,,,,,,,,,,Striping sharp color distinction,more speckled variations  ,6010.3,44256.4,,,,,,
,,,,,,,,,,,html-button-response,273,2.0.0,1493447,66293ce3dba0764775195e58,4,50,1455,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,274,2.0.0,1499488,66293ce3dba0764775195e58,4,50,6040,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",5,class_response,2,test,1,Pegmatite,Diorite,7,FALSE,6,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,275,2.0.0,1499990,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,276,2.0.0,1502362,66293ce3dba0764775195e58,4,50,2370,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",1,class_response,2,test,2,Basalt,Basalt,2,TRUE,2,2,,,,,,,,,,,,,,,,
