width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Pegmatite,text_Andesite,time_obs,time_resp,text_Peridotite,text_Gabbro,time_fb1,time_fb2,text_Diorite,text_Pumice
,,,,,,,,,,,html-keyboard-response,92,2.0.0,563509,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,571706,66293ce3dba0764775195e58,4,50,8193,,,,,,,,,"<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>",5,class_response,0,test,44,Pegmatite,Andesite,6,FALSE,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,572215,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,575307,66293ce3dba0764775195e58,4,50,3089,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",2,class_response,0,test,45,Diorite,Diorite,7,TRUE,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,575814,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,577194,66293ce3dba0764775195e58,4,50,1378,,,,,,,,,"<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>",7,class_response,0,test,46,Pumice,Pumice,16,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,577700,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,581990,66293ce3dba0764775195e58,4,50,4287,,,,,,,,,"<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>",4,class_response,0,test,47,Obsidian,Obsidian,5,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,582502,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,584001,66293ce3dba0764775195e58,4,50,1498,,,,,,,,,"<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>",1,class_response,0,test,48,Basalt,Basalt,8,TRUE,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,584509,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,611742,66293ce3dba0764775195e58,4,50,27158,,,,,,,,"[{""page_index"":0,""viewing_time"":20156},{""page_index"":1,""viewing_time"":7002}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,616377,66293ce3dba0764775195e58,4,50,4633,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,619619,66293ce3dba0764775195e58,4,50,3240,,,,,,,,,"<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>",4,class_response,1,train,1,Obsidian,Obsidian,8,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,622280,66293ce3dba0764775195e58,4,50,2660,,,,,,,,,"<img src= rock_img/I_Obsidian_08.jpg style=""width:8cm; height:7.39cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,624318,66293ce3dba0764775195e58,4,50,2036,,,,,,,,,"<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>",7,class_response,1,train,2,Pumice,Basalt,11,FALSE,8,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,626902,66293ce3dba0764775195e58,4,50,2583,,,,,,,,,"<img src= rock_img/I_Basalt_11.jpg style=""width:8cm; height:5.359999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,629899,66293ce3dba0764775195e58,4,50,2996,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",2,class_response,1,train,3,Diorite,Andesite,5,FALSE,3,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,632289,66293ce3dba0764775195e58,4,50,2390,,,,,,,,,"<img src= rock_img/I_Andesite_05.jpg style=""width:8cm; height:4.12cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,634702,66293ce3dba0764775195e58,4,50,2410,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",2,class_response,1,train,4,Diorite,Diorite,15,TRUE,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,636912,66293ce3dba0764775195e58,4,50,2209,,,,,,,,,"<img src= rock_img/I_Diorite_15.jpg style=""width:8cm; height:5.54cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,638365,66293ce3dba0764775195e58,4,50,1451,,,,,,,,,"<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>",0,class_response,1,train,5,Andesite,Diorite,8,FALSE,1,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,640155,66293ce3dba0764775195e58,4,50,1789,,,,,,,,,"<img src= rock_img/I_Diorite_08.jpg style=""width:8cm; height:6.37cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,651248,66293ce3dba0764775195e58,4,50,11091,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",6,class_response,1,train,6,Peridotite,Pegmatite,10,FALSE,7,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,652822,66293ce3dba0764775195e58,4,50,1573,,,,,,,,,"<img src= rock_img/I_Pegmatite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,654450,66293ce3dba0764775195e58,4,50,1628,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,1,train,7,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,655667,66293ce3dba0764775195e58,4,50,1215,,,,,,,,,"<img src= rock_img/I_Pumice_02.jpg style=""width:8cm; height:7.3999999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,659139,66293ce3dba0764775195e58,4,50,3471,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",0,class_response,1,train,8,Andesite,Peridotite,7,FALSE,1,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,660777,66293ce3dba0764775195e58,4,50,1638,,,,,,,,,"<img src= rock_img/I_Peridotite_07.jpg style=""width:8cm; height:4.83cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,122,2.0.0,664279,66293ce3dba0764775195e58,4,50,3501,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",2,class_response,1,train,9,Diorite,Pegmatite,6,FALSE,3,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,123,2.0.0,665747,66293ce3dba0764775195e58,4,50,1466,,,,,,,,,"<img src= rock_img/I_Pegmatite_06.jpg style=""width:8cm; height:5.17cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,124,2.0.0,667780,66293ce3dba0764775195e58,4,50,2032,,,,,,,,,"<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>",4,class_response,1,train,10,Obsidian,Obsidian,12,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,125,2.0.0,669077,66293ce3dba0764775195e58,4,50,1296,,,,,,,,,"<img src= rock_img/I_Obsidian_12.jpg style=""width:8cm; height:6.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,10,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,126,2.0.0,675685,66293ce3dba0764775195e58,4,50,6607,,,,,,,,,"<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>",0,class_response,1,train,11,Andesite,Gabbro,14,FALSE,1,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,127,2.0.0,677238,66293ce3dba0764775195e58,4,50,1551,,,,,,,,,"<img src= rock_img/I_Gabbro_14.jpg style=""width:8cm; height:8.48cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,128,2.0.0,678704,66293ce3dba0764775195e58,4,50,1464,,,,,,,,,"<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>",1,class_response,1,train,12,Basalt,Basalt,6,TRUE,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,129,2.0.0,680101,66293ce3dba0764775195e58,4,50,1397,,,,,,,,,"<img src= rock_img/I_Basalt_06.jpg style=""width:8cm; height:7.06cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,12,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,130,2.0.0,758806,66293ce3dba0764775195e58,4,50,78704,,,,,,,,"[{""page_index"":0,""viewing_time"":10505},{""page_index"":1,""viewing_time"":18296},{""page_index"":2,""viewing_time"":43196},{""page_index"":3,""viewing_time"":6707}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,131,2.0.0,760235,66293ce3dba0764775195e58,4,50,1428,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,132,2.0.0,773077,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,cat_selection,1,train,1,,,,,,,4293.5,8545.7,6,1,Pegmatite,Andesite,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,133,1.0.0,844098,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,paired_cat_display,1,train,1,,,,,,,,,,,,,Distinct changes in color and layers,speckled and less abrupt colors,11383.9,59633.2,,,,,,
,,,,,,,,,,,html-button-response,134,2.0.0,851411,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,cat_selection,1,train,2,,,,,,,5367,1945.8,7,4,Peridotite,Gabbro,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,135,1.0.0,909086,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,paired_cat_display,1,train,2,,,,,,,,,,,,,,,14122.4,43549.4,Crystalized more colors,less colors variations less crystalized,,,,
,,,,,,,,,,,html-button-response,136,2.0.0,918039,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,cat_selection,1,train,3,,,,,,,8177.7,775.2,6,7,Pegmatite,Peridotite,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,137,1.0.0,985929,66293ce3dba0764775195e58,4,50,,,,,,,,,,,,paired_cat_display,1,train,3,,,,,,,,,,,,,Stronger color separation's MORE OBVIOUS COLORS,,6887.5,60999.8,more crystalized SUBTLE COLORING,,,,,
,,,,,,,,,,,instructions,138,2.0.0,1001293,66293ce3dba0764775195e58,4,50,15363,,,,,,,,"[{""page_index"":0,""viewing_time"":5671},{""page_index"":1,""viewing_time"":9692}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,139,2.0.0,1006051,66293ce3dba0764775195e58,4,50,4757,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,140,2.0.0,1010132,66293ce3dba0764775195e58,4,50,4079,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",1,class_response,1,test,1,Basalt,Basalt,2,TRUE,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,141,2.0.0,1010638,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,142,2.0.0,1016129,66293ce3dba0764775195e58,4,50,5490,,,,,,,,,"<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>",2,class_response,1,test,2,Diorite,Peridotite,12,FALSE,3,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,2.0.0,1016639,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,144,2.0.0,1018353,66293ce3dba0764775195e58,4,50,1713,,,,,,,,,"<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>",7,class_response,1,test,3,Pumice,Pumice,4,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,145,2.0.0,1018857,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,146,2.0.0,1021320,66293ce3dba0764775195e58,4,50,2462,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",4,class_response,1,test,4,Obsidian,Obsidian,6,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,147,2.0.0,1021833,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,148,2.0.0,1022765,66293ce3dba0764775195e58,4,50,930,,,,,,,,,"<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>",4,class_response,1,test,5,Obsidian,Obsidian,11,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,2.0.0,1023276,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,150,2.0.0,1033631,66293ce3dba0764775195e58,4,50,10353,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",5,class_response,1,test,6,Pegmatite,Pegmatite,16,TRUE,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,151,2.0.0,1034144,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,152,2.0.0,1037860,66293ce3dba0764775195e58,4,50,3713,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",6,class_response,1,test,7,Peridotite,Andesite,10,FALSE,7,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,153,2.0.0,1038362,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,154,2.0.0,1040622,66293ce3dba0764775195e58,4,50,2257,,,,,,,,,"<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>",1,class_response,1,test,8,Basalt,Basalt,10,TRUE,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,2.0.0,1041135,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,156,2.0.0,1048560,66293ce3dba0764775195e58,4,50,7421,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>",5,class_response,1,test,9,Pegmatite,Pegmatite,12,TRUE,6,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,157,2.0.0,1049073,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,158,2.0.0,1053879,66293ce3dba0764775195e58,4,50,4805,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",3,class_response,1,test,10,Gabbro,Basalt,16,FALSE,4,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,159,2.0.0,1054388,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,10,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,160,2.0.0,1057881,66293ce3dba0764775195e58,4,50,3490,,,,,,,,,"<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",2,class_response,1,test,11,Diorite,Gabbro,15,FALSE,3,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,161,2.0.0,1058397,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,162,2.0.0,1063867,66293ce3dba0764775195e58,4,50,5468,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",0,class_response,1,test,12,Andesite,Andesite,11,TRUE,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,163,2.0.0,1064375,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,12,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,164,2.0.0,1067048,66293ce3dba0764775195e58,4,50,2671,,,,,,,,,"<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>",5,class_response,1,test,13,Pegmatite,Andesite,14,FALSE,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,165,2.0.0,1067557,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,166,2.0.0,1069046,66293ce3dba0764775195e58,4,50,1486,,,,,,,,,"<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>",7,class_response,1,test,14,Pumice,Pumice,10,TRUE,8,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,2.0.0,1069557,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,14,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,168,2.0.0,1073494,66293ce3dba0764775195e58,4,50,3936,,,,,,,,,"<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",0,class_response,1,test,15,Andesite,Andesite,9,TRUE,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,169,2.0.0,1074010,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,15,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,170,2.0.0,1076910,66293ce3dba0764775195e58,4,50,2898,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,1,test,16,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,171,2.0.0,1077425,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,172,2.0.0,1083888,66293ce3dba0764775195e58,4,50,6461,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,test,17,Peridotite,Diorite,10,FALSE,7,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,173,2.0.0,1084394,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,17,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,174,2.0.0,1091423,66293ce3dba0764775195e58,4,50,7027,,,,,,,,,"<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>",6,class_response,1,test,18,Peridotite,Gabbro,10,FALSE,7,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,175,2.0.0,1091933,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,18,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,176,2.0.0,1096104,66293ce3dba0764775195e58,4,50,4168,,,,,,,,,"<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>",5,class_response,1,test,19,Pegmatite,Diorite,11,FALSE,6,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,177,2.0.0,1096621,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,19,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,178,2.0.0,1102004,66293ce3dba0764775195e58,4,50,5382,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",5,class_response,1,test,20,Pegmatite,Peridotite,14,FALSE,6,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,179,2.0.0,1102517,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,20,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,180,2.0.0,1105865,66293ce3dba0764775195e58,4,50,3347,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",2,class_response,1,test,21,Diorite,Diorite,7,TRUE,3,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,181,2.0.0,1106369,66293ce3dba0764775195e58,4,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,21,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,182,2.0.0,1107814,66293ce3dba0764775195e58,4,50,1442,,,,,,,,,"<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>",5,class_response,1,test,22,Pegmatite,Peridotite,2,FALSE,6,7,,,,,,,,,,,,,,,,
