width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Andesite,text_Basalt,time_obs,time_resp,text_Gabbro,text_Diorite,text_Peridotite,text_Pegmatite,time_fb1,time_fb2,text_Obsidian
,,,,,,,,,,,html-keyboard-response,88,2.0.0,969877,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,41,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,89,2.0.0,971434,66ca332e94754270be72c08f,4,14,1552,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",5,class_response,0,test,42,Pegmatite,Peridotite,14,FALSE,6,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,90,2.0.0,971946,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,42,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,91,2.0.0,973555,66ca332e94754270be72c08f,4,14,1604,,,,,,,,,"<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>",4,class_response,0,test,43,Obsidian,Obsidian,12,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,92,2.0.0,974062,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,977055,66ca332e94754270be72c08f,4,14,2989,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",0,class_response,0,test,44,Andesite,Diorite,12,FALSE,1,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,977571,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,983092,66ca332e94754270be72c08f,4,14,5516,,,,,,,,,"<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>",6,class_response,0,test,45,Peridotite,Basalt,10,FALSE,7,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,983600,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,985400,66ca332e94754270be72c08f,4,14,1796,,,,,,,,,"<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>",7,class_response,0,test,46,Pumice,Pumice,16,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,985914,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,988449,66ca332e94754270be72c08f,4,14,2531,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",3,class_response,0,test,47,Gabbro,Pegmatite,16,FALSE,4,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,988960,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,991966,66ca332e94754270be72c08f,4,14,3001,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",5,class_response,0,test,48,Pegmatite,Andesite,5,FALSE,6,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,992474,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,1071388,66ca332e94754270be72c08f,4,14,78859,,,,,,,,"[{""page_index"":0,""viewing_time"":23854},{""page_index"":1,""viewing_time"":55004}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,1076973,66ca332e94754270be72c08f,4,14,5581,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,1169170,66ca332e94754270be72c08f,4,14,92190,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",5,class_response,1,train,1,Pegmatite,Pegmatite,6,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,1173627,66ca332e94754270be72c08f,4,14,4451,,,,,,,,,"<img src= rock_img/I_Pegmatite_06.jpg style=""width:8cm; height:5.17cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,1199222,66ca332e94754270be72c08f,4,14,25590,,,,,,,,,"<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",1,class_response,1,train,2,Basalt,Basalt,12,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,1201029,66ca332e94754270be72c08f,4,14,1803,,,,,,,,,"<img src= rock_img/I_Basalt_12.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,1229937,66ca332e94754270be72c08f,4,14,28902,,,,,,,,,"<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",2,class_response,1,train,3,Diorite,Diorite,13,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,1232372,66ca332e94754270be72c08f,4,14,2430,,,,,,,,,"<img src= rock_img/I_Diorite_13.jpg style=""width:8cm; height:6.29cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,1236133,66ca332e94754270be72c08f,4,14,3756,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,1,train,4,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,1237876,66ca332e94754270be72c08f,4,14,1739,,,,,,,,,"<img src= rock_img/I_Obsidian_16.jpg style=""width:8cm; height:9.3cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,1263430,66ca332e94754270be72c08f,4,14,25547,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",1,class_response,1,train,5,Basalt,Pegmatite,15,FALSE,2,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,1278542,66ca332e94754270be72c08f,4,14,15107,,,,,,,,,"<img src= rock_img/I_Pegmatite_15.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,1321715,66ca332e94754270be72c08f,4,14,43168,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",0,class_response,1,train,6,Andesite,Obsidian,6,FALSE,1,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,1350604,66ca332e94754270be72c08f,4,14,28884,,,,,,,,,"<img src= rock_img/I_Obsidian_06.jpg style=""width:8cm; height:6.8cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,1375718,66ca332e94754270be72c08f,4,14,25109,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",2,class_response,1,train,7,Diorite,Peridotite,6,FALSE,3,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,1405799,66ca332e94754270be72c08f,4,14,30077,,,,,,,,,"<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,1438551,66ca332e94754270be72c08f,4,14,32759,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,train,8,Peridotite,Gabbro,9,FALSE,7,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,1454762,66ca332e94754270be72c08f,4,14,16206,,,,,,,,,"<img src= rock_img/I_Gabbro_09.jpg style=""width:8cm; height:7.279999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,122,2.0.0,1487597,66ca332e94754270be72c08f,4,14,32818,,,,,,,,,"<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",1,class_response,1,train,9,Basalt,Andesite,9,FALSE,2,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,123,2.0.0,1505228,66ca332e94754270be72c08f,4,14,17627,,,,,,,,,"<img src= rock_img/I_Andesite_09.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,124,2.0.0,1508181,66ca332e94754270be72c08f,4,14,2950,,,,,,,,,"<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>",7,class_response,1,train,10,Pumice,Pumice,14,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,125,2.0.0,1509739,66ca332e94754270be72c08f,4,14,1554,,,,,,,,,"<img src= rock_img/I_Pumice_14.jpg style=""width:8cm; height:6.39cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,126,2.0.0,1533706,66ca332e94754270be72c08f,4,14,23962,,,,,,,,,"<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>",7,class_response,1,train,11,Pumice,Pumice,3,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,127,2.0.0,1535610,66ca332e94754270be72c08f,4,14,1899,,,,,,,,,"<img src= rock_img/I_Pumice_03.jpg style=""width:8cm; height:6.64cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,128,2.0.0,1559626,66ca332e94754270be72c08f,4,14,24012,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",0,class_response,1,train,12,Andesite,Andesite,10,TRUE,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,129,2.0.0,1577859,66ca332e94754270be72c08f,4,14,18229,,,,,,,,,"<img src= rock_img/I_Andesite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,130,2.0.0,1711272,66ca332e94754270be72c08f,4,14,133410,,,,,,,,"[{""page_index"":0,""viewing_time"":22910},{""page_index"":1,""viewing_time"":55484},{""page_index"":2,""viewing_time"":26833},{""page_index"":3,""viewing_time"":28182}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,131,2.0.0,1714186,66ca332e94754270be72c08f,4,14,2910,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,132,2.0.0,1732873,66ca332e94754270be72c08f,4,14,,,,,,,,,,,,cat_selection,1,train,1,,,,,,,13866.1,4818.3,1,2,,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,133,1.0.0,1907729,66ca332e94754270be72c08f,4,14,,,,,,,,,,,,paired_cat_display,1,train,1,,,,,,,,,,,,,"Lighter gray color
possible larger cyrstals
slightly rougher texture","dark grey to black color
fine-grained, uniform texture
possibly has smaller holes
",68111.6,106711.4,,,,,,,
,,,,,,,,,,,html-button-response,134,2.0.0,1952100,66ca332e94754270be72c08f,4,14,,,,,,,,,,,,cat_selection,1,train,2,,,,,,,9892.3,34471.2,4,3,Andesite,Basalt,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,135,1.0.0,2123588,66ca332e94754270be72c08f,4,14,,,,,,,,,,,,paired_cat_display,1,train,2,,,,,,,,,,,,,,,27840.3,143602.3,"darker overall color
less variation in color
may have a lightly greasy appearance ","has a mix of light and dark colors
varies in color
have rougher texture",,,,,
,,,,,,,,,,,html-button-response,136,2.0.0,2136402,66ca332e94754270be72c08f,4,14,,,,,,,,,,,,cat_selection,1,train,3,,,,,,,10334.2,2468.7,7,6,Gabbro,Diorite,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,137,1.0.0,2381336,66ca332e94754270be72c08f,4,14,,,,,,,,,,,,paired_cat_display,1,train,3,,,,,,,,,,,,,,,23829.5,221073.2,,,"dark color with a greenish tint
coarse-grained texture
dense appearance","very large crystals
variety of minerals and colors
often associated with granate",,,
,,,,,,,,,,,instructions,138,2.0.0,2474025,66ca332e94754270be72c08f,4,14,92680,,,,,,,,"[{""page_index"":0,""viewing_time"":10090},{""page_index"":1,""viewing_time"":82589}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,139,2.0.0,2476879,66ca332e94754270be72c08f,4,14,2847,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,140,2.0.0,2500019,66ca332e94754270be72c08f,4,14,23130,,,,,,,,,"<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>",2,class_response,1,test,1,Diorite,Andesite,2,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,141,2.0.0,2500533,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,142,2.0.0,2526897,66ca332e94754270be72c08f,4,14,26359,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",2,class_response,1,test,2,Diorite,Basalt,16,FALSE,3,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,2.0.0,2527407,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,144,2.0.0,2579898,66ca332e94754270be72c08f,4,14,52487,,,,,,,,,"<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>",2,class_response,1,test,3,Diorite,Diorite,16,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,145,2.0.0,2580403,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,146,2.0.0,2605035,66ca332e94754270be72c08f,4,14,24629,,,,,,,,,"<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>",3,class_response,1,test,4,Gabbro,Gabbro,12,TRUE,4,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,147,2.0.0,2605544,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,148,2.0.0,2630182,66ca332e94754270be72c08f,4,14,24633,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",1,class_response,1,test,5,Basalt,Basalt,2,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,2.0.0,2630689,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,150,2.0.0,2664781,66ca332e94754270be72c08f,4,14,34088,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",0,class_response,1,test,6,Andesite,Andesite,11,TRUE,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,151,2.0.0,2665288,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,152,2.0.0,2670418,66ca332e94754270be72c08f,4,14,5124,,,,,,,,,"<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>",4,class_response,1,test,7,Obsidian,Obsidian,10,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,153,2.0.0,2670931,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,154,2.0.0,2672940,66ca332e94754270be72c08f,4,14,2005,,,,,,,,,"<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>",7,class_response,1,test,8,Pumice,Pumice,16,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,2.0.0,2673447,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,156,2.0.0,2712457,66ca332e94754270be72c08f,4,14,39008,,,,,,,,,"<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>",0,class_response,1,test,9,Andesite,Basalt,10,FALSE,1,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,157,2.0.0,2712971,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,158,2.0.0,2741456,66ca332e94754270be72c08f,4,14,28479,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",1,class_response,1,test,10,Basalt,Peridotite,14,FALSE,2,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,159,2.0.0,2741960,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,160,2.0.0,2769193,66ca332e94754270be72c08f,4,14,27229,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",1,class_response,1,test,11,Basalt,Peridotite,5,FALSE,2,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,161,2.0.0,2769703,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,162,2.0.0,2829502,66ca332e94754270be72c08f,4,14,59799,,,,,,,,,"<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>",3,class_response,1,test,12,Gabbro,Gabbro,14,TRUE,4,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,163,2.0.0,2830005,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,164,2.0.0,2856222,66ca332e94754270be72c08f,4,14,26210,,,,,,,,,"<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",1,class_response,1,test,13,Basalt,Gabbro,16,FALSE,2,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,165,2.0.0,2856733,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,166,2.0.0,2906601,66ca332e94754270be72c08f,4,14,49864,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",3,class_response,1,test,14,Gabbro,Pegmatite,16,FALSE,4,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,2.0.0,2907116,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,14,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,168,2.0.0,2913022,66ca332e94754270be72c08f,4,14,5905,,,,,,,,,"<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>",4,class_response,1,test,15,Obsidian,Obsidian,5,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,169,2.0.0,2913537,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,170,2.0.0,2916772,66ca332e94754270be72c08f,4,14,3233,,,,,,,,,"<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>",4,class_response,1,test,16,Obsidian,Obsidian,9,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,171,2.0.0,2917288,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,16,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,172,2.0.0,2921263,66ca332e94754270be72c08f,4,14,3969,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,1,test,17,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,173,2.0.0,2921768,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,17,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,174,2.0.0,2944822,66ca332e94754270be72c08f,4,14,23049,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",2,class_response,1,test,18,Diorite,Diorite,12,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,175,2.0.0,2945329,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,18,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,176,2.0.0,2970894,66ca332e94754270be72c08f,4,14,25561,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,test,19,Peridotite,Peridotite,16,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,177,2.0.0,2971403,66ca332e94754270be72c08f,4,14,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,19,,,,,,,,,,,,,,,,,,,,,,,
