width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Basalt,text_Pumice,time_resp,text_Obsidian,text_Peridotite,time_fb1,time_fb2,text_Pegmatite,text_Andesite,text_Gabbro,text_Diorite
,,,,,,,,,,,html-keyboard-response,84,2.0.0,233209,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,85,2.0.0,233627,5d30790f326b0f0017a2a828,3,1,414,,,,,,,,,"<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>",3,class_response,0,test,40,Gabbro,Andesite,7,FALSE,4,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,86,2.0.0,234131,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,87,2.0.0,234515,5d30790f326b0f0017a2a828,3,1,380,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",5,class_response,0,test,41,Pegmatite,Peridotite,14,FALSE,6,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,88,2.0.0,235017,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,89,2.0.0,235889,5d30790f326b0f0017a2a828,3,1,869,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>",4,class_response,0,test,42,Obsidian,Pegmatite,8,FALSE,5,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,90,2.0.0,236391,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,91,2.0.0,237272,5d30790f326b0f0017a2a828,3,1,876,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",1,class_response,0,test,43,Basalt,Pegmatite,3,FALSE,2,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,92,2.0.0,237775,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,238794,5d30790f326b0f0017a2a828,3,1,1015,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",1,class_response,0,test,44,Basalt,Diorite,10,FALSE,2,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,239296,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,241146,5d30790f326b0f0017a2a828,3,1,1848,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",4,class_response,0,test,45,Obsidian,Gabbro,9,FALSE,5,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,241648,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,242121,5d30790f326b0f0017a2a828,3,1,468,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",6,class_response,0,test,46,Peridotite,Pumice,5,FALSE,7,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,242624,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,243053,5d30790f326b0f0017a2a828,3,1,428,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>",0,class_response,0,test,47,Andesite,Pegmatite,12,FALSE,1,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,243554,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,243925,5d30790f326b0f0017a2a828,3,1,365,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",7,class_response,0,test,48,Pumice,Diorite,15,FALSE,8,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,244428,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,341964,5d30790f326b0f0017a2a828,3,1,97519,,,,,,,,"[{""page_index"":0,""viewing_time"":95188},{""page_index"":1,""viewing_time"":2330}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,344947,5d30790f326b0f0017a2a828,3,1,2979,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,346944,5d30790f326b0f0017a2a828,3,1,1993,,,,,,,,,"<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>",1,class_response,1,train,1,Basalt,Pumice,16,FALSE,2,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,349518,5d30790f326b0f0017a2a828,3,1,2571,,,,,,,,,"<img src= rock_img/I_Pumice_16.jpg style=""width:8cm; height:6.79cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,350454,5d30790f326b0f0017a2a828,3,1,934,,,,,,,,,"<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",2,class_response,1,train,2,Diorite,Gabbro,5,FALSE,3,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,351481,5d30790f326b0f0017a2a828,3,1,1024,,,,,,,,,"<img src= rock_img/I_Gabbro_05.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,352595,5d30790f326b0f0017a2a828,3,1,1111,,,,,,,,,"<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>",0,class_response,1,train,3,Andesite,Pumice,4,FALSE,1,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,353580,5d30790f326b0f0017a2a828,3,1,983,,,,,,,,,"<img src= rock_img/I_Pumice_04.jpg style=""width:8cm; height:6.819999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,356003,5d30790f326b0f0017a2a828,3,1,2420,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",5,class_response,1,train,4,Pegmatite,Andesite,10,FALSE,6,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,357285,5d30790f326b0f0017a2a828,3,1,1279,,,,,,,,,"<img src= rock_img/I_Andesite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,358871,5d30790f326b0f0017a2a828,3,1,1581,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",1,class_response,1,train,5,Basalt,Gabbro,1,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,359964,5d30790f326b0f0017a2a828,3,1,1090,,,,,,,,,"<img src= rock_img/I_Gabbro_01.jpg style=""width:8cm; height:5.21cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,361050,5d30790f326b0f0017a2a828,3,1,1084,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>",2,class_response,1,train,6,Diorite,Pegmatite,13,FALSE,3,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,362043,5d30790f326b0f0017a2a828,3,1,990,,,,,,,,,"<img src= rock_img/I_Pegmatite_13.jpg style=""width:8cm; height:4.95cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,363122,5d30790f326b0f0017a2a828,3,1,1076,,,,,,,,,"<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>",4,class_response,1,train,7,Obsidian,Obsidian,9,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,364119,5d30790f326b0f0017a2a828,3,1,995,,,,,,,,,"<img src= rock_img/I_Obsidian_09.jpg style=""width:8cm; height:5cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,365540,5d30790f326b0f0017a2a828,3,1,1418,,,,,,,,,"<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>",5,class_response,1,train,8,Pegmatite,Diorite,14,FALSE,6,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,366572,5d30790f326b0f0017a2a828,3,1,1030,,,,,,,,,"<img src= rock_img/I_Diorite_14.jpg style=""width:8cm; height:5.71cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,122,2.0.0,369451,5d30790f326b0f0017a2a828,3,1,2876,,,,,,,,,"<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",1,class_response,1,train,9,Basalt,Peridotite,8,FALSE,2,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,123,2.0.0,370617,5d30790f326b0f0017a2a828,3,1,1164,,,,,,,,,"<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,124,2.0.0,372789,5d30790f326b0f0017a2a828,3,1,2169,,,,,,,,,"<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>",0,class_response,1,train,10,Andesite,Andesite,14,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,125,2.0.0,374573,5d30790f326b0f0017a2a828,3,1,1781,,,,,,,,,"<img src= rock_img/I_Andesite_14.jpg style=""width:8cm; height:5.449999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,126,2.0.0,376032,5d30790f326b0f0017a2a828,3,1,1456,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",4,class_response,1,train,11,Obsidian,Basalt,4,FALSE,5,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,127,2.0.0,377122,5d30790f326b0f0017a2a828,3,1,1088,,,,,,,,,"<img src= rock_img/I_Basalt_04.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,128,2.0.0,383263,5d30790f326b0f0017a2a828,3,1,6138,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",5,class_response,1,train,12,Pegmatite,Pegmatite,15,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,129,2.0.0,384746,5d30790f326b0f0017a2a828,3,1,1481,,,,,,,,,"<img src= rock_img/I_Pegmatite_15.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,130,2.0.0,430412,5d30790f326b0f0017a2a828,3,1,45663,,,,,,,,"[{""page_index"":0,""viewing_time"":4314},{""page_index"":1,""viewing_time"":30246},{""page_index"":2,""viewing_time"":6783},{""page_index"":3,""viewing_time"":4320}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,131,2.0.0,431588,5d30790f326b0f0017a2a828,3,1,1173,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,132,2.0.0,435439,5d30790f326b0f0017a2a828,3,1,,,,,,,,,,,,cat_selection,1,train,1,,,,,,,2,8,3845.9,Basalt,Pumice,"[0.125,0.1467391304347826,0.1467391304347826,0.1467391304347826,0.016304347826086956,0.1467391304347826,0.125,0.1467391304347826]","[0.05710161764915082,null,0.045478266145457004,0.05546724245954846,0.4744600838099517,0.04470675984477515,0.16159604301942207,0.16118998707169477]",,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,133,1.0.0,479410,5d30790f326b0f0017a2a828,3,1,,,,,,,,,,,,paired_cat_display,1,train,1,,,,,,,,,13728.4,,,,,"Solid darker colors, not shiny like obsidian.",lighter colors but HOLES inside the rock. like swiss cheese.,30235.7,,,,,,,,
,,,,,,,,,,,html-button-response,134,2.0.0,484454,5d30790f326b0f0017a2a828,3,1,,,,,,,,,,,,cat_selection,1,train,2,,,,,,,2,5,5040.2,Basalt,Obsidian,"[0.125,0.1467391304347826,0.1467391304347826,0.1467391304347826,0.016304347826086956,0.1467391304347826,0.125,0.1467391304347826]","[0.05710161764915082,null,0.045478266145457004,0.05546724245954846,0.4744600838099517,0.04470675984477515,0.16159604301942207,0.16118998707169477]",,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,135,1.0.0,514968,5d30790f326b0f0017a2a828,3,1,,,,,,,,,,,,paired_cat_display,1,train,2,,,,,,,,,6604.7,,,,,darker colors but not shiny.,,23901.8,"Very shiny, dark colors. the difference between basalt and obsidian is the SHINE.",,,,,,,
,,,,,,,,,,,html-button-response,136,2.0.0,532541,5d30790f326b0f0017a2a828,3,1,,,,,,,,,,,,cat_selection,1,train,3,,,,,,,2,7,17570.8,Basalt,Peridotite,"[0.125,0.1467391304347826,0.1467391304347826,0.1467391304347826,0.016304347826086956,0.1467391304347826,0.125,0.1467391304347826]","[0.05710161764915082,null,0.045478266145457004,0.05546724245954846,0.4744600838099517,0.04470675984477515,0.16159604301942207,0.16118998707169477]",,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,137,1.0.0,577472,5d30790f326b0f0017a2a828,3,1,,,,,,,,,,,,paired_cat_display,1,train,3,,,,,,,,,8283.5,,,,,dark solid colors but no shine.,,36640.4,,"sparkly, dark, colorful rocks. no holes, but dark spackles.",,,,,,
,,,,,,,,,,,instructions,138,2.0.0,601661,5d30790f326b0f0017a2a828,3,1,24186,,,,,,,,"[{""page_index"":0,""viewing_time"":12373},{""page_index"":1,""viewing_time"":11812}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,139,2.0.0,603473,5d30790f326b0f0017a2a828,3,1,1808,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,140,2.0.0,607849,5d30790f326b0f0017a2a828,3,1,4371,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",6,class_response,1,test,1,Peridotite,Andesite,5,FALSE,7,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,141,2.0.0,608352,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,142,2.0.0,619886,5d30790f326b0f0017a2a828,3,1,11530,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",5,class_response,1,test,2,Pegmatite,Pegmatite,6,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,2.0.0,620389,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,144,2.0.0,625819,5d30790f326b0f0017a2a828,3,1,5426,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",1,class_response,1,test,3,Basalt,Gabbro,9,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,145,2.0.0,626323,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,146,2.0.0,629003,5d30790f326b0f0017a2a828,3,1,2677,,,,,,,,,"<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>",1,class_response,1,test,4,Basalt,Basalt,11,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,147,2.0.0,629506,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,148,2.0.0,635894,5d30790f326b0f0017a2a828,3,1,6384,,,,,,,,,"<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",6,class_response,1,test,5,Peridotite,Peridotite,15,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,2.0.0,636397,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,150,2.0.0,637591,5d30790f326b0f0017a2a828,3,1,1190,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,1,test,6,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,151,2.0.0,638093,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,152,2.0.0,639109,5d30790f326b0f0017a2a828,3,1,1010,,,,,,,,,"<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>",4,class_response,1,test,7,Obsidian,Obsidian,11,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,153,2.0.0,639611,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,154,2.0.0,641086,5d30790f326b0f0017a2a828,3,1,1471,,,,,,,,,"<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",1,class_response,1,test,8,Basalt,Andesite,9,FALSE,2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,2.0.0,641589,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,156,2.0.0,648419,5d30790f326b0f0017a2a828,3,1,6825,,,,,,,,,"<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>",6,class_response,1,test,9,Peridotite,Gabbro,13,FALSE,7,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,157,2.0.0,648923,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,158,2.0.0,652014,5d30790f326b0f0017a2a828,3,1,3087,,,,,,,,,"<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>",1,class_response,1,test,10,Basalt,Gabbro,12,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,159,2.0.0,652518,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,160,2.0.0,654011,5d30790f326b0f0017a2a828,3,1,1489,,,,,,,,,"<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>",7,class_response,1,test,11,Pumice,Pumice,8,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,161,2.0.0,654513,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,162,2.0.0,656049,5d30790f326b0f0017a2a828,3,1,1531,,,,,,,,,"<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>",1,class_response,1,test,12,Basalt,Andesite,1,FALSE,2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,163,2.0.0,656552,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,164,2.0.0,658291,5d30790f326b0f0017a2a828,3,1,1735,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",5,class_response,1,test,13,Pegmatite,Peridotite,14,FALSE,6,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,165,2.0.0,658794,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,166,2.0.0,660235,5d30790f326b0f0017a2a828,3,1,1437,,,,,,,,,"<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>",1,class_response,1,test,14,Basalt,Gabbro,10,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,2.0.0,660738,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,168,2.0.0,662151,5d30790f326b0f0017a2a828,3,1,1409,,,,,,,,,"<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>",6,class_response,1,test,15,Peridotite,Diorite,6,FALSE,7,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,169,2.0.0,662653,5d30790f326b0f0017a2a828,3,1,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,15,,,,,,,,,,,,,,,,,,,,,,,,
