width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Pegmatite,text_Peridotite,time_resp,text_Diorite,text_Pumice,text_Andesite,time_fb1,time_fb2,text_Gabbro,text_Basalt
,,,,,,,,,,,html-keyboard-response,485,2.0.0,1369612,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,39,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,486,2.0.0,1371358,612418efcbd64f685703e8a4,3,50,1744,,,,,,,,,"<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",7,class_response,3,test,40,Pumice,Pumice,9,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,487,2.0.0,1371860,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,40,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,488,2.0.0,1376879,612418efcbd64f685703e8a4,3,50,5015,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",3,class_response,3,test,41,Gabbro,Peridotite,5,FALSE,4,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,489,2.0.0,1377380,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,41,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,490,2.0.0,1378882,612418efcbd64f685703e8a4,3,50,1498,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",1,class_response,3,test,42,Basalt,Basalt,4,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,491,2.0.0,1379385,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,42,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,492,2.0.0,1380644,612418efcbd64f685703e8a4,3,50,1256,,,,,,,,,"<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>",2,class_response,3,test,43,Diorite,Diorite,8,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,493,2.0.0,1381146,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,494,2.0.0,1382924,612418efcbd64f685703e8a4,3,50,1775,,,,,,,,,"<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",6,class_response,3,test,44,Peridotite,Peridotite,15,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,495,2.0.0,1383427,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,44,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,496,2.0.0,1384530,612418efcbd64f685703e8a4,3,50,1100,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",2,class_response,3,test,45,Diorite,Diorite,12,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,497,2.0.0,1385033,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,498,2.0.0,1386370,612418efcbd64f685703e8a4,3,50,1335,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",0,class_response,3,test,46,Andesite,Andesite,11,TRUE,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,499,2.0.0,1386873,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,46,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,500,2.0.0,1389006,612418efcbd64f685703e8a4,3,50,2131,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",2,class_response,3,test,47,Diorite,Diorite,10,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,501,2.0.0,1389509,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,47,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,502,2.0.0,1391248,612418efcbd64f685703e8a4,3,50,1736,,,,,,,,,"<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>",7,class_response,3,test,48,Pumice,Pumice,15,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,503,2.0.0,1391751,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,48,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,504,2.0.0,1398667,612418efcbd64f685703e8a4,3,50,,,,,,,,,,,,cycle_feedback,,,,,,,,,,,,,,,,,,,,,,,5721.8,1186.3,,
,,,,,,,,,,,html-button-response,506,2.0.0,1399777,612418efcbd64f685703e8a4,3,50,1107,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,508,2.0.0,1401174,612418efcbd64f685703e8a4,3,50,1394,,,,,,,,,"<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",2,class_response,4,train,1,Diorite,Gabbro,15,FALSE,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,509,2.0.0,1402106,612418efcbd64f685703e8a4,3,50,929,,,,,,,,,"<img src= rock_img/I_Gabbro_15.jpg style=""width:8cm; height:6.29cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,4,train,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,510,2.0.0,1403601,612418efcbd64f685703e8a4,3,50,1490,,,,,,,,,"<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>",0,class_response,4,train,2,Andesite,Andesite,6,TRUE,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,511,2.0.0,1404553,612418efcbd64f685703e8a4,3,50,949,,,,,,,,,"<img src= rock_img/I_Andesite_06.jpg style=""width:8cm; height:6.840000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,4,train,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,512,2.0.0,1405754,612418efcbd64f685703e8a4,3,50,1194,,,,,,,,,"<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>",7,class_response,4,train,3,Pumice,Pumice,3,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,513,2.0.0,1406595,612418efcbd64f685703e8a4,3,50,837,,,,,,,,,"<img src= rock_img/I_Pumice_03.jpg style=""width:8cm; height:6.64cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,4,train,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,514,2.0.0,1407892,612418efcbd64f685703e8a4,3,50,1292,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",5,class_response,4,train,4,Pegmatite,Pegmatite,7,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,515,2.0.0,1408556,612418efcbd64f685703e8a4,3,50,662,,,,,,,,,"<img src= rock_img/I_Pegmatite_07.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,4,train,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,516,2.0.0,1410361,612418efcbd64f685703e8a4,3,50,1802,,,,,,,,,"<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>",6,class_response,4,train,5,Peridotite,Andesite,14,FALSE,7,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,517,2.0.0,1411124,612418efcbd64f685703e8a4,3,50,758,,,,,,,,,"<img src= rock_img/I_Andesite_14.jpg style=""width:8cm; height:5.449999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,4,train,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,518,2.0.0,1412569,612418efcbd64f685703e8a4,3,50,1440,,,,,,,,,"<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",0,class_response,4,train,6,Andesite,Basalt,12,FALSE,1,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,519,2.0.0,1413947,612418efcbd64f685703e8a4,3,50,1375,,,,,,,,,"<img src= rock_img/I_Basalt_12.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,4,train,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,520,2.0.0,1415710,612418efcbd64f685703e8a4,3,50,1758,,,,,,,,,"<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>",7,class_response,4,train,7,Pumice,Pumice,8,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,521,2.0.0,1416562,612418efcbd64f685703e8a4,3,50,849,,,,,,,,,"<img src= rock_img/I_Pumice_08.jpg style=""width:8cm; height:6.67cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,4,train,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,522,2.0.0,1418217,612418efcbd64f685703e8a4,3,50,1651,,,,,,,,,"<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>",4,class_response,4,train,8,Obsidian,Obsidian,7,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,523,2.0.0,1419029,612418efcbd64f685703e8a4,3,50,809,,,,,,,,,"<img src= rock_img/I_Obsidian_07.jpg style=""width:8cm; height:4.76cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,4,train,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,524,2.0.0,1422975,612418efcbd64f685703e8a4,3,50,3943,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",6,class_response,4,train,9,Peridotite,Peridotite,6,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,525,2.0.0,1423677,612418efcbd64f685703e8a4,3,50,698,,,,,,,,,"<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,4,train,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,526,2.0.0,1425006,612418efcbd64f685703e8a4,3,50,1326,,,,,,,,,"<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>",2,class_response,4,train,10,Diorite,Diorite,6,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,527,2.0.0,1425748,612418efcbd64f685703e8a4,3,50,738,,,,,,,,,"<img src= rock_img/I_Diorite_06.jpg style=""width:8cm; height:6.03cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,4,train,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,528,2.0.0,1427748,612418efcbd64f685703e8a4,3,50,1995,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",1,class_response,4,train,11,Basalt,Basalt,16,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,529,2.0.0,1428533,612418efcbd64f685703e8a4,3,50,782,,,,,,,,,"<img src= rock_img/I_Basalt_16.jpg style=""width:8cm; height:7.659999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,4,train,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,530,2.0.0,1431099,612418efcbd64f685703e8a4,3,50,2563,,,,,,,,,"<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>",6,class_response,4,train,12,Peridotite,Peridotite,10,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,531,2.0.0,1431763,612418efcbd64f685703e8a4,3,50,660,,,,,,,,,"<img src= rock_img/I_Peridotite_10.jpg style=""width:8cm; height:5.390000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,4,train,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,533,2.0.0,1432665,612418efcbd64f685703e8a4,3,50,897,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,534,2.0.0,1433893,612418efcbd64f685703e8a4,3,50,,,,,,,,,,,,cat_selection,4,train,1,,,,,,,6,7,1222.6,Pegmatite,Peridotite,"[0.09589947789234454,0.16758561044178397,0.051184874422973585,0.14759519112335467,0.04027883487204533,0.13923006629880536,0.24027644295708186,0.11794950199161078]","[0.007824538460078995,0.023459928571996577,0.06256927449451094,0.02548819645124027,0.02469259642453357,null,0.8495118859818643,0.006453579615775389]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,535,1.0.0,1461449,612418efcbd64f685703e8a4,3,50,,,,,,,,,,,,paired_cat_display,4,train,1,,,,,,,,,6160.9,,,,,HAS to have significant chuncks,small chuncks and bumps,21386.9,,,,,,,
,,,,,,,,,,,html-button-response,536,2.0.0,1462685,612418efcbd64f685703e8a4,3,50,,,,,,,,,,,,cat_selection,4,train,2,,,,,,,4,7,1232,Gabbro,Peridotite,"[0.09589947789234454,0.16758561044178397,0.051184874422973585,0.14759519112335467,0.04027883487204533,0.13923006629880536,0.24027644295708186,0.11794950199161078]","[0.35278147332425075,0.06916639466342112,0.014959777095802566,null,0.07248416365872994,0.15259527041550086,0.32565506636455605,0.012357854477738836]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,537,1.0.0,1490262,612418efcbd64f685703e8a4,3,50,,,,,,,,,,,,paired_cat_display,4,train,2,,,,,,,,,9500.2,,,,,,small dots less square,18071.7,,,,,,more square ish less bumps,
,,,,,,,,,,,html-button-response,538,2.0.0,1491570,612418efcbd64f685703e8a4,3,50,,,,,,,,,,,,cat_selection,4,train,3,,,,,,,1,4,1305.4,Andesite,Gabbro,"[0.09589947789234454,0.16758561044178397,0.051184874422973585,0.14759519112335467,0.04027883487204533,0.13923006629880536,0.24027644295708186,0.11794950199161078]","[null,0.014781103080097798,0.06767913659006637,0.7457109218788273,0.016016146359679306,0.012042985851749014,0.1271570602533798,0.016612645986200585]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,539,1.0.0,1509423,612418efcbd64f685703e8a4,3,50,,,,,,,,,,,,paired_cat_display,4,train,3,,,,,,,,,5741.4,,,,,,,12105,,,rocks in rocks,,,same rock just looks diffrent,
,,,,,,,,,,,html-button-response,541,2.0.0,1510859,612418efcbd64f685703e8a4,3,50,1431,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,542,2.0.0,1512622,612418efcbd64f685703e8a4,3,50,1760,,,,,,,,,"<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>",7,class_response,4,test,1,Pumice,Pumice,6,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,543,2.0.0,1513124,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,544,2.0.0,1514476,612418efcbd64f685703e8a4,3,50,1348,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,4,test,2,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,545,2.0.0,1514979,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,546,2.0.0,1516099,612418efcbd64f685703e8a4,3,50,1117,,,,,,,,,"<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>",6,class_response,4,test,3,Peridotite,Peridotite,13,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,547,2.0.0,1516601,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,548,2.0.0,1518012,612418efcbd64f685703e8a4,3,50,1408,,,,,,,,,"<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>",4,class_response,4,test,4,Obsidian,Obsidian,11,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,549,2.0.0,1518515,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,550,2.0.0,1529597,612418efcbd64f685703e8a4,3,50,11079,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",3,class_response,4,test,5,Gabbro,Gabbro,9,TRUE,4,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,551,2.0.0,1530101,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,552,2.0.0,1531546,612418efcbd64f685703e8a4,3,50,1443,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,4,test,6,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,553,2.0.0,1532048,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,554,2.0.0,1537391,612418efcbd64f685703e8a4,3,50,5339,,,,,,,,,"<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>",3,class_response,4,test,7,Gabbro,Basalt,14,FALSE,4,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,555,2.0.0,1537894,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,556,2.0.0,1539291,612418efcbd64f685703e8a4,3,50,1395,,,,,,,,,"<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>",0,class_response,4,test,8,Andesite,Andesite,4,TRUE,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,557,2.0.0,1539795,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,558,2.0.0,1544243,612418efcbd64f685703e8a4,3,50,4446,,,,,,,,,"<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>",2,class_response,4,test,9,Diorite,Andesite,1,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,559,2.0.0,1544747,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,560,2.0.0,1546156,612418efcbd64f685703e8a4,3,50,1405,,,,,,,,,"<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",7,class_response,4,test,10,Pumice,Pumice,9,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,561,2.0.0,1546659,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,562,2.0.0,1556801,612418efcbd64f685703e8a4,3,50,10137,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",3,class_response,4,test,11,Gabbro,Peridotite,16,FALSE,4,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,563,2.0.0,1557304,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,564,2.0.0,1558947,612418efcbd64f685703e8a4,3,50,1641,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,4,test,12,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,565,2.0.0,1559449,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,566,2.0.0,1560762,612418efcbd64f685703e8a4,3,50,1310,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",2,class_response,4,test,13,Diorite,Diorite,10,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,567,2.0.0,1561266,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,568,2.0.0,1562978,612418efcbd64f685703e8a4,3,50,1710,,,,,,,,,"<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>",7,class_response,4,test,14,Pumice,Pumice,13,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,569,2.0.0,1563481,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,14,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,570,2.0.0,1564951,612418efcbd64f685703e8a4,3,50,1465,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",2,class_response,4,test,15,Diorite,Diorite,15,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,571,2.0.0,1565454,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,572,2.0.0,1566920,612418efcbd64f685703e8a4,3,50,1461,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",0,class_response,4,test,16,Andesite,Andesite,5,TRUE,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,573,2.0.0,1567424,612418efcbd64f685703e8a4,3,50,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,4,test,16,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,574,2.0.0,1569516,612418efcbd64f685703e8a4,3,50,2088,,,,,,,,,"<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>",2,class_response,4,test,17,Diorite,Diorite,11,TRUE,3,3,,,,,,,,,,,,,,,,,
