"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Andesite","text_Gabbro","time_resp","text_Diorite","text_Peridotite","text_Pegmatite","time_fb1","time_fb2","text_Basalt","text_Pumice"
"","","","","","","","","","","","html-button-response","128","2.0.0","309980","663e4b5deaf50d8cef5ee1cb","3","6","4163","","","","","","","","","<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","5","class_response","1","train","12","Pegmatite","Pegmatite","15","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","129","2.0.0","311576","663e4b5deaf50d8cef5ee1cb","3","6","1595","","","","","","","","","<img src= rock_img/I_Pegmatite_15.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","12","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","130","2.0.0","355669","663e4b5deaf50d8cef5ee1cb","3","6","44092","","","","","","","","[{""page_index"":0,""viewing_time"":2712},{""page_index"":1,""viewing_time"":22164},{""page_index"":2,""viewing_time"":15133},{""page_index"":3,""viewing_time"":4084}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","131","2.0.0","357199","663e4b5deaf50d8cef5ee1cb","3","6","1529","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","132","2.0.0","360844","663e4b5deaf50d8cef5ee1cb","3","6","","","","","","","","","","","","cat_selection","1","train","1","","","","","","","1","4","3644.5999999996275","Andesite","Gabbro","[0.12837837837837837,0.18243243243243243,0.18243243243243243,0.18243243243243243,0.020270270270270268,0.1554054054054054,0.10135135135135134,0.047297297297297286]","[null,0.05496030698730767,0.3553933256156172,0.3657112072473677,0.059552545971136045,0.04477921545294773,0.05783289903251094,0.06177049969311272]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","133","1.0.0","409020","663e4b5deaf50d8cef5ee1cb","3","6","","","","","","","","","","","","paired_cat_display","1","train","1","","","","","","","","","19484.400000000373","","","","","specks of other minerals ","finely grained, mixture of minerals","28688","","","","","","",""
"","","","","","","","","","","","html-button-response","134","2.0.0","413103","663e4b5deaf50d8cef5ee1cb","3","6","","","","","","","","","","","","cat_selection","1","train","2","","","","","","","3","7","4082.4000000003725","Diorite","Peridotite","[0.12837837837837837,0.18243243243243243,0.18243243243243243,0.18243243243243243,0.020270270270270268,0.1554054054054054,0.10135135135135134,0.047297297297297286]","[0.15355011647229994,0.3605957912274433,null,0.06449552082410677,0.05889775479324288,0.27205909912934967,0.05119531688856995,0.03920640066498749]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","135","1.0.0","447766","663e4b5deaf50d8cef5ee1cb","3","6","","","","","","","","","","","","paired_cat_display","1","train","2","","","","","","","","","10809.60000000149","","","","","","","23851.900000000373","no striations, mixture of minerals","greenish tint to some of the rocks","","","","",""
"","","","","","","","","","","","html-button-response","136","2.0.0","450409","663e4b5deaf50d8cef5ee1cb","3","6","","","","","","","","","","","","cat_selection","1","train","3","","","","","","","4","6","2641.2999999988824","Gabbro","Pegmatite","[0.12837837837837837,0.18243243243243243,0.18243243243243243,0.18243243243243243,0.020270270270270268,0.1554054054054054,0.10135135135135134,0.047297297297297286]","[0.26047860929853034,0.1556709823843464,0.15936788920009626,null,0.062030104849355464,0.26063066716241723,0.05587176136193669,0.04594998574331756]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","137","1.0.0","476815","663e4b5deaf50d8cef5ee1cb","3","6","","","","","","","","","","","","paired_cat_display","1","train","3","","","","","","","","","6591.699999999255","","","","","","fine grains, often gray","19812.199999999255","","","large sections of black minerals","","","",""
"","","","","","","","","","","","instructions","138","2.0.0","486917","663e4b5deaf50d8cef5ee1cb","3","6","10100","","","","","","","","[{""page_index"":0,""viewing_time"":2438},{""page_index"":1,""viewing_time"":7661}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","139","2.0.0","488121","663e4b5deaf50d8cef5ee1cb","3","6","1203","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","140","2.0.0","498021","663e4b5deaf50d8cef5ee1cb","3","6","9899","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","5","class_response","1","test","1","Pegmatite","Pegmatite","07","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","141","2.0.0","498537","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","142","2.0.0","499866","663e4b5deaf50d8cef5ee1cb","3","6","1327","","","","","","","","","<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>","4","class_response","1","test","2","Obsidian","Obsidian","06","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","143","2.0.0","500378","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","2","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","144","2.0.0","501868","663e4b5deaf50d8cef5ee1cb","3","6","1487","","","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","7","class_response","1","test","3","Pumice","Pumice","09","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","145","2.0.0","502369","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","3","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","146","2.0.0","514278","663e4b5deaf50d8cef5ee1cb","3","6","11906","","","","","","","","","<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>","7","class_response","1","test","4","Pumice","Basalt","16","false","8","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","147","2.0.0","514789","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","4","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","148","2.0.0","518766","663e4b5deaf50d8cef5ee1cb","3","6","3976","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","0","class_response","1","test","5","Andesite","Gabbro","13","false","1","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","149","2.0.0","519268","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","5","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","150","2.0.0","521545","663e4b5deaf50d8cef5ee1cb","3","6","2276","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","7","class_response","1","test","6","Pumice","Basalt","11","false","8","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","151","2.0.0","522052","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","6","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","152","2.0.0","529499","663e4b5deaf50d8cef5ee1cb","3","6","7446","","","","","","","","","<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>","2","class_response","1","test","7","Diorite","Gabbro","09","false","3","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","153","2.0.0","530009","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","7","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","154","2.0.0","533742","663e4b5deaf50d8cef5ee1cb","3","6","3730","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","7","class_response","1","test","8","Pumice","Pumice","13","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","155","2.0.0","534248","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","8","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","156","2.0.0","535720","663e4b5deaf50d8cef5ee1cb","3","6","1470","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","4","class_response","1","test","9","Obsidian","Obsidian","11","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","157","2.0.0","536229","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","9","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","158","2.0.0","547622","663e4b5deaf50d8cef5ee1cb","3","6","11392","","","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","0","class_response","1","test","10","Andesite","Diorite","13","false","1","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","159","2.0.0","548127","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","10","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","160","2.0.0","551222","663e4b5deaf50d8cef5ee1cb","3","6","3092","","","","","","","","","<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","3","class_response","1","test","11","Gabbro","Andesite","16","false","4","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","161","2.0.0","551737","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","11","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","162","2.0.0","556106","663e4b5deaf50d8cef5ee1cb","3","6","4367","","","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","3","class_response","1","test","12","Gabbro","Pegmatite","12","false","4","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","163","2.0.0","556616","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","12","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","164","2.0.0","558130","663e4b5deaf50d8cef5ee1cb","3","6","1511","","","","","","","","","<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","6","class_response","1","test","13","Peridotite","Pegmatite","10","false","7","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","165","2.0.0","558639","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","13","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","166","2.0.0","561966","663e4b5deaf50d8cef5ee1cb","3","6","3325","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","2","class_response","1","test","14","Diorite","Diorite","15","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","167","2.0.0","562478","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","14","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","168","2.0.0","567581","663e4b5deaf50d8cef5ee1cb","3","6","5100","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","2","class_response","1","test","15","Diorite","Peridotite","08","false","3","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","169","2.0.0","568082","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","15","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","170","2.0.0","571192","663e4b5deaf50d8cef5ee1cb","3","6","3108","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","0","class_response","1","test","16","Andesite","Gabbro","15","false","1","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","171","2.0.0","571705","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","16","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","172","2.0.0","573408","663e4b5deaf50d8cef5ee1cb","3","6","1701","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","3","class_response","1","test","17","Gabbro","Andesite","04","false","4","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","173","2.0.0","573916","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","17","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","174","2.0.0","575625","663e4b5deaf50d8cef5ee1cb","3","6","1706","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","1","test","18","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","175","2.0.0","576135","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","18","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","176","2.0.0","579124","663e4b5deaf50d8cef5ee1cb","3","6","2987","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","5","class_response","1","test","19","Pegmatite","Pegmatite","03","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","177","2.0.0","579628","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","19","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","178","2.0.0","590294","663e4b5deaf50d8cef5ee1cb","3","6","10664","","","","","","","","","<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>","2","class_response","1","test","20","Diorite","Peridotite","12","false","3","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","179","2.0.0","590804","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","20","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","180","2.0.0","593332","663e4b5deaf50d8cef5ee1cb","3","6","2526","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","3","class_response","1","test","21","Gabbro","Diorite","07","false","4","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","181","2.0.0","593834","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","21","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","182","2.0.0","595369","663e4b5deaf50d8cef5ee1cb","3","6","1532","","","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","7","class_response","1","test","22","Pumice","Gabbro","16","false","8","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","183","2.0.0","595882","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","22","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","184","2.0.0","597382","663e4b5deaf50d8cef5ee1cb","3","6","1497","","","","","","","","","<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>","7","class_response","1","test","23","Pumice","Andesite","14","false","8","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","185","2.0.0","597885","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","23","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","186","2.0.0","598968","663e4b5deaf50d8cef5ee1cb","3","6","1081","","","","","","","","","<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>","7","class_response","1","test","24","Pumice","Pumice","04","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","187","2.0.0","599482","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","24","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","188","2.0.0","600960","663e4b5deaf50d8cef5ee1cb","3","6","1475","","","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","4","class_response","1","test","25","Obsidian","Obsidian","16","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","189","2.0.0","601471","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","25","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","190","2.0.0","604054","663e4b5deaf50d8cef5ee1cb","3","6","2581","","","","","","","","","<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>","0","class_response","1","test","26","Andesite","Diorite","06","false","1","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","191","2.0.0","604565","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","26","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","192","2.0.0","609364","663e4b5deaf50d8cef5ee1cb","3","6","4798","","","","","","","","","<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>","3","class_response","1","test","27","Gabbro","Diorite","14","false","4","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","193","2.0.0","609875","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","27","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","194","2.0.0","613211","663e4b5deaf50d8cef5ee1cb","3","6","3334","","","","","","","","","<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>","5","class_response","1","test","28","Pegmatite","Andesite","02","false","6","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","195","2.0.0","613726","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","28","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","196","2.0.0","615169","663e4b5deaf50d8cef5ee1cb","3","6","1441","","","","","","","","","<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>","4","class_response","1","test","29","Obsidian","Obsidian","09","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","197","2.0.0","615683","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","29","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","198","2.0.0","617453","663e4b5deaf50d8cef5ee1cb","3","6","1768","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","7","class_response","1","test","30","Pumice","Pumice","08","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","199","2.0.0","617969","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","30","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","200","2.0.0","619434","663e4b5deaf50d8cef5ee1cb","3","6","1462","","","","","","","","","<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>","4","class_response","1","test","31","Obsidian","Obsidian","04","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","201","2.0.0","619937","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","31","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","202","2.0.0","622560","663e4b5deaf50d8cef5ee1cb","3","6","2621","","","","","","","","","<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>","3","class_response","1","test","32","Gabbro","Pegmatite","05","false","4","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","203","2.0.0","623071","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","32","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","204","2.0.0","626666","663e4b5deaf50d8cef5ee1cb","3","6","3593","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","1","class_response","1","test","33","Basalt","Basalt","12","true","2","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","205","2.0.0","627174","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","33","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","206","2.0.0","630570","663e4b5deaf50d8cef5ee1cb","3","6","3393","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","2","class_response","1","test","34","Diorite","Peridotite","07","false","3","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","207","2.0.0","631080","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","34","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","208","2.0.0","632584","663e4b5deaf50d8cef5ee1cb","3","6","1501","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","3","class_response","1","test","35","Gabbro","Andesite","11","false","4","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","209","2.0.0","633090","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","35","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","210","2.0.0","634485","663e4b5deaf50d8cef5ee1cb","3","6","1393","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","1","test","36","Obsidian","Obsidian","08","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","211","2.0.0","634993","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","36","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","212","2.0.0","638310","663e4b5deaf50d8cef5ee1cb","3","6","3315","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","5","class_response","1","test","37","Pegmatite","Pegmatite","06","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","213","2.0.0","638826","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","37","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","214","2.0.0","640830","663e4b5deaf50d8cef5ee1cb","3","6","2002","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","2","class_response","1","test","38","Diorite","Diorite","16","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","215","2.0.0","641339","663e4b5deaf50d8cef5ee1cb","3","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","38","","","","","","","","","","","","","","","","","","","","","","",""
