"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Diorite","text_Pegmatite","time_resp","text_Basalt","text_Peridotite","time_fb1","time_fb2","text_Andesite","text_Gabbro","text_Obsidian"
"","","","","","","","","","","","html-button-response","245","2.0.0","1715033","671f6b77962ddec1fbb955e5","3","16","4134","","","","","","","","","<img src= rock_img/I_Andesite_03.jpg style=""width:8cm; height:5.73cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","3","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","246","2.0.0","1716389","671f6b77962ddec1fbb955e5","3","16","1355","","","","","","","","","<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>","1","class_response","2","train","4","Basalt","Gabbro","12","false","2","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","247","2.0.0","1722956","671f6b77962ddec1fbb955e5","3","16","6566","","","","","","","","","<img src= rock_img/I_Gabbro_12.jpg style=""width:8cm; height:7.800000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","4","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","248","2.0.0","1724768","671f6b77962ddec1fbb955e5","3","16","1811","","","","","","","","","<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>","6","class_response","2","train","5","Peridotite","Pegmatite","09","false","7","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","249","2.0.0","1730592","671f6b77962ddec1fbb955e5","3","16","5824","","","","","","","","","<img src= rock_img/I_Pegmatite_09.jpg style=""width:8cm; height:4.03cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","5","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","250","2.0.0","1733926","671f6b77962ddec1fbb955e5","3","16","3332","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","1","class_response","2","train","6","Basalt","Gabbro","08","false","2","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","251","2.0.0","1740384","671f6b77962ddec1fbb955e5","3","16","6458","","","","","","","","","<img src= rock_img/I_Gabbro_08.jpg style=""width:8cm; height:5.15cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","6","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","252","2.0.0","1742593","671f6b77962ddec1fbb955e5","3","16","2208","","","","","","","","","<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>","4","class_response","2","train","7","Obsidian","Obsidian","04","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","253","2.0.0","1743280","671f6b77962ddec1fbb955e5","3","16","685","","","","","","","","","<img src= rock_img/I_Obsidian_04.jpg style=""width:8cm; height:6.930000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","7","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","254","2.0.0","1745874","671f6b77962ddec1fbb955e5","3","16","2593","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","2","train","8","Pumice","Pumice","06","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","1746318","671f6b77962ddec1fbb955e5","3","16","443","","","","","","","","","<img src= rock_img/I_Pumice_06.jpg style=""width:8cm; height:6.9399999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","1750013","671f6b77962ddec1fbb955e5","3","16","3694","","","","","","","","","<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>","2","class_response","2","train","9","Diorite","Diorite","14","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","1754521","671f6b77962ddec1fbb955e5","3","16","4506","","","","","","","","","<img src= rock_img/I_Diorite_14.jpg style=""width:8cm; height:5.71cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","1755995","671f6b77962ddec1fbb955e5","3","16","1473","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","2","train","10","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","1756717","671f6b77962ddec1fbb955e5","3","16","721","","","","","","","","","<img src= rock_img/I_Basalt_04.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","1758383","671f6b77962ddec1fbb955e5","3","16","1665","","","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","2","class_response","2","train","11","Diorite","Diorite","13","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","1762979","671f6b77962ddec1fbb955e5","3","16","4595","","","","","","","","","<img src= rock_img/I_Diorite_13.jpg style=""width:8cm; height:6.29cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","1770007","671f6b77962ddec1fbb955e5","3","16","7027","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","3","class_response","2","train","12","Gabbro","Peridotite","07","false","4","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","1777125","671f6b77962ddec1fbb955e5","3","16","7117","","","","","","","","","<img src= rock_img/I_Peridotite_07.jpg style=""width:8cm; height:4.83cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","1779451","671f6b77962ddec1fbb955e5","3","16","2325","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","1780964","671f6b77962ddec1fbb955e5","3","16","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","1","4","1511.2000000476837","Andesite","Gabbro","[0.1364724494762888,0.1174003386969068,0.09753684817869417,0.22387970746116903,0.07330101983505138,0.1754080507738834,0.10270056574295501,0.07330101983505138]","[null,0.35716315616928884,0.021795632220000808,0.10368668055766098,0.029390349199315248,0.352138587856625,0.028541669714642642,0.10728392428246643]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","1812668","671f6b77962ddec1fbb955e5","3","16","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","13711","","","","","","","17991.5","","","","","Tiny specs in rocks","Solid one color base",""
"","","","","","","","","","","","html-button-response","268","2.0.0","1813668","671f6b77962ddec1fbb955e5","3","16","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","2","3","998.5","Basalt","Diorite","[0.1364724494762888,0.1174003386969068,0.09753684817869417,0.22387970746116903,0.07330101983505138,0.1754080507738834,0.10270056574295501,0.07330101983505138]","[0.16084483951612658,null,0.35670793174638427,0.05546724245954846,0.059487196342048666,0.14844998171175092,0.16159604301942207,0.05744676520471901]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","1841274","671f6b77962ddec1fbb955e5","3","16","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","17341.600000023842","","","","","tiny specs on solid color base","","10262.900000035763","Big Solid color","","","","","",""
"","","","","","","","","","","","html-button-response","270","2.0.0","1842243","671f6b77962ddec1fbb955e5","3","16","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","6","7","967.6999999880791","Pegmatite","Peridotite","[0.1364724494762888,0.1174003386969068,0.09753684817869417,0.22387970746116903,0.07330101983505138,0.1754080507738834,0.10270056574295501,0.07330101983505138]","[0.025130863873099835,0.024149318022503093,0.38527761718985665,0.030663711712497117,0.028108402403122356,null,0.4245032933688767,0.08216679343004431]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","1882833","671f6b77962ddec1fbb955e5","3","16","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","22530","","","","","","big black leech like ","18057.399999976158","","color green hints","","","","",""
"","","","","","","","","","","","html-button-response","273","2.0.0","1884134","671f6b77962ddec1fbb955e5","3","16","1300","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","1886695","671f6b77962ddec1fbb955e5","3","16","2560","","","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","4","class_response","2","test","1","Obsidian","Obsidian","14","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","1887197","671f6b77962ddec1fbb955e5","3","16","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","1905310","671f6b77962ddec1fbb955e5","3","16","18112","","","","","","","","","<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","5","class_response","2","test","2","Pegmatite","Pegmatite","10","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","2.0.0","1905825","671f6b77962ddec1fbb955e5","3","16","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","2","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","278","2.0.0","1920139","671f6b77962ddec1fbb955e5","3","16","14312","","","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","0","class_response","2","test","3","Andesite","Andesite","05","true","1","1","","","","","","","","","","","","","","","","",""
