"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Basalt","text_Peridotite","time_resp","text_Diorite","text_Obsidian","time_fb1","time_fb2","text_Gabbro","text_Andesite","text_Pumice","text_Pegmatite"
"","","","","","","","","","","","html-keyboard-response","321","2.0.0","1797262","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","24","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","322","2.0.0","1798524","663a71833186f44039c05a68","3","39","1260","","","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","4","class_response","2","test","25","Obsidian","Obsidian","16","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","323","2.0.0","1799039","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","25","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","324","2.0.0","1803974","663a71833186f44039c05a68","3","39","4933","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","3","class_response","2","test","26","Gabbro","Gabbro","15","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","325","2.0.0","1804475","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","26","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","326","2.0.0","1806039","663a71833186f44039c05a68","3","39","1561","","","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","1","class_response","2","test","27","Basalt","Gabbro","16","false","2","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","327","2.0.0","1806548","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","27","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","328","2.0.0","1808022","663a71833186f44039c05a68","3","39","1470","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","3","class_response","2","test","28","Gabbro","Andesite","06","false","4","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","329","2.0.0","1808539","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","28","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","330","2.0.0","1809948","663a71833186f44039c05a68","3","39","1405","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","2","test","29","Obsidian","Obsidian","08","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","331","2.0.0","1810466","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","29","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","332","2.0.0","1811773","663a71833186f44039c05a68","3","39","1303","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","7","class_response","2","test","30","Pumice","Pumice","10","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","333","2.0.0","1812290","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","30","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","334","2.0.0","1815675","663a71833186f44039c05a68","3","39","3382","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","1","class_response","2","test","31","Basalt","Gabbro","05","false","2","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","335","2.0.0","1816177","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","31","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","336","2.0.0","1817568","663a71833186f44039c05a68","3","39","1388","","","","","","","","","<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>","7","class_response","2","test","32","Pumice","Pumice","16","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","337","2.0.0","1818072","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","338","2.0.0","1820195","663a71833186f44039c05a68","3","39","2119","","","","","","","","","<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>","4","class_response","2","test","33","Obsidian","Obsidian","05","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","339","2.0.0","1820712","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","33","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","340","2.0.0","1822668","663a71833186f44039c05a68","3","39","1952","","","","","","","","","<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>","5","class_response","2","test","34","Pegmatite","Pegmatite","13","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","341","2.0.0","1823172","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","34","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","342","2.0.0","1824711","663a71833186f44039c05a68","3","39","1535","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","5","class_response","2","test","35","Pegmatite","Pegmatite","06","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","343","2.0.0","1825225","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","35","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","344","2.0.0","1828960","663a71833186f44039c05a68","3","39","3730","","","","","","","","","<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>","2","class_response","2","test","36","Diorite","Diorite","06","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","345","2.0.0","1829475","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","36","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","346","2.0.0","1831149","663a71833186f44039c05a68","3","39","1670","","","","","","","","","<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>","5","class_response","2","test","37","Pegmatite","Pegmatite","09","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","347","2.0.0","1831662","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","37","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","348","2.0.0","1833091","663a71833186f44039c05a68","3","39","1425","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","2","class_response","2","test","38","Diorite","Diorite","15","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","349","2.0.0","1833594","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","38","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","350","2.0.0","1834802","663a71833186f44039c05a68","3","39","1205","","","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","2","class_response","2","test","39","Diorite","Diorite","13","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","351","2.0.0","1835305","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","39","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","352","2.0.0","1836936","663a71833186f44039c05a68","3","39","1627","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","5","class_response","2","test","40","Pegmatite","Peridotite","15","false","6","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","353","2.0.0","1837453","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","40","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","354","2.0.0","1839153","663a71833186f44039c05a68","3","39","1696","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","1","class_response","2","test","41","Basalt","Basalt","02","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","355","2.0.0","1839663","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","41","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","356","2.0.0","1840956","663a71833186f44039c05a68","3","39","1289","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","5","class_response","2","test","42","Pegmatite","Pegmatite","08","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","357","2.0.0","1841472","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","42","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","358","2.0.0","1842697","663a71833186f44039c05a68","3","39","1221","","","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","5","class_response","2","test","43","Pegmatite","Pegmatite","16","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","359","2.0.0","1843202","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","43","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","360","2.0.0","1845105","663a71833186f44039c05a68","3","39","1900","","","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","0","class_response","2","test","44","Andesite","Andesite","05","true","1","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","361","2.0.0","1845621","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","44","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","362","2.0.0","1847212","663a71833186f44039c05a68","3","39","1586","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","5","class_response","2","test","45","Pegmatite","Peridotite","02","false","6","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","363","2.0.0","1847722","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","45","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","364","2.0.0","1852757","663a71833186f44039c05a68","3","39","5031","","","","","","","","","<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>","6","class_response","2","test","46","Peridotite","Peridotite","16","true","7","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","365","2.0.0","1853272","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","46","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","366","2.0.0","1854826","663a71833186f44039c05a68","3","39","1550","","","","","","","","","<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>","1","class_response","2","test","47","Basalt","Gabbro","09","false","2","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","367","2.0.0","1855329","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","47","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","368","2.0.0","1858880","663a71833186f44039c05a68","3","39","3547","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","0","class_response","2","test","48","Andesite","Peridotite","07","false","1","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","369","2.0.0","1859384","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","48","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","370","2.0.0","1885344","663a71833186f44039c05a68","3","39","","","","","","","","","","","","cycle_feedback","","","","","","","","","","","","","","","","","","","","","","7612.699999928474","18328.5","","","",""
"","","","","","","","","","","","html-button-response","372","2.0.0","1886744","663a71833186f44039c05a68","3","39","1398","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","374","2.0.0","1888777","663a71833186f44039c05a68","3","39","2031","","","","","","","","","<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>","4","class_response","3","train","1","Obsidian","Obsidian","02","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","375","2.0.0","1890056","663a71833186f44039c05a68","3","39","1278","","","","","","","","","<img src= rock_img/I_Obsidian_02.jpg style=""width:8cm; height:7.51cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","3","train","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","376","2.0.0","1891841","663a71833186f44039c05a68","3","39","1783","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","0","class_response","3","train","2","Andesite","Gabbro","08","false","1","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","377","2.0.0","1893845","663a71833186f44039c05a68","3","39","2001","","","","","","","","","<img src= rock_img/I_Gabbro_08.jpg style=""width:8cm; height:5.15cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","3","train","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","378","2.0.0","1895437","663a71833186f44039c05a68","3","39","1589","","","","","","","","","<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>","0","class_response","3","train","3","Andesite","Andesite","14","true","1","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","379","2.0.0","1896708","663a71833186f44039c05a68","3","39","1267","","","","","","","","","<img src= rock_img/I_Andesite_14.jpg style=""width:8cm; height:5.449999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","3","train","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","380","2.0.0","1898344","663a71833186f44039c05a68","3","39","1631","","","","","","","","","<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>","4","class_response","3","train","4","Obsidian","Obsidian","09","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","381","2.0.0","1899618","663a71833186f44039c05a68","3","39","1270","","","","","","","","","<img src= rock_img/I_Obsidian_09.jpg style=""width:8cm; height:5cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","3","train","4","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","382","2.0.0","1900777","663a71833186f44039c05a68","3","39","1157","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","2","class_response","3","train","5","Diorite","Diorite","09","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","383","2.0.0","1901649","663a71833186f44039c05a68","3","39","870","","","","","","","","","<img src= rock_img/I_Diorite_09.jpg style=""width:8cm; height:5.27cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","3","train","5","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","384","2.0.0","1902990","663a71833186f44039c05a68","3","39","1339","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","7","class_response","3","train","6","Pumice","Pumice","08","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","385","2.0.0","1904197","663a71833186f44039c05a68","3","39","1205","","","","","","","","","<img src= rock_img/I_Pumice_08.jpg style=""width:8cm; height:6.67cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","3","train","6","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","386","2.0.0","1908238","663a71833186f44039c05a68","3","39","4040","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","6","class_response","3","train","7","Peridotite","Peridotite","08","true","7","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","387","2.0.0","1912464","663a71833186f44039c05a68","3","39","4223","","","","","","","","","<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","3","train","7","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","388","2.0.0","1914667","663a71833186f44039c05a68","3","39","2201","","","","","","","","","<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>","6","class_response","3","train","8","Peridotite","Peridotite","12","true","7","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","389","2.0.0","1916448","663a71833186f44039c05a68","3","39","1780","","","","","","","","","<img src= rock_img/I_Peridotite_12.jpg style=""width:8cm; height:4.54cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","3","train","8","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","390","2.0.0","1918359","663a71833186f44039c05a68","3","39","1909","","","","","","","","","<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>","0","class_response","3","train","9","Andesite","Andesite","02","true","1","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","391","2.0.0","1920447","663a71833186f44039c05a68","3","39","2086","","","","","","","","","<img src= rock_img/I_Andesite_02.jpg style=""width:8cm; height:8.5cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","3","train","9","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","392","2.0.0","1921795","663a71833186f44039c05a68","3","39","1345","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","7","class_response","3","train","10","Pumice","Pumice","13","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","393","2.0.0","1922869","663a71833186f44039c05a68","3","39","1071","","","","","","","","","<img src= rock_img/I_Pumice_13.jpg style=""width:8cm; height:8.200000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","3","train","10","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","394","2.0.0","1924557","663a71833186f44039c05a68","3","39","1685","","","","","","","","","<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","5","class_response","3","train","11","Pegmatite","Pegmatite","10","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","395","2.0.0","1926157","663a71833186f44039c05a68","3","39","1598","","","","","","","","","<img src= rock_img/I_Pegmatite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","3","train","11","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","396","2.0.0","1930948","663a71833186f44039c05a68","3","39","4789","","","","","","","","","<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>","1","class_response","3","train","12","Basalt","Basalt","10","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","397","2.0.0","1932509","663a71833186f44039c05a68","3","39","1560","","","","","","","","","<img src= rock_img/I_Basalt_10.jpg style=""width:8cm; height:5.85cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","3","train","12","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","399","2.0.0","1934143","663a71833186f44039c05a68","3","39","1633","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","400","2.0.0","1936271","663a71833186f44039c05a68","3","39","","","","","","","","","","","","cat_selection","3","train","1","","","","","","","2","4","2125.7999999523163","Basalt","Gabbro","[0.2413028205773544,0.1068286626342068,0.07974548475809363,0.19613388551921263,0.050054888116913235,0.06699128158693177,0.22906494102183142,0.029878035785456274]","[0.04325783975949584,null,0.012230989538602136,0.014917439026545107,0.09970111977676821,0.03992434908390807,0.04345986949741025,0.7465083933172705]","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","401","1.0.0","1985633","663a71833186f44039c05a68","3","39","","","","","","","","","","","","paired_cat_display","3","train","1","","","","","","","","","8038","","","","","dark, dull, looks like lava rock","","41300.10000002384","","","","","Dark with spots mostly like granite ","","",""
"","","","","","","","","","","","html-button-response","402","2.0.0","2065753","663a71833186f44039c05a68","3","39","","","","","","","","","","","","cat_selection","3","train","2","","","","","","","6","7","80115.80000007153","Pegmatite","Peridotite","[0.2413028205773544,0.1068286626342068,0.07974548475809363,0.19613388551921263,0.050054888116913235,0.06699128158693177,0.22906494102183142,0.029878035785456274]","[0.050921712972774376,0.1734247102142087,0.06511045996518827,0.18662457820715128,0.3059387184502905,null,0.17598024021284236,0.04199957997754466]","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","403","1.0.0","2098119","663a71833186f44039c05a68","3","39","","","","","","","","","","","","paired_cat_display","3","train","2","","","","","","","","","14141.700000047684","","","","","","has dull colored parts ","18205.399999976158","","","","","","","","has shiny bits"
"","","","","","","","","","","","html-button-response","404","2.0.0","2099759","663a71833186f44039c05a68","3","39","","","","","","","","","","","","cat_selection","3","train","3","","","","","","","1","4","1635.8999999761581","Andesite","Gabbro","[0.2413028205773544,0.1068286626342068,0.07974548475809363,0.19613388551921263,0.050054888116913235,0.06699128158693177,0.22906494102183142,0.029878035785456274]","[null,0.27628454022291654,0.09135918107070617,0.4926490948675431,0.016016146359679302,0.01204298585174901,0.061554386185516494,0.050093665441889236]","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","405","1.0.0","2120596","663a71833186f44039c05a68","3","39","","","","","","","","","","","","paired_cat_display","3","train","3","","","","","","","","","7263.799999952316","","","","","","","13553.899999976158","","","","","looks like dull granite","looks like concrete mix","",""
"","","","","","","","","","","","html-button-response","407","2.0.0","2121988","663a71833186f44039c05a68","3","39","1388","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","408","2.0.0","2123520","663a71833186f44039c05a68","3","39","1528","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","3","test","1","Obsidian","Obsidian","10","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","409","2.0.0","2124025","663a71833186f44039c05a68","3","39","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","410","2.0.0","2126900","663a71833186f44039c05a68","3","39","2870","","","","","","","","","<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>","1","class_response","3","test","2","Basalt","Basalt","05","true","2","2","","","","","","","","","","","","","","","","","",""
